qchr	qpos	direction	id	gid	gchr	gbeg	gend	qchr.g	marker	qpos.g	qleft.g	qright.g	LOD	ADD	Rsqure	type	type2	mid
4	161511759	-1	28879	Zm00001d023391	10	4470647	4479429	4	407	467.3	466.3	467.8	15.51	-2.52	0.44	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	29127	Zm00001d023841	10	24262540	24269530	4	407	467.3	464.3	470.8	7.64	-0.93	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	30402	Zm00001d026257	10	142147684	142154633	4	407	467.3	466.3	467.8	10.04	-2.95	0.28	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	30419	Zm00001d026273	10	142618005	142622387	4	407	467.3	461.9	468.2	8.36	-0.37	0.06	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	30479	Zm00001d026344	10	143883390	143887047	4	407	467.3	466.3	467.8	12.05	-15	0.29	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	30735	Zm00001d026671	10	149704637	149706805	4	407	467.3	466.3	468.2	12.14	-1.69	0.36	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	30765	Zm00001d026698	10	150307587	150319013	4	407	467.3	466.3	467.8	13.78	-4.05	0.45	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3	Zm00001d027231	1	50877	55716	4	407	467.3	462.3	468.2	6.89	-5.07	0.01	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	579	Zm00001d028084	1	22263332	22274326	4	407	467.3	466.3	468.2	7.4	-0.47	0.22	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	589	Zm00001d028096	1	22880022	22891698	4	407	467.3	466.3	467.8	9.47	-2.1	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	596	Zm00001d028107	1	23030904	23033285	4	407	467.3	466.3	468.2	8.44	-0.53	0.28	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	729	Zm00001d028261	1	28226067	28235042	4	407	467.3	466.3	467.8	10.43	-1.39	0.17	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1131	Zm00001d028840	1	48333284	48337489	4	407	467.3	466.3	467.8	15.71	-11.26	0.43	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1154	Zm00001d028898	1	50140349	50144895	4	407	467.3	466.3	467.8	5.6	-0.7	0.19	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1386	Zm00001d029206	1	62408710	62417139	4	407	467.3	466.3	467.8	11.23	-3.52	0.33	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1561	Zm00001d029530	1	75041778	75049211	4	407	467.3	466.3	467.8	10.28	-4.01	0.21	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1576	Zm00001d029561	1	76215206	76224302	4	407	467.3	466.3	467.8	13.51	-2.33	0.26	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1935	Zm00001d030230	1	114671981	114679939	4	407	467.3	466.3	468.2	10.1	-7.78	0.33	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1940	Zm00001d030239	1	115448353	115461162	4	407	467.3	466.3	467.8	5.61	-3.01	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	1974	Zm00001d030340	1	123383744	123433372	4	407	467.3	466.3	467.8	10.02	-4.79	0.3	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	2282	Zm00001d031005	1	172956483	172964147	4	407	467.3	466.3	467.8	8.4	-3.07	0.27	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	2779	Zm00001d031891	1	205429718	205442392	4	407	467.3	466.3	467.8	10.32	-8.59	0.17	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3140	Zm00001d032464	1	227539791	227554107	4	407	467.3	466.3	467.8	10.9	-3.21	0.27	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3323	Zm00001d032735	1	236791610	236815089	4	407	467.3	466.3	467.8	10.69	-1.7	0.34	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3545	Zm00001d033158	1	252436182	252443465	4	407	467.3	466.3	467.8	10.91	-6.83	0.35	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3571	Zm00001d033193	1	253357077	253362055	4	407	467.3	466.3	467.8	15.08	-2.66	0.16	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3841	Zm00001d033616	1	268793744	268803418	4	407	467.3	466.3	467.8	7.2	-2.27	0.25	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3929	Zm00001d033764	1	272997605	273005246	4	407	467.3	466.3	467.8	11.69	-5.77	0.33	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	3967	Zm00001d033827	1	275021147	275027856	4	407	467.3	466.3	471.7	6.75	-7.05	0.17	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	4252	Zm00001d034206	1	286756358	286759266	4	407	467.3	464.3	467.8	9.33	-0.65	0.05	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	4424	Zm00001d034490	1	294453573	294461416	4	407	467.3	466.3	472.7	5.38	-1.36	0.05	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	4445	Zm00001d034510	1	294991247	295014639	4	407	467.3	466.3	467.8	13.38	-2.33	0.38	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	4605	Zm00001d034702	1	300265094	300268087	4	407	467.3	466.3	467.8	6.97	-1.57	0.23	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	4786	Zm00001d034894	1	304956316	304965176	4	407	467.3	466.3	467.8	7.94	-3.62	0.1	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	18679	Zm00001d035065	6	3644758	3653000	4	407	467.3	466.3	467.8	12.67	-5.63	0.27	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	19226	Zm00001d036351	6	85213378	85230505	4	407	467.3	466.3	467.8	16.15	-12.31	0.42	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	19372	Zm00001d036624	6	95234528	95240368	4	407	467.3	466.3	468.2	6.25	-1.89	0.09	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	19608	Zm00001d037099	6	112114923	112125143	4	407	467.3	466.3	467.8	15.24	-5.48	0.42	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	19818	Zm00001d037377	6	123566898	123595849	4	407	467.3	466.3	467.8	21.13	-3.12	0.57	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	20125	Zm00001d037836	6	139238531	139250622	4	407	467.3	466.3	467.8	8.83	-3.15	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	20137	Zm00001d037858	6	139991985	139995915	4	407	467.3	466.3	470.8	4.52	-0.71	0.09	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	20305	Zm00001d038109	6	148254777	148260114	4	407	467.3	461.9	471.7	6.65	-0.51	0.07	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	20306	Zm00001d038113	6	148382390	148390037	4	407	467.3	466.3	467.8	15.83	-3.25	0.49	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	20875	Zm00001d038807	6	164812460	164817085	4	407	467.3	466.3	467.8	9.35	-3.94	0.28	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	21022	Zm00001d038961	6	167708117	167712890	4	407	467.3	464.3	468.2	7.54	-0.87	0.12	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	8491	Zm00001d039341	3	2111719	2119789	4	407	467.3	466.3	470.8	8.17	-6.7	0.17	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	8785	Zm00001d039762	3	14137632	14141177	4	407	467.3	466.3	467.8	8.46	-4.99	0.26	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	9079	Zm00001d040320	3	37923664	37936779	4	407	467.3	466.3	467.8	6.28	-0.87	0.22	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	9330	Zm00001d040883	3	75383382	75399957	4	407	467.3	466.3	467.8	4.79	-2.04	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	9466	Zm00001d041105	3	97492098	97509622	4	407	467.3	466.3	468.2	10.66	-7.97	0.35	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	9359	Zm00001d041323	3	112350290	112355140	4	407	467.3	466.3	467.8	7.99	-1.61	0.21	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	10669	Zm00001d043277	3	194202489	194215311	4	407	467.3	466.3	467.8	22.94	-5.7	0.61	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	11140	Zm00001d043986	3	215646672	215656976	4	407	467.3	466.3	468.2	6.21	-3.48	0.18	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	11427	Zm00001d044358	3	225841652	225863873	4	407	467.3	466.3	467.8	14.82	-4.01	0.36	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	26971	Zm00001d045554	9	26632900	26639701	4	407	467.3	466.3	467.8	10.8	-4.7	0.31	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	27170	Zm00001d046194	9	71335285	71350665	4	407	467.3	466.3	467.8	9.33	-1.61	0.24	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	27902	Zm00001d047468	9	131003201	131026782	4	407	467.3	466.3	467.8	14.99	-0.83	0.36	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	27948	Zm00001d047527	9	133875287	133883141	4	407	467.3	466.3	467.8	13.53	-1.78	0.41	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	28029	Zm00001d047673	9	138866750	138871118	4	407	467.3	466.3	467.8	14.31	-4.42	0.39	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	28322	Zm00001d048040	9	148600630	148609977	4	407	467.3	466.3	467.8	10.12	-0.83	0.18	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	28378	Zm00001d048104	9	150285885	150288797	4	407	467.3	466.3	468.2	6.4	-1.11	0.2	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	28718	Zm00001d048535	9	157959791	157968784	4	407	467.3	466.3	467.8	9.64	-1.96	0.15	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	12509	Zm00001d050089	4	65078952	65090738	4	407	467.3	466.3	467.8	12.27	-4.77	0.29	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	12631	Zm00001d050316	4	80724087	80730316	4	407	467.3	466.3	467.8	11.8	-3.18	0.37	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	12634	Zm00001d050329	4	81617937	81624334	4	407	467.3	466.3	467.8	9.17	-1.54	0.31	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	12657	Zm00001d050372	4	84608085	84616205	4	407	467.3	466.3	467.8	16.06	-1.85	0.42	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	13150	Zm00001d051534	4	161756938	161758313	4	407	467.3	461.9	470.8	4.98	-0.14	0.15	cis	cis	trans-eQTL-B.hs13
4	161511759	-1	13215	Zm00001d051600	4	164094048	164100719	4	407	467.3	466.3	467.8	20.91	-15.09	0.61	cis	cis	trans-eQTL-B.hs13
4	161511759	-1	13536	Zm00001d052110	4	179900072	179926942	4	407	467.3	466.3	467.8	19.53	-6.06	0.5	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	13665	Zm00001d052282	4	185921084	185959323	4	407	467.3	466.3	467.8	10.71	-2.65	0.32	trans	trans	trans-eQTL-B.hs13
4	161511759	-1	14272	Zm00001d053262	4	222969266	223050007	4	407	467.3	466.3	470.8	7.18	-1.54	0.23	trans	trans	trans-eQTL-B.hs13
4	162025457	-1	24003	Zm00001d000382	B73V4_ctg66	34040	46131	4	408	467.8	463.3	471.7	6.8	-0.17	0.04	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	5837	Zm00001d003220	2	36506464	36511337	4	408	467.8	467.3	472.7	5.13	-4.13	0.16	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	6309	Zm00001d004036	2	77705738	77717321	4	408	467.8	464.3	470.8	7.28	-0.26	0.2	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	7033	Zm00001d005756	2	186575672	186586392	4	408	467.8	467.3	468.2	4.45	-0.99	0.13	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	8142	Zm00001d007477	2	232638292	232640352	4	408	467.8	466.3	470.1	6.09	-0.83	0.2	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	24656	Zm00001d009926	8	89589846	89594378	4	408	467.8	462.3	472.7	4.72	-0.89	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	25929	Zm00001d012060	8	167470863	167476562	4	408	467.8	467.3	470.8	5.17	-1.14	0.06	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	26116	Zm00001d012307	8	172160772	172166114	4	408	467.8	463.3	473.3	5.12	-0.63	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	26366	Zm00001d012670	8	178335676	178339115	4	408	467.8	463.3	471.7	5.7	-0.44	0.15	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	15344	Zm00001d013342	5	8966512	8968095	4	408	467.8	467.3	470.8	5.56	-1.05	0.16	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	15653	Zm00001d013729	5	18758823	18767106	4	408	467.8	463.3	473.3	4.94	-0.16	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	16484	Zm00001d015007	5	72029738	72034813	4	408	467.8	466.3	470.8	6.52	-0.81	0.07	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	22271	Zm00001d020679	7	127833371	127859843	4	408	467.8	463.3	468.2	6.46	-0.34	0.02	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	22729	Zm00001d021396	7	150910524	150917934	4	408	467.8	462.3	477.2	7.69	-1.07	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	23287	Zm00001d022132	7	170948336	170957911	4	408	467.8	466.3	468.2	14.11	-2.23	0.28	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	23418	Zm00001d022313	7	174972193	174977307	4	408	467.8	462.3	472.7	7.62	-0.39	0.19	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	29488	Zm00001d024625	10	80856442	80879275	4	408	467.8	466.3	470.8	4.65	-1.2	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	1045	Zm00001d028727	1	44512777	44518048	4	408	467.8	462.3	470.8	5.56	-0.26	0.16	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	1078	Zm00001d028771	1	46017582	46024037	4	408	467.8	462.3	470.8	6.8	-0.31	0.07	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	1826	Zm00001d030012	1	99314880	99319254	4	408	467.8	462.3	471.7	5.72	-0.15	0.18	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	2868	Zm00001d032029	1	209942746	209947996	4	408	467.8	462.3	470.8	5.05	-0.42	0.07	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	4097	Zm00001d034000	1	280700224	280706334	4	408	467.8	462.3	470.8	5.64	-0.52	0.16	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	4222	Zm00001d034178	1	285788544	285791360	4	408	467.8	466.3	468.2	12.95	-1.08	0.39	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	4641	Zm00001d034734	1	300963200	300969299	4	408	467.8	466.3	477.2	6.79	-0.48	0.1	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	18618	Zm00001d034968	6	379629	385466	4	408	467.8	467.3	472.7	7.9	-0.92	0.23	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	20262	Zm00001d038062	6	146675466	146678915	4	408	467.8	466.3	468.2	7.72	-1.97	0.18	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	8467	Zm00001d039306	3	1424835	1430811	4	408	467.8	463.3	468.2	8.71	-2.14	0.16	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	8998	Zm00001d040191	3	31619279	31626394	4	408	467.8	463.3	472.7	5.28	-0.56	0.1	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	9441	Zm00001d041035	3	92247530	92264499	4	408	467.8	466.3	468.2	10.04	-3.95	0.28	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	9707	Zm00001d041816	3	139054103	139086201	4	408	467.8	466.3	472.7	4.52	-0.51	0.14	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	10040	Zm00001d042362	3	163209486	163216912	4	408	467.8	462.3	472.7	4.42	-0.81	0.12	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	11356	Zm00001d044278	3	223869824	223874157	4	408	467.8	463.3	471.7	6.65	-0.47	0.19	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	27008	Zm00001d045599	9	28082328	28086696	4	408	467.8	466.3	468.2	6.5	-4.98	0.2	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	27411	Zm00001d046656	9	100696114	100700352	4	408	467.8	461.9	473.3	5.77	-0.15	0.17	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	27521	Zm00001d046890	9	109049646	109051653	4	408	467.8	464.3	470.8	13.95	-6.31	0.33	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	27878	Zm00001d047439	9	130096452	130109869	4	408	467.8	463.3	470.8	4.98	-0.32	0.09	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	12313	Zm00001d049707	4	40956108	40976082	4	408	467.8	462.3	473.3	4.68	-0.19	0.13	trans	trans	trans-eQTL-B.hs14
4	162025457	-1	14084	Zm00001d052948	4	205895319	205899917	4	408	467.8	467.3	470.8	8.9	-5.79	0.27	trans	trans	trans-eQTL-B.hs14
4	176654333	-1	6731	Zm00001d005110	2	158575159	158586743	4	462	555.1	552.5	557.7	7.55	-0.98	0.17	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	6757	Zm00001d005173	2	162271491	162281270	4	462	555.1	551.5	561.1	4.37	-0.25	0.12	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	6983	Zm00001d005671	2	182856428	182859197	4	462	555.1	551.5	561.1	4.76	-0.15	0.13	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	24420	Zm00001d009504	8	67753774	67762948	4	462	555.1	551.5	561.1	4.82	-0.78	0.11	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	24628	Zm00001d009872	8	86435082	86440261	4	462	555.1	553.8	557.7	7.23	-0.47	0.21	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	16188	Zm00001d014642	5	57152592	57154619	4	462	555.1	546.6	561.1	6.81	-0.71	0.19	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	23479	Zm00001d022405	7	176865421	176884518	4	462	555.1	551.5	561.1	4.54	-0.36	0.11	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	1174	Zm00001d028921	1	51589142	51593606	4	462	555.1	551.5	557.5	4.48	-0.75	0.1	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	1250	Zm00001d029023	1	55108882	55115021	4	462	555.1	546.6	561.1	7.27	-0.37	0.08	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	3908	Zm00001d033726	1	272329481	272346752	4	462	555.1	551.5	557.7	4.46	-0.49	0.11	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	20385	Zm00001d038198	6	151367012	151371942	4	462	555.1	546.6	557.7	5.03	-0.29	0.1	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	8536	Zm00001d039403	3	3463017	3468930	4	462	555.1	546.6	561.1	4.35	-1.03	0.13	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	9375	Zm00001d041280	3	110162431	110171208	4	462	555.1	551.5	561.1	4.53	-0.33	0.12	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	9964	Zm00001d042272	3	158433826	158447664	4	462	555.1	554.8	568.3	5.33	-0.19	0.12	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	10143	Zm00001d042523	3	170587916	170598969	4	462	555.1	550.3	561.1	4.38	-0.71	0.09	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	11232	Zm00001d044121	3	219830826	219839227	4	462	555.1	551.5	561.1	4.53	-1.01	0.13	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	27961	Zm00001d047537	9	134253655	134260501	4	462	555.1	551.5	561.1	4.95	-0.42	0.08	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	11925	Zm00001d048988	4	11646482	11658053	4	462	555.1	551.5	561.1	4.32	-0.31	0.13	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	13109	Zm00001d051474	4	159937998	159943579	4	462	555.1	546.6	561.1	4.55	-0.3	0.11	trans	trans	trans-eQTL-B.hs15
4	176654333	-1	13458	Zm00001d052002	4	176257787	176258665	4	462	555.1	551.5	563	27.14	-1.05	0.59	cis	cis	trans-eQTL-B.hs15
4	182613847	-1	5129	Zm00001d002140	2	6555540	6559295	4	508	654.8	651.3	658.4	4.67	-0.19	0.11	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	6035	Zm00001d003533	2	47105187	47109372	4	508	654.8	646.9	658.4	4.43	-0.37	0.12	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	6322	Zm00001d004070	2	80075697	80081259	4	508	654.8	652	658.4	5.8	-0.94	0.16	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	7012	Zm00001d005726	2	184842614	184845272	4	508	654.8	648.9	659	4.34	-3.09	0.12	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	7872	Zm00001d007070	2	221396699	221400079	4	508	654.8	651.3	657.5	5.79	-0.39	0.12	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	25914	Zm00001d012043	8	167096675	167099930	4	508	656.8	653	659	6.51	-0.09	0.19	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	26112	Zm00001d012304	8	172140280	172142915	4	508	654.8	652	658.4	7.34	-2.2	0.22	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	15681	Zm00001d013765	5	19660256	19664911	4	508	654.8	645.6	657.5	6.13	-0.19	0.17	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	18322	Zm00001d018278	5	217822234	217826421	4	508	654.8	645.6	658.4	4.55	-0.39	0.13	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	23289	Zm00001d022139	7	171049645	171052026	4	508	654.8	651.3	657.7	5.58	-2.66	0.16	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	29433	Zm00001d024522	10	75943680	75945921	4	508	654.8	651.3	657.7	5.8	-11.05	0.15	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	1238	Zm00001d029009	1	54624061	54639249	4	508	654.8	652	657.7	6.42	-0.35	0.05	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	4060	Zm00001d033957	1	279603784	279609495	4	508	654.8	651.3	657.7	6.97	-0.59	0.21	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	10979	Zm00001d043706	3	207941097	207942500	4	508	654.8	651.3	658.9	6.26	-1.58	0.17	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	11284	Zm00001d044189	3	221441252	221443186	4	508	654.8	652	657.5	6.35	-1.82	0.17	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	27612	Zm00001d047017	9	115421894	115424005	4	508	654.8	648.9	657.5	7.25	-3.23	0.2	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	28272	Zm00001d047977	9	146880543	146884586	4	508	654.8	651.3	658.9	4.29	-0.95	0.13	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	28664	Zm00001d048474	9	156960598	156980213	4	508	654.8	645.9	658.9	4.33	-0.64	0.05	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	12650	Zm00001d050365	4	83772143	83775016	4	508	654.8	650.5	658.4	4.65	-0.36	0.12	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	13080	Zm00001d051421	4	158016051	158023794	4	508	654.8	653.8	659	4.32	-0.3	0.12	trans	trans	trans-eQTL-B.hs16
4	182613847	-1	13607	Zm00001d052197	4	183014106	183034189	4	508	656.8	652	663	7.62	-0.63	0.22	cis	cis	trans-eQTL-B.hs16
4	182613847	-1	13636	Zm00001d052231	4	184152128	184156210	4	508	655.8	651.3	658.9	11.15	-1.18	0.32	cis	cis	trans-eQTL-B.hs16
4	182613847	-1	13911	Zm00001d052692	4	197537383	197538393	4	508	654.8	651.3	658.4	7.58	-0.35	0.21	trans	trans	trans-eQTL-B.hs16
4	182752788	-1	5757	Zm00001d003101	2	32083280	32088714	4	510	657.7	652	658.9	5.65	-0.44	0.17	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	7183	Zm00001d006036	2	195892796	195896295	4	510	657.7	654.8	659	6.86	-3.62	0.1	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	7436	Zm00001d006389	2	206397414	206403110	4	510	657.7	651.3	664.2	6.59	-0.54	0.11	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	7968	Zm00001d007186	2	224112942	224116966	4	510	657.7	651.3	658.9	6.42	-0.45	0.03	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	8258	Zm00001d007772	2	239363225	239371626	4	510	657.7	651.3	659	5.14	-0.35	0.09	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	25462	Zm00001d011347	8	147387271	147396132	4	510	657.7	651.3	658.9	6.46	-0.39	0.2	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	17980	Zm00001d017809	5	207482554	207491210	4	510	657.7	653	664.2	6.52	-0.55	0.15	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	21475	Zm00001d018939	7	9874433	9879888	4	510	657.7	652	664.2	4.23	-0.38	0.1	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	21549	Zm00001d019106	7	16899619	16907272	4	510	657.7	653	664.2	5.19	-1.43	0.08	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	22874	Zm00001d021592	7	157525044	157533907	4	510	657.7	651.3	664.2	4.57	-0.28	0.05	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	23172	Zm00001d021979	7	167509926	167516752	4	510	657.7	651.3	664.2	4.2	-0.5	0.11	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	29399	Zm00001d024463	10	71956367	71966054	4	510	657.7	652	663	4.33	-0.48	0.12	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	29925	Zm00001d025538	10	121718740	121726333	4	510	657.7	654.8	658.9	8.94	-0.34	0.14	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	1324	Zm00001d029106	1	58272364	58278067	4	510	657.7	654.8	658.9	5.4	-0.77	0.14	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	1489	Zm00001d029408	1	69295860	69299198	4	510	657.7	653	658.4	7.16	-0.21	0.21	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	3042	Zm00001d032317	1	221997427	222009371	4	510	657.7	654.8	658.9	4.77	-0.27	0.14	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	9547	Zm00001d041510	3	125020876	125028056	4	510	657.7	653.8	658.9	5.64	-0.53	0.15	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	10436	Zm00001d042965	3	185081743	185087745	4	510	657.7	654.8	659	5.91	-1.09	0.18	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	26981	Zm00001d045566	9	26894389	26898864	4	510	657.7	654.8	660	7.23	-0.36	0.21	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	27042	Zm00001d045725	9	35215354	35239296	4	510	657.7	653.8	664.2	5.65	-1.18	0.13	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	27575	Zm00001d046936	9	111778714	111784103	4	510	657.7	652	664.2	4.31	-0.31	0.13	trans	trans	trans-eQTL-B.hs17
4	182752788	-1	28381	Zm00001d048108	9	150346816	150354942	4	510	657.7	653	658.9	5.35	-0.64	0.07	trans	trans	trans-eQTL-B.hs17
