mid	gid	funcat	opt
trans-eQTL-B.hs29	Zm00001d013910		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014412		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014413		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014459		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014526		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014553		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014554		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014563		trans-eQTL
trans-eQTL-B.hs29	Zm00001d014673		trans-eQTL
trans-eQTL-B.hs29	Zm00001d025979		trans-eQTL
trans-eQTL-B.hs29	Zm00001d029822		trans-eQTL
trans-eQTL-B.hs29	Zm00001d038100		trans-eQTL
trans-eQTL-B.hs29	Zm00001d042520		trans-eQTL
trans-eQTL-B.hs29	Zm00001d044172		trans-eQTL
trans-eQTL-B.hs29	Zm00001d044496		trans-eQTL
trans-eQTL-B.hs29	Zm00001d047965		trans-eQTL
trans-eQTL-B.hs29	Zm00001d049363		trans-eQTL
trans-eQTL-B.hs30	Zm00001d002422		trans-eQTL
trans-eQTL-B.hs30	Zm00001d003491		trans-eQTL
trans-eQTL-B.hs30	Zm00001d008517		trans-eQTL
trans-eQTL-B.hs30	Zm00001d008596		trans-eQTL
trans-eQTL-B.hs30	Zm00001d012307		trans-eQTL
trans-eQTL-B.hs30	Zm00001d014752		trans-eQTL
trans-eQTL-B.hs30	Zm00001d014757		trans-eQTL
trans-eQTL-B.hs30	Zm00001d014814		trans-eQTL
trans-eQTL-B.hs30	Zm00001d014899		trans-eQTL
trans-eQTL-B.hs30	Zm00001d015557		trans-eQTL
trans-eQTL-B.hs30	Zm00001d021031		trans-eQTL
trans-eQTL-B.hs30	Zm00001d022071		trans-eQTL
trans-eQTL-B.hs30	Zm00001d030123		trans-eQTL
trans-eQTL-B.hs30	Zm00001d030290		trans-eQTL
trans-eQTL-B.hs30	Zm00001d030652		trans-eQTL
trans-eQTL-B.hs30	Zm00001d033028		trans-eQTL
trans-eQTL-B.hs30	Zm00001d034383		trans-eQTL
trans-eQTL-B.hs30	Zm00001d034423		trans-eQTL
trans-eQTL-B.hs30	Zm00001d035737		trans-eQTL
trans-eQTL-B.hs30	Zm00001d037519		trans-eQTL
trans-eQTL-B.hs30	Zm00001d039007		trans-eQTL
trans-eQTL-B.hs30	Zm00001d040342		trans-eQTL
trans-eQTL-B.hs30	Zm00001d044211		trans-eQTL
trans-eQTL-B.hs30	Zm00001d050753		trans-eQTL
trans-eQTL-B.hs30	Zm00001d053308		trans-eQTL
trans-eQTL-B.hs30	Zm00001d053968		trans-eQTL
trans-eQTL-B.hs31	Zm00001d004655		trans-eQTL
trans-eQTL-B.hs31	Zm00001d005099		trans-eQTL
trans-eQTL-B.hs31	Zm00001d005168		trans-eQTL
trans-eQTL-B.hs31	Zm00001d010790		trans-eQTL
trans-eQTL-B.hs31	Zm00001d011611		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014771		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014787		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014792		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014885		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014897		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014906		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014919		trans-eQTL
trans-eQTL-B.hs31	Zm00001d014961		trans-eQTL
trans-eQTL-B.hs31	Zm00001d022428		trans-eQTL
trans-eQTL-B.hs31	Zm00001d025639		trans-eQTL
trans-eQTL-B.hs31	Zm00001d026295		trans-eQTL
trans-eQTL-B.hs31	Zm00001d027415		trans-eQTL
trans-eQTL-B.hs31	Zm00001d027683		trans-eQTL
trans-eQTL-B.hs31	Zm00001d032224		trans-eQTL
trans-eQTL-B.hs31	Zm00001d037098		trans-eQTL
trans-eQTL-B.hs31	Zm00001d045887		trans-eQTL
trans-eQTL-B.hs31	Zm00001d054043		trans-eQTL
trans-eQTL-B.hs32	Zm00001d000028		trans-eQTL
trans-eQTL-B.hs32	Zm00001d002491		trans-eQTL
trans-eQTL-B.hs32	Zm00001d002898		trans-eQTL
trans-eQTL-B.hs32	Zm00001d002928		trans-eQTL
trans-eQTL-B.hs32	Zm00001d004843		trans-eQTL
trans-eQTL-B.hs32	Zm00001d005822		trans-eQTL
trans-eQTL-B.hs32	Zm00001d006524		trans-eQTL
trans-eQTL-B.hs32	Zm00001d007788		trans-eQTL
trans-eQTL-B.hs32	Zm00001d008205		trans-eQTL
trans-eQTL-B.hs32	Zm00001d008452		trans-eQTL
trans-eQTL-B.hs32	Zm00001d008909		trans-eQTL
trans-eQTL-B.hs32	Zm00001d009372		trans-eQTL
trans-eQTL-B.hs32	Zm00001d009373		trans-eQTL
trans-eQTL-B.hs32	Zm00001d009425		trans-eQTL
trans-eQTL-B.hs32	Zm00001d009908		trans-eQTL
trans-eQTL-B.hs32	Zm00001d010578		trans-eQTL
trans-eQTL-B.hs32	Zm00001d010730		trans-eQTL
trans-eQTL-B.hs32	Zm00001d010976		trans-eQTL
trans-eQTL-B.hs32	Zm00001d011455		trans-eQTL
trans-eQTL-B.hs32	Zm00001d011477		trans-eQTL
trans-eQTL-B.hs32	Zm00001d011740		trans-eQTL
trans-eQTL-B.hs32	Zm00001d012578		trans-eQTL
trans-eQTL-B.hs32	Zm00001d013302		trans-eQTL
trans-eQTL-B.hs32	Zm00001d013319		trans-eQTL
trans-eQTL-B.hs32	Zm00001d017298		trans-eQTL
trans-eQTL-B.hs32	Zm00001d017454		trans-eQTL
trans-eQTL-B.hs32	Zm00001d017678		trans-eQTL
trans-eQTL-B.hs32	Zm00001d017746		trans-eQTL
trans-eQTL-B.hs32	Zm00001d018032		trans-eQTL
trans-eQTL-B.hs32	Zm00001d018111		trans-eQTL
trans-eQTL-B.hs32	Zm00001d018620		trans-eQTL
trans-eQTL-B.hs32	Zm00001d020755		trans-eQTL
trans-eQTL-B.hs32	Zm00001d020903		trans-eQTL
trans-eQTL-B.hs32	Zm00001d021310		trans-eQTL
trans-eQTL-B.hs32	Zm00001d021736		trans-eQTL
trans-eQTL-B.hs32	Zm00001d022251		trans-eQTL
trans-eQTL-B.hs32	Zm00001d022258		trans-eQTL
trans-eQTL-B.hs32	Zm00001d024281		trans-eQTL
trans-eQTL-B.hs32	Zm00001d024602		trans-eQTL
trans-eQTL-B.hs32	Zm00001d024778		trans-eQTL
trans-eQTL-B.hs32	Zm00001d026664		trans-eQTL
trans-eQTL-B.hs32	Zm00001d027868		trans-eQTL
trans-eQTL-B.hs32	Zm00001d027871		trans-eQTL
trans-eQTL-B.hs32	Zm00001d027921		trans-eQTL
trans-eQTL-B.hs32	Zm00001d028311		trans-eQTL
trans-eQTL-B.hs32	Zm00001d028577		trans-eQTL
trans-eQTL-B.hs32	Zm00001d029444		trans-eQTL
trans-eQTL-B.hs32	Zm00001d029896		trans-eQTL
trans-eQTL-B.hs32	Zm00001d030009		trans-eQTL
trans-eQTL-B.hs32	Zm00001d030317		trans-eQTL
trans-eQTL-B.hs32	Zm00001d030348		trans-eQTL
trans-eQTL-B.hs32	Zm00001d031546		trans-eQTL
trans-eQTL-B.hs32	Zm00001d031619		trans-eQTL
trans-eQTL-B.hs32	Zm00001d031655		trans-eQTL
trans-eQTL-B.hs32	Zm00001d031737		trans-eQTL
trans-eQTL-B.hs32	Zm00001d031925		trans-eQTL
trans-eQTL-B.hs32	Zm00001d032536		trans-eQTL
trans-eQTL-B.hs32	Zm00001d033038		trans-eQTL
trans-eQTL-B.hs32	Zm00001d033836		trans-eQTL
trans-eQTL-B.hs32	Zm00001d034049		trans-eQTL
trans-eQTL-B.hs32	Zm00001d034072		trans-eQTL
trans-eQTL-B.hs32	Zm00001d034714		trans-eQTL
trans-eQTL-B.hs32	Zm00001d034833		trans-eQTL
trans-eQTL-B.hs32	Zm00001d035542		trans-eQTL
trans-eQTL-B.hs32	Zm00001d036781		trans-eQTL
trans-eQTL-B.hs32	Zm00001d036989		trans-eQTL
trans-eQTL-B.hs32	Zm00001d037677		trans-eQTL
trans-eQTL-B.hs32	Zm00001d039391		trans-eQTL
trans-eQTL-B.hs32	Zm00001d039726		trans-eQTL
trans-eQTL-B.hs32	Zm00001d039827		trans-eQTL
trans-eQTL-B.hs32	Zm00001d040705		trans-eQTL
trans-eQTL-B.hs32	Zm00001d041332		trans-eQTL
trans-eQTL-B.hs32	Zm00001d041712		trans-eQTL
trans-eQTL-B.hs32	Zm00001d042425		trans-eQTL
trans-eQTL-B.hs32	Zm00001d042580		trans-eQTL
trans-eQTL-B.hs32	Zm00001d042658		trans-eQTL
trans-eQTL-B.hs32	Zm00001d043420		trans-eQTL
trans-eQTL-B.hs32	Zm00001d044307		trans-eQTL
trans-eQTL-B.hs32	Zm00001d044704		trans-eQTL
trans-eQTL-B.hs32	Zm00001d045154		trans-eQTL
trans-eQTL-B.hs32	Zm00001d045418		trans-eQTL
trans-eQTL-B.hs32	Zm00001d046136		trans-eQTL
trans-eQTL-B.hs32	Zm00001d047096		trans-eQTL
trans-eQTL-B.hs32	Zm00001d047768		trans-eQTL
trans-eQTL-B.hs32	Zm00001d047942		trans-eQTL
trans-eQTL-B.hs32	Zm00001d048354		trans-eQTL
trans-eQTL-B.hs32	Zm00001d050082		trans-eQTL
trans-eQTL-B.hs32	Zm00001d050153		trans-eQTL
trans-eQTL-B.hs32	Zm00001d051110		trans-eQTL
trans-eQTL-B.hs32	Zm00001d052252		trans-eQTL
trans-eQTL-B.hs32	Zm00001d052326		trans-eQTL
trans-eQTL-B.hs32	Zm00001d052734		trans-eQTL
trans-eQTL-B.hs32	Zm00001d052741		trans-eQTL
trans-eQTL-B.hs32	Zm00001d053249		trans-eQTL
trans-eQTL-B.hs32	Zm00001d053513		trans-eQTL
trans-eQTL-B.hs33	Zm00001d002446		trans-eQTL
trans-eQTL-B.hs33	Zm00001d008334		trans-eQTL
trans-eQTL-B.hs33	Zm00001d008808		trans-eQTL
trans-eQTL-B.hs33	Zm00001d009608		trans-eQTL
trans-eQTL-B.hs33	Zm00001d011839		trans-eQTL
trans-eQTL-B.hs33	Zm00001d011844		trans-eQTL
trans-eQTL-B.hs33	Zm00001d011881		trans-eQTL
trans-eQTL-B.hs33	Zm00001d012096		trans-eQTL
trans-eQTL-B.hs33	Zm00001d012562		trans-eQTL
trans-eQTL-B.hs33	Zm00001d012953		trans-eQTL
trans-eQTL-B.hs33	Zm00001d012962		trans-eQTL
trans-eQTL-B.hs33	Zm00001d013406		trans-eQTL
trans-eQTL-B.hs33	Zm00001d014146		trans-eQTL
trans-eQTL-B.hs33	Zm00001d017152		trans-eQTL
trans-eQTL-B.hs33	Zm00001d017282		trans-eQTL
trans-eQTL-B.hs33	Zm00001d017800		trans-eQTL
trans-eQTL-B.hs33	Zm00001d018598		trans-eQTL
trans-eQTL-B.hs33	Zm00001d019053		trans-eQTL
trans-eQTL-B.hs33	Zm00001d022516		trans-eQTL
trans-eQTL-B.hs33	Zm00001d023936		trans-eQTL
trans-eQTL-B.hs33	Zm00001d024497		trans-eQTL
trans-eQTL-B.hs33	Zm00001d024885		trans-eQTL
trans-eQTL-B.hs33	Zm00001d024886		trans-eQTL
trans-eQTL-B.hs33	Zm00001d025326		trans-eQTL
trans-eQTL-B.hs33	Zm00001d026476		trans-eQTL
trans-eQTL-B.hs33	Zm00001d030009		trans-eQTL
trans-eQTL-B.hs33	Zm00001d030748		trans-eQTL
trans-eQTL-B.hs33	Zm00001d031201		trans-eQTL
trans-eQTL-B.hs33	Zm00001d031484		trans-eQTL
trans-eQTL-B.hs33	Zm00001d034085		trans-eQTL
trans-eQTL-B.hs33	Zm00001d034497		trans-eQTL
trans-eQTL-B.hs33	Zm00001d035320		trans-eQTL
trans-eQTL-B.hs33	Zm00001d036617		trans-eQTL
trans-eQTL-B.hs33	Zm00001d036750		trans-eQTL
trans-eQTL-B.hs33	Zm00001d037092		trans-eQTL
trans-eQTL-B.hs33	Zm00001d037173		trans-eQTL
trans-eQTL-B.hs33	Zm00001d038117		trans-eQTL
trans-eQTL-B.hs33	Zm00001d038167		trans-eQTL
trans-eQTL-B.hs33	Zm00001d038604		trans-eQTL
trans-eQTL-B.hs33	Zm00001d039517		trans-eQTL
trans-eQTL-B.hs33	Zm00001d045517		trans-eQTL
trans-eQTL-B.hs33	Zm00001d050712		trans-eQTL
trans-eQTL-B.hs33	Zm00001d052322		trans-eQTL
trans-eQTL-B.hs33	Zm00001d053156		trans-eQTL
trans-eQTL-B.hs33	Zm00001d053988		trans-eQTL
trans-eQTL-B.hs34	Zm00001d001828		trans-eQTL
trans-eQTL-B.hs34	Zm00001d003958		trans-eQTL
trans-eQTL-B.hs34	Zm00001d004807		trans-eQTL
trans-eQTL-B.hs34	Zm00001d013590		trans-eQTL
trans-eQTL-B.hs34	Zm00001d014640		trans-eQTL
trans-eQTL-B.hs34	Zm00001d015729		trans-eQTL
trans-eQTL-B.hs34	Zm00001d016181		trans-eQTL
trans-eQTL-B.hs34	Zm00001d018025		trans-eQTL
trans-eQTL-B.hs34	Zm00001d018642		trans-eQTL
trans-eQTL-B.hs34	Zm00001d024703		trans-eQTL
trans-eQTL-B.hs34	Zm00001d025722		trans-eQTL
trans-eQTL-B.hs34	Zm00001d030624		trans-eQTL
trans-eQTL-B.hs34	Zm00001d033375		trans-eQTL
trans-eQTL-B.hs34	Zm00001d033742		trans-eQTL
trans-eQTL-B.hs34	Zm00001d034813		trans-eQTL
trans-eQTL-B.hs34	Zm00001d036305		trans-eQTL
trans-eQTL-B.hs34	Zm00001d037864		trans-eQTL
trans-eQTL-B.hs34	Zm00001d038106		trans-eQTL
trans-eQTL-B.hs34	Zm00001d038570		trans-eQTL
trans-eQTL-B.hs34	Zm00001d040363		trans-eQTL
trans-eQTL-B.hs34	Zm00001d041136		trans-eQTL
trans-eQTL-B.hs34	Zm00001d041599		trans-eQTL
trans-eQTL-B.hs34	Zm00001d041947		trans-eQTL
trans-eQTL-B.hs34	Zm00001d045199		trans-eQTL
trans-eQTL-B.hs34	Zm00001d047540		trans-eQTL
trans-eQTL-B.hs34	Zm00001d053286		trans-eQTL
trans-eQTL-B.hs35	Zm00001d005270		trans-eQTL
trans-eQTL-B.hs35	Zm00001d010894		trans-eQTL
trans-eQTL-B.hs35	Zm00001d011113		trans-eQTL
trans-eQTL-B.hs35	Zm00001d011286		trans-eQTL
trans-eQTL-B.hs35	Zm00001d015747		trans-eQTL
trans-eQTL-B.hs35	Zm00001d020443		trans-eQTL
trans-eQTL-B.hs35	Zm00001d020476		trans-eQTL
trans-eQTL-B.hs35	Zm00001d020485		trans-eQTL
trans-eQTL-B.hs35	Zm00001d020486		trans-eQTL
trans-eQTL-B.hs35	Zm00001d020492		trans-eQTL
trans-eQTL-B.hs35	Zm00001d023736		trans-eQTL
trans-eQTL-B.hs35	Zm00001d024573		trans-eQTL
trans-eQTL-B.hs35	Zm00001d025617		trans-eQTL
trans-eQTL-B.hs35	Zm00001d027267		trans-eQTL
trans-eQTL-B.hs35	Zm00001d028181		trans-eQTL
trans-eQTL-B.hs35	Zm00001d029653		trans-eQTL
trans-eQTL-B.hs35	Zm00001d040238		trans-eQTL
trans-eQTL-B.hs35	Zm00001d041973		trans-eQTL
trans-eQTL-B.hs35	Zm00001d041979		trans-eQTL
trans-eQTL-B.hs35	Zm00001d043932		trans-eQTL
trans-eQTL-B.hs35	Zm00001d049716		trans-eQTL
trans-eQTL-B.hs35	Zm00001d052742		trans-eQTL
trans-eQTL-B.hs36	Zm00001d002851		trans-eQTL
trans-eQTL-B.hs36	Zm00001d003334		trans-eQTL
trans-eQTL-B.hs36	Zm00001d005692		trans-eQTL
trans-eQTL-B.hs36	Zm00001d006467		trans-eQTL
trans-eQTL-B.hs36	Zm00001d008546		trans-eQTL
trans-eQTL-B.hs36	Zm00001d008957		trans-eQTL
trans-eQTL-B.hs36	Zm00001d012255		trans-eQTL
trans-eQTL-B.hs36	Zm00001d015126		trans-eQTL
trans-eQTL-B.hs36	Zm00001d018161		trans-eQTL
trans-eQTL-B.hs36	Zm00001d018631		trans-eQTL
trans-eQTL-B.hs36	Zm00001d025362		trans-eQTL
trans-eQTL-B.hs36	Zm00001d029777		trans-eQTL
trans-eQTL-B.hs36	Zm00001d030759		trans-eQTL
trans-eQTL-B.hs36	Zm00001d035439		trans-eQTL
trans-eQTL-B.hs36	Zm00001d037148		trans-eQTL
trans-eQTL-B.hs36	Zm00001d038151		trans-eQTL
trans-eQTL-B.hs36	Zm00001d039650		trans-eQTL
trans-eQTL-B.hs36	Zm00001d041990		trans-eQTL
trans-eQTL-B.hs36	Zm00001d048819		trans-eQTL
trans-eQTL-B.hs36	Zm00001d049464		trans-eQTL
trans-eQTL-B.hs36	Zm00001d049715		trans-eQTL
trans-eQTL-B.hs36	Zm00001d050099		trans-eQTL
trans-eQTL-B.hs37	Zm00001d000030		trans-eQTL
trans-eQTL-B.hs37	Zm00001d004709		trans-eQTL
trans-eQTL-B.hs37	Zm00001d005169		trans-eQTL
trans-eQTL-B.hs37	Zm00001d006881		trans-eQTL
trans-eQTL-B.hs37	Zm00001d007125		trans-eQTL
trans-eQTL-B.hs37	Zm00001d007465		trans-eQTL
trans-eQTL-B.hs37	Zm00001d008961		trans-eQTL
trans-eQTL-B.hs37	Zm00001d008962		trans-eQTL
trans-eQTL-B.hs37	Zm00001d008966		trans-eQTL
trans-eQTL-B.hs37	Zm00001d009618		trans-eQTL
trans-eQTL-B.hs37	Zm00001d010863		trans-eQTL
trans-eQTL-B.hs37	Zm00001d011613		trans-eQTL
trans-eQTL-B.hs37	Zm00001d011953		trans-eQTL
trans-eQTL-B.hs37	Zm00001d013542		trans-eQTL
trans-eQTL-B.hs37	Zm00001d026206		trans-eQTL
trans-eQTL-B.hs37	Zm00001d026246		trans-eQTL
trans-eQTL-B.hs37	Zm00001d030533		trans-eQTL
trans-eQTL-B.hs37	Zm00001d031291		trans-eQTL
trans-eQTL-B.hs37	Zm00001d034914		trans-eQTL
trans-eQTL-B.hs37	Zm00001d039425		trans-eQTL
trans-eQTL-B.hs37	Zm00001d040222		trans-eQTL
trans-eQTL-B.hs37	Zm00001d045024		trans-eQTL
trans-eQTL-B.hs37	Zm00001d049188		trans-eQTL
trans-eQTL-B.hs37	Zm00001d049821		trans-eQTL
trans-eQTL-B.hs37	Zm00001d053843		trans-eQTL
trans-eQTL-B.hs38	Zm00001d002580		trans-eQTL
trans-eQTL-B.hs38	Zm00001d005976		trans-eQTL
trans-eQTL-B.hs38	Zm00001d006488		trans-eQTL
trans-eQTL-B.hs38	Zm00001d009452		trans-eQTL
trans-eQTL-B.hs38	Zm00001d010880		trans-eQTL
trans-eQTL-B.hs38	Zm00001d011775		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012742		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012765		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012766		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012768		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012776		trans-eQTL
trans-eQTL-B.hs38	Zm00001d012791		trans-eQTL
trans-eQTL-B.hs38	Zm00001d018098		trans-eQTL
trans-eQTL-B.hs38	Zm00001d021864		trans-eQTL
trans-eQTL-B.hs38	Zm00001d034505		trans-eQTL
trans-eQTL-B.hs38	Zm00001d034771		trans-eQTL
trans-eQTL-B.hs38	Zm00001d038139		trans-eQTL
trans-eQTL-B.hs38	Zm00001d042363		trans-eQTL
trans-eQTL-B.hs38	Zm00001d043508		trans-eQTL
trans-eQTL-B.hs38	Zm00001d043558		trans-eQTL
trans-eQTL-B.hs38	Zm00001d044297		trans-eQTL
trans-eQTL-B.hs38	Zm00001d045029		trans-eQTL
trans-eQTL-B.hs38	Zm00001d053289		trans-eQTL
trans-eQTL-B.hs38	Zm00001d053763		trans-eQTL
trans-eQTL-B.hs39	Zm00001d011124		trans-eQTL
trans-eQTL-B.hs39	Zm00001d013362		trans-eQTL
trans-eQTL-B.hs39	Zm00001d014500		trans-eQTL
trans-eQTL-B.hs39	Zm00001d018516		trans-eQTL
trans-eQTL-B.hs39	Zm00001d021945		trans-eQTL
trans-eQTL-B.hs39	Zm00001d022240		trans-eQTL
trans-eQTL-B.hs39	Zm00001d028730		trans-eQTL
trans-eQTL-B.hs39	Zm00001d029561		trans-eQTL
trans-eQTL-B.hs39	Zm00001d030998		trans-eQTL
trans-eQTL-B.hs39	Zm00001d037059		trans-eQTL
trans-eQTL-B.hs39	Zm00001d038848		trans-eQTL
trans-eQTL-B.hs39	Zm00001d043389		trans-eQTL
trans-eQTL-B.hs39	Zm00001d045675		trans-eQTL
trans-eQTL-B.hs39	Zm00001d045928		trans-eQTL
trans-eQTL-B.hs39	Zm00001d046072		trans-eQTL
trans-eQTL-B.hs39	Zm00001d046343		trans-eQTL
trans-eQTL-B.hs39	Zm00001d048734		trans-eQTL
trans-eQTL-B.hs39	Zm00001d049313		trans-eQTL
trans-eQTL-B.hs39	Zm00001d049958		trans-eQTL
trans-eQTL-B.hs39	Zm00001d052282		trans-eQTL
trans-eQTL-B.hs40	Zm00001d000102		trans-eQTL
trans-eQTL-B.hs40	Zm00001d004172		trans-eQTL
trans-eQTL-B.hs40	Zm00001d005546		trans-eQTL
trans-eQTL-B.hs40	Zm00001d011130		trans-eQTL
trans-eQTL-B.hs40	Zm00001d011370		trans-eQTL
trans-eQTL-B.hs40	Zm00001d011780		trans-eQTL
trans-eQTL-B.hs40	Zm00001d014179		trans-eQTL
trans-eQTL-B.hs40	Zm00001d019182		trans-eQTL
trans-eQTL-B.hs40	Zm00001d022206		trans-eQTL
trans-eQTL-B.hs40	Zm00001d023802		trans-eQTL
trans-eQTL-B.hs40	Zm00001d024821		trans-eQTL
trans-eQTL-B.hs40	Zm00001d028210		trans-eQTL
trans-eQTL-B.hs40	Zm00001d037481		trans-eQTL
trans-eQTL-B.hs40	Zm00001d039096		trans-eQTL
trans-eQTL-B.hs40	Zm00001d044101		trans-eQTL
trans-eQTL-B.hs40	Zm00001d050383		trans-eQTL
trans-eQTL-B.hs40	Zm00001d051057		trans-eQTL
trans-eQTL-B.hs40	Zm00001d052329		trans-eQTL
trans-eQTL-B.hs40	Zm00001d053016		trans-eQTL
trans-eQTL-B.hs40	Zm00001d053374		trans-eQTL
trans-eQTL-B.hs41	Zm00001d006296		trans-eQTL
trans-eQTL-B.hs41	Zm00001d009004		trans-eQTL
trans-eQTL-B.hs41	Zm00001d014575		trans-eQTL
trans-eQTL-B.hs41	Zm00001d017595		trans-eQTL
trans-eQTL-B.hs41	Zm00001d018392		trans-eQTL
trans-eQTL-B.hs41	Zm00001d018545		trans-eQTL
trans-eQTL-B.hs41	Zm00001d019987		trans-eQTL
trans-eQTL-B.hs41	Zm00001d021232		trans-eQTL
trans-eQTL-B.hs41	Zm00001d022144		trans-eQTL
trans-eQTL-B.hs41	Zm00001d023534		trans-eQTL
trans-eQTL-B.hs41	Zm00001d024640		trans-eQTL
trans-eQTL-B.hs41	Zm00001d024804		trans-eQTL
trans-eQTL-B.hs41	Zm00001d027767		trans-eQTL
trans-eQTL-B.hs41	Zm00001d033912		trans-eQTL
trans-eQTL-B.hs41	Zm00001d034023		trans-eQTL
trans-eQTL-B.hs41	Zm00001d034582		trans-eQTL
trans-eQTL-B.hs41	Zm00001d037803		trans-eQTL
trans-eQTL-B.hs41	Zm00001d039871		trans-eQTL
trans-eQTL-B.hs41	Zm00001d040888		trans-eQTL
trans-eQTL-B.hs41	Zm00001d041537		trans-eQTL
trans-eQTL-B.hs41	Zm00001d042346		trans-eQTL
trans-eQTL-B.hs41	Zm00001d048308		trans-eQTL
trans-eQTL-B.hs41	Zm00001d048655		trans-eQTL
trans-eQTL-B.hs42	Zm00001d003246		trans-eQTL
trans-eQTL-B.hs42	Zm00001d004136		trans-eQTL
trans-eQTL-B.hs42	Zm00001d008961		trans-eQTL
trans-eQTL-B.hs42	Zm00001d011103		trans-eQTL
trans-eQTL-B.hs42	Zm00001d012080		trans-eQTL
trans-eQTL-B.hs42	Zm00001d012142		trans-eQTL
trans-eQTL-B.hs42	Zm00001d017204		trans-eQTL
trans-eQTL-B.hs42	Zm00001d024627		trans-eQTL
trans-eQTL-B.hs42	Zm00001d027502		trans-eQTL
trans-eQTL-B.hs42	Zm00001d027532		trans-eQTL
trans-eQTL-B.hs42	Zm00001d028341		trans-eQTL
trans-eQTL-B.hs42	Zm00001d028804		trans-eQTL
trans-eQTL-B.hs42	Zm00001d033062		trans-eQTL
trans-eQTL-B.hs42	Zm00001d034667		trans-eQTL
trans-eQTL-B.hs42	Zm00001d035337		trans-eQTL
trans-eQTL-B.hs42	Zm00001d036546		trans-eQTL
trans-eQTL-B.hs42	Zm00001d036795		trans-eQTL
trans-eQTL-B.hs42	Zm00001d038734		trans-eQTL
trans-eQTL-B.hs42	Zm00001d042024		trans-eQTL
trans-eQTL-B.hs42	Zm00001d045488		trans-eQTL
trans-eQTL-B.hs42	Zm00001d053211		trans-eQTL
trans-eQTL-M.hs01	Zm00001d001767		trans-eQTL
trans-eQTL-M.hs01	Zm00001d011816		trans-eQTL
trans-eQTL-M.hs01	Zm00001d014673		trans-eQTL
trans-eQTL-M.hs01	Zm00001d017719		trans-eQTL
trans-eQTL-M.hs01	Zm00001d020353		trans-eQTL
trans-eQTL-M.hs01	Zm00001d021508		trans-eQTL
trans-eQTL-M.hs01	Zm00001d022246		trans-eQTL
trans-eQTL-M.hs01	Zm00001d026685		trans-eQTL
trans-eQTL-M.hs01	Zm00001d027527		trans-eQTL
trans-eQTL-M.hs01	Zm00001d037856		trans-eQTL
trans-eQTL-M.hs01	Zm00001d037920		trans-eQTL
trans-eQTL-M.hs01	Zm00001d038896		trans-eQTL
trans-eQTL-M.hs01	Zm00001d042436		trans-eQTL
trans-eQTL-M.hs01	Zm00001d043997		trans-eQTL
trans-eQTL-M.hs01	Zm00001d043998		trans-eQTL
trans-eQTL-M.hs01	Zm00001d044004		trans-eQTL
trans-eQTL-M.hs01	Zm00001d044005		trans-eQTL
trans-eQTL-M.hs01	Zm00001d044024		trans-eQTL
trans-eQTL-M.hs01	Zm00001d050300		trans-eQTL
trans-eQTL-M.hs01	Zm00001d052186		trans-eQTL
trans-eQTL-M.hs02	Zm00001d002087		trans-eQTL
trans-eQTL-M.hs02	Zm00001d002143		trans-eQTL
trans-eQTL-M.hs02	Zm00001d002500		trans-eQTL
trans-eQTL-M.hs02	Zm00001d007307		trans-eQTL
trans-eQTL-M.hs02	Zm00001d011080		trans-eQTL
trans-eQTL-M.hs02	Zm00001d012007		trans-eQTL
trans-eQTL-M.hs02	Zm00001d012633		trans-eQTL
trans-eQTL-M.hs02	Zm00001d012699		trans-eQTL
trans-eQTL-M.hs02	Zm00001d012748		trans-eQTL
trans-eQTL-M.hs02	Zm00001d013873		trans-eQTL
trans-eQTL-M.hs02	Zm00001d014937		trans-eQTL
trans-eQTL-M.hs02	Zm00001d018045		trans-eQTL
trans-eQTL-M.hs02	Zm00001d020901		trans-eQTL
trans-eQTL-M.hs02	Zm00001d020963		trans-eQTL
trans-eQTL-M.hs02	Zm00001d021562		trans-eQTL
trans-eQTL-M.hs02	Zm00001d021739		trans-eQTL
trans-eQTL-M.hs02	Zm00001d026012		trans-eQTL
trans-eQTL-M.hs02	Zm00001d029012		trans-eQTL
trans-eQTL-M.hs02	Zm00001d029164		trans-eQTL
trans-eQTL-M.hs02	Zm00001d031727		trans-eQTL
trans-eQTL-M.hs02	Zm00001d034067		trans-eQTL
trans-eQTL-M.hs02	Zm00001d038522		trans-eQTL
trans-eQTL-M.hs02	Zm00001d039283		trans-eQTL
