mid	gid	funcat	opt
trans-eQTL-B.hs13	Zm00001d038109		trans-eQTL
trans-eQTL-B.hs13	Zm00001d038113		trans-eQTL
trans-eQTL-B.hs13	Zm00001d038807		trans-eQTL
trans-eQTL-B.hs13	Zm00001d038961		trans-eQTL
trans-eQTL-B.hs13	Zm00001d039341		trans-eQTL
trans-eQTL-B.hs13	Zm00001d039762		trans-eQTL
trans-eQTL-B.hs13	Zm00001d040320		trans-eQTL
trans-eQTL-B.hs13	Zm00001d040883		trans-eQTL
trans-eQTL-B.hs13	Zm00001d041105		trans-eQTL
trans-eQTL-B.hs13	Zm00001d041323		trans-eQTL
trans-eQTL-B.hs13	Zm00001d043277		trans-eQTL
trans-eQTL-B.hs13	Zm00001d043986		trans-eQTL
trans-eQTL-B.hs13	Zm00001d044358		trans-eQTL
trans-eQTL-B.hs13	Zm00001d045554		trans-eQTL
trans-eQTL-B.hs13	Zm00001d046194		trans-eQTL
trans-eQTL-B.hs13	Zm00001d047468		trans-eQTL
trans-eQTL-B.hs13	Zm00001d047527		trans-eQTL
trans-eQTL-B.hs13	Zm00001d047673		trans-eQTL
trans-eQTL-B.hs13	Zm00001d048040		trans-eQTL
trans-eQTL-B.hs13	Zm00001d048104		trans-eQTL
trans-eQTL-B.hs13	Zm00001d048535		trans-eQTL
trans-eQTL-B.hs13	Zm00001d050089		trans-eQTL
trans-eQTL-B.hs13	Zm00001d050316		trans-eQTL
trans-eQTL-B.hs13	Zm00001d050329		trans-eQTL
trans-eQTL-B.hs13	Zm00001d050372		trans-eQTL
trans-eQTL-B.hs13	Zm00001d051534		trans-eQTL
trans-eQTL-B.hs13	Zm00001d051600		trans-eQTL
trans-eQTL-B.hs13	Zm00001d052110		trans-eQTL
trans-eQTL-B.hs13	Zm00001d052282		trans-eQTL
trans-eQTL-B.hs13	Zm00001d053262		trans-eQTL
trans-eQTL-B.hs14	Zm00001d000382		trans-eQTL
trans-eQTL-B.hs14	Zm00001d003220		trans-eQTL
trans-eQTL-B.hs14	Zm00001d004036		trans-eQTL
trans-eQTL-B.hs14	Zm00001d005756		trans-eQTL
trans-eQTL-B.hs14	Zm00001d007477		trans-eQTL
trans-eQTL-B.hs14	Zm00001d009926		trans-eQTL
trans-eQTL-B.hs14	Zm00001d012060		trans-eQTL
trans-eQTL-B.hs14	Zm00001d012307		trans-eQTL
trans-eQTL-B.hs14	Zm00001d012670		trans-eQTL
trans-eQTL-B.hs14	Zm00001d013342		trans-eQTL
trans-eQTL-B.hs14	Zm00001d013729		trans-eQTL
trans-eQTL-B.hs14	Zm00001d015007		trans-eQTL
trans-eQTL-B.hs14	Zm00001d020679		trans-eQTL
trans-eQTL-B.hs14	Zm00001d021396		trans-eQTL
trans-eQTL-B.hs14	Zm00001d022132		trans-eQTL
trans-eQTL-B.hs14	Zm00001d022313		trans-eQTL
trans-eQTL-B.hs14	Zm00001d024625		trans-eQTL
trans-eQTL-B.hs14	Zm00001d028727		trans-eQTL
trans-eQTL-B.hs14	Zm00001d028771		trans-eQTL
trans-eQTL-B.hs14	Zm00001d030012		trans-eQTL
trans-eQTL-B.hs14	Zm00001d032029		trans-eQTL
trans-eQTL-B.hs14	Zm00001d034000		trans-eQTL
trans-eQTL-B.hs14	Zm00001d034178		trans-eQTL
trans-eQTL-B.hs14	Zm00001d034734		trans-eQTL
trans-eQTL-B.hs14	Zm00001d034968		trans-eQTL
trans-eQTL-B.hs14	Zm00001d038062		trans-eQTL
trans-eQTL-B.hs14	Zm00001d039306		trans-eQTL
trans-eQTL-B.hs14	Zm00001d040191		trans-eQTL
trans-eQTL-B.hs14	Zm00001d041035		trans-eQTL
trans-eQTL-B.hs14	Zm00001d041816		trans-eQTL
trans-eQTL-B.hs14	Zm00001d042362		trans-eQTL
trans-eQTL-B.hs14	Zm00001d044278		trans-eQTL
trans-eQTL-B.hs14	Zm00001d045599		trans-eQTL
trans-eQTL-B.hs14	Zm00001d046656		trans-eQTL
trans-eQTL-B.hs14	Zm00001d046890		trans-eQTL
trans-eQTL-B.hs14	Zm00001d047439		trans-eQTL
trans-eQTL-B.hs14	Zm00001d049707		trans-eQTL
trans-eQTL-B.hs14	Zm00001d052948		trans-eQTL
trans-eQTL-B.hs15	Zm00001d005110		trans-eQTL
trans-eQTL-B.hs15	Zm00001d005173		trans-eQTL
trans-eQTL-B.hs15	Zm00001d005671		trans-eQTL
trans-eQTL-B.hs15	Zm00001d009504		trans-eQTL
trans-eQTL-B.hs15	Zm00001d009872		trans-eQTL
trans-eQTL-B.hs15	Zm00001d014642		trans-eQTL
trans-eQTL-B.hs15	Zm00001d022405		trans-eQTL
trans-eQTL-B.hs15	Zm00001d028921		trans-eQTL
trans-eQTL-B.hs15	Zm00001d029023		trans-eQTL
trans-eQTL-B.hs15	Zm00001d033726		trans-eQTL
trans-eQTL-B.hs15	Zm00001d038198		trans-eQTL
trans-eQTL-B.hs15	Zm00001d039403		trans-eQTL
trans-eQTL-B.hs15	Zm00001d041280		trans-eQTL
trans-eQTL-B.hs15	Zm00001d042272		trans-eQTL
trans-eQTL-B.hs15	Zm00001d042523		trans-eQTL
trans-eQTL-B.hs15	Zm00001d044121		trans-eQTL
trans-eQTL-B.hs15	Zm00001d047537		trans-eQTL
trans-eQTL-B.hs15	Zm00001d048988		trans-eQTL
trans-eQTL-B.hs15	Zm00001d051474		trans-eQTL
trans-eQTL-B.hs15	Zm00001d052002		trans-eQTL
trans-eQTL-B.hs16	Zm00001d002140		trans-eQTL
trans-eQTL-B.hs16	Zm00001d003533		trans-eQTL
trans-eQTL-B.hs16	Zm00001d004070		trans-eQTL
trans-eQTL-B.hs16	Zm00001d005726		trans-eQTL
trans-eQTL-B.hs16	Zm00001d007070		trans-eQTL
trans-eQTL-B.hs16	Zm00001d012043		trans-eQTL
trans-eQTL-B.hs16	Zm00001d012304		trans-eQTL
trans-eQTL-B.hs16	Zm00001d013765		trans-eQTL
trans-eQTL-B.hs16	Zm00001d018278		trans-eQTL
trans-eQTL-B.hs16	Zm00001d022139		trans-eQTL
trans-eQTL-B.hs16	Zm00001d024522		trans-eQTL
trans-eQTL-B.hs16	Zm00001d029009		trans-eQTL
trans-eQTL-B.hs16	Zm00001d033957		trans-eQTL
trans-eQTL-B.hs16	Zm00001d043706		trans-eQTL
trans-eQTL-B.hs16	Zm00001d044189		trans-eQTL
trans-eQTL-B.hs16	Zm00001d047017		trans-eQTL
trans-eQTL-B.hs16	Zm00001d047977		trans-eQTL
trans-eQTL-B.hs16	Zm00001d048474		trans-eQTL
trans-eQTL-B.hs16	Zm00001d050365		trans-eQTL
trans-eQTL-B.hs16	Zm00001d051421		trans-eQTL
trans-eQTL-B.hs16	Zm00001d052197		trans-eQTL
trans-eQTL-B.hs16	Zm00001d052231		trans-eQTL
trans-eQTL-B.hs16	Zm00001d052692		trans-eQTL
trans-eQTL-B.hs17	Zm00001d003101		trans-eQTL
trans-eQTL-B.hs17	Zm00001d006036		trans-eQTL
trans-eQTL-B.hs17	Zm00001d006389		trans-eQTL
trans-eQTL-B.hs17	Zm00001d007186		trans-eQTL
trans-eQTL-B.hs17	Zm00001d007772		trans-eQTL
trans-eQTL-B.hs17	Zm00001d011347		trans-eQTL
trans-eQTL-B.hs17	Zm00001d017809		trans-eQTL
trans-eQTL-B.hs17	Zm00001d018939		trans-eQTL
trans-eQTL-B.hs17	Zm00001d019106		trans-eQTL
trans-eQTL-B.hs17	Zm00001d021592		trans-eQTL
trans-eQTL-B.hs17	Zm00001d021979		trans-eQTL
trans-eQTL-B.hs17	Zm00001d024463		trans-eQTL
trans-eQTL-B.hs17	Zm00001d025538		trans-eQTL
trans-eQTL-B.hs17	Zm00001d029106		trans-eQTL
trans-eQTL-B.hs17	Zm00001d029408		trans-eQTL
trans-eQTL-B.hs17	Zm00001d032317		trans-eQTL
trans-eQTL-B.hs17	Zm00001d041510		trans-eQTL
trans-eQTL-B.hs17	Zm00001d042965		trans-eQTL
trans-eQTL-B.hs17	Zm00001d045566		trans-eQTL
trans-eQTL-B.hs17	Zm00001d045725		trans-eQTL
trans-eQTL-B.hs17	Zm00001d046936		trans-eQTL
trans-eQTL-B.hs17	Zm00001d048108		trans-eQTL
trans-eQTL-B.hs17	Zm00001d049729		trans-eQTL
trans-eQTL-B.hs17	Zm00001d052184		trans-eQTL
trans-eQTL-B.hs17	Zm00001d053648		trans-eQTL
trans-eQTL-B.hs18	Zm00001d004172		trans-eQTL
trans-eQTL-B.hs18	Zm00001d004667		trans-eQTL
trans-eQTL-B.hs18	Zm00001d006731		trans-eQTL
trans-eQTL-B.hs18	Zm00001d009226		trans-eQTL
trans-eQTL-B.hs18	Zm00001d010047		trans-eQTL
trans-eQTL-B.hs18	Zm00001d013283		trans-eQTL
trans-eQTL-B.hs18	Zm00001d014575		trans-eQTL
trans-eQTL-B.hs18	Zm00001d014896		trans-eQTL
trans-eQTL-B.hs18	Zm00001d022502		trans-eQTL
trans-eQTL-B.hs18	Zm00001d022594		trans-eQTL
trans-eQTL-B.hs18	Zm00001d023749		trans-eQTL
trans-eQTL-B.hs18	Zm00001d027333		trans-eQTL
trans-eQTL-B.hs18	Zm00001d028279		trans-eQTL
trans-eQTL-B.hs18	Zm00001d032659		trans-eQTL
trans-eQTL-B.hs18	Zm00001d034364		trans-eQTL
trans-eQTL-B.hs18	Zm00001d035186		trans-eQTL
trans-eQTL-B.hs18	Zm00001d038100		trans-eQTL
trans-eQTL-B.hs18	Zm00001d042398		trans-eQTL
trans-eQTL-B.hs18	Zm00001d048627		trans-eQTL
trans-eQTL-B.hs18	Zm00001d050382		trans-eQTL
trans-eQTL-B.hs18	Zm00001d050388		trans-eQTL
trans-eQTL-B.hs18	Zm00001d052213		trans-eQTL
trans-eQTL-B.hs19	Zm00001d002485		trans-eQTL
trans-eQTL-B.hs19	Zm00001d005264		trans-eQTL
trans-eQTL-B.hs19	Zm00001d006504		trans-eQTL
trans-eQTL-B.hs19	Zm00001d006944		trans-eQTL
trans-eQTL-B.hs19	Zm00001d017094		trans-eQTL
trans-eQTL-B.hs19	Zm00001d017793		trans-eQTL
trans-eQTL-B.hs19	Zm00001d021426		trans-eQTL
trans-eQTL-B.hs19	Zm00001d022434		trans-eQTL
trans-eQTL-B.hs19	Zm00001d025419		trans-eQTL
trans-eQTL-B.hs19	Zm00001d029846		trans-eQTL
trans-eQTL-B.hs19	Zm00001d032476		trans-eQTL
trans-eQTL-B.hs19	Zm00001d033648		trans-eQTL
trans-eQTL-B.hs19	Zm00001d033669		trans-eQTL
trans-eQTL-B.hs19	Zm00001d034954		trans-eQTL
trans-eQTL-B.hs19	Zm00001d037142		trans-eQTL
trans-eQTL-B.hs19	Zm00001d037700		trans-eQTL
trans-eQTL-B.hs19	Zm00001d039616		trans-eQTL
trans-eQTL-B.hs19	Zm00001d042052		trans-eQTL
trans-eQTL-B.hs19	Zm00001d046277		trans-eQTL
trans-eQTL-B.hs19	Zm00001d047373		trans-eQTL
trans-eQTL-B.hs19	Zm00001d051740		trans-eQTL
trans-eQTL-B.hs19	Zm00001d052306		trans-eQTL
trans-eQTL-B.hs19	Zm00001d052307		trans-eQTL
trans-eQTL-B.hs19	Zm00001d054089		trans-eQTL
trans-eQTL-B.hs20	Zm00001d002440		trans-eQTL
trans-eQTL-B.hs20	Zm00001d013927		trans-eQTL
trans-eQTL-B.hs20	Zm00001d017144		trans-eQTL
trans-eQTL-B.hs20	Zm00001d017791		trans-eQTL
trans-eQTL-B.hs20	Zm00001d019664		trans-eQTL
trans-eQTL-B.hs20	Zm00001d023802		trans-eQTL
trans-eQTL-B.hs20	Zm00001d025865		trans-eQTL
trans-eQTL-B.hs20	Zm00001d026305		trans-eQTL
trans-eQTL-B.hs20	Zm00001d028620		trans-eQTL
trans-eQTL-B.hs20	Zm00001d028811		trans-eQTL
trans-eQTL-B.hs20	Zm00001d032334		trans-eQTL
trans-eQTL-B.hs20	Zm00001d033707		trans-eQTL
trans-eQTL-B.hs20	Zm00001d034710		trans-eQTL
trans-eQTL-B.hs20	Zm00001d037476		trans-eQTL
trans-eQTL-B.hs20	Zm00001d038562		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052303		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052346		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052361		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052371		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052377		trans-eQTL
trans-eQTL-B.hs20	Zm00001d052378		trans-eQTL
trans-eQTL-B.hs20	Zm00001d053544		trans-eQTL
trans-eQTL-B.hs21	Zm00001d000399		trans-eQTL
trans-eQTL-B.hs21	Zm00001d003167		trans-eQTL
trans-eQTL-B.hs21	Zm00001d005814		trans-eQTL
trans-eQTL-B.hs21	Zm00001d011596		trans-eQTL
trans-eQTL-B.hs21	Zm00001d015484		trans-eQTL
trans-eQTL-B.hs21	Zm00001d017330		trans-eQTL
trans-eQTL-B.hs21	Zm00001d017449		trans-eQTL
trans-eQTL-B.hs21	Zm00001d018838		trans-eQTL
trans-eQTL-B.hs21	Zm00001d019648		trans-eQTL
trans-eQTL-B.hs21	Zm00001d021620		trans-eQTL
trans-eQTL-B.hs21	Zm00001d024674		trans-eQTL
trans-eQTL-B.hs21	Zm00001d029325		trans-eQTL
trans-eQTL-B.hs21	Zm00001d030074		trans-eQTL
trans-eQTL-B.hs21	Zm00001d034194		trans-eQTL
trans-eQTL-B.hs21	Zm00001d036443		trans-eQTL
trans-eQTL-B.hs21	Zm00001d039036		trans-eQTL
trans-eQTL-B.hs21	Zm00001d043146		trans-eQTL
trans-eQTL-B.hs21	Zm00001d043972		trans-eQTL
trans-eQTL-B.hs21	Zm00001d048422		trans-eQTL
trans-eQTL-B.hs21	Zm00001d048479		trans-eQTL
trans-eQTL-B.hs21	Zm00001d052630		trans-eQTL
trans-eQTL-B.hs21	Zm00001d053642		trans-eQTL
trans-eQTL-B.hs22	Zm00001d002661		trans-eQTL
trans-eQTL-B.hs22	Zm00001d003756		trans-eQTL
trans-eQTL-B.hs22	Zm00001d012998		trans-eQTL
trans-eQTL-B.hs22	Zm00001d015204		trans-eQTL
trans-eQTL-B.hs22	Zm00001d016072		trans-eQTL
trans-eQTL-B.hs22	Zm00001d016411		trans-eQTL
trans-eQTL-B.hs22	Zm00001d018693		trans-eQTL
trans-eQTL-B.hs22	Zm00001d020337		trans-eQTL
trans-eQTL-B.hs22	Zm00001d022273		trans-eQTL
trans-eQTL-B.hs22	Zm00001d024241		trans-eQTL
trans-eQTL-B.hs22	Zm00001d027421		trans-eQTL
trans-eQTL-B.hs22	Zm00001d027850		trans-eQTL
trans-eQTL-B.hs22	Zm00001d028240		trans-eQTL
trans-eQTL-B.hs22	Zm00001d028542		trans-eQTL
trans-eQTL-B.hs22	Zm00001d028588		trans-eQTL
trans-eQTL-B.hs22	Zm00001d029242		trans-eQTL
trans-eQTL-B.hs22	Zm00001d032896		trans-eQTL
trans-eQTL-B.hs22	Zm00001d033473		trans-eQTL
trans-eQTL-B.hs22	Zm00001d034196		trans-eQTL
trans-eQTL-B.hs22	Zm00001d034865		trans-eQTL
trans-eQTL-B.hs22	Zm00001d036345		trans-eQTL
trans-eQTL-B.hs22	Zm00001d041243		trans-eQTL
trans-eQTL-B.hs22	Zm00001d043170		trans-eQTL
trans-eQTL-B.hs22	Zm00001d044130		trans-eQTL
trans-eQTL-B.hs22	Zm00001d045550		trans-eQTL
trans-eQTL-B.hs22	Zm00001d052329		trans-eQTL
trans-eQTL-B.hs22	Zm00001d053803		trans-eQTL
trans-eQTL-B.hs23	Zm00001d000307		trans-eQTL
trans-eQTL-B.hs23	Zm00001d002362		trans-eQTL
trans-eQTL-B.hs23	Zm00001d003174		trans-eQTL
trans-eQTL-B.hs23	Zm00001d004478		trans-eQTL
trans-eQTL-B.hs23	Zm00001d005693		trans-eQTL
trans-eQTL-B.hs23	Zm00001d006521		trans-eQTL
trans-eQTL-B.hs23	Zm00001d006678		trans-eQTL
trans-eQTL-B.hs23	Zm00001d008228		trans-eQTL
trans-eQTL-B.hs23	Zm00001d017179		trans-eQTL
trans-eQTL-B.hs23	Zm00001d018077		trans-eQTL
trans-eQTL-B.hs23	Zm00001d020971		trans-eQTL
trans-eQTL-B.hs23	Zm00001d027442		trans-eQTL
trans-eQTL-B.hs23	Zm00001d027885		trans-eQTL
trans-eQTL-B.hs23	Zm00001d028153		trans-eQTL
trans-eQTL-B.hs23	Zm00001d030109		trans-eQTL
trans-eQTL-B.hs23	Zm00001d031860		trans-eQTL
trans-eQTL-B.hs23	Zm00001d032420		trans-eQTL
trans-eQTL-B.hs23	Zm00001d033317		trans-eQTL
trans-eQTL-B.hs23	Zm00001d034020		trans-eQTL
trans-eQTL-B.hs23	Zm00001d034179		trans-eQTL
trans-eQTL-B.hs23	Zm00001d034192		trans-eQTL
trans-eQTL-B.hs23	Zm00001d034724		trans-eQTL
trans-eQTL-B.hs23	Zm00001d034892		trans-eQTL
trans-eQTL-B.hs23	Zm00001d035001		trans-eQTL
trans-eQTL-B.hs23	Zm00001d035456		trans-eQTL
trans-eQTL-B.hs23	Zm00001d036396		trans-eQTL
trans-eQTL-B.hs23	Zm00001d038606		trans-eQTL
trans-eQTL-B.hs23	Zm00001d039900		trans-eQTL
trans-eQTL-B.hs23	Zm00001d040467		trans-eQTL
trans-eQTL-B.hs23	Zm00001d047581		trans-eQTL
trans-eQTL-B.hs23	Zm00001d049160		trans-eQTL
trans-eQTL-B.hs23	Zm00001d050969		trans-eQTL
trans-eQTL-B.hs23	Zm00001d053713		trans-eQTL
trans-eQTL-B.hs23	Zm00001d053880		trans-eQTL
trans-eQTL-B.hs23	Zm00001d053883		trans-eQTL
trans-eQTL-B.hs24	Zm00001d000166		trans-eQTL
trans-eQTL-B.hs24	Zm00001d002274		trans-eQTL
trans-eQTL-B.hs24	Zm00001d004790		trans-eQTL
trans-eQTL-B.hs24	Zm00001d005687		trans-eQTL
trans-eQTL-B.hs24	Zm00001d006084		trans-eQTL
trans-eQTL-B.hs24	Zm00001d009520		trans-eQTL
trans-eQTL-B.hs24	Zm00001d011580		trans-eQTL
trans-eQTL-B.hs24	Zm00001d016856		trans-eQTL
trans-eQTL-B.hs24	Zm00001d018380		trans-eQTL
trans-eQTL-B.hs24	Zm00001d028481		trans-eQTL
trans-eQTL-B.hs24	Zm00001d029328		trans-eQTL
trans-eQTL-B.hs24	Zm00001d029750		trans-eQTL
trans-eQTL-B.hs24	Zm00001d036533		trans-eQTL
trans-eQTL-B.hs24	Zm00001d041323		trans-eQTL
trans-eQTL-B.hs24	Zm00001d042505		trans-eQTL
trans-eQTL-B.hs24	Zm00001d043703		trans-eQTL
trans-eQTL-B.hs24	Zm00001d044232		trans-eQTL
trans-eQTL-B.hs24	Zm00001d045551		trans-eQTL
trans-eQTL-B.hs24	Zm00001d048430		trans-eQTL
trans-eQTL-B.hs24	Zm00001d053782		trans-eQTL
trans-eQTL-B.hs25	Zm00001d001785		trans-eQTL
trans-eQTL-B.hs25	Zm00001d002089		trans-eQTL
trans-eQTL-B.hs25	Zm00001d003166		trans-eQTL
trans-eQTL-B.hs25	Zm00001d006246		trans-eQTL
trans-eQTL-B.hs25	Zm00001d007225		trans-eQTL
trans-eQTL-B.hs25	Zm00001d007422		trans-eQTL
trans-eQTL-B.hs25	Zm00001d007966		trans-eQTL
trans-eQTL-B.hs25	Zm00001d008549		trans-eQTL
trans-eQTL-B.hs25	Zm00001d008739		trans-eQTL
trans-eQTL-B.hs25	Zm00001d010190		trans-eQTL
trans-eQTL-B.hs25	Zm00001d010852		trans-eQTL
trans-eQTL-B.hs25	Zm00001d011119		trans-eQTL
trans-eQTL-B.hs25	Zm00001d011411		trans-eQTL
trans-eQTL-B.hs25	Zm00001d012815		trans-eQTL
trans-eQTL-B.hs25	Zm00001d013417		trans-eQTL
trans-eQTL-B.hs25	Zm00001d014036		trans-eQTL
trans-eQTL-B.hs25	Zm00001d017029		trans-eQTL
trans-eQTL-B.hs25	Zm00001d017036		trans-eQTL
trans-eQTL-B.hs25	Zm00001d017525		trans-eQTL
trans-eQTL-B.hs25	Zm00001d019432		trans-eQTL
trans-eQTL-B.hs25	Zm00001d021516		trans-eQTL
trans-eQTL-B.hs25	Zm00001d021828		trans-eQTL
trans-eQTL-B.hs25	Zm00001d021903		trans-eQTL
trans-eQTL-B.hs25	Zm00001d022554		trans-eQTL
trans-eQTL-B.hs25	Zm00001d026362		trans-eQTL
trans-eQTL-B.hs25	Zm00001d029206		trans-eQTL
trans-eQTL-B.hs25	Zm00001d029652		trans-eQTL
trans-eQTL-B.hs25	Zm00001d030217		trans-eQTL
trans-eQTL-B.hs25	Zm00001d033370		trans-eQTL
trans-eQTL-B.hs25	Zm00001d033669		trans-eQTL
trans-eQTL-B.hs25	Zm00001d033984		trans-eQTL
trans-eQTL-B.hs25	Zm00001d034919		trans-eQTL
trans-eQTL-B.hs25	Zm00001d035256		trans-eQTL
trans-eQTL-B.hs25	Zm00001d037279		trans-eQTL
trans-eQTL-B.hs25	Zm00001d038121		trans-eQTL
trans-eQTL-B.hs25	Zm00001d038988		trans-eQTL
trans-eQTL-B.hs25	Zm00001d041186		trans-eQTL
trans-eQTL-B.hs25	Zm00001d042367		trans-eQTL
trans-eQTL-B.hs25	Zm00001d042842		trans-eQTL
trans-eQTL-B.hs25	Zm00001d043303		trans-eQTL
trans-eQTL-B.hs25	Zm00001d043511		trans-eQTL
trans-eQTL-B.hs25	Zm00001d044188		trans-eQTL
trans-eQTL-B.hs25	Zm00001d049457		trans-eQTL
trans-eQTL-B.hs25	Zm00001d050925		trans-eQTL
trans-eQTL-B.hs25	Zm00001d051879		trans-eQTL
trans-eQTL-B.hs25	Zm00001d052157		trans-eQTL
trans-eQTL-B.hs25	Zm00001d052354		trans-eQTL
trans-eQTL-B.hs26	Zm00001d000005		trans-eQTL
trans-eQTL-B.hs26	Zm00001d002323		trans-eQTL
trans-eQTL-B.hs26	Zm00001d004091		trans-eQTL
trans-eQTL-B.hs26	Zm00001d005349		trans-eQTL
trans-eQTL-B.hs26	Zm00001d007907		trans-eQTL
trans-eQTL-B.hs26	Zm00001d008567		trans-eQTL
trans-eQTL-B.hs26	Zm00001d008907		trans-eQTL
trans-eQTL-B.hs26	Zm00001d009967		trans-eQTL
trans-eQTL-B.hs26	Zm00001d010056		trans-eQTL
trans-eQTL-B.hs26	Zm00001d010672		trans-eQTL
trans-eQTL-B.hs26	Zm00001d011298		trans-eQTL
trans-eQTL-B.hs26	Zm00001d011445		trans-eQTL
trans-eQTL-B.hs26	Zm00001d013496		trans-eQTL
trans-eQTL-B.hs26	Zm00001d013728		trans-eQTL
trans-eQTL-B.hs26	Zm00001d014895		trans-eQTL
trans-eQTL-B.hs26	Zm00001d015837		trans-eQTL
trans-eQTL-B.hs26	Zm00001d017568		trans-eQTL
trans-eQTL-B.hs26	Zm00001d018450		trans-eQTL
trans-eQTL-B.hs26	Zm00001d019195		trans-eQTL
trans-eQTL-B.hs26	Zm00001d021142		trans-eQTL
trans-eQTL-B.hs26	Zm00001d022560		trans-eQTL
trans-eQTL-B.hs26	Zm00001d026439		trans-eQTL
trans-eQTL-B.hs26	Zm00001d028438		trans-eQTL
trans-eQTL-B.hs26	Zm00001d029649		trans-eQTL
trans-eQTL-B.hs26	Zm00001d030859		trans-eQTL
trans-eQTL-B.hs26	Zm00001d031764		trans-eQTL
trans-eQTL-B.hs26	Zm00001d032385		trans-eQTL
trans-eQTL-B.hs26	Zm00001d033682		trans-eQTL
trans-eQTL-B.hs26	Zm00001d034733		trans-eQTL
trans-eQTL-B.hs26	Zm00001d038290		trans-eQTL
trans-eQTL-B.hs26	Zm00001d038775		trans-eQTL
trans-eQTL-B.hs26	Zm00001d041088		trans-eQTL
trans-eQTL-B.hs26	Zm00001d043842		trans-eQTL
trans-eQTL-B.hs26	Zm00001d044649		trans-eQTL
trans-eQTL-B.hs26	Zm00001d049191		trans-eQTL
trans-eQTL-B.hs26	Zm00001d053798		trans-eQTL
trans-eQTL-B.hs26	Zm00001d054089		trans-eQTL
trans-eQTL-B.hs27	Zm00001d006257		trans-eQTL
trans-eQTL-B.hs27	Zm00001d007152		trans-eQTL
trans-eQTL-B.hs27	Zm00001d011258		trans-eQTL
trans-eQTL-B.hs27	Zm00001d011742		trans-eQTL
trans-eQTL-B.hs27	Zm00001d011997		trans-eQTL
trans-eQTL-B.hs27	Zm00001d013828		trans-eQTL
trans-eQTL-B.hs27	Zm00001d013984		trans-eQTL
trans-eQTL-B.hs27	Zm00001d014383		trans-eQTL
trans-eQTL-B.hs27	Zm00001d014385		trans-eQTL
trans-eQTL-B.hs27	Zm00001d014386		trans-eQTL
trans-eQTL-B.hs27	Zm00001d014550		trans-eQTL
trans-eQTL-B.hs27	Zm00001d018625		trans-eQTL
trans-eQTL-B.hs27	Zm00001d018642		trans-eQTL
trans-eQTL-B.hs27	Zm00001d023564		trans-eQTL
trans-eQTL-B.hs27	Zm00001d026195		trans-eQTL
trans-eQTL-B.hs27	Zm00001d030132		trans-eQTL
trans-eQTL-B.hs27	Zm00001d034341		trans-eQTL
trans-eQTL-B.hs27	Zm00001d038194		trans-eQTL
trans-eQTL-B.hs27	Zm00001d041229		trans-eQTL
trans-eQTL-B.hs27	Zm00001d042055		trans-eQTL
trans-eQTL-B.hs27	Zm00001d045002		trans-eQTL
trans-eQTL-B.hs27	Zm00001d046835		trans-eQTL
trans-eQTL-B.hs27	Zm00001d047426		trans-eQTL
trans-eQTL-B.hs27	Zm00001d047482		trans-eQTL
trans-eQTL-B.hs27	Zm00001d047805		trans-eQTL
trans-eQTL-B.hs27	Zm00001d051052		trans-eQTL
trans-eQTL-B.hs27	Zm00001d051229		trans-eQTL
trans-eQTL-B.hs27	Zm00001d051396		trans-eQTL
trans-eQTL-B.hs27	Zm00001d052353		trans-eQTL
trans-eQTL-B.hs28	Zm00001d003382		trans-eQTL
trans-eQTL-B.hs28	Zm00001d003679		trans-eQTL
trans-eQTL-B.hs28	Zm00001d006046		trans-eQTL
trans-eQTL-B.hs28	Zm00001d006790		trans-eQTL
trans-eQTL-B.hs28	Zm00001d011433		trans-eQTL
trans-eQTL-B.hs28	Zm00001d011746		trans-eQTL
trans-eQTL-B.hs28	Zm00001d015004		trans-eQTL
trans-eQTL-B.hs28	Zm00001d021686		trans-eQTL
trans-eQTL-B.hs28	Zm00001d025105		trans-eQTL
trans-eQTL-B.hs28	Zm00001d027711		trans-eQTL
trans-eQTL-B.hs28	Zm00001d028344		trans-eQTL
trans-eQTL-B.hs28	Zm00001d030381		trans-eQTL
trans-eQTL-B.hs28	Zm00001d031256		trans-eQTL
trans-eQTL-B.hs28	Zm00001d032689		trans-eQTL
trans-eQTL-B.hs28	Zm00001d033655		trans-eQTL
trans-eQTL-B.hs28	Zm00001d034298		trans-eQTL
trans-eQTL-B.hs28	Zm00001d035235		trans-eQTL
trans-eQTL-B.hs28	Zm00001d036201		trans-eQTL
trans-eQTL-B.hs28	Zm00001d037530		trans-eQTL
trans-eQTL-B.hs28	Zm00001d039072		trans-eQTL
trans-eQTL-B.hs28	Zm00001d041823		trans-eQTL
trans-eQTL-B.hs28	Zm00001d041983		trans-eQTL
trans-eQTL-B.hs28	Zm00001d042355		trans-eQTL
trans-eQTL-B.hs28	Zm00001d043776		trans-eQTL
trans-eQTL-B.hs28	Zm00001d048175		trans-eQTL
trans-eQTL-B.hs28	Zm00001d053412		trans-eQTL
trans-eQTL-B.hs29	Zm00001d002129		trans-eQTL
trans-eQTL-B.hs29	Zm00001d003894		trans-eQTL
trans-eQTL-B.hs29	Zm00001d006763		trans-eQTL
trans-eQTL-B.hs29	Zm00001d013767		trans-eQTL
