SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR5786221	root III	B73	NA	8	23331504	22910837	379745	33068	7854	22342682	621303	359665	20597013	1544827	1092660	255310	411454
SRR5786222	root III	B73	NA	9	21516117	21041352	436222	30772	7771	20568937	604548	334861	18767134	1503463	1100855	247163	384936
SRR5786223	root III	B73	NA	10	17908004	17668491	206195	27795	5523	17198147	452229	252105	15888727	1127757	885007	197467	283348
SRR5786224	root III	B73	NA	11	16152262	15867914	256766	21598	5984	15407670	490018	248590	13958703	1167773	971210	210309	318493
SRR5786225	root III	B73	NA	12	15133309	14912973	191092	24455	4789	14476809	429986	221725	13165375	1026409	911167	191909	286973
SRR5786226	root II	B73	NA	1	26497756	25979758	460029	49170	8799	25473209	696671	319077	23578659	1717226	1145281	267513	366457
SRR5786227	root II	B73	NA	2	15963920	15604063	323939	28233	7685	15280991	405366	269878	14101994	995797	671962	165007	299856
SRR5786228	root II	B73	NA	3	11926793	11661089	239647	20384	5673	11389241	309915	221964	10518021	781262	496238	122807	240997
SRR5786229	root II	B73	NA	4	15564785	15295413	240246	23354	5772	14947191	390317	221505	13853375	972343	677278	161953	249163
SRR5786230	root II	B73	NA	5	25274173	24984730	255230	30038	4175	24323855	637523	308620	22692846	1527419	1090658	262406	373134
SRR5786231	root II	B73	NA	6	27870129	27473595	346818	41308	8408	26763481	714497	383743	24860496	1744989	1227159	300709	448165
SRR5786232	root II	B73	NA	7	19042432	18643550	362699	27932	8251	18239529	482832	311820	16868545	1197548	797606	195612	346265
SRR5786233	root II	B73	NA	8	11733299	11492640	207552	25929	7178	11253820	303047	169254	10399202	739563	509212	124157	193963
SRR5786234	root II	B73	NA	9	17316705	16721631	554321	32195	8558	16530077	450030	328040	15078009	1110102	695245	179831	355900
SRR5786235	root II	B73	NA	10	12512244	12221145	264843	20493	5763	11989548	316729	200204	11079565	786165	500926	132456	221241
SRR5786236	root I	B73	NA	1	16752122	16345388	364202	31551	10981	16075743	438206	227192	14874473	1044162	632819	191181	270605
SRR5786237	root I	B73	NA	2	15890838	15511523	328332	40151	10832	15176546	438439	265021	14052792	1042703	594727	179644	309641
SRR5786238	root I	B73	NA	3	15578804	15250511	293094	27722	7477	14940833	418966	211528	13719930	948112	726967	184239	273629
SRR5786239	root I	B73	NA	4	15808573	15523407	255898	23418	5850	15123502	441239	237982	13972616	1004521	700943	180408	311245
SRR5786240	root I	B73	NA	5	21575247	21140262	386190	38775	10020	20606202	672301	286724	18863267	1454395	1084294	250876	440046
SRR5786241	root I	B73	NA	6	21303916	20942808	325119	29086	6903	20389155	593991	313867	18968047	1364787	848994	229870	405739
SRR5786242	root I	B73	NA	7	17045409	16715178	291231	30739	8261	16288161	458338	290649	15085591	1082848	702026	190332	343252
SRR5786243	root I	B73	NA	8	12552656	12246551	279207	20863	6035	11955874	397966	192781	11041476	838525	489410	136147	295311
SRR5786244	root I	B73	NA	9	15627543	15281511	312211	26476	7345	14935182	407229	277787	13802653	982264	624546	180121	315421
SRR5786245	root I	B73	NA	10	25710031	25244447	417310	38657	9617	24693527	672239	334648	22904007	1603782	1053782	295080	404679
SRR5786246	root III	B73xMo17	NA	1	20524828	20174116	314140	29621	6951	19302173	731713	483991	17570750	1757450	1156213	249766	560034
SRR5786247	root III	B73xMo17	NA	2	15220042	15026463	173731	17342	2506	14320429	580467	316640	13059410	1320838	896439	183745	410222
SRR5786248	root III	B73xOh43	NA	1	14977096	14733769	213976	22991	6360	14194691	470786	305259	13132129	1165655	680263	159361	333430
SRR5786249	root III	B73xOh43	NA	2	14174499	13930853	218007	20880	4759	13407098	453506	309136	12382752	1124544	644526	152196	337583
SRR5786250	root III	B73xOh43	NA	3	31404860	30855267	494644	44057	10892	29720019	1026706	647243	27418754	2546954	1450035	340311	710900
SRR5786251	root III	B73xOh43	NA	4	18085411	17844101	218516	19726	3068	17158211	590697	333435	15941690	1419420	799744	188759	387861
SRR5786252	root III	B73xW64A	NA	1	16889180	16660378	198573	25381	4848	15837436	622619	424277	14371412	1452043	1045690	208237	509806
SRR5786253	root III	B73xW64A	NA	2	20211390	19836169	337096	30584	7541	18881931	831530	490388	17032089	1843005	1255602	248747	653482
SRR5786254	root III	B73xW64A	NA	3	13615922	13322632	265793	21107	6390	12689201	545420	374911	11330879	1250101	918913	171933	460642
SRR5786255	root III	B73xW64A	NA	4	10873060	10695750	156892	16612	3806	10192102	407959	269193	9188984	972376	703325	136329	315684
SRR5786256	root II	B73xA554	NA	1	13045540	12728174	290835	20643	5888	12298424	437818	303410	11291376	1034292	568921	140672	349855
SRR5786257	root II	B73xA554	NA	2	16411729	16210338	179045	19645	2701	15564064	524573	320391	14484359	1277543	719827	169160	363994
SRR5786258	root II	A554	NA	1	16438501	16246727	170006	19119	2649	15314966	666743	454143	14187920	1580215	770738	177686	514770
SRR5786259	root II	A554	NA	2	10768647	10490288	255200	17935	5224	10004409	435888	323126	9155055	1019100	476467	115576	364713
SRR5786260	root II	A554	NA	3	16472501	16156870	280687	27657	7287	15410441	639899	414874	14236076	1554593	713729	172076	451729
SRR5786261	root II	A554	NA	4	34065655	33575544	432351	48116	9644	31589218	1440834	1025959	28980937	3445074	1779865	381181	1151181
SRR5786262	root II	B73	NA	11	18592080	18217344	336507	30614	7615	17746919	470317	367229	16414296	1188615	787098	191004	396370
SRR5786263	root II	B73	NA	12	24674368	24339498	292081	35386	7403	23677435	652263	337267	22023804	1612950	1076161	261457	393809
SRR5786264	root II	B73xA554	NA	3	21710622	21291284	371834	37702	9802	20550545	710880	439395	18976349	1738708	953501	232265	496025
SRR5786265	root II	B73xA554	NA	4	15671131	15444191	196889	24751	5300	14801598	533185	331048	13665082	1289638	753003	172519	378123
SRR5786266	root III	B73xMo17	NA	3	17620963	17307477	280130	26632	6724	16534827	677141	402271	15063505	1504990	965990	215636	523094
SRR5786267	root III	B73xMo17	NA	4	15528248	15174185	302292	40558	11213	14569351	559684	388000	26251888	0	2156566	411745	885555
SRR5786268	root III	B73xH99	NA	1	16141373	15873704	237303	25010	5356	15264796	520567	350654	14102428	1270628	744181	166747	385239
SRR5786269	root III	B73xH99	NA	2	17155920	16883635	242079	24531	5675	16208618	550690	390937	14996495	1348208	778312	180666	429255
SRR5786270	root III	B73xH99	NA	3	23700480	23169201	478131	41682	11466	22341289	771841	575884	20503138	1906318	1097064	246447	619515
SRR5786271	root III	B73xH99	NA	4	22274438	21903626	329913	32940	7959	21068930	728455	469094	19472181	1756863	1019159	233998	541477
SRR5786272	root III	B73xH84	NA	1	24784773	24350156	391941	34513	8163	23403289	889067	484254	21561086	2070504	1176331	261710	618548
SRR5786273	root III	B73xH84	NA	2	13682680	13300770	350618	24711	6581	12932554	454549	288996	23599831	0	1593001	311380	651055
SRR5786274	root III	B73xH84	NA	3	19359913	19122807	210086	23957	3063	18347070	644681	365099	17010277	1588429	908281	204459	423495
SRR5786275	root III	B73xH84	NA	4	13561581	13313608	223859	19292	4822	12810773	460440	285546	11796557	1129820	636363	145921	328852
SRR5786276	root II	B73xMo17	NA	1	26231645	25817390	368197	37349	8709	24737987	863737	621212	22791046	2075900	1267473	293822	704085
SRR5786277	root II	B73xMo17	NA	2	15265149	14961452	269511	27115	7071	14377771	499723	380584	13194859	1196792	729592	171689	430284
SRR5786278	root II	B73xH84	NA	1	9339607	9096253	222027	15877	5450	8818446	300271	215440	8125419	735365	374135	94340	239592
SRR5786279	root II	B73xH84	NA	2	16703274	16424913	247883	24687	5791	15815267	542758	339458	14615249	1334094	768194	172730	386037
SRR5786280	root II	B73xH84	NA	3	20410651	20169898	213803	23675	3275	19395112	638464	373800	18063957	1564612	900925	202201	427050
SRR5786281	root II	B73xH84	NA	4	17501596	17119776	348502	26168	7150	16509166	580674	404606	15208350	1424324	766684	176174	462153
SRR5786282	root II	B73xH99	NA	1	15639785	15280053	329596	23712	6424	14735603	557765	339993	13475419	1273779	745011	178802	420800
SRR5786283	root II	B73xH99	NA	2	13867471	13610956	231028	20588	4899	13035123	497071	330378	11896914	1146557	731057	167745	396955
SRR5786284	root II	B73xH99	NA	3	17907354	17656528	216794	28481	5551	16902932	604265	394606	15620162	1427718	850304	198950	460866
SRR5786285	root II	B73xH99	NA	4	18976718	18601615	331193	34856	9054	17928173	617734	421757	16495045	1470115	872673	213837	479413
SRR5786286	root III	W64A	NA	1	25708587	25286651	380243	33898	7795	23580927	1228192	891673	21208998	2845331	1672757	317333	1077738
SRR5786287	root III	W64A	NA	2	12908350	12664793	217651	20675	5231	11774603	677195	451321	10595725	1429564	805338	154645	614225
SRR5786288	root III	Oh43	NA	1	18581959	18066414	481853	27197	6495	17245177	761546	568741	15641140	1887933	919479	201987	602921
SRR5786289	root III	Oh43	NA	2	18139998	17882065	222559	29578	5796	16875318	751088	507796	15534733	1832363	907745	197472	562912
SRR5786290	root II	B73xOh43	NA	1	17301115	17076309	192498	27081	5227	16183758	711539	400591	14748304	1565267	1016314	212077	544830
SRR5786291	root II	B73xOh43	NA	2	7498837	7162098	316233	15839	4667	6945782	294673	253715	6127139	672014	408939	87366	288886
SRR5786292	root II	B73xW64A	NA	1	17110849	16855436	222529	27428	5456	16106317	615411	383665	14728565	1415546	930406	209591	469492
SRR5786293	root II	B73xW64A	NA	2	17555830	17109867	407476	28949	9538	16508995	618178	419119	15001202	1446320	888431	209278	491662
SRR5786294	root II	B73xMo17	NA	3	20222232	19983871	213421	21900	3040	19207241	614635	397316	17861754	1514165	902188	217542	437327
SRR5786295	root II	B73xMo17	NA	4	15672949	15248928	390988	24996	8037	14822618	477177	365117	13618645	1117338	643716	162337	415958
SRR5786296	root II	B73xOh43	NA	3	14741250	14450850	222777	60505	7118	13765286	652128	316718	12468655	1356212	855568	177476	478609
SRR5786297	root II	B73xOh43	NA	4	20340028	19908750	391586	31641	8051	18975935	821408	534634	17151714	1799213	1175126	250235	692498
SRR5786298	root II	B73xW64A	NA	3	21446041	21062034	345705	30768	7534	20193900	788619	455988	18376881	1793122	1194680	266069	577660
SRR5786299	root II	B73xW64A	NA	4	18084844	17711548	335031	29395	8870	17020969	654967	400038	15498722	1512735	957521	220641	489990
SRR5786300	root I	B73xA554	NA	1	17954026	17610749	305197	30532	7548	16975806	567680	402992	15806754	1374452	665687	184224	444555
SRR5786301	root I	B73xA554	NA	2	11579281	11265779	287945	19890	5667	10950276	369211	254127	10106251	899286	429691	118503	276830
SRR5786302	root I	A554	NA	1	16376550	16047416	298090	23756	7288	15161447	787388	420427	28093614	0	1554441	378692	1285404
SRR5786303	root I	A554	NA	2	9247120	9027915	200002	15029	4174	8621663	363523	257760	7969762	849342	348065	101307	291277
SRR5786304	root I	B73xA554	NA	3	9122779	8911166	188953	17129	5531	8631393	297709	188146	7963173	729980	379367	95331	207146
SRR5786305	root I	B73xA554	NA	4	13228142	12973648	230316	19452	4726	12494051	435973	293392	11615313	1018028	501503	138381	344302
SRR5786306	root I	B73	NA	11	19540178	19126179	374493	30831	8675	18712199	541059	278245	17205114	1243929	874933	240895	360533
SRR5786307	root I	B73	NA	12	23168605	22780872	345022	34204	8507	22301373	592196	266529	20625769	1388820	1022540	287095	339048
SRR5786308	root I	A554	NA	3	12398642	12147691	222575	22477	5899	11562334	492195	338214	10666204	1158976	532869	134529	380123
SRR5786309	root I	A554	NA	4	14202400	13897236	273983	24501	6680	13242002	543544	410174	12253984	1293127	552943	154151	446977
SRR5786310	root III	Mo17	NA	1	20106543	19696036	364709	36394	9404	18546840	882799	667500	16718574	2087538	1217614	239643	750501
SRR5786311	root III	Mo17	NA	2	22409623	22022119	348604	31377	7523	20710152	931087	760861	18724531	2289277	1364931	268101	818715
SRR5786312	root III	H84	NA	1	16636817	16305308	296690	27894	6925	15518693	676554	434645	14104342	1711591	934775	177164	479741
SRR5786313	root III	H84	NA	2	16939251	16738365	177040	21071	2775	15790897	707968	437611	14443727	1748788	979617	181291	507267
SRR5786314	root III	H84	NA	3	21057189	20641404	376851	29626	9308	19621982	863782	562117	17821056	2171202	1194841	230161	621629
SRR5786315	root III	H84	NA	4	12298477	12062013	213015	18834	4615	11268401	678688	346773	10232258	1415104	691691	130681	545050
SRR5786316	root III	H99	NA	1	11360090	11126988	207422	20328	5352	10590142	434460	330136	9714962	1070106	545052	117368	355832
SRR5786317	root III	H99	NA	2	18869703	18581175	253733	28060	6735	17626668	709704	526596	16283485	1735336	886939	192091	571540
SRR5786318	root III	H99	NA	3	22350857	21855054	457493	30674	7636	20727156	886979	729086	18896230	2192342	1136841	234664	783531
SRR5786319	root III	H99	NA	4	13262772	12973894	261428	20782	6668	12329174	547802	379128	11324958	1266769	606751	136259	451829
SRR5786320	root I	B73xMo17	NA	1	12627781	12377984	223379	20923	5495	11906395	391169	324722	11074574	953323	462486	135553	346586
SRR5786321	root I	B73xMo17	NA	2	18446324	18085404	322160	30692	8068	17442325	581660	414271	16226875	1424353	683970	196140	446503
SRR5786322	root I	B73xH84	NA	1	20113066	19702178	371535	31087	8266	19056599	648138	400063	17686858	1578790	783278	202970	457654
SRR5786323	root I	B73xH84	NA	2	12670668	12395878	248110	20897	5783	12005319	398599	260967	11106352	973143	514599	127093	294321
SRR5786324	root I	B73xH84	NA	3	21917850	21551121	329627	30053	7049	20797074	704005	409722	19289378	1753253	938529	226938	455776
SRR5786325	root I	B73xH84	NA	4	17638065	17204617	389786	32618	11044	16718496	587617	320908	15395935	1445362	747365	178241	364060
SRR5786326	root I	B73xH99	NA	1	12350223	11838434	484674	21060	6055	11642635	388364	313169	10569718	948843	461536	121667	335315
SRR5786327	root I	B73xH99	NA	2	19540224	19150031	346242	34560	9391	18499669	625262	405902	17114607	1516829	821915	202137	449539
SRR5786328	root I	B73xH99	NA	3	14360850	14108788	223605	22929	5528	13595694	472137	287491	12608947	1157833	603726	149307	323274
SRR5786329	root I	B73xH99	NA	4	17912950	17566288	306613	31494	8555	16973927	562714	367754	15780789	1376956	691185	180776	403791
SRR5786330	root II	W64A	NA	1	19744411	19372843	336079	28492	6997	18320575	792053	624786	16855426	1884968	900136	223766	703348
SRR5786331	root II	W64A	NA	2	15698048	15381180	280694	28468	7706	14540054	651255	499033	13219375	1567064	852375	180693	557651
SRR5786332	root II	Oh43	NA	1	17656631	17399695	223192	28091	5653	16211914	830433	608631	14641121	1898276	1124349	214162	728861
SRR5786333	root II	Oh43	NA	2	9778676	9455001	301590	17323	4762	8920659	454324	398931	7946346	1051154	558010	113565	449792
SRR5786334	root II	W64A	NA	3	16192242	15717458	444051	24660	6073	14999061	636613	550495	13542156	1565755	828614	184223	582278
SRR5786335	root II	W64A	NA	4	22169459	21845018	286149	31836	6456	20567061	907224	688718	18836986	2172140	1178551	255692	774496
SRR5786336	root II	Mo17	NA	1	24746497	24472297	241722	28699	3779	23168916	913158	660644	21553272	2216979	1091521	268434	716817
SRR5786337	root II	Mo17	NA	2	18322066	17913166	373317	27744	7839	17087276	681407	545544	15709940	1644754	799851	200650	587829
SRR5786338	root II	Oh43	NA	3	16299632	16117709	159173	20129	2621	15010879	772814	513318	13678269	1738901	975517	190537	640054
SRR5786339	root II	Oh43	NA	4	13848946	13517311	303767	21272	6596	12734275	647320	460755	11443961	1501314	824453	164312	537568
SRR5786340	root I	B73xW64A	NA	1	19756304	19374777	344748	29451	7328	18713633	626409	408934	17461462	1446789	691188	204619	484143
SRR5786341	root I	B73xW64A	NA	2	13591398	13339320	227138	19377	5563	12878766	438128	268941	11980791	1036533	515561	148183	310786
SRR5786342	root I	B73xOh43	NA	1	16344522	16002075	309951	25582	6914	15462867	500108	374633	14357732	1226050	623613	160347	401691
SRR5786343	root I	B73xOh43	NA	2	21921782	21526440	355764	31566	8012	20780553	705467	427750	19288623	1735420	895395	228005	468181
SRR5786344	root I	B73xMo17	NA	3	10555145	10303427	228159	18532	5027	9968419	357978	223721	9189072	857651	431498	112696	253389
SRR5786345	root I	B73xMo17	NA	4	13799633	13570173	204263	20576	4621	13028566	454972	311474	12152156	1066464	515276	147305	357592
SRR5786346	root I	B73xW64A	NA	3	12203581	11954293	224589	19574	5125	11519602	391397	287457	10722526	921522	434237	129794	329521
SRR5786347	root I	B73xW64A	NA	4	14403044	14076983	275676	39556	10829	13620346	448943	322926	12663728	1088077	508470	153736	349359
SRR5786348	root I	B73xOh43	NA	3	24541263	24153843	342996	36087	8337	23236146	774919	521861	21676607	1900984	946725	252273	574144
SRR5786349	root I	B73xOh43	NA	4	12458552	12173067	258581	21061	5843	11789639	401877	261193	10924796	970729	472363	125320	292172
SRR5786350	root II	Mo17	NA	3	14456709	14172648	257298	21559	5204	13390645	595308	465552	12296802	1378056	671223	161180	534811
SRR5786351	root II	Mo17	NA	4	16499030	16165495	296191	29473	7871	15435687	598853	456619	14230976	1479432	719630	179632	481015
SRR5786352	root II	H84	NA	1	20998587	20769400	203304	22825	3058	19745491	765230	484808	18411253	1923600	924163	195374	529277
SRR5786353	root II	H84	NA	2	28190975	27749721	391255	40281	9718	26207969	1296439	676849	24170066	3020923	1368685	267916	937594
SRR5786354	root II	H84	NA	3	11102496	10851440	227938	17572	5546	10373608	402859	320483	9578010	1018489	462349	103782	338647
SRR5786355	root II	H84	NA	4	14684787	14354280	298457	25432	6618	13598068	675175	404926	12517410	1486587	644217	133088	557415
SRR5786356	root II	H99	NA	1	20902155	20526404	337461	30861	7429	19232152	976457	686117	17389739	2237472	1256186	245067	834129
SRR5786357	root II	H99	NA	2	15660962	15338593	286375	28310	7684	14393494	757262	502522	13046681	1668141	876451	179866	640850
SRR5786358	root II	H99	NA	3	15351779	15089086	216557	37876	8260	14129676	710990	502853	12852872	1639730	872171	173470	605857
SRR5786359	root II	H99	NA	4	16825356	16451972	338106	27832	7446	15475642	796622	545646	14078617	1781827	873227	183587	693098
SRR5786360	root I	Mo17	NA	3	18039188	17700385	299115	31770	7918	16782223	717682	531365	15482488	1686028	772906	217576	591195
SRR5786361	root I	Mo17	NA	4	18186396	17774448	375520	28655	7773	16898161	706610	573852	15481844	1655032	816402	219694	631432
SRR5786362	root I	H99	NA	1	14160954	13868012	262370	24107	6465	13216073	559364	379052	12216518	1337370	584716	147213	428073
SRR5786363	root I	H99	NA	2	11991910	11766226	202706	18485	4493	11223010	463090	301317	10393086	1097873	497089	125575	341133
SRR5786364	root I	H99	NA	3	20636745	20251781	340402	35304	9258	19299327	771771	556389	17942778	1854436	791625	213209	615758
SRR5786365	root I	H99	NA	4	8404009	8208915	177519	13868	3707	7827534	331099	241669	7216212	788781	341322	90116	274596
SRR5786366	root I	H84	NA	1	16876388	16554244	288352	26830	6962	15777555	640497	451374	14673046	1543854	644558	163041	512854
SRR5786367	root I	H84	NA	2	13037432	12743618	266439	21254	6121	12214938	479693	336680	11315245	1186051	503558	123775	370500
SRR5786368	root I	H84	NA	3	15890486	15619005	241281	24456	5744	14913471	590117	381154	27672293	0	1570843	334116	837966
SRR5786369	root I	H84	NA	4	24927344	24447941	427732	40946	10725	23342950	983247	590422	21621915	2392288	1038460	242902	678647
SRR5786370	root III	B73xA554	NA	3	27183822	26631585	491658	47556	13023	25696065	891951	582783	23579155	2255607	1319688	286779	632803
SRR5786371	root III	B73xA554	NA	4	22107087	21768143	299430	32424	7090	20743128	828128	528741	18753056	1971403	1403223	274292	625584
SRR5786372	root III	A554	NA	4	14154827	13957584	170658	22189	4396	13204941	559317	386173	12184707	1388286	694808	144712	422561
SRR5786373	root III	W64A	NA	3	18359739	18019767	307439	26385	6148	16878385	826702	648504	15101504	1981691	1242242	225405	726208
SRR5786374	root III	W64A	NA	4	17896761	17640178	223071	28041	5471	16475188	814801	601301	14860647	1924259	1167714	214601	696194
SRR5786375	root III	Oh43	NA	3	14270911	14028196	215857	21759	5099	13262774	588081	414957	12160172	1450821	721598	159605	451700
SRR5786376	root III	Oh43	NA	4	19493135	19278805	188151	23109	3070	18177965	795296	516804	16840298	1929380	930950	207874	580768
SRR5786377	root III	Mo17	NA	3	15859646	15661474	177170	18391	2611	14707198	673542	476295	13434561	1592279	897109	192652	544059
SRR5786378	root III	Mo17	NA	4	17946234	17595809	299855	40704	9866	16524242	778547	633579	14900516	1871394	1094765	219524	685697
SRR5796974	root 0	W64AxOh43	NA	1	20663457	20259419	341153	51196	11689	19261606	799194	590968	17930606	1844031	739544	224128	668147
SRR5796975	root 0	Oh43	NA	1	17869293	17513815	301445	43172	10861	16656677	707876	493879	15498144	1655308	655464	183965	556647
SRR5796976	root 0	Oh43xW64A	NA	1	19213131	18866984	293596	43658	8893	17863613	743401	597224	16633844	1765109	715997	197646	663279
SRR5796977	root 0	Oh43xW64A	NA	2	23505493	23074375	363011	55993	12114	21934996	900751	657632	20475075	2086561	818386	248524	749947
SRR5796978	root 0	Oh43xW64A	NA	3	22092936	21650943	377391	52542	12060	20584930	857874	638072	19126425	2010236	824120	231639	720930
SRR5796979	root 0	Oh43	NA	2	22610111	22214722	333206	51452	10731	21094590	880536	624254	19692649	2053479	804995	236323	698485
SRR5796980	root 0	Oh43xW64A	NA	4	23999197	23553478	378609	55395	11715	22384122	924931	678429	20823580	2202429	908546	245302	759732
SRR5796981	root 0	W64AxOh43	NA	2	18442273	18061439	327698	42882	10254	17209970	712562	509487	16044560	1628749	624338	193744	588809
SRR5796982	root 0	W64AxOh43	NA	3	23957585	23541410	348022	56652	11501	22325006	950767	670311	20810054	2193546	870261	266850	767055
SRR5796983	root 0	Oh43	NA	3	15917314	15626611	243590	39005	8108	14812632	643764	452810	13785253	1490944	597541	165320	518440
SRR5796984	root 0	W64A	NA	1	24434918	23972562	389895	59524	12937	22773924	918186	729871	21208537	2148501	882504	261318	817593
SRR5796985	root 0	W64A	NA	2	19875297	19492400	325890	46197	10810	18551558	740390	572539	17248564	1754475	736292	217730	628701
SRR5796986	root 0	W64A	NA	3	22712035	22306183	342275	51789	11788	21224411	856321	619515	19771326	2015365	838709	245370	696354
SRR5796987	root 0	Oh43	NA	4	14327514	14058738	227492	34012	7272	13319352	581295	419595	12392576	1329137	531967	149837	482941
SRR5796988	root 0	W64AxOh43	NA	4	18502942	18126995	318019	46887	11041	17211994	739853	540054	16006540	1708873	668350	198461	616027
SRR5796989	root 0	W64A	NA	4	18753839	18343412	331154	64774	14499	17467369	706252	565719	16228829	1682925	678185	195581	622726
