SampleID	Tissue	Genotype	Treatment	Replicate	inbred	total	passed	failed	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR7975361	leaf	PHJ89	NA	1	TRUE	9784924	9537445	247479	9537445	0	0	9006898	8637716	3218957	3332081	0	0	0	0	530547	0	0	0	0	0	0	0	0	8184459	1047666	358607	94650	530547
SRR7975362	leaf	PHN29	NA	1	TRUE	12021518	11704953	316565	11704953	0	0	11025938	10616832	4935729	5087568	0	0	0	0	679015	0	0	0	0	0	0	0	0	10049459	1219035	439736	127637	679015
SRR7975363	leaf	AQA3	NA	1	TRUE	30355056	29831853	523203	29831853	0	0	28129030	26956012	12853031	13325726	0	0	0	0	1702823	0	0	0	0	0	0	0	0	25389826	3595524	1253849	312337	1702823
SRR7975364	leaf	PHG83	NA	1	TRUE	19414364	19170979	243385	19170979	0	0	16694016	15737191	7397060	7890679	0	0	0	0	2476963	0	0	0	0	0	0	0	0	14820201	3914214	727237	189753	2476963
SRR7975365	leaf	ICI986	NA	1	TRUE	14920267	14802792	117475	14802792	0	0	13637307	13051302	6428067	6678244	0	0	0	0	1165485	0	0	0	0	0	0	0	0	12279815	1973155	630181	141306	1165485
SRR7975366	leaf	B76	NA	1	TRUE	13326917	13139648	187269	13139648	0	0	12590699	12095924	5240687	5395018	0	0	0	0	548949	0	0	0	0	0	0	0	0	11455573	1358291	499682	140669	548949
SRR7975367	leaf	Ill.Hy	NA	1	TRUE	32401976	31979957	422019	31979957	0	0	29135265	27837845	13565338	14166617	0	0	0	0	2844692	0	0	0	0	0	0	0	0	26326379	4831300	1182549	328917	2844692
SRR7975368	leaf	PHV57	NA	1	TRUE	20293844	19951432	342412	19951432	0	0	18787836	18013556	7722700	7987486	0	0	0	0	1163596	0	0	0	0	0	0	0	0	16930549	2361350	889034	193973	1163596
SRR7975369	leaf	PHV07	NA	1	TRUE	17826685	17541958	284727	17541958	0	0	16792456	16195837	7570684	7775353	0	0	0	0	749502	0	0	0	0	0	0	0	0	15382918	1630844	637485	175434	749502
SRR7975370	leaf	PHW30	NA	1	TRUE	18340791	17999895	340896	17999895	0	0	17330333	16657887	6718417	6920231	0	0	0	0	669562	0	0	0	0	0	0	0	0	15775538	1889126	700665	181684	669562
SRR7975371	leaf	DKIB014	NA	1	TRUE	14698423	14560833	137590	14560833	0	0	14070240	13525463	6142395	6330302	0	0	0	0	490593	0	0	0	0	0	0	0	0	12755161	1487907	630350	139952	490593
SRR7975372	leaf	MM501D	NA	1	TRUE	31843973	31101815	742158	31101815	0	0	29872936	28697043	11205382	11528195	0	0	0	0	1228879	0	0	0	0	0	0	0	0	27216918	3037177	1151024	329101	1228879
SRR7975373	leaf	ZS365	NA	1	TRUE	18687964	18496046	191918	18496046	0	0	15167799	14155275	6802735	7339375	0	0	0	0	3328247	0	0	0	0	0	0	0	0	13226613	4786695	776491	152171	3328247
SRR7975374	leaf	Va35	NA	1	TRUE	12033821	11838178	195643	11838178	0	0	11248180	10744559	4158762	4328885	0	0	0	0	589998	0	0	0	0	0	0	0	0	10251414	1461565	359789	133356	589998
SRR7975375	leaf	SA24	NA	1	TRUE	10488623	10294199	194424	10294199	0	0	9429248	9029162	3614346	3752247	0	0	0	0	864951	0	0	0	0	0	0	0	0	8572613	1207037	350511	106038	864951
SRR7975376	leaf	RS710	NA	1	TRUE	14849078	14537013	312065	14537013	0	0	10890223	10063406	4058600	4467681	0	0	0	0	3646790	0	0	0	0	0	0	0	0	9492155	4522801	460377	110874	3646790
SRR7975377	leaf	W613S	NA	1	TRUE	15121529	14892100	229429	14892100	0	0	13990792	13412995	5727892	5928530	0	0	0	0	901308	0	0	0	0	0	0	0	0	12695088	1692683	559130	158777	901308
SRR7975378	leaf	WIL903	NA	1	TRUE	18539748	18368773	170975	18368773	0	0	16940086	16183143	7261545	7564514	0	0	0	0	1428687	0	0	0	0	0	0	0	0	15304168	2484659	702682	176293	1428687
SRR7975379	leaf	W10007_0048	NA	1	TRUE	11389386	11197990	191396	11197990	0	0	10775159	10294564	4291831	4453924	0	0	0	0	422831	0	0	0	0	0	0	0	0	9743288	1324690	434329	116947	422831
SRR7975380	leaf	B121	NA	1	TRUE	14725919	11346216	3379703	11346216	0	0	10655451	10206949	2822406	2929440	0	0	0	0	690765	0	0	0	0	0	0	0	0	9606626	1281261	487218	113105	690765
SRR7975381	leaf	LH128	NA	1	TRUE	27384382	26954635	429747	26954635	0	0	26034990	25043975	10920801	11202178	0	0	0	0	919645	0	0	0	0	0	0	0	0	23611826	2564839	1139477	292672	919645
SRR7975382	leaf	A797NW	NA	1	TRUE	31619957	30756952	863005	30756952	0	0	29487332	28372006	10340364	10685122	0	0	0	0	1269620	0	0	0	0	0	0	0	0	27008679	2907472	1058661	304666	1269620
SRR7975383	leaf	B46	NA	1	TRUE	11084283	10872243	212040	10872243	0	0	10390735	9988070	4159337	4300084	0	0	0	0	481508	0	0	0	0	0	0	0	0	9475979	1066995	395232	116859	481508
SRR7975384	leaf	CQ806	NA	1	TRUE	35039933	34533930	506003	34533930	0	0	33381105	32140853	14054592	14440711	0	0	0	0	1152825	0	0	0	0	0	0	0	0	30597609	3417739	1183067	360177	1152825
SRR7975385	leaf	CG102	NA	1	TRUE	19053564	18810030	243534	18810030	0	0	16723243	15865720	6973383	7383402	0	0	0	0	2086787	0	0	0	0	0	0	0	0	15051905	3211550	636919	176896	2086787
SRR7975386	leaf	B73-2	NA	1	TRUE	12042757	11869456	173301	11869456	0	0	9996421	9536896	7066407	7399875	0	0	0	0	1873035	0	0	0	0	0	0	0	0	9026437	2219661	399126	111333	1873035
SRR7975387	leaf	B47	NA	1	TRUE	20902468	20585637	316831	20585637	0	0	17921609	16945328	7222177	7646633	0	0	0	0	2664028	0	0	0	0	0	0	0	0	16073251	4197848	671625	200452	2664028
SRR7975388	leaf	A344	NA	1	TRUE	12204370	10977752	1226618	10977752	0	0	8751002	8164024	3043724	3307397	0	0	0	0	2226750	0	0	0	0	0	0	0	0	7730307	2638698	334810	98907	2226750
SRR7975389	leaf	B103	NA	1	TRUE	14217381	13971079	246302	13971079	0	0	13366455	12861259	6160794	6345253	0	0	0	0	604624	0	0	0	0	0	0	0	0	12215823	1420809	490295	155141	604624
SRR7975390	leaf	MM402A	NA	1	TRUE	30939492	30258531	680961	30258531	0	0	28309427	27035305	10780640	11178560	0	0	0	0	1949104	0	0	0	0	0	0	0	0	25462986	3912362	1267515	304804	1949104
SRR7975391	leaf	ML606	NA	1	TRUE	30034795	29376918	657877	29376918	0	0	27572201	26271352	10600600	11065584	0	0	0	0	1804717	0	0	0	0	0	0	0	0	24640363	3982124	1327874	303115	1804717
SRR7975392	leaf	MBSJ	NA	1	TRUE	25351837	24898842	452995	24898842	0	0	19008075	17458152	7094158	7900704	0	0	0	0	5890767	0	0	0	0	0	0	0	0	16353241	7960729	867115	237796	5890767
SRR7975393	leaf	Lp215D	NA	1	TRUE	31687997	31120438	567559	31120438	0	0	25540098	24025006	10331045	11023818	0	0	0	0	5580340	0	0	0	0	0	0	0	0	22579477	6893769	1158137	287392	5580340
SRR7975394	leaf	LH208	NA	1	TRUE	27823302	27219036	604266	27219036	0	0	25948684	25112467	14544220	14954246	0	0	0	0	1270352	0	0	0	0	0	0	0	0	23773086	2264381	1035613	303768	1270352
SRR7975395	leaf	N201	NA	1	TRUE	27948595	27407691	540904	27407691	0	0	26279125	25517675	17709527	18229111	0	0	0	0	1128566	0	0	0	0	0	0	0	0	24344960	2220709	877976	294739	1128566
SRR7975396	leaf	MS153	NA	1	TRUE	32450565	31760570	689995	31760570	0	0	30170579	28895026	11611691	12023904	0	0	0	0	1589991	0	0	0	0	0	0	0	0	27322308	3662144	1250946	321772	1589991
SRR7975397	leaf	Mo8W	NA	1	TRUE	31679394	31056191	623203	31056191	0	0	29305635	27999625	11792950	12245915	0	0	0	0	1750556	0	0	0	0	0	0	0	0	26220370	3767713	1462746	316509	1750556
SRR7975398	leaf	IBH9	NA	1	TRUE	32227580	31806233	421347	31806233	0	0	29592892	28252436	11970427	12427454	0	0	0	0	2213341	0	0	0	0	0	0	0	0	26876796	4071337	1007358	368282	2213341
SRR7975399	leaf	MBZA	NA	1	TRUE	32695371	32276793	418578	32276793	0	0	28069568	26560235	11253200	11956214	0	0	0	0	4207225	0	0	0	0	0	0	0	0	25213358	5930781	1049480	297397	4207225
SRR7975400	leaf	LH172	NA	1	TRUE	30262209	29571595	690614	29571595	0	0	26656002	25338043	10503673	11018057	0	0	0	0	2915593	0	0	0	0	0	0	0	0	23902337	4984174	1108292	327414	2915593
SRR7975401	leaf	LH163	NA	1	TRUE	31655756	31085642	570114	31085642	0	0	29296441	28109958	12657922	13088898	0	0	0	0	1789201	0	0	0	0	0	0	0	0	26367722	3416763	1422723	319513	1789201
SRR7975402	leaf	LH156	NA	1	TRUE	26106179	25549391	556788	25549391	0	0	23406900	22159940	8711554	9073495	0	0	0	0	2142491	0	0	0	0	0	0	0	0	20986588	4353362	826125	347227	2142491
SRR7975403	leaf	LH159	NA	1	TRUE	32375919	31900232	475687	31900232	0	0	30362042	29306113	18098367	18681402	0	0	0	0	1538190	0	0	0	0	0	0	0	0	27756038	3191235	1197536	352539	1538190
SRR7975404	leaf	PHHB9-2	NA	1	TRUE	26802271	26194211	608060	26194211	0	0	25298211	24480175	13834062	14207425	0	0	0	0	896e3	0	0	0	0	0	0	0	0	23236067	2192280	947949	296159	896000
SRR7975405	leaf	L578	NA	1	TRUE	34073643	33330056	743587	33330056	0	0	31634529	30414061	11560817	11879324	0	0	0	0	1695527	0	0	0	0	0	0	0	0	28893980	3231820	1151939	368142	1695527
SRR7975406	leaf	907	NA	1	TRUE	31901233	31377993	523240	31377993	0	0	27779586	26327129	10936762	11563374	0	0	0	0	3598407	0	0	0	0	0	0	0	0	24785806	5201380	1250866	290457	3598407
SRR7975407	leaf	PHHB4-2	NA	1	TRUE	32809245	32097950	711295	32097950	0	0	30348054	29205744	14676705	15150261	0	0	0	0	1749896	0	0	0	0	0	0	0	0	27528603	3415108	1340554	336587	1749896
SRR7975408	leaf	LH212Ht	NA	1	TRUE	30484613	29964216	520397	29964216	0	0	28692696	27545897	11820018	12168911	0	0	0	0	1271520	0	0	0	0	0	0	0	0	25985808	3149420	1242866	317223	1271520
SRR7975409	leaf	LH74	NA	1	TRUE	30309430	29610984	698446	29610984	0	0	28124728	27198574	16408883	16901143	0	0	0	0	1486256	0	0	0	0	0	0	0	0	25585480	2646511	1287287	325807	1486256
SRR7975410	leaf	H105W	NA	1	TRUE	31534154	31052928	481226	31052928	0	0	26963062	25432765	11949182	12717406	0	0	0	0	4089866	0	0	0	0	0	0	0	0	24113824	6452758	1029841	289100	4089866
SRR7975411	leaf	L222	NA	1	TRUE	25578997	25297421	281576	25297421	0	0	24471575	23534919	10141378	10429667	0	0	0	0	825846	0	0	0	0	0	0	0	0	22174020	2548517	1083138	277761	825846
SRR7975412	leaf	8F196	NA	1	TRUE	12541440	12367386	174054	12367386	0	0	10893169	10410158	6510571	6811640	0	0	0	0	1474217	0	0	0	0	0	0	0	0	9896872	2212466	392364	120922	1474217
SRR7975413	leaf	6F545	NA	1	TRUE	13343522	13172268	171254	13172268	0	0	12755273	12348336	7576041	7800052	0	0	0	0	416995	0	0	0	0	0	0	0	0	11734668	1131297	466829	146839	416995
SRR7975414	leaf	WDAD1	NA	1	TRUE	29634224	29229693	404531	29229693	0	0	25965144	24869042	16111858	16801591	0	0	0	0	3264549	0	0	0	0	0	0	0	0	23579374	4593066	1003673	285995	3264549
SRR7975415	leaf	LH162	NA	1	TRUE	26427461	26075679	351782	26075679	0	0	24688089	23677810	9598544	9917019	0	0	0	0	1387590	0	0	0	0	0	0	0	0	22376056	2771146	1007328	294426	1387590
SRR7975416	leaf	DKFAPW	NA	1	TRUE	18366796	18200571	166225	18200571	0	0	17080546	16429972	9056826	9352893	0	0	0	0	1120025	0	0	0	0	0	0	0	0	15553144	2086870	704356	172472	1120025
SRR7975417	leaf	H42	NA	1	TRUE	27639595	27167805	471790	27167805	0	0	22057995	20699171	8940025	9622897	0	0	0	0	5109810	0	0	0	0	0	0	0	0	19551304	6822642	895895	251972	5109810
SRR7975418	leaf	84QAB1	NA	1	TRUE	20332354	20116910	215444	20116910	0	0	17425073	16472808	8341651	8805324	0	0	0	0	2691837	0	0	0	0	0	0	0	0	15473129	4159396	809275	190404	2691837
SRR7975419	leaf	84BRQ4	NA	1	TRUE	13477536	13271482	206054	13271482	0	0	11004746	10377267	5038723	5335300	0	0	0	0	2266736	0	0	0	0	0	0	0	0	9835865	3050436	418639	122763	2266736
SRR8043039	leaf	PHW65xMo17	S	1	FALSE	5942027	5913747	28280	0	0	0	0	0	0	0	0	0	0	0	0	5913747	0	0	274822	66428	15883	183645	5638925	42502	0	19557	4369	5638925
SRR8043040	leaf	PHG47xMo17	S	1	FALSE	28249912	27372812	877100	27372812	0	0	26611811	25541195	10355064	10693229	0	0	0	0	761001	0	0	0	0	0	0	0	0	24121391	2816718	1091335	328469	761001
SRR8043041	leaf	NKH8431xB73	S	1	FALSE	28443774	21767582	6676192	21767582	0	0	20285367	19597650	4557247	4703199	0	0	0	0	1482215	0	0	0	0	0	0	0	0	18475690	1723516	838427	283533	1482215
SRR8043042	leaf	PHG35xB73	S	1	FALSE	29445580	28183477	1262103	28183477	0	0	26901159	25970920	14175335	14593398	0	0	0	0	1282318	0	0	0	0	0	0	0	0	24564765	2388484	1047171	358984	1282318
SRR8043043	leaf	PHG29xB73	S	1	FALSE	27667149	26740731	926418	26740731	0	0	26149417	25270728	14405664	14830559	0	0	0	0	591314	0	0	0	0	0	0	0	0	23957810	2256377	970731	342187	591314
SRR8043044	leaf	NC230xB73	E_T2	1	FALSE	40880366	39941051	939315	39941051	0	0	38438287	35153659	21185757	22184471	0	0	0	0	1502764	0	0	0	0	0	0	0	0	31603396	12033682	2678335	871928	1502764
SRR8043045	leaf	PHG35xB73	R	1	FALSE	5494965	5482234	12731	0	0	0	0	0	0	0	0	0	0	0	0	5482234	0	0	280839	78671	50584	206874	5201395	39665	0	20799	18207	5201395
SRR8043046	leaf	Mo17xPHG29	L_T2	1	FALSE	9446423	9396037	50386	0	0	0	0	0	0	0	0	0	0	0	0	9396037	0	0	618694	66118	25043	496622	8777343	31966	0	24195	9957	8777343
SRR8043047	leaf	LH145xB73	R	1	FALSE	32835475	32027759	807716	32027759	0	0	31115386	30320392	19143305	19537465	0	0	0	0	912373	0	0	0	0	0	0	0	0	28658913	2108663	1278529	382950	912373
SRR8043048	leaf	PHG50xPH207	E	1	FALSE	6885702	6861192	24510	0	0	0	0	0	0	0	0	0	0	0	0	6861192	0	0	880109	293446	120241	586906	5981083	141598	0	103034	48814	5981083
SRR8043049	leaf	H99xMo17	R	1	FALSE	33351275	32790477	560798	32790477	0	0	30709062	29453967	12491914	12833620	0	0	0	0	2081415	0	0	0	0	0	0	0	0	27211957	3371356	1847222	394788	2081415
SRR8043050	leaf	LH123HTxMo17	R	1	FALSE	31407652	30754821	652831	30754821	0	0	28527762	27361098	11580315	11898416	0	0	0	0	2227059	0	0	0	0	0	0	0	0	25337319	3116569	1652666	371113	2227059
SRR8043051	leaf	LH123HTxB73	R	1	FALSE	33517894	32949024	568870	32949024	0	0	32202927	31304772	18977671	19371798	0	0	0	0	746097	0	0	0	0	0	0	0	0	29504429	2353245	1428805	371538	746097
SRR8043052	leaf	LH156xMo17	I_T2	1	FALSE	41294371	40239588	1054783	40239588	0	0	37930434	36533809	16656042	17102541	0	0	0	0	2309154	0	0	0	0	0	0	0	0	34165636	3748745	1917884	450289	2309154
SRR8043053	leaf	PHW65xMo17	S	2	FALSE	27874887	26581977	1292910	26581977	0	0	25709609	24664952	9788028	10096628	0	0	0	0	872368	0	0	0	0	0	0	0	0	23344313	2727460	1032299	288340	872368
SRR8043054	leaf	Q381xB73	E_T2	1	FALSE	24827356	23735291	1092065	23735291	0	0	23231236	20426485	12029890	13467372	0	0	0	0	504055	0	0	0	0	0	0	0	0	13798253	8400348	5697163	931069	504055
SRR8043055	leaf	PHG50xB73	R	1	FALSE	5246562	5234994	11568	0	0	0	0	0	0	0	0	0	0	0	0	5234994	0	0	614574	155314	105695	472674	4620420	75980	0	34750	44584	4620420
SRR8043056	leaf	PHB47xB73	R	1	FALSE	5615124	5601751	13373	0	0	0	0	0	0	0	0	0	0	0	0	5601751	0	0	541607	130814	94869	442762	5060144	68076	0	29676	33062	5060144
SRR8043057	leaf	LH156xMo17	I	1	FALSE	37335021	36409459	925562	36409459	0	0	35234295	33953827	15156519	15544758	0	0	0	0	1175164	0	0	0	0	0	0	0	0	31841065	3317903	1697774	414988	1175164
SRR8043058	leaf	PHG29xB73	R	1	FALSE	5412796	5399592	13204	0	0	0	0	0	0	0	0	0	0	0	0	5399592	0	0	384363	78630	55611	321456	5015229	37365	0	15939	25326	5015229
SRR8043059	leaf	NC230xMo17	E	1	FALSE	5457051	5439675	17376	0	0	0	0	0	0	0	0	0	0	0	0	5439675	0	0	904859	226409	119933	697226	4534816	79411	0	98049	48949	4534816
SRR8043060	leaf	LH85xB73	I	1	FALSE	33016532	31690450	1326082	31690450	0	0	30899551	30027767	16101860	16462951	0	0	0	0	790899	0	0	0	0	0	0	0	0	28345557	2215491	1326484	355726	790899
SRR8043061	leaf	PHG39xPH207	E	1	FALSE	29927738	28899024	1028714	28899024	0	0	28017612	26465657	11463963	11897473	0	0	0	0	881412	0	0	0	0	0	0	0	0	24820526	4655024	1280563	364568	881412
SRR8043062	leaf	B73xPH207	E	1	FALSE	4208198	4188502	19696	0	0	0	0	0	0	0	0	0	0	0	0	4188502	0	0	285118	81622	46278	208487	3903384	35615	0	31064	14943	3903384
SRR8043063	leaf	Q381xB73	S	1	FALSE	6018731	5991438	27293	0	0	0	0	0	0	0	0	0	0	0	0	5991438	0	0	410276	81358	33541	304136	5581162	46611	0	24839	9908	5581162
SRR8043064	leaf	LH123HTxMo17	E	1	FALSE	40134958	38945797	1189161	38945797	0	0	38128368	34812749	14093036	14764256	0	0	0	0	817429	0	0	0	0	0	0	0	0	31090792	9350303	3059516	662441	817429
SRR8043065	leaf	DKFAPWxPH207	E	1	FALSE	34283432	33072920	1210512	33072920	0	0	32448727	29976906	13396638	13972428	0	0	0	0	624193	0	0	0	0	0	0	0	0	27127339	7727405	2304281	545286	624193
SRR8043066	leaf	DKFAPWxB73	L	1	FALSE	6402142	6383367	18775	0	0	0	0	0	0	0	0	0	0	0	0	6383367	0	0	818098	86720	46201	635751	5565269	42813	0	23364	20543	5565269
SRR8043067	leaf	B84xMo17	L	1	FALSE	5407900	5390451	17449	0	0	0	0	0	0	0	0	0	0	0	0	5390451	0	0	718811	63803	28306	529910	4671640	31966	0	21955	9882	4671640
SRR8043068	leaf	PH207xB73	S	1	FALSE	4483401	4468810	14591	0	0	0	0	0	0	0	0	0	0	0	0	4468810	0	0	607072	108189	64511	491618	3861738	52909	0	38624	16656	3861738
SRR8043069	leaf	Oh43xB73	S	1	FALSE	4509931	4496506	13425	0	0	0	0	0	0	0	0	0	0	0	0	4496506	0	0	570363	88808	50173	461377	3926143	42754	0	21036	25018	3926143
SRR8043070	leaf	Mo17xOh43	I	1	FALSE	5745699	5731411	14288	0	0	0	0	0	0	0	0	0	0	0	0	5731411	0	0	2780703	342100	168495	2365223	2950708	77249	0	52927	211924	2950708
SRR8043071	leaf	PHB47xB73	S	1	FALSE	3258120	3251825	6295	0	0	0	0	0	0	0	0	0	0	0	0	3251825	0	0	1035140	101382	61616	888266	2216685	50086	0	24747	26549	2216685
SRR8043072	leaf	PHG35xB73	S	2	FALSE	3871595	3859644	11951	0	0	0	0	0	0	0	0	0	0	0	0	3859644	0	0	644012	108281	63073	514258	3215632	58425	0	34982	14874	3215632
SRR8043073	leaf	PHJ40xPH207	E	1	FALSE	6952685	6929477	23208	0	0	0	0	0	0	0	0	0	0	0	0	6929477	0	0	1559979	392634	178222	1135245	5369498	168409	0	124402	99823	5369498
SRR8043074	leaf	NKS8326xB73	S	1	FALSE	4258470	4245515	12955	0	0	0	0	0	0	0	0	0	0	0	0	4245515	0	0	654887	89591	57471	508515	3590628	45464	0	23164	20963	3590628
SRR8043075	leaf	PHG47xMo17	S	2	FALSE	4346778	4331892	14886	0	0	0	0	0	0	0	0	0	0	0	0	4331892	0	0	877936	103351	56376	712626	3453956	53034	0	35097	15220	3453956
SRR8043076	leaf	Q381xB73	L	1	FALSE	31934248	31328593	605655	31328593	0	0	29941861	28552458	16618559	17245636	0	0	0	0	1386732	0	0	0	0	0	0	0	0	25792759	3994737	2452734	306965	1386732
SRR8043077	leaf	B84xB73	R	1	FALSE	32491566	31812090	679476	31812090	0	0	29587732	28848999	19229714	19628629	0	0	0	0	2224358	0	0	0	0	0	0	0	0	27123610	1917809	1305290	420099	2224358
SRR8043078	leaf	Mo17xB73	I	1	FALSE	5863545	5832713	30832	0	0	0	0	0	0	0	0	0	0	0	0	5832713	0	0	286872	47130	25853	232851	5545841	13670	0	19449	14011	5545841
SRR8043079	leaf	LH93xB73	I	1	FALSE	6159299	6126284	33015	0	0	0	0	0	0	0	0	0	0	0	0	6126284	0	0	320901	53503	28008	259376	5805383	18279	0	20052	15172	5805383
SRR8043080	leaf	PHG47xB73	I	1	FALSE	36866309	35397658	1468651	35397658	0	0	34341943	33393475	18657944	19046522	0	0	0	0	1055715	0	0	0	0	0	0	0	0	31429335	2440393	1507522	456618	1055715
SRR8043081	leaf	LH145xB73	I	1	FALSE	7059614	7032429	27185	0	0	0	0	0	0	0	0	0	0	0	0	7032429	0	0	2782567	363542	281679	2456938	4249862	100205	0	43419	219918	4249862
SRR8043082	leaf	PHN11xB73	I	1	FALSE	38349028	37019866	1329162	37019866	0	0	36165108	35115392	20177362	20640370	0	0	0	0	854758	0	0	0	0	0	0	0	0	32943119	2798982	1642368	529905	854758
SRR8043083	leaf	LH156xMo17	I	2	FALSE	6505062	6472296	32766	0	0	0	0	0	0	0	0	0	0	0	0	6472296	0	0	871642	93615	52232	763523	5600654	28261	0	27141	38213	5600654
SRR8043084	leaf	PHJ40xB73	I	1	FALSE	37353630	35809333	1544297	35809333	0	0	35174065	34218898	19064160	19459775	0	0	0	0	635268	0	0	0	0	0	0	0	0	32260099	2418828	1530107	428692	635268
SRR8043085	leaf	PHJ40xMo17	I	1	FALSE	36313734	29265097	7048637	29265097	0	0	28430676	27461667	5500677	5632963	0	0	0	0	834421	0	0	0	0	0	0	0	0	25789562	2434874	1365763	306342	834421
SRR8043086	leaf	PHB47xB73	I	1	FALSE	5779596	5751579	28017	0	0	0	0	0	0	0	0	0	0	0	0	5751579	0	0	1356198	147050	103943	1217278	4395381	31890	0	26516	88644	4395381
SRR8043087	leaf	Oh43xB73	I	1	FALSE	6264211	6231458	32753	0	0	0	0	0	0	0	0	0	0	0	0	6231458	0	0	655828	95730	54156	556229	5575630	25109	0	29871	40750	5575630
SRR8043088	leaf	CR1HTxPH207	E	1	FALSE	3785510	3772810	12700	0	0	0	0	0	0	0	0	0	0	0	0	3772810	0	0	346287	76271	27353	256254	3426523	40899	0	25139	10233	3426523
SRR8043089	leaf	PHN11xMo17	L	1	FALSE	31426808	30834050	592758	30834050	0	0	29461747	28239835	11935169	12287874	0	0	0	0	1372303	0	0	0	0	0	0	0	0	26643435	3205961	1266884	329516	1372303
SRR8043090	leaf	W64AxMo17XB73	L??	1	FALSE	33617183	32954908	662275	32954908	0	0	31887394	30400269	18008832	18716137	0	0	0	0	1067514	0	0	0	0	0	0	0	0	27367854	4396897	2719238	313177	1067514
SRR8043091	leaf	B84xMo17	R	1	FALSE	31747022	31092504	654518	31092504	0	0	28818950	27842938	13698319	14022633	0	0	0	0	2273554	0	0	0	0	0	0	0	0	26060769	2591035	1349554	432615	2273554
SRR8043092	leaf	LH145xMo17	E_T2	1	FALSE	2620162	2606854	13308	0	0	0	0	0	0	0	0	0	0	0	0	2606854	0	0	282450	56563	26854	206011	2324404	12405	0	31100	13058	2324404
SRR8043093	leaf	DKFAPWxB73	R	1	FALSE	36506843	35871682	635161	35871682	0	0	35166212	34226216	21936176	22408090	0	0	0	0	705470	0	0	0	0	0	0	0	0	32229824	2561325	1587923	408469	705470
SRR8043094	leaf	NKS8326xMo17	I	1	FALSE	30197513	28993092	1204421	28993092	0	0	28267285	27286117	11109492	11373556	0	0	0	0	725807	0	0	0	0	0	0	0	0	25614072	2504092	1310667	361378	725807
SRR8043095	leaf	PHB47xMo17	I	1	FALSE	37412287	35971841	1440446	35971841	0	0	35278191	34095124	14877358	15219502	0	0	0	0	693650	0	0	0	0	0	0	0	0	32126092	3005905	1552502	416530	693650
SRR8043096	leaf	PHB47xB73	I	2	FALSE	27620058	26323598	1296460	26323598	0	0	25443733	24728511	14507464	14824377	0	0	0	0	879865	0	0	0	0	0	0	0	0	23298892	1928758	1046143	383476	879865
SRR8043097	leaf	Oh43xB73	I	2	FALSE	28032675	27083192	949483	27083192	0	0	26550455	25797413	14957159	15285274	0	0	0	0	532737	0	0	0	0	0	0	0	0	24283850	1910925	1158679	354884	532737
SRR8043098	leaf	PHG35xB73	I	1	FALSE	30249230	28989058	1260172	28989058	0	0	28554896	27736266	15601488	15957418	0	0	0	0	434162	0	0	0	0	0	0	0	0	26129446	2052861	1193823	412997	434162
SRR8043099	leaf	MoGxB73	I	1	FALSE	3017189	3001496	15693	0	0	0	0	0	0	0	0	0	0	0	0	3001496	0	0	371057	61934	41369	313616	2630439	15745	0	17319	28870	2630439
SRR8043100	leaf	PHG29xB73	I	1	FALSE	29509602	28307600	1202002	28307600	0	0	27747372	26922386	15548104	15933946	0	0	0	0	560228	0	0	0	0	0	0	0	0	25393020	2073553	1123817	405549	560228
SRR8043101	leaf	PHG35xMo17	I	1	FALSE	40863888	38746800	2117088	38746800	0	0	37786147	36481754	14209834	14551396	0	0	0	0	960653	0	0	0	0	0	0	0	0	34329401	3263748	1715125	437228	960653
SRR8043102	leaf	NKS8326xMo17	I	2	FALSE	5741277	5715888	25389	0	0	0	0	0	0	0	0	0	0	0	0	5715888	0	0	1606898	173987	97940	1402726	4108990	48845	0	43148	81994	4108990
SRR8043103	leaf	NKH8431xB73	I	1	FALSE	953735	948941	4794	0	0	0	0	0	0	0	0	0	0	0	0	948941	0	0	150575	19075	13697	134799	798366	4506	0	4108	10461	798366
SRR8043104	leaf	PHG39xB73	S	1	FALSE	3990695	3977978	12717	0	0	0	0	0	0	0	0	0	0	0	0	3977978	0	0	658281	109241	74336	542941	3319697	50066	0	24527	34648	3319697
SRR8043105	leaf	NKS8326xMo17	S	1	FALSE	5662969	5637717	25252	0	0	0	0	0	0	0	0	0	0	0	0	5637717	0	0	352459	74664	26102	252030	5285258	44547	0	22053	8064	5285258
SRR8043106	leaf	NKS8326xPH207	E	1	FALSE	33393815	32710916	682899	32710916	0	0	31760705	29107688	14248164	15383170	0	0	0	0	950211	0	0	0	0	0	0	0	0	26272610	7350331	2202180	632898	950211
SRR8043107	leaf	PHJ40xB73	S	1	FALSE	5916488	5890323	26165	0	0	0	0	0	0	0	0	0	0	0	0	5890323	0	0	406202	70352	32998	308847	5484121	38740	0	19870	11742	5484121
SRR8043108	leaf	H99xB73	L	1	FALSE	4807807	4793941	13866	0	0	0	0	0	0	0	0	0	0	0	0	4793941	0	0	457183	52940	22459	334752	4336758	24400	0	19239	9301	4336758
