SampleID	Tissue	Genotype	Treatment	Replicate	inbred	total	passed	failed	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR8043109	leaf	H99xMo17	L	1	FALSE	8061558	8036981	24577	0	0	0	0	0	0	0	0	0	0	0	0	8036981	0	0	855679	101613	32151	612950	7181302	45694	0	44929	10990	7181302
SRR8043110	leaf	Mo45xMo17	I	1	FALSE	6930917	6899586	31331	0	0	0	0	0	0	0	0	0	0	0	0	6899586	0	0	230827	68019	15336	132183	6668759	35103	0	27990	4926	6668759
SRR8043111	leaf	DKFAPWxB73	E	1	FALSE	38757867	38055641	702226	38055641	0	0	37089202	34616086	21969224	22911061	0	0	0	0	966439	0	0	0	0	0	0	0	0	31209100	8077186	2599676	807310	966439
SRR8043112	leaf	DKFAPWxMo17	E	1	FALSE	38541013	37773956	767057	37773956	0	0	36574410	33974344	18145557	18959033	0	0	0	0	1199546	0	0	0	0	0	0	0	0	30658553	8302950	2499578	816213	1199546
SRR8043113	leaf	LH93xB73	R	1	FALSE	6716471	6703055	13416	0	0	0	0	0	0	0	0	0	0	0	0	6703055	0	0	537778	71571	34418	405392	6165277	35339	0	23311	12921	6165277
SRR8043114	leaf	H99xB73	E	1	FALSE	29619581	29064564	555017	29064564	0	0	28132141	25926022	16138428	17155793	0	0	0	0	932423	0	0	0	0	0	0	0	0	22476052	6207143	2694956	755014	932423
SRR8043115	leaf	MoGxMo17	R	1	FALSE	7629686	7617407	12279	0	0	0	0	0	0	0	0	0	0	0	0	7617407	0	0	290236	62056	38886	223751	7327171	27148	0	13072	21836	7327171
SRR8043116	leaf	PHG35xMo17	R	1	FALSE	30762514	30097111	665403	30097111	0	0	27914809	26734900	11179995	11511128	0	0	0	0	2182302	0	0	0	0	0	0	0	0	24604141	3187596	1757810	372949	2182302
SRR8043117	leaf	NKH8431xB73	R	1	FALSE	5604078	5594861	9217	0	0	0	0	0	0	0	0	0	0	0	0	5594861	0	0	281224	76136	53273	214339	5313637	36778	0	19538	19820	5313637
SRR8043118	leaf	LH93xMo17	R	1	FALSE	6161429	6151472	9957	0	0	0	0	0	0	0	0	0	0	0	0	6151472	0	0	668607	138923	82979	507960	5482865	62835	0	37095	38993	5482865
SRR8043119	leaf	W64AxB73	R	1	FALSE	4252215	4242443	9772	0	0	0	0	0	0	0	0	0	0	0	0	4242443	0	0	191544	47458	33064	151085	4050899	23595	0	10665	13198	4050899
SRR8043120	leaf	MoGxMo17	I	1	FALSE	6134497	6102809	31688	0	0	0	0	0	0	0	0	0	0	0	0	6102809	0	0	364128	72281	39715	280853	5738681	18732	0	31142	22407	5738681
SRR8043121	leaf	LH123HTxB73	L	1	FALSE	34866024	33647753	1218271	33647753	0	0	32610547	31249578	19180833	19835291	0	0	0	0	1037206	0	0	0	0	0	0	0	0	28696677	3919130	2182365	370536	1037206
SRR8043122	leaf	PHB47xMo17	I	2	FALSE	6207836	6177594	30242	0	0	0	0	0	0	0	0	0	0	0	0	6177594	0	0	1232525	151003	85173	1063533	4945069	49925	0	41926	59152	4945069
SRR8043123	leaf	CR1HTxPH207	E	2	FALSE	33022449	32404988	617461	32404988	0	0	31487338	29038080	13032459	13517893	0	0	0	0	917650	0	0	0	0	0	0	0	0	26307508	7462074	2368096	362476	917650
SRR8043124	leaf	LH145xMo17	E_T2	2	FALSE	25515030	24158035	1356995	24158035	0	0	22505201	20939986	11387262	12086065	0	0	0	0	1652834	0	0	0	0	0	0	0	0	19133295	4812132	1496492	310199	1652834
SRR8043125	leaf	W64AxMo17	S	1	FALSE	5247917	5222979	24938	0	0	0	0	0	0	0	0	0	0	0	0	5222979	0	0	362407	73776	27639	262788	4860572	41681	0	26107	5988	4860572
SRR8043126	leaf	NKS8326xB73	I	1	FALSE	5438894	5411914	26980	0	0	0	0	0	0	0	0	0	0	0	0	5411914	0	0	469396	55262	35397	413975	4942518	14605	0	15119	25538	4942518
SRR8043127	leaf	PHG39xMo17	E	1	FALSE	4502003	4492709	9294	0	0	0	0	0	0	0	0	0	0	0	0	4492709	0	0	1331042	206585	84384	1125725	3161667	85061	0	51677	69847	3161667
SRR8043128	leaf	MoGxB73	R	1	FALSE	6138730	6128635	10095	0	0	0	0	0	0	0	0	0	0	0	0	6128635	0	0	430074	101628	75958	347170	5698561	49580	0	19803	32245	5698561
SRR8043129	leaf	PHG50xMo17	S	1	FALSE	44292651	42281628	2011023	42281628	0	0	41169089	39576040	15301689	15729964	0	0	0	0	1112539	0	0	0	0	0	0	0	0	37468846	4071527	1639098	468096	1112539
SRR8043130	leaf	B84xB73	S	1	FALSE	35696553	34242513	1454040	34242513	0	0	33781742	32685018	20266473	20856249	0	0	0	0	460771	0	0	0	0	0	0	0	0	31031440	2804387	1259541	394037	460771
SRR8043131	leaf	H99xMo17	S	1	FALSE	33926973	32980301	946672	32980301	0	0	32071977	30502160	12374291	12853795	0	0	0	0	908324	0	0	0	0	0	0	0	0	28284799	4060938	1785726	431635	908324
SRR8043132	leaf	DKFAPWxMo17	S	1	FALSE	34199354	32856515	1342839	32856515	0	0	32048713	30732588	13907205	14346727	0	0	0	0	807802	0	0	0	0	0	0	0	0	28779306	3450197	1577061	376221	807802
SRR8043133	leaf	PHW65xMo17	I	1	FALSE	31707042	30660614	1046428	30660614	0	0	29991544	28929197	11793210	12088075	0	0	0	0	669070	0	0	0	0	0	0	0	0	27186928	2687508	1408063	334206	669070
SRR8043134	leaf	PHW65xB73	I	1	FALSE	38138929	36954619	1184310	36954619	0	0	36066399	35016930	20250661	20723285	0	0	0	0	888220	0	0	0	0	0	0	0	0	32941531	2681703	1596291	479108	888220
SRR8043135	leaf	PHG47xMo17	R	1	FALSE	40386168	38838494	1547674	38838494	0	0	37617999	36135644	14702179	15093123	0	0	0	0	1220495	0	0	0	0	0	0	0	0	33754009	3987657	1936758	444877	1220495
SRR8043136	leaf	PHG39xMo17	S	1	FALSE	31543150	30588024	955126	30588024	0	0	28390507	26991391	11551235	11981526	0	0	0	0	2197517	0	0	0	0	0	0	0	0	24847148	3729495	1758417	385826	2197517
SRR8043137	leaf	PHG35xMo17	S	1	FALSE	30516380	29681913	834467	29681913	0	0	28584955	27148880	11151195	11561524	0	0	0	0	1096958	0	0	0	0	0	0	0	0	25047318	3875010	1719054	382508	1096958
SRR8043138	leaf	PHB47xMo17	S	1	FALSE	29760276	28919726	840550	28919726	0	0	27665821	26391082	11675115	12089850	0	0	0	0	1253905	0	0	0	0	0	0	0	0	24481642	3410660	1531526	377914	1253905
SRR8043139	leaf	MoGxMo17	S	1	FALSE	30163504	25888296	4275208	25888296	0	0	24896498	23639955	8475904	8778935	0	0	0	0	991798	0	0	0	0	0	0	0	0	21967215	3319880	1365395	307345	991798
SRR8043140	leaf	Mo17xPHG29	L_T2	2	FALSE	39418878	38440843	978035	38440843	0	0	36702871	35168358	15978338	16467319	0	0	0	0	1737972	0	0	0	0	0	0	0	0	33106046	4125675	1655333	406979	1737972
SRR8043141	leaf	Mo44xMo17	S	1	FALSE	32876815	31665639	1211176	31665639	0	0	30413504	29061134	11533950	11936460	0	0	0	0	1252135	0	0	0	0	0	0	0	0	27345657	3531713	1375046	340431	1252135
SRR8043142	leaf	Mo17xPHG29	S	1	FALSE	30209422	28434581	1774841	28434581	0	0	27580162	26347890	10808459	11169105	0	0	0	0	854419	0	0	0	0	0	0	0	0	24562765	3242763	1425472	359653	854419
SRR8043143	leaf	Mo17xOh43	S	1	FALSE	33601217	32163572	1437645	32163572	0	0	30517783	29058708	11179381	11577621	0	0	0	0	1645789	0	0	0	0	0	0	0	0	27013317	3902564	1646759	398632	1645789
SRR8043144	leaf	PHJ40xB73	S	2	FALSE	29106837	27256835	1850002	27256835	0	0	26773032	25795677	14744947	15252004	0	0	0	0	483803	0	0	0	0	0	0	0	0	24330525	2515592	1145634	319518	483803
SRR8043145	leaf	PHW65xB73	S	1	FALSE	35449095	33963529	1485566	33963529	0	0	33067148	31928419	17310667	17835108	0	0	0	0	896381	0	0	0	0	0	0	0	0	30312516	2886685	1238996	376907	896381
SRR8043146	leaf	PHG50xB73	S	1	FALSE	31330792	30200545	1130247	30200545	0	0	29646620	28725834	16092914	16514133	0	0	0	0	553925	0	0	0	0	0	0	0	0	27293823	2345385	1090737	341274	553925
SRR8043147	leaf	PHG29xMo17	E	1	FALSE	5107703	5089681	18022	0	0	0	0	0	0	0	0	0	0	0	0	5089681	0	0	563106	123349	52364	418424	4526575	53739	0	50638	18972	4526575
SRR8043148	leaf	PHG29xB73	E	1	FALSE	6845118	6822153	22965	0	0	0	0	0	0	0	0	0	0	0	0	6822153	0	0	1226623	288273	153872	963348	5595530	125529	0	97516	65228	5595530
SRR8043149	leaf	NKS8326xMo17	L	1	FALSE	48038462	46591950	1446512	46591950	0	0	45079774	43156056	17519178	18041453	0	0	0	0	1512176	0	0	0	0	0	0	0	0	40641514	5114881	2001892	512650	1512176
SRR8043150	leaf	Oh43xB73	L	1	FALSE	51276266	49875557	1400709	49875557	0	0	47278463	45225569	26313059	27227625	0	0	0	0	2597094	0	0	0	0	0	0	0	0	41033458	5902653	3696624	495487	2597094
SRR8043151	leaf	PHG29xPH207	E	1	FALSE	18035784	17976136	59648	0	0	0	0	0	0	0	0	0	0	0	0	17976136	0	0	2544175	746750	325792	1797313	15431961	348082	0	288156	110512	15431961
SRR8043152	leaf	LH156xB73	R	1	FALSE	6295400	6285364	10036	0	0	0	0	0	0	0	0	0	0	0	0	6285364	0	0	561082	121370	88481	458898	5724282	63497	0	25520	32353	5724282
SRR8043153	leaf	MoGxMo17	L	1	FALSE	29624562	28817372	807190	28817372	0	0	27872992	26704593	11198397	11509083	0	0	0	0	944380	0	0	0	0	0	0	0	0	25025027	3131175	1381692	297874	944380
SRR8043154	leaf	NKH8431xB73	L	1	FALSE	42629540	40918070	1711470	40918070	0	0	39684402	38132391	23449967	24277786	0	0	0	0	1233668	0	0	0	0	0	0	0	0	35050829	4266051	2641287	440275	1233668
SRR8043155	leaf	PH207xB73	L	1	FALSE	45517421	43940820	1576601	43940820	0	0	42409574	40775108	24486029	25231724	0	0	0	0	1531246	0	0	0	0	0	0	0	0	37291480	4559919	3039848	443780	1531246
SRR8043156	leaf	MoGxB73	L	1	FALSE	28148264	27524702	623562	27524702	0	0	25847555	24688636	14683466	15183297	0	0	0	0	1677147	0	0	0	0	0	0	0	0	22176788	3484934	2250280	261568	1677147
SRR8043157	leaf	CR1HTxMo17	E	1	FALSE	3422213	3410034	12179	0	0	0	0	0	0	0	0	0	0	0	0	3410034	0	0	229803	67432	25798	135888	3180231	33101	0	28087	6244	3180231
SRR8043158	leaf	MoGxMo17	S	2	FALSE	6428547	6398826	29721	0	0	0	0	0	0	0	0	0	0	0	0	6398826	0	0	1076721	135677	82051	874221	5322105	63582	0	28561	43534	5322105
SRR8043159	leaf	Oh43xPH207	E	1	FALSE	34425285	33808403	616882	33808403	0	0	32453903	29169762	12436671	12942725	0	0	0	0	1354500	0	0	0	0	0	0	0	0	25659712	10481501	3034709	475341	1354500
SRR8043160	leaf	PHB47xPH207	E	1	FALSE	35249661	34643774	605887	34643774	0	0	33480385	30784569	15361338	16094714	0	0	0	0	1163389	0	0	0	0	0	0	0	0	27938551	9204738	2264268	581750	1163389
SRR8043161	leaf	PHG29xB73	E	2	FALSE	36758397	36085348	673049	36085348	0	0	34859503	32808871	18926728	19829314	0	0	0	0	1225845	0	0	0	0	0	0	0	0	30040611	5773043	2281908	486352	1225845
SRR8043162	leaf	PH207xMo17	E	1	FALSE	35871365	34114783	1756582	34114783	0	0	32844853	30499742	15158858	16189552	0	0	0	0	1269930	0	0	0	0	0	0	0	0	27578756	6556762	2337477	583509	1269930
SRR8043163	leaf	Mo17xB73	E	1	FALSE	45850442	44776536	1073906	44776536	0	0	42979660	40322319	23787459	25319895	0	0	0	0	1796876	0	0	0	0	0	0	0	0	36463647	7145307	2823146	1035526	1796876
SRR8043164	leaf	Mo44xMo17	S	2	FALSE	7277174	7244008	33166	0	0	0	0	0	0	0	0	0	0	0	0	7244008	0	0	666376	106608	46319	508121	6577632	60591	0	30545	15472	6577632
SRR8043165	leaf	PH207xB73	E	1	FALSE	32555943	31839557	716386	31839557	0	0	30545768	28149442	15699970	16661969	0	0	0	0	1293789	0	0	0	0	0	0	0	0	24746411	6754546	2906906	496125	1293789
SRR8043166	leaf	Oh43xB73	E	1	FALSE	4130657	4110018	20639	0	0	0	0	0	0	0	0	0	0	0	0	4110018	0	0	309865	92821	40590	198716	3800153	33375	0	45277	14169	3800153
SRR8043167	leaf	LH123HTxMo17	E	2	FALSE	4000992	3983257	17735	0	0	0	0	0	0	0	0	0	0	0	0	3983257	0	0	223949	52689	19632	147598	3759308	20198	0	25751	6740	3759308
SRR8043168	leaf	LH156xB73	S	1	FALSE	5515583	5492185	23398	0	0	0	0	0	0	0	0	0	0	0	0	5492185	0	0	282059	70147	29926	205144	5210126	44695	0	17507	7945	5210126
SRR8043169	leaf	H99xB73	I	1	FALSE	10117023	10076242	40781	0	0	0	0	0	0	0	0	0	0	0	0	10076242	0	0	1648819	324815	160651	1331670	8427423	111319	0	77491	136005	8427423
SRR8043170	leaf	PHB47xMo17	R	1	FALSE	4862774	4852110	10664	0	0	0	0	0	0	0	0	0	0	0	0	4852110	0	0	374907	94932	60172	290830	4477203	49118	0	24994	20820	4477203
SRR8043171	leaf	NC230xPH207	E	1	FALSE	30133176	29211239	921937	29211239	0	0	28048007	25804770	10434909	10869207	0	0	0	0	1163232	0	0	0	0	0	0	0	0	23775449	7587384	1580074	449247	1163232
SRR8043172	leaf	Ny821xMo17	E	1	FALSE	4060649	4042303	18346	0	0	0	0	0	0	0	0	0	0	0	0	4042303	0	0	485824	126434	64252	343367	3556479	52766	0	52789	20879	3556479
SRR8043173	leaf	MoGxMo17	E	1	FALSE	5239840	5215494	24346	0	0	0	0	0	0	0	0	0	0	0	0	5215494	0	0	447055	108141	52211	326662	4768439	32494	0	54693	20954	4768439
SRR8043174	leaf	B84xB73	E	1	FALSE	4977167	4951742	25425	0	0	0	0	0	0	0	0	0	0	0	0	4951742	0	0	191019	43198	22379	149204	4760723	16285	0	20051	6862	4760723
SRR8043175	leaf	Q381xPH207	E	1	FALSE	5559886	5540681	19205	0	0	0	0	0	0	0	0	0	0	0	0	5540681	0	0	1254777	356172	170030	842058	4285904	160224	0	111381	84567	4285904
SRR8043176	leaf	Mo17xPHG29	L	1	FALSE	5420672	5388434	32238	0	0	0	0	0	0	0	0	0	0	0	0	5388434	0	0	534160	55279	22240	429193	4854274	26807	0	18921	9551	4854274
SRR8043177	leaf	Mo45xMo17	E	1	FALSE	4842858	4820082	22776	0	0	0	0	0	0	0	0	0	0	0	0	4820082	0	0	533047	108401	52851	414148	4287035	46518	0	41805	20078	4287035
SRR8043178	leaf	PHG50xMo17	E	1	FALSE	41124437	38966173	2158264	38966173	0	0	38187327	36026012	13348547	13848111	0	0	0	0	778846	0	0	0	0	0	0	0	0	33661154	6432377	1956819	408039	778846
SRR8043179	leaf	LH123HTxMo17	L	1	FALSE	42264150	41169592	1094558	41169592	0	0	39268490	37662651	16541809	16982505	0	0	0	0	1901102	0	0	0	0	0	0	0	0	35378208	4266573	1836444	447999	1901102
SRR8043180	leaf	Mo44xB73	S	1	FALSE	32510588	31682027	828561	31682027	0	0	31070520	29931421	16901233	17437540	0	0	0	0	611507	0	0	0	0	0	0	0	0	28427194	2822704	1115790	388437	611507
SRR8043181	leaf	Mo17xPHG29	I	1	FALSE	5865807	5837305	28502	0	0	0	0	0	0	0	0	0	0	0	0	5837305	0	0	1113447	104865	65375	996985	4723858	31517	0	25786	47562	4723858
SRR8043182	leaf	Mo45xB73	S	1	FALSE	35650357	34423797	1226560	34423797	0	0	33636382	32506572	19093569	19663475	0	0	0	0	787415	0	0	0	0	0	0	0	0	30918562	2840794	1178249	409761	787415
SRR8043183	leaf	LH156xMo17	L	1	FALSE	33725194	32842865	882329	32842865	0	0	31757644	30423730	12596479	12951142	0	0	0	0	1085221	0	0	0	0	0	0	0	0	28683859	3516548	1379437	360434	1085221
SRR8043184	leaf	LH85xB73	L	1	FALSE	35756130	34796023	960107	34796023	0	0	32865627	31381755	18779903	19459280	0	0	0	0	1930396	0	0	0	0	0	0	0	0	27868416	4462666	3182241	331098	1930396
SRR8043185	leaf	Q381xB73	L	2	FALSE	6909937	6880163	29774	0	0	0	0	0	0	0	0	0	0	0	0	6880163	0	0	882627	90699	47847	708294	5997536	43061	0	24716	22922	5997536
SRR8043186	leaf	LH156xB73	L	1	FALSE	34849745	33849256	1000489	33849256	0	0	31854518	30396428	18106863	18781197	0	0	0	0	1994738	0	0	0	0	0	0	0	0	27272711	4336697	2784807	338910	1994738
SRR8043187	leaf	LH156xMo17	L	2	FALSE	6120955	6101506	19449	0	0	0	0	0	0	0	0	0	0	0	0	6101506	0	0	520027	53267	18733	396170	5581479	23901	0	19775	9591	5581479
SRR8043188	leaf	LH93xB73	R	2	FALSE	33214821	32633349	581472	32633349	0	0	31719898	30369829	13213791	13656505	0	0	0	0	913451	0	0	0	0	0	0	0	0	28545715	3464551	1488360	335754	913451
SRR8043189	leaf	LH145xB73	L	1	FALSE	30594145	29648525	945620	29648525	0	0	28791291	27561835	17392960	18097829	0	0	0	0	857234	0	0	0	0	0	0	0	0	25107924	3426393	2166601	287310	857234
SRR8043190	leaf	Mo45xMo17	L	1	FALSE	31383178	30553411	829767	30553411	0	0	29668335	28556798	11564783	11876970	0	0	0	0	885076	0	0	0	0	0	0	0	0	26842001	2915023	1369181	345616	885076
SRR8043191	leaf	Oh43xMo17	E	1	FALSE	4873591	4852273	21318	0	0	0	0	0	0	0	0	0	0	0	0	4852273	0	0	825611	191502	78013	592437	4026662	76485	0	67730	47287	4026662
SRR8043192	leaf	H99xMo17	I	1	FALSE	6072871	6046536	26335	0	0	0	0	0	0	0	0	0	0	0	0	6046536	0	0	1342605	135736	78952	1176711	4703931	44751	0	39413	51572	4703931
SRR8043193	leaf	PHG35xB73	E	1	FALSE	2413666	2404983	8683	0	0	0	0	0	0	0	0	0	0	0	0	2404983	0	0	237948	60169	26276	169379	2167035	26860	0	23906	9403	2167035
SRR8043194	leaf	PHG50xMo17	E	2	FALSE	4788824	4766658	22166	0	0	0	0	0	0	0	0	0	0	0	0	4766658	0	0	311219	88154	36473	209341	4455439	39964	0	33952	14238	4455439
SRR8043195	leaf	PHG83xPH207	E	1	FALSE	6760812	6743162	17650	0	0	0	0	0	0	0	0	0	0	0	0	6743162	0	0	2552100	470021	274703	2166451	4191062	177101	0	122922	169998	4191062
SRR8043196	leaf	LH156xB73	L	2	FALSE	10708255	10676637	31618	0	0	0	0	0	0	0	0	0	0	0	0	10676637	0	0	1180690	123541	55052	913016	9495947	59320	0	38633	25588	9495947
SRR8043197	leaf	PHG83xMo17	E	1	FALSE	6636413	6610238	26175	0	0	0	0	0	0	0	0	0	0	0	0	6610238	0	0	1051190	180899	98202	859349	5559048	60025	0	65683	55191	5559048
SRR8043198	leaf	PHG72xB73	E	1	FALSE	6410608	6390083	20525	0	0	0	0	0	0	0	0	0	0	0	0	6390083	0	0	855106	178926	92534	578758	5534977	79761	0	74756	24409	5534977
SRR8043199	leaf	NC230xB73	E_T2	2	FALSE	4358881	4337577	21304	0	0	0	0	0	0	0	0	0	0	0	0	4337577	0	0	487418	156566	71258	329542	3850159	60770	0	62226	33570	3850159
SRR8043200	leaf	NC230xB73	E	1	FALSE	5637508	5609929	27579	0	0	0	0	0	0	0	0	0	0	0	0	5609929	0	0	625464	183889	85246	430658	4984465	74509	0	76006	33374	4984465
SRR8043201	leaf	PHG47xB73	L	1	FALSE	35454049	34721171	732878	34721171	0	0	32403487	30529387	19045146	20116671	0	0	0	0	2317684	0	0	0	0	0	0	0	0	27797109	5849575	2393018	339260	2317684
SRR8043202	leaf	Mo17xPH207	I	1	FALSE	6692889	6659788	33101	0	0	0	0	0	0	0	0	0	0	0	0	6659788	0	0	1286552	127400	73918	1125122	5373236	33280	0	41864	52256	5373236
SRR8043203	leaf	DKFAPWxMo17	L	1	FALSE	33605843	32662756	943087	32662756	0	0	31155767	29943140	13624678	14004019	0	0	0	0	1506989	0	0	0	0	0	0	0	0	28159755	3119999	1431801	351584	1506989
SRR8043204	leaf	DKFAPWxB73	R	2	FALSE	4395728	4388746	6982	0	0	0	0	0	0	0	0	0	0	0	0	4388746	0	0	333897	88960	65042	264234	4054849	47962	0	18144	22854	4054849
SRR8043205	leaf	Q381xB73	E	1	FALSE	6136062	6106158	29904	0	0	0	0	0	0	0	0	0	0	0	0	6106158	0	0	793884	164637	85731	613639	5312274	66305	0	54170	44162	5312274
SRR8043206	leaf	B84xMo17	R	2	FALSE	7752635	7741083	11552	0	0	0	0	0	0	0	0	0	0	0	0	7741083	0	0	991349	277164	186009	745718	6749734	148685	0	63684	64795	6749734
SRR8043207	leaf	H99xB73	L	2	FALSE	40618032	39524718	1093314	39524718	0	0	38302595	36638482	22052328	22862039	0	0	0	0	1222123	0	0	0	0	0	0	0	0	33197134	4790234	3041028	400320	1222123
SRR8043208	leaf	H99xMo17	L	2	FALSE	32787466	31713752	1073714	31713752	0	0	29975831	28713078	12216971	12624628	0	0	0	0	1737921	0	0	0	0	0	0	0	0	26840777	3366565	1544423	327878	1737921
SRR8043209	leaf	PHW65xB73	E	1	FALSE	32822144	32310883	511261	32310883	0	0	31571077	29149144	16376573	17046159	0	0	0	0	739806	0	0	0	0	0	0	0	0	26205969	7053511	2418225	524950	739806
SRR8043210	leaf	PHG39xMo17	R	1	FALSE	7384528	7367525	17003	0	0	0	0	0	0	0	0	0	0	0	0	7367525	0	0	584779	142460	92941	449107	6782746	66825	0	35791	39844	6782746
SRR8043211	leaf	PHW65xPH207	E	1	FALSE	47425903	46478770	947133	46478770	0	0	45239775	40997841	17172356	17892232	0	0	0	0	1238995	0	0	0	0	0	0	0	0	36608124	12129901	3725410	664307	1238995
SRR8043212	leaf	W64AxPH207	E	1	FALSE	49424782	48763557	661225	48763557	0	0	47248469	41776545	19977374	21511236	0	0	0	0	1515088	0	0	0	0	0	0	0	0	35435091	16161199	5114048	1227406	1515088
SRR8043213	leaf	Q381xMo17	E	1	FALSE	39132590	38398798	733792	38398798	0	0	37218537	34065829	16002194	17126740	0	0	0	0	1180261	0	0	0	0	0	0	0	0	30016022	8688984	3454619	595188	1180261
SRR8043214	leaf	Mo45xPH207	E	1	FALSE	6348723	6328418	20305	0	0	0	0	0	0	0	0	0	0	0	0	6328418	0	0	1050703	350432	161292	699866	5277715	156452	0	134933	59047	5277715
SRR8043215	leaf	PHN11xPH207	E	1	FALSE	34736571	34167323	569248	34167323	0	0	33071116	30265792	14455776	15382854	0	0	0	0	1096207	0	0	0	0	0	0	0	0	26902130	7913537	2973096	390566	1096207
SRR8043216	leaf	PHW65xMo17	E	1	FALSE	50621700	49755986	865714	49755986	0	0	48181148	43919302	19954824	20918579	0	0	0	0	1574838	0	0	0	0	0	0	0	0	38973270	12351328	3989953	956079	1574838
SRR8043217	leaf	Q381xPH207	E	2	FALSE	42781794	41976747	805047	41976747	0	0	40778550	37174453	16603927	17685923	0	0	0	0	1198197	0	0	0	0	0	0	0	0	32843921	10071504	3852808	477724	1198197
SRR8043218	leaf	PHG39xB73	R	1	FALSE	5712711	5698684	14027	0	0	0	0	0	0	0	0	0	0	0	0	5698684	0	0	415452	105599	75643	330229	5283232	47912	0	22873	34814	5283232
SRR8043219	leaf	H99xB73	S	1	FALSE	38166275	36470744	1695531	36470744	0	0	35567150	34315234	18183678	18760162	0	0	0	0	903594	0	0	0	0	0	0	0	0	32578739	3199756	1330217	406278	903594
SRR8043220	leaf	DKFAPWxB73	S	1	FALSE	38506096	36687474	1818622	36687474	0	0	35792540	34645432	19564194	20105609	0	0	0	0	894934	0	0	0	0	0	0	0	0	32913931	2932393	1311865	419636	894934
SRR8043221	leaf	Oh43xB73	E	2	FALSE	31223360	30262016	961344	30262016	0	0	29766201	27115521	13572947	14085059	0	0	0	0	495815	0	0	0	0	0	0	0	0	23994847	8408096	2552987	567687	495815
SRR8043222	leaf	Oh43xMo17	E	2	FALSE	31629617	26972545	4657072	26972545	0	0	26236468	22923242	7652577	8026851	0	0	0	0	736077	0	0	0	0	0	0	0	0	19457992	10260331	2913444	551806	736077
SRR8043223	leaf	PHG50xB73	E	1	FALSE	32896145	31255921	1640224	31255921	0	0	30564310	28474989	12704625	13162952	0	0	0	0	691611	0	0	0	0	0	0	0	0	26128970	6586870	1942633	403386	691611
SRR8043224	leaf	PHG35xB73	E	2	FALSE	36372629	35176664	1195965	35176664	0	0	34706245	32828557	16387104	17077298	0	0	0	0	470419	0	0	0	0	0	0	0	0	30754858	5029943	1682977	390722	470419
SRR8043225	leaf	LH93xMo17	I	1	FALSE	3387730	3380412	7318	0	0	0	0	0	0	0	0	0	0	0	0	3380412	0	0	980294	127441	60577	864569	2400118	41485	0	29689	56267	2400118
SRR8043226	leaf	PHG29xB73	S	2	FALSE	3555971	3545575	10396	0	0	0	0	0	0	0	0	0	0	0	0	3545575	0	0	1132440	140818	94183	957160	2413135	64017	0	31645	45156	2413135
SRR8043227	leaf	PHN11xMo17	S	1	FALSE	4091136	4076502	14634	0	0	0	0	0	0	0	0	0	0	0	0	4076502	0	0	680585	106275	53137	552792	3395917	53872	0	39501	12902	3395917
SRR8043228	leaf	W64AxB73	S	1	FALSE	4150753	4140370	10383	0	0	0	0	0	0	0	0	0	0	0	0	4140370	0	0	393469	54860	29762	331104	3746901	27274	0	20671	6915	3746901
SRR8043229	leaf	PHG72xB73	S	1	FALSE	4167088	4152583	14505	0	0	0	0	0	0	0	0	0	0	0	0	4152583	0	0	737444	108272	71763	623427	3415139	49488	0	38037	20747	3415139
SRR8043230	leaf	PHJ40xMo17	S	1	FALSE	4445982	4431116	14866	0	0	0	0	0	0	0	0	0	0	0	0	4431116	0	0	707475	96029	50188	568006	3723641	47039	0	36224	12766	3723641
SRR8043231	leaf	PH207xB73	I	1	FALSE	6714061	6690621	23440	0	0	0	0	0	0	0	0	0	0	0	0	6690621	0	0	1330205	193847	135566	1169266	5360416	58834	0	57870	77143	5360416
SRR8043232	leaf	PHG39xMo17	I	1	FALSE	4634087	4618777	15310	0	0	0	0	0	0	0	0	0	0	0	0	4618777	0	0	1131172	175758	122982	1006938	3487605	35831	0	30887	109040	3487605
SRR8043233	leaf	PHN11xB73	E	1	FALSE	6359974	6338728	21246	0	0	0	0	0	0	0	0	0	0	0	0	6338728	0	0	1218164	297004	141171	909881	5120564	132651	0	100576	63777	5120564
SRR8043234	leaf	Mo44xB73	I	1	FALSE	3479214	3468672	10542	0	0	0	0	0	0	0	0	0	0	0	0	3468672	0	0	1201859	149095	108915	1078329	2266813	45969	0	29738	73388	2266813
SRR8043235	leaf	LH123HTxB73	S	1	FALSE	3160108	3148907	11201	0	0	0	0	0	0	0	0	0	0	0	0	3148907	0	0	179238	31174	16821	139509	2969669	15521	0	9683	5970	2969669
SRR8043236	leaf	B84xB73	S	2	FALSE	4187885	4171480	16405	0	0	0	0	0	0	0	0	0	0	0	0	4171480	0	0	615165	91127	60516	505617	3556315	41968	0	26130	23029	3556315
SRR8043237	leaf	PHN11xMo17	R	1	FALSE	32645321	31990640	654681	31990640	0	0	31085849	29914406	13185514	13527196	0	0	0	0	904791	0	0	0	0	0	0	0	0	28111559	3116472	1424934	377913	904791
