SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	inbred	pa1	pa2	paired	spots	avgLength
bm302	Leaf	PHN11xB73	""	1	m286	FALSE	PHN11	B73	TRUE	33412769	302
bm303	Leaf	PHN11xMo17	""	1	m287	FALSE	PHN11	Mo17	TRUE	31426808	302
bm304	Leaf	PHW65xMo17	""	1	m288	FALSE	PHW65	Mo17	TRUE	32513143	302
bm305	Leaf	Q381xB73	""	1	m289	FALSE	Q381	B73	TRUE	31934248	302
bm306	Leaf	W64AxMo17XB73	""	1	m290	FALSE	W64A	B73	TRUE	33617183	302
bm307	Root	B84xB73	""	1	m291	FALSE	B84	B73	TRUE	32491566	302
bm308	Root	B84xMo17	""	1	m292	FALSE	B84	Mo17	TRUE	31747022	302
bm309	Root	DKFAPWxB73	""	1	m293	FALSE	DKFAPW	B73	TRUE	36506843	302
bm310	Root	DKFAPWxMo17	""	1	m294	FALSE	DKFAPW	Mo17	TRUE	31127896	302
bm311	Root	H99xB73	""	1	m295	FALSE	H99	B73	TRUE	35366676	302
bm312	Root	H99xMo17	""	1	m296	FALSE	H99	Mo17	TRUE	33351275	302
bm313	Root	LH123HTxB73	""	1	m297	FALSE	LH123HT	B73	TRUE	33517894	302
bm314	Root	LH123HTxMo17	""	1	m298	FALSE	LH123HT	Mo17	TRUE	31407652	302
bm315	Root	LH145xB73	""	1	m299	FALSE	LH145	B73	TRUE	32835475	302
bm316	Root	LH156xB73	""	1	m300	FALSE	LH156	B73	TRUE	37562439	302
bm317	Root	LH85xB73	""	1	m301	FALSE	LH85	B73	TRUE	39893312	302
bm318	Leaf	LH93xB73	""	2	m258	FALSE	LH93	B73	TRUE	33214821	302
bm319	Root	LH93xMo17	""	1	m302	FALSE	LH93	Mo17	TRUE	31734254	302
bm320	Root	Mo17xB73	""	1	m303	FALSE	Mo17	B73	TRUE	37760827	302
bm321	Root	Mo17xOh43	""	1	m304	FALSE	Mo17	Oh43	TRUE	34041994	302
bm322	Root	Mo17xPH207	""	1	m305	FALSE	Mo17	PH207	TRUE	31611734	302
bm323	Root	Mo17xPHG29	""	1	m306	FALSE	Mo17	PHG29	TRUE	32747715	302
bm324	Root	Mo44xB73	""	1	m307	FALSE	Mo44	B73	TRUE	32124037	302
bm325	Root	Mo44xMo17	""	1	m308	FALSE	Mo44	Mo17	TRUE	36964631	302
bm326	Root	Mo45xB73	""	1	m309	FALSE	Mo45	B73	TRUE	33306112	302
bm327	Root	Mo45xMo17	""	1	m310	FALSE	Mo45	Mo17	TRUE	33977455	302
bm328	Root	MoGxB73	""	1	m311	FALSE	MoG	B73	TRUE	33869811	302
bm329	Root	MoGxMo17	""	1	m312	FALSE	MoG	Mo17	TRUE	34501058	302
bm330	Root	NKH8431xB73	""	1	m313	FALSE	NKH8431	B73	TRUE	28965014	302
bm331	Root	NKS8326xB73	""	1	m314	FALSE	NKS8326	B73	TRUE	32151657	302
bm332	Root	NKS8326xMo17	""	1	m315	FALSE	NKS8326	Mo17	TRUE	33829330	302
bm333	Root	Oh43xB73	""	1	m316	FALSE	Oh43	B73	TRUE	32304229	302
bm334	Root	PH207xB73	""	1	m317	FALSE	PH207	B73	TRUE	32913509	302
bm335	Root	PHB47xB73	""	1	m318	FALSE	PHB47	B73	TRUE	39500934	302
bm336	Root	PHB47xMo17	""	1	m319	FALSE	PHB47	Mo17	TRUE	27257895	302
bm337	Root	PHG29xB73	""	1	m320	FALSE	PHG29	B73	TRUE	32200700	302
bm338	Root	PHG35xB73	""	1	m321	FALSE	PHG35	B73	TRUE	30751800	302
bm339	Root	PHG35xMo17	""	1	m322	FALSE	PHG35	Mo17	TRUE	30762514	302
bm340	Root	PHG39xB73	""	1	m323	FALSE	PHG39	B73	TRUE	36943044	302
bm341	Root	PHG39xMo17	""	1	m324	FALSE	PHG39	Mo17	TRUE	32960372	302
bm342	Root	PHG47xB73	""	1	m325	FALSE	PHG47	B73	TRUE	31725248	302
bm343	Root	PHG50xB73	""	1	m326	FALSE	PHG50	B73	TRUE	32927502	302
bm344	Root	PHG50xMo17	""	1	m327	FALSE	PHG50	Mo17	TRUE	31373579	302
bm345	Root	PHG72xB73	""	1	m328	FALSE	PHG72	B73	TRUE	34798204	302
bm346	Root	PHJ40xB73	""	1	m329	FALSE	PHJ40	B73	TRUE	31334624	302
bm347	Root	PHJ40xMo17	""	1	m330	FALSE	PHJ40	Mo17	TRUE	37734514	302
bm348	Root	PHN11xB73	""	1	m331	FALSE	PHN11	B73	TRUE	43075707	302
bm349	Root	PHN11xMo17	""	1	m332	FALSE	PHN11	Mo17	TRUE	32645321	302
bm350	Root	PHW65xB73	""	1	m333	FALSE	PHW65	B73	TRUE	34331637	302
bm351	Root	PHW65xMo17	""	1	m334	FALSE	PHW65	Mo17	TRUE	33762823	302
bm352	Root	Q381xB73	""	1	m335	FALSE	Q381	B73	TRUE	36130869	302
bm353	Root	W64AxB73	""	1	m336	FALSE	W64A	B73	TRUE	33059070	302
bm354	Root	W64AxMo17	""	1	m337	FALSE	W64A	Mo17	TRUE	36838596	302
bm355	Shoot	DKFAPWxB73	""	1	m338	FALSE	DKFAPW	B73	TRUE	38506096	302
bm356	Shoot	H99xB73	""	1	m339	FALSE	H99	B73	TRUE	38166275	302
bm357	Shoot	LH123HTxMo17	""	1	m340	FALSE	LH123HT	Mo17	TRUE	36892388	302
bm358	Shoot	LH156xB73	""	1	m341	FALSE	LH156	B73	TRUE	34298717	302
bm359	Shoot	Mo17xOh43	""	1	m342	FALSE	Mo17	Oh43	TRUE	33601217	302
bm360	Shoot	Mo17xPHG29	""	1	m343	FALSE	Mo17	PHG29	TRUE	30209422	302
bm361	Shoot	Mo44xMo17	""	1	m344	FALSE	Mo44	Mo17	TRUE	32876815	302
bm362	Shoot	MoGxMo17	""	1	m345	FALSE	MoG	Mo17	TRUE	30163504	302
bm363	Shoot	PHB47xMo17	""	1	m346	FALSE	PHB47	Mo17	TRUE	29760276	302
bm364	Shoot	PHG35xMo17	""	1	m347	FALSE	PHG35	Mo17	TRUE	30516380	302
bm365	Shoot	PHG39xMo17	""	1	m348	FALSE	PHG39	Mo17	TRUE	31543150	302
bm366	Shoot	PHG50xB73	""	1	m349	FALSE	PHG50	B73	TRUE	31330792	302
bm367	Shoot	PHW65xB73	""	1	m350	FALSE	PHW65	B73	TRUE	35449095	302
bm368	Shoot	PHW65xMo17	""	1	m351	FALSE	PHW65	Mo17	TRUE	27874887	302
bm369	Shoot	Q381xB73	""	1	m352	FALSE	Q381	B73	TRUE	33649932	302
bm370	Shoot	W64AxMo17	""	1	m353	FALSE	W64A	Mo17	TRUE	37102095	302
bm371	Endosperm	B73xPH207	""	1	m354	FALSE	B73	PH207	TRUE	28887701	302
bm372	Endosperm	NC230xPH207	""	1	m355	FALSE	NC230	PH207	TRUE	30133176	302
bm373	Internode	Mo45xMo17	""	1	m356	FALSE	Mo45	Mo17	TRUE	32223184	302
bm374	Shoot	NKS8326xMo17	""	1	m357	FALSE	NKS8326	Mo17	TRUE	31737327	302
bm375	Shoot	PHJ40xB73	""	1	m358	FALSE	PHJ40	B73	TRUE	29106837	302
bm376	Endosperm	MoGxB73	""	1	m359	FALSE	MoG	B73	TRUE	35525651	302
bm377	Endosperm	PHG39xPH207	""	1	m360	FALSE	PHG39	PH207	TRUE	29927738	302
bm378	Internode	LH85xB73	""	1	m361	FALSE	LH85	B73	TRUE	33016532	302
bm379	Shoot	PHG50xMo17	""	1	m362	FALSE	PHG50	Mo17	TRUE	44292651	302
bm380	Endosperm	Mo45xMo17	""	1	m363	FALSE	Mo45	Mo17	TRUE	30571063	302
bm381	Endosperm	B84xB73	""	1	m364	FALSE	B84	B73	TRUE	32465196	302
bm382	Endosperm	DKFAPWxPH207	""	1	m365	FALSE	DKFAPW	PH207	TRUE	34283432	302
bm383	Endosperm	LH123HTxMo17	""	1	m366	FALSE	LH123HT	Mo17	TRUE	40134958	302
bm384	Endosperm	Mo17xPH207	""	1	m367	FALSE	Mo17	PH207	TRUE	29672060	302
bm385	Endosperm	MoGxMo17	""	1	m368	FALSE	MoG	Mo17	TRUE	36172369	302
bm386	Endosperm	Ny821xMo17	""	1	m369	FALSE	Ny821	Mo17	TRUE	32691585	302
bm387	Endosperm	Oh43xB73	""	1	m370	FALSE	Oh43	B73	TRUE	31223360	302
bm388	Endosperm	Oh43xMo17	""	1	m371	FALSE	Oh43	Mo17	TRUE	31629617	302
bm389	Endosperm	PHG35xB73	""	1	m372	FALSE	PHG35	B73	TRUE	36372629	302
bm390	Endosperm	PHG50xB73	""	1	m373	FALSE	PHG50	B73	TRUE	32896145	302
bm391	Endosperm	PHG50xMo17	""	1	m374	FALSE	PHG50	Mo17	TRUE	41124437	302
bm392	Endosperm	PHG83xMo17	""	1	m375	FALSE	PHG83	Mo17	TRUE	44512389	302
bm393	Endosperm	PHJ40xB73	""	1	m376	FALSE	PHJ40	B73	TRUE	32453983	302
bm394	Endosperm	PHJ40xMo17	""	1	m377	FALSE	PHJ40	Mo17	TRUE	30912782	302
bm395	Endosperm	W64AxB73	""	1	m378	FALSE	W64A	B73	TRUE	31152487	302
bm396	Endosperm	W64AxMo17	""	1	m379	FALSE	W64A	Mo17	TRUE	33038303	302
bm397	Internode	B84xB73	""	1	m380	FALSE	B84	B73	TRUE	32191200	302
bm398	Internode	B84xMo17	""	1	m381	FALSE	B84	Mo17	TRUE	31638037	302
bm399	Internode	DKFAPWxB73	""	1	m382	FALSE	DKFAPW	B73	TRUE	34198690	302
bm400	Internode	DKFAPWxMo17	""	1	m383	FALSE	DKFAPW	Mo17	TRUE	28152074	302
bm401	Internode	H99xMo17	""	1	m384	FALSE	H99	Mo17	TRUE	31572309	302
bm402	Internode	LH123HTxMo17	""	1	m385	FALSE	LH123HT	Mo17	TRUE	30012548	302
bm403	Internode	LH145xB73	""	1	m386	FALSE	LH145	B73	TRUE	31409107	302
bm404	Internode	LH93xB73	""	1	m387	FALSE	LH93	B73	TRUE	31461588	302
bm405	Internode	Mo17xB73	""	1	m388	FALSE	Mo17	B73	TRUE	29457684	302
bm406	Internode	Mo17xPH207	""	1	m389	FALSE	Mo17	PH207	TRUE	33110532	302
bm407	Internode	Mo17xPHG29	""	1	m390	FALSE	Mo17	PHG29	TRUE	28874120	302
bm408	Internode	Mo44xMo17	""	1	m391	FALSE	Mo44	Mo17	TRUE	31350230	302
bm409	Internode	Mo45xB73	""	1	m392	FALSE	Mo45	B73	TRUE	32794931	302
bm410	Internode	MoGxB73	""	1	m393	FALSE	MoG	B73	TRUE	32435057	302
bm411	Internode	MoGxMo17	""	1	m394	FALSE	MoG	Mo17	TRUE	30659327	302
bm412	Internode	NKH8431xB73	""	1	m395	FALSE	NKH8431	B73	TRUE	35151898	302
bm413	Internode	NKS8326xB73	""	1	m396	FALSE	NKS8326	B73	TRUE	30702107	302
bm414	Internode	NKS8326xMo17	""	1	m397	FALSE	NKS8326	Mo17	TRUE	30197513	302
bm415	Internode	Oh43xB73	""	1	m398	FALSE	Oh43	B73	TRUE	28032675	302
bm416	Internode	PHB47xB73	""	1	m399	FALSE	PHB47	B73	TRUE	27620058	302
bm417	Internode	PHB47xMo17	""	1	m400	FALSE	PHB47	Mo17	TRUE	37412287	302
bm418	Internode	PHG29xB73	""	1	m401	FALSE	PHG29	B73	TRUE	29509602	302
bm419	Internode	PHG35xB73	""	1	m402	FALSE	PHG35	B73	TRUE	30249230	302
bm420	Internode	PHG35xMo17	""	1	m403	FALSE	PHG35	Mo17	TRUE	40863888	302
bm421	Internode	PHG39xB73	""	1	m404	FALSE	PHG39	B73	TRUE	35390714	302
bm422	Internode	PHG47xB73	""	1	m405	FALSE	PHG47	B73	TRUE	36866309	302
bm423	Internode	PHG47xMo17	""	1	m406	FALSE	PHG47	Mo17	TRUE	36033515	302
bm424	Internode	PHG50xB73	""	1	m407	FALSE	PHG50	B73	TRUE	33805946	302
bm425	Internode	PHG72xB73	""	1	m408	FALSE	PHG72	B73	TRUE	34531922	302
bm426	Internode	PHJ40xB73	""	1	m409	FALSE	PHJ40	B73	TRUE	37353630	302
bm427	Internode	PHJ40xMo17	""	1	m410	FALSE	PHJ40	Mo17	TRUE	36313734	302
bm428	Internode	PHN11xB73	""	1	m411	FALSE	PHN11	B73	TRUE	38349028	302
bm429	Internode	PHW65xB73	""	1	m412	FALSE	PHW65	B73	TRUE	38138929	302
bm430	Internode	PHW65xMo17	""	1	m413	FALSE	PHW65	Mo17	TRUE	31707042	302
bm431	Root	PHG47xMo17	""	1	m414	FALSE	PHG47	Mo17	TRUE	40386168	302
bm432	Shoot	B84xB73	""	1	m415	FALSE	B84	B73	TRUE	35696553	302
bm433	Shoot	DKFAPWxMo17	""	1	m416	FALSE	DKFAPW	Mo17	TRUE	34199354	302
bm434	Shoot	H99xMo17	""	1	m417	FALSE	H99	Mo17	TRUE	33926973	302
bm435	Shoot	LH123HTxB73	""	1	m418	FALSE	LH123HT	B73	TRUE	36189496	302
bm436	Shoot	LH145xB73	""	1	m419	FALSE	LH145	B73	TRUE	41367907	302
bm437	Shoot	LH156xMo17	""	1	m420	FALSE	LH156	Mo17	TRUE	37837439	302
bm438	Shoot	LH85xB73	""	1	m421	FALSE	LH85	B73	TRUE	33431645	302
bm439	Shoot	LH93xB73	""	1	m422	FALSE	LH93	B73	TRUE	35848387	302
bm440	Shoot	LH93xMo17	""	1	m423	FALSE	LH93	Mo17	TRUE	41835290	302
bm441	Shoot	Mo17xB73	""	1	m424	FALSE	Mo17	B73	TRUE	36122889	302
bm442	Shoot	Mo17xPH207	""	1	m425	FALSE	Mo17	PH207	TRUE	28857821	302
bm443	Shoot	Mo44xB73	""	1	m426	FALSE	Mo44	B73	TRUE	32510588	302
bm444	Shoot	Mo45xB73	""	1	m427	FALSE	Mo45	B73	TRUE	35650357	302
bm445	Shoot	Mo45xMo17	""	1	m428	FALSE	Mo45	Mo17	TRUE	29908309	302
bm446	Shoot	MoGxB73	""	1	m429	FALSE	MoG	B73	TRUE	30902030	302
bm447	Shoot	NKH8431xB73	""	1	m430	FALSE	NKH8431	B73	TRUE	28443774	302
bm448	Shoot	NKS8326xB73	""	1	m431	FALSE	NKS8326	B73	TRUE	31977599	302
bm449	Shoot	Oh43xB73	""	1	m432	FALSE	Oh43	B73	TRUE	27818485	302
bm450	Shoot	PH207xB73	""	1	m433	FALSE	PH207	B73	TRUE	32943760	302
bm451	Shoot	PHB47xB73	""	1	m434	FALSE	PHB47	B73	TRUE	28761481	302
bm452	Shoot	PHG29xB73	""	1	m435	FALSE	PHG29	B73	TRUE	27667149	302
bm453	Shoot	PHG35xB73	""	1	m436	FALSE	PHG35	B73	TRUE	29445580	302
bm454	Shoot	PHG47xMo17	""	1	m437	FALSE	PHG47	Mo17	TRUE	28249912	302
bm455	Shoot	PHG72xB73	""	1	m438	FALSE	PHG72	B73	TRUE	26732367	302
bm456	Shoot	PHJ40xMo17	""	1	m439	FALSE	PHJ40	Mo17	TRUE	27569548	302
bm457	Shoot	PHN11xMo17	""	1	m440	FALSE	PHN11	Mo17	TRUE	32732965	302
bm458	Shoot	W64AxB73	""	1	m441	FALSE	W64A	B73	TRUE	29195647	302
bm459	Internode	LH93xMo17	""	1	m442	FALSE	LH93	Mo17	TRUE	33002364	302
bm460	Internode	Mo44xB73	""	1	m443	FALSE	Mo44	B73	TRUE	39869292	302
bm461	Internode	PH207xB73	""	1	m444	FALSE	PH207	B73	TRUE	31714951	302
bm462	Internode	PHG39xMo17	""	1	m445	FALSE	PHG39	Mo17	TRUE	31774417	302
bm463	Internode	PHG50xMo17	""	1	m446	FALSE	PHG50	Mo17	TRUE	34582521	302
bm464	Shoot	B84xMo17	""	1	m447	FALSE	B84	Mo17	TRUE	36804848	302
bm465	Shoot	PHG39xB73	""	1	m448	FALSE	PHG39	B73	TRUE	36791571	302
bm466	Shoot	PHN11xB73	""	1	m449	FALSE	PHN11	B73	TRUE	33061298	302
bm467	Internode	Mo17xOh43	""	1	m450	FALSE	Mo17	Oh43	TRUE	37081792	302
