SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR908214	kernel	150	NA	1	35577178	34105023	871950	504366	95839	30257044	4511307	712988	26084613	9345790	2667452	344859	1958611
SRR908215	kernel	177	NA	1	37033943	33454633	2214012	1114107	251191	23596626	3081293	10104833	18850704	8102634	1938171	248579	10122611
SRR909970	kernel	238	NA	1	44501557	40743411	2036556	1328434	393156	36004719	7197835	905847	28791698	18224824	4013016	346391	1579763
SRR909971	kernel	268	NA	1	36978947	30722174	5158506	849797	248470	27496482	3586447	5647548	22294583	8476314	2270944	269599	3291441
SRR909972	kernel	647	NA	1	32380188	29492853	1962284	776104	148947	25315651	5572280	1343310	20249566	14078738	3019840	191731	1575273
SRR909999	kernel	1462	NA	1	31746471	29955027	1119939	564813	106692	25893302	4953495	792982	22216541	10920219	1948000	323434	2225460
SRR910000	kernel	4019	NA	1	40160704	34855253	3277916	1665791	361744	32076053	4834856	2888051	53985516	0	5719629	934003	9610320
SRR910001	kernel	5213	NA	1	33564518	32049355	940730	475477	98956	27147374	5235666	1082522	45061553	0	7088850	1036103	5490434
SRR910025	kernel	5237	NA	1	32047213	30354678	1137105	453567	101863	26966565	3641770	1337015	23427299	6837928	2118252	283397	2298811
SRR910026	kernel	7327	NA	1	44458072	41522193	1934188	770698	230993	33830534	9345963	1050582	27630828	23722442	3667826	456858	2060320
SRR910045	kernel	7381	NA	1	40081141	36900826	2013037	986575	180703	31033549	6599941	2266948	25177063	13228969	3175989	320115	4447815
SRR910046	kernel	8902	NA	1	35656557	30247662	4045862	1093408	269625	28366707	3896578	3123647	22236012	10064529	2392106	247109	2574948
SRR910047	kernel	9642	NA	1	33080184	31097321	1218715	641198	122950	26920841	5393891	642502	22710962	14633528	2300291	326562	1785216
SRR910048	kernel	81162	NA	1	35772100	34220625	943233	510764	97478	29403053	5602491	669078	24683183	12455465	3226900	267387	2069086
SRR910049	kernel	526018	NA	1	32608739	30730431	1194864	542610	140834	28185785	2963445	1318675	24362520	6852764	2189098	296725	1786092
SRR910110	kernel	05W002	NA	1	39554951	36784665	1807742	781704	180840	34766535	3689488	918088	29903784	7044529	2182493	393046	2017594
SRR910111	kernel	05WN230	NA	1	44403166	40809540	2311888	984819	296919	35051942	7291483	1762822	29570404	14379029	2847622	330061	3579681
SRR910116	kernel	07KS4	NA	1	31467262	28064954	2637028	625617	139663	25746857	3026434	2554308	21560605	7214521	1971928	266595	2094645
SRR910117	kernel	18-599	NA	1	38749429	36356504	1510068	685582	197275	32009756	5350850	1191548	27168025	11840166	2720384	400051	2583477
SRR910118	kernel	303WX	NA	1	38704719	35580171	1816225	1102359	205964	31032860	5304616	2161279	25737688	12862582	2634973	361197	2858846
SRR910177	kernel	4F1	NA	1	30033304	28350065	1102556	465206	115477	25178865	3678879	1060083	21672924	7701988	2101187	264362	1880341
SRR910178	kernel	7884-4HT	NA	1	30660474	29031650	1045436	503413	79975	24461519	5389374	729606	20727122	12935169	2268425	237362	1744746
SRR910179	kernel	835A	NA	1	42662037	39681051	2095494	699205	186287	36240567	4093785	2141398	30926766	9706939	2639913	353170	2765825
SRR910180	kernel	835B	NA	1	29716593	28037120	1088100	488425	102948	19495471	9131041	987133	16496746	8628737	1777222	193163	7099732
SRR910181	kernel	975-12	NA	1	43103114	39487026	2812154	606985	196949	36244706	5641402	1020057	29140339	13999338	3671750	411189	2092830
SRR910202	kernel	B11	NA	1	37808007	35780375	1286462	616379	124791	29997145	6896014	790057	25431616	18397131	2606986	327983	2340839
SRR910203	kernel	B110	NA	1	28390783	26506878	1442757	339795	101353	22388645	4768655	1132130	18605208	11668002	2196137	254198	1615623
