SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR910204	kernel	B111	NA	1	43651344	38219713	4030455	1100626	300550	33987331	6092073	3271390	27944381	17373380	2189921	370335	2633095
SRR910228	kernel	B113	NA	1	41851571	37536993	2090758	1861966	361854	35045340	5292276	1152101	28923579	10487831	2506219	300669	2416297
SRR910229	kernel	B114	NA	1	36257736	33965283	1470228	685032	137193	30648162	4327718	1144663	26199341	9665534	2431579	297713	1832725
SRR910230	kernel	B151	NA	1	25721481	23799257	1488641	372099	61484	19435121	3794733	2430143	16479601	7761507	1630340	187044	3184689
SRR910231	kernel	B73	NA	1	38988102	36224621	1645358	926290	191833	32579853	5590199	626217	54682610	0	7009603	1307661	5033224
SRR910233	kernel	B77	NA	1	47076602	44292777	1964798	621832	197195	38018038	7196484	1664885	32691525	15329994	2986000	475848	3197265
SRR910293	kernel	BS16	NA	1	31559857	27947930	2254639	1101329	255959	26555035	3610846	1138017	21750720	7405663	1640089	233119	2187949
SRR910294	kernel	BY4839	NA	1	30648547	28730068	1069864	726032	122583	26016801	3949624	559539	22619549	9315867	1564842	234995	1116717
SRR910295	kernel	BY4944	NA	1	32235146	29323066	1907935	794424	209721	26058757	4988918	977750	22061810	8795813	1542908	253114	2980356
SRR910296	kernel	BY4960	NA	1	29246025	26848283	1860363	447270	90109	23474008	3554595	2127313	20302524	7771852	1553005	243587	2155063
SRR910317	kernel	BY804	NA	1	36706913	34357486	1613408	614081	121938	30134500	5270081	1180394	26095561	8851783	1989985	294160	3307452
SRR910318	kernel	BY807	NA	1	37285701	34662414	2043430	464572	115285	30944284	5015951	1210181	26621608	9831495	1949304	309534	2559709
SRR910319	kernel	BY809	NA	1	41399942	39067545	1316040	820729	195628	35100473	4830693	1273148	30796607	8904424	2237897	393521	2896930
SRR910336	kernel	BY813	NA	1	48399853	44400359	2333628	1415657	250209	40614349	6369069	1166226	34441770	12799444	2563813	331408	2824548
SRR910338	kernel	BY815	NA	1	39365289	36320360	1838212	1023233	183484	31990866	6174105	1016834	26996884	12166624	2366256	263457	2774940
SRR910357	kernel	BY855	NA	1	43302987	40271069	1855375	967265	209278	33904772	8021615	1167322	28943641	13849675	2370799	341414	4420068
SRR910387	kernel	BZN	NA	1	35553368	32547608	2109833	714653	181274	29132826	4101679	2137589	24460784	10159732	2181797	303917	2447352
SRR910389	kernel	CA47	NA	1	37811509	33027551	2381935	1768997	633026	32461296	3394994	1322193	26506034	6505145	2099320	308872	2240965
SRR910390	kernel	CHANG3	NA	1	42297485	38825295	2189311	1074998	207881	29601418	7720840	4767346	23681232	21222297	3003326	455588	5405792
SRR910392	kernel	CHENG698	NA	1	47265994	44084446	2178925	787091	215532	39568105	6124704	1357653	33006326	14419655	3713790	444952	2613450
SRR910414	kernel	CHUAN48-2	NA	1	39323499	35111059	3135493	846420	230527	33013688	3814659	2264625	27396763	9659406	2252702	280703	2074255
SRR910417	kernel	CI7	NA	1	34285128	32237999	1283328	642103	121698	25937750	7438783	786897	22228669	20444990	1822642	333740	2098676
SRR910500	kernel	CIMBL1	NA	1	40890988	36640058	3093204	894607	263119	30067695	6893269	3666905	24110910	17988551	3094407	297839	3546360
SRR910501	kernel	CIMBL10	NA	1	41828827	38747443	1859544	985474	236366	34355485	5476780	1760196	28934461	13152578	2729600	370123	2924047
SRR910584	kernel	CIMBL100	NA	1	41501442	38984156	1586146	753444	177696	34213743	5941142	1168861	56114320	0	9186088	1149236	4074132
SRR910585	kernel	CIMBL101	NA	1	28134799	26016348	1243618	701563	173270	23503115	3411551	1046863	20172977	8298128	1505102	237174	1719002
SRR910586	kernel	CIMBL102	NA	1	32800963	29753091	1445088	1267917	334867	24385500	6820622	1259974	18982783	19358369	3029314	313294	1948083
SRR910645	kernel	CIMBL105	NA	1	34395370	31560363	2145826	543564	145617	27637493	5467959	1144301	45931058	0	6157593	880809	3597403
SRR910646	kernel	CIMBL106	NA	1	29617451	26863467	1808948	801197	143839	22501561	4993189	1978862	18515777	6497079	1971550	207833	4250817
SRR910647	kernel	CIMBL108	NA	1	35423253	32903727	1448103	943859	127564	28395920	5522038	1377731	24045045	9620069	2132562	257038	3442168
SRR910648	kernel	CIMBL109	NA	1	33597127	31593342	1321521	566856	115408	27704820	4907e3	869899	23552014	10272099	2258595	292261	2550547
SRR910713	kernel	CIMBL11	NA	1	35400513	32564424	1615414	979206	241469	29026724	4785035	1347285	24216404	10630778	2389904	243692	2753147
SRR910732	kernel	CIMBL111	NA	1	34653283	32808783	1146004	589908	108588	28163304	5645379	736012	23698145	13469467	2656220	341353	2196997
SRR910733	kernel	CML470	NA	1	31394300	29107035	1283402	866405	137458	25398491	5115563	742788	20758134	16621538	2539978	215494	1267854
SRR910734	kernel	CIMBL113	NA	1	38618967	36436967	1140038	907231	134731	30190523	6982765	1310948	24732999	18621227	3571582	365369	2551723
SRR910755	kernel	CML479	NA	1	43130805	39974110	1845009	1102204	209482	36067484	5251788	1602051	30425200	11601484	2913749	356755	2682351
SRR910756	kernel	CIMBL114	NA	1	39252616	36289055	1759007	969950	234604	31578327	6250572	1189113	26330698	15046002	2718613	332074	2838962
SRR910757	kernel	CML480	NA	1	47377486	43586035	2819876	814032	157543	36417422	9196152	1606369	29302996	23472013	3866069	330372	3524344
SRR910758	kernel	CML486	NA	1	41536090	38335237	1898856	1071502	230495	34646090	5631670	1027835	29085542	14968521	2586230	330224	2218074
SRR910782	kernel	CML493	NA	1	40478195	37185288	1982362	1030558	279987	35826161	2957834	1414213	31120859	5858020	1772073	311527	2279452
SRR910783	kernel	CML496	NA	1	34043301	31917882	1240235	728593	156591	27439837	5428700	1018173	47230848	0	4849093	1169376	3874307
SRR910784	kernel	CIMBL115	NA	1	33167872	30357006	1694459	944579	171828	25602296	6142204	1251544	21146332	10671903	2101208	258853	3733486
SRR910785	kernel	CIMBL116	NA	1	43381539	39817657	2062468	1213637	287777	34015993	8004457	1073312	27702615	22376401	3228941	390332	2272828
SRR910786	kernel	CML50	NA	1	41470692	39029855	1816700	451662	172475	6792796	1700498	32804923	5544725	2488538	602064	80858	32109089
SRR910810	kernel	CIMBL119	NA	1	37289131	34701430	1732087	715331	140283	29803846	6259533	1085469	25394541	13023500	2136627	281501	3390740
SRR910811	kernel	CML69	NA	1	35665365	32609568	2260976	645887	148934	26165615	6570820	2779996	20951877	19960346	2726889	311208	3492688
SRR910816	kernel	CIMBL12	NA	1	40712184	37941789	1869136	755713	145546	30540276	8483858	1542504	24155003	17245001	4214620	263648	4383674
SRR910817	kernel	D863F	NA	1	45288459	41118601	2515876	1296140	357842	37611727	5515260	1803630	30550181	10634051	3608588	410107	3324646
SRR910818	kernel	CIMBL120	NA	1	38200136	35267596	1974886	765258	192396	27339636	9172894	1495210	22496289	13253245	2639985	268079	5694815
SRR910819	kernel	DAN3130	NA	1	34769804	33004161	1112568	555197	97878	29110955	4858472	702499	25077760	10382951	2277406	355136	1910055
SRR910843	kernel	CIMBL121	NA	1	37659761	34563089	2037185	879868	179619	29455502	6894186	1130454	23642491	18973001	3424380	197618	2035091
SRR910844	kernel	DAN340	NA	1	30088230	28441398	989151	536031	121650	25478320	3728007	760253	21781383	6956016	2163907	291417	2143184
SRR910846	kernel	CIMBL122	NA	1	38652395	36044756	1613316	832940	161383	30386866	7252547	851599	24187085	19363167	3783041	327852	2211813
SRR910847	kernel	DAN360	NA	1	35677608	33168277	1166601	1200661	142069	30635116	4210995	689428	26027336	8572420	2186109	307687	1871581
SRR910848	kernel	CIMBL123	NA	1	42904043	40617883	1214641	946410	125109	33246380	8483810	1048744	27687842	22949321	3328669	393351	2881332
SRR910869	kernel	DAN4245	NA	1	42511503	39083759	2438531	808825	180388	35066922	5600215	1663978	28556216	14296751	3642395	277123	2460674
SRR910870	kernel	CIMBL124	NA	1	33244101	31083132	1396935	632986	131048	28446163	3605897	1060993	24839643	5447160	1576733	294594	2873110
SRR910871	kernel	DAN599	NA	1	30221356	28159440	1255640	648654	157622	24436462	4634539	992733	20352981	10471826	2357823	272508	2054636
SRR910872	kernel	CIMBL125	NA	1	37485735	35063973	1555853	740108	125801	29553401	6928890	877643	25402685	18155117	1989566	339189	1791757
SRR910873	kernel	CIMBL127	NA	1	41269962	38031237	2262122	790607	185996	30788389	8619511	1676066	50783934	0	7569532	1049626	9589916
SRR910874	kernel	DH3732	NA	1	37552415	35007848	1517705	854243	172619	31717724	4698246	963827	26982972	11169059	2275215	383923	2092264
SRR910898	kernel	CIMBL129	NA	1	42741740	40109214	1626007	837933	168586	35793399	5301953	1477802	30916963	7318735	2455235	366802	4121345
SRR910899	kernel	DONG237	NA	1	37860346	34569675	2069593	1035921	185157	31759298	4050253	1865638	26319486	10185689	2449577	317170	2359286
SRR910900	kernel	CIMBL13	NA	1	35058112	31633846	2184335	940437	299494	29108148	3733050	1917420	24616432	7506600	2016760	280321	2659642
SRR910901	kernel	DONG46	NA	1	27388249	25893386	974715	445041	75107	22518998	4067736	726408	19373706	9881301	1669065	331553	1309423
SRR910902	kernel	CIMBL133	NA	1	36287803	33342761	1864986	882629	197427	27718324	7330313	1041739	22514868	16147852	2617935	291812	3071220
SRR910908	kernel	CIMBL137	NA	1	32822902	30796379	1171762	719387	135374	26065798	5814738	806992	20995542	14814271	3252531	258879	1641085
SRR910909	kernel	EN25	NA	1	35293817	32406507	1568294	1045807	273209	27200980	6845123	974505	22738874	14579731	2172219	283831	3032319
SRR910910	kernel	CIMBL139	NA	1	35301487	32830488	1600045	700897	170057	28814435	5442854	874141	24316490	13456655	2377939	290954	1939660
SRR910911	kernel	ES40	NA	1	39493824	36265731	2038876	1001973	187244	30506110	7015146	1785324	25519316	13546451	2420471	319497	3972256
SRR910912	kernel	CIMBL140	NA	1	36406399	34225333	1227738	781117	172211	29385169	6139734	709285	25095236	14907429	2345502	222518	1491349
SRR910971	kernel	FCD0602	NA	1	26616255	24545454	1188579	764400	117822	22299457	3329829	869147	18851689	6201050	1652293	202031	1823514
SRR910972	kernel	CIMBL141	NA	1	47367194	44176309	2337285	667389	186211	37568206	7655494	1957283	31044670	22682160	3738363	471350	2769947
SRR910973	kernel	GEMS1	NA	1	30721345	28757090	1267646	578910	117699	25585941	4204655	813050	22246724	8991406	1459669	262687	1868824
SRR911136	kernel	GEMS10	NA	1	43618943	39957130	2369038	1084763	208012	33403678	7990227	2017026	27063604	23455561	3097920	409167	3072712
SRR911157	kernel	GEMS11	NA	1	47519640	42518845	3341497	1278927	380371	37790722	6816768	2531779	30592132	16470642	3370572	435374	3036293
SRR911158	kernel	CIMBL142	NA	1	40588008	38013159	1712155	687513	175181	35017583	4389888	1005356	30383268	10145305	2200538	341079	1985735
SRR911159	kernel	GEMS13	NA	1	24125775	22796341	927463	343820	58151	20427414	2813983	826227	17510396	5892139	1645770	205022	1516763
SRR911186	kernel	CIMBL143	NA	1	42855609	39011831	2508921	1108299	226558	32723432	8783435	1122184	25823959	15661635	3637854	313449	4706155
SRR911187	kernel	GEMS14	NA	1	33272020	31545482	982312	626434	117792	27149674	5237560	766994	23215589	10647368	2306494	288741	2723384
SRR911188	kernel	GEMS15	NA	1	42526583	38129006	2705982	1294777	396818	34669803	5702277	1757685	28648151	16105477	2618221	404979	2152650
SRR911189	kernel	GEMS16	NA	1	35360932	32546217	1466868	1064292	283555	30496285	3921612	659480	26193851	9140628	1762401	300260	1293481
SRR911208	kernel	GEMS17	NA	1	41008166	38169949	1777737	861104	199376	34756805	5106199	945786	29928319	11946793	2320480	348349	1668538
SRR911209	kernel	CIMBL144	NA	1	37899642	33455548	2758905	1305129	380060	31945992	2929668	2643922	27550026	6649720	1725651	372886	1836155
SRR911210	kernel	GEMS18	NA	1	35855926	32208225	1778507	1472352	396842	26153086	8062697	1243301	21402285	22001426	1945406	386344	2452865
SRR911220	kernel	GEMS19	NA	1	36674832	32883976	2623632	949161	218063	29995563	4843934	1617272	25229133	7011736	1758343	299217	3500794
SRR911221	kernel	CIMBL145	NA	1	39281007	36881182	1413393	817087	169345	31724635	6302201	1084826	26524910	12242303	3016816	333308	3470755
SRR911242	kernel	GEMS2	NA	1	41924804	36888544	3211307	1391637	433316	32749300	5960373	2781815	27250997	12728850	2653558	438917	2774286
SRR911243	kernel	CIMBL147	NA	1	41123427	37552779	2382919	967063	220666	34003500	4686345	2212916	28000913	10558669	2984937	429048	3148536
SRR911244	kernel	GEMS20	NA	1	36116277	32611926	2338321	949854	216176	29096092	5598574	1205435	24150566	10321673	1955340	275541	2948710
SRR911245	kernel	CIMBL149	NA	1	39577770	36091206	1889528	1338485	258551	31331617	6857194	1130408	25296552	17927344	2900920	404809	2307447
SRR911246	kernel	GEMS21	NA	1	34362351	30790811	2618817	775220	177503	28022088	4066350	2096410	22736303	10298862	2482779	283745	2007983
SRR911270	kernel	CIMBL15	NA	1	39146236	35747162	2564616	665917	168541	30872440	6816617	1288638	24749589	21716969	3054512	352029	1880115
SRR911271	kernel	GEMS23	NA	1	37869090	34948067	1839497	859536	221990	31131065	4920892	1595143	26507631	11399775	2266463	361953	2365916
SRR911272	kernel	CIMBL150	NA	1	41994729	39365984	1652420	809880	166445	36344945	3438378	2044961	31943357	6203693	2037723	372896	3017154
SRR911273	kernel	GEMS25	NA	1	26669159	25603204	571058	431978	62919	22615439	3440815	549986	19680427	7710268	1773674	306202	1486250
SRR911296	kernel	GEMS28	NA	1	49627016	43954825	4098986	1184952	388253	40360778	6651274	2226711	32151937	19815439	3572640	355601	2663971
SRR911297	kernel	CIMBL151	NA	1	39655999	36581131	1834380	1038768	201720	33513847	4492233	1448199	28746838	5345190	2208077	336398	3738826
SRR911298	kernel	GEMS29	NA	1	30269305	27173688	1508787	1230959	355871	24313949	4461790	1137695	19569563	10855234	2208852	292672	2068179
SRR911562	kernel	CIMBL152	NA	1	45796137	42811121	1940707	850710	193599	40776944	3270016	1555578	35314355	6143887	2724122	383602	2391230
SRR911626	kernel	CIMBL153	NA	1	36487287	32303721	3025068	966290	192208	30146732	3202652	2945695	24833353	6653679	1874557	240066	3499023
SRR911651	kernel	CIMBL156	NA	1	34967771	32012408	2009900	738624	206839	27310760	6486603	963569	22435566	15688258	2380424	292304	2414104
SRR911653	kernel	CIMBL157	NA	1	30613139	28863629	1105579	541704	102227	25810753	3875370	824789	22081348	8264954	2141581	235780	1940601
SRR911674	kernel	CIMBL16	NA	1	35951015	33691091	1605309	521976	132639	28589551	5566286	1662539	23907145	14942586	2716347	341602	2379541
SRR911695	kernel	CIMBL17	NA	1	31104428	29196561	1181705	612654	113508	25833319	4462349	695252	21260144	11949622	2649737	371444	1552680
SRR911696	kernel	CIMBL18	NA	1	41294360	37930354	2153170	953855	256981	33469505	5700042	1867832	28059175	12749236	2845500	366029	2919119
SRR911720	kernel	CIMBL19	NA	1	42650664	38158657	2701773	1419447	370787	34605911	5481303	2192663	29240901	13566646	1908973	363974	3052351
SRR911783	kernel	CIMBL2	NA	1	37244913	34415104	1731841	891422	206546	30177635	5671325	1189407	24932502	13168599	2844582	352716	2342890
SRR911787	kernel	CIMBL21	NA	1	42480769	39445380	1794236	960078	281075	35364509	5660395	1174790	30068712	13907592	2589538	369578	2409872
SRR911830	kernel	CIMBL22	NA	1	32231859	30496693	1061e3	566924	107242	26414787	5006506	703324	22339054	14885468	2375525	278646	1571433
SRR911831	kernel	CIMBL23	NA	1	38300214	36046261	1438545	677759	137649	31833463	5099684	1229418	27701502	12151407	2120715	332981	2610613
SRR911832	kernel	CIMBL25	NA	1	36006788	33710598	1429314	735990	130886	30462567	4641884	771451	25903861	10662332	2400021	269127	1869373
SRR911882	kernel	CIMBL27	NA	1	38383913	35504314	1799460	881799	198340	31095128	5734369	1356076	25907846	15218781	2806717	338448	1923836
SRR911883	kernel	CIMBL28	NA	1	33915980	31571968	1476974	735031	132007	27988440	5082461	713072	23618364	10435091	2143753	275420	2443267
SRR911912	kernel	CIMBL29	NA	1	35571425	33504782	1337817	599799	129027	29320012	5217922	904464	24672917	13689884	2720338	349313	1605085
SRR911913	kernel	GEMS3	NA	1	30939904	28878503	1109159	766109	186133	25384559	4720674	648538	20935751	12601248	2594093	277233	1475464
SRR911914	kernel	GEMS30	NA	1	42712006	39468450	1985588	1042608	215360	34995010	6347314	1154322	57836490	0	8137690	1599773	5676453
SRR911915	kernel	CIMBL3	NA	1	46416109	42721534	2085693	1312342	296540	37758172	7033419	1327978	31396537	19692908	3265868	438326	2138940
SRR911936	kernel	CIMBL32	NA	1	33509284	31465057	1103205	833383	107639	27705301	4785533	910811	23514692	14411480	2319981	314871	1250242
SRR911937	kernel	GEMS31	NA	1	39876133	35466477	3377792	786596	245268	28455225	4747691	6427949	47429446	0	5447362	987461	14302984
SRR911938	kernel	GEMS32	NA	1	28615307	26904679	1001598	615665	93365	22134738	5520621	866583	19003495	9557223	1661794	287100	3213470
SRR911966	kernel	GEMS33	NA	1	34491125	32403122	1215772	736889	135342	27899466	5620898	835419	23666962	9677655	2318616	261246	3265650
SRR911967	kernel	GEMS35	NA	1	30609966	28165486	1603757	688579	152144	25605202	4191676	660944	21101955	10083837	2287629	234840	1412215
SRR911968	kernel	CIMBL38	NA	1	38729428	35580945	1890866	1009321	248296	32107601	5358769	1014762	26681349	13549031	2633279	353646	2156253
SRR911973	kernel	GEMS36	NA	1	28212164	25476235	1325210	1113103	297616	22761887	3841193	1311468	18845830	9086610	1648023	203273	1873849
SRR911974	kernel	CIMBL4	NA	1	41071814	36993858	1961379	1671546	445031	28943676	10783901	899206	22187356	32960218	3749203	355084	2729665
SRR911993	kernel	GEMS37	NA	1	31548481	29592610	1133832	718208	103831	27074556	3437505	932589	23513394	7214911	1719017	263838	1738444
SRR911994	kernel	GEMS39	NA	1	42793749	38890855	2049988	1393970	458936	34810815	6603074	920924	28738935	16807601	2739606	400309	1821905
SRR911995	kernel	GEMS4	NA	1	30193689	27213833	2073963	657462	248431	23733557	4702838	1508863	19432420	13665393	2068507	252120	1683890
SRR912017	kernel	GEMS40	NA	1	41065902	37244067	2657205	923741	240889	31782541	6641058	2401414	25828909	11284495	2983587	333448	4544048
SRR912018	kernel	CIMBL40	NA	1	43544215	40297088	1957301	1020441	269385	35161196	6991141	1122493	28834903	21498554	3442904	379521	2041345
SRR912020	kernel	GEMS41	NA	1	40776808	35419977	2944907	1714951	696973	32791695	5223353	2064787	25669513	13190888	3230686	276980	2243118
SRR912045	kernel	CIMBL42	NA	1	30254121	26492057	1745884	1518538	497642	22481029	4352261	2923189	17243850	11265418	2402316	222760	3442619
SRR912046	kernel	GEMS42	NA	1	35364209	33048884	1248709	867972	198644	28482405	5926901	756259	23702489	16128817	2700636	292601	1431802
SRR912051	kernel	GEMS44	NA	1	32137391	30146456	1227138	632001	131796	27853182	3507812	644601	23996209	7104379	1943912	270681	1610106
SRR912052	kernel	CIMBL43	NA	1	31247733	29273391	1122562	699235	152545	27812772	2465145	817271	24346278	3875120	1639404	241926	1770800
SRR912053	kernel	GEMS46	NA	1	40392882	37723232	1796813	658196	214641	34507290	4636021	1034930	29702797	11074448	2342010	379490	1757904
SRR912075	kernel	GEMS48	NA	1	23461622	22339342	674729	391032	56519	20027013	2806858	571232	17303309	6329617	1595232	194931	1256280
SRR912077	kernel	GEMS49	NA	1	35655790	32192712	2162488	1013997	286593	29839028	4125512	1404657	25213024	6932636	2005212	324457	2823949
SRR912079	kernel	GEMS5	NA	1	45379863	42073389	1969786	1054683	282005	37573189	6517408	1007261	31401183	17750108	3192664	512147	2095027
SRR912101	kernel	GEMS50	NA	1	37283870	33536813	2629160	899038	218859	31343599	4048048	1673364	25750716	9888593	2380585	312018	2191666
SRR912102	kernel	CIMBL46	NA	1	42022478	38743483	1937138	1081121	260736	34973018	5493425	1295299	29808131	11588571	2340344	380059	2518232
SRR912103	kernel	GEMS51	NA	1	28713397	25852466	2232537	520355	108039	23510125	2940123	2155110	39285777	0	4991687	861199	4896446
SRR912104	kernel	CIMBL47	NA	1	40694322	36766661	2181240	1317089	429332	34697156	4063077	1504757	28711262	9277489	2724633	363664	1913331
SRR912106	kernel	GEMS54	NA	1	38770954	36782861	1321864	562183	104046	29696984	8316218	653706	24875587	19268598	3004378	347139	2290847
SRR912107	kernel	CIMBL48	NA	1	38487352	35793736	1641142	823426	229048	30398765	6519356	1340183	24773226	13855659	3482265	250597	2861554
SRR912134	kernel	GEMS55	NA	1	31887531	28096473	2381283	1019364	390411	25332159	4204209	1960752	20189502	12964728	2346678	281003	1965282
SRR912135	kernel	CIMBL49	NA	1	41060788	37660193	2499711	739895	160989	30112196	7974978	2812625	24197650	25219287	3240522	322948	3281797
SRR912136	kernel	CIMBL5	NA	1	36816833	34428959	1454426	781457	151991	28575275	6765051	1324516	23381112	19842495	3255106	316774	2040205
SRR912137	kernel	CIMBL50	NA	1	38927252	33017431	4296587	1147798	465436	27398629	6053942	5009245	21546718	18724421	3161837	284461	2990713
SRR912138	kernel	GEMS56	NA	1	36754028	31939931	2841787	1594544	377766	27687962	5906760	2781540	22777011	11693604	1937727	328979	3826405
SRR912159	kernel	CIMBL51	NA	1	38191267	35542084	1600358	825874	222951	32210147	4759639	998530	27105305	13148037	2799713	286427	1681218
SRR912160	kernel	GEMS58	NA	1	36038298	33098642	2108365	709965	121326	30175925	3689940	2051107	25358983	8997353	2293115	255937	2290904
SRR912161	kernel	CIMBL52	NA	1	35522476	32933748	1932529	541049	115150	26406796	7154133	1846397	21692485	22085148	2686346	381779	2104075
SRR912162	kernel	GEMS59	NA	1	30107588	25883245	2056889	1636197	531257	23619706	4228375	1728250	18383690	9997205	1896925	176833	2282835
SRR912163	kernel	CIMBL53	NA	1	35160258	31716938	2488231	772206	182883	25253398	7198780	2525197	20943126	8040746	2154194	261287	5960752
SRR912164	kernel	GEMS6	NA	1	38213555	33822343	2542468	1488620	360124	30794170	5310583	1748678	25899909	14964828	1829093	361038	1669797
SRR912165	kernel	CIMBL54	NA	1	35368275	30970945	3154742	973361	269227	27415712	5528647	2154689	21901079	16227296	2429538	284691	2203553
SRR912224	kernel	GEMS60	NA	1	35158075	31916805	2105872	1009197	126201	27762070	5562281	1707523	45490064	0	6678061	635691	5299916
SRR912236	kernel	GEMS61	NA	1	39799588	35511083	2523221	1424906	340378	32607559	4883185	1968466	26822957	11867965	2912881	377262	1867427
SRR912238	kernel	GEMS62	NA	1	24511246	23687505	440819	332787	50135	19160193	4857653	443265	16031173	11587304	2230446	273209	1965808
SRR912265	kernel	GEMS63	NA	1	31178380	28233302	2273632	525522	145924	25017068	4563331	1452057	20626894	9667385	2402936	263411	1777166
SRR912266	kernel	GEMS64	NA	1	41007043	36769325	2949753	1053554	234411	31896316	6546017	2330299	25418141	13301381	3219403	338208	3695560
SRR912267	kernel	GEMS65	NA	1	40450915	36396939	2936137	927048	190791	33708546	4515973	2035605	27628642	10603641	3221769	305301	1753618
SRR912287	kernel	LIAO5114	NA	1	44793959	40994809	2853507	720212	225431	37389311	6202957	976260	30780633	17283564	3070122	438871	1963819
SRR912296	kernel	GEMS66	NA	1	35707388	34049216	963183	592964	102025	31385510	3700398	519455	27351368	6322157	2303559	369846	2022706
SRR912297	kernel	GEMS9	NA	1	42557097	39140506	2193746	1023933	198912	35770359	5286095	1301731	29284437	12984749	3383232	387909	2233948
SRR912298	kernel	LIAO5262	NA	1	35383867	33051860	1535414	640940	155653	28518340	4777639	1932235	24573871	7983502	2231221	314154	3822344
SRR912299	kernel	GY1007	NA	1	34878770	32643502	1438719	652019	144530	30227492	3632015	874733	26215017	8119616	1842113	352973	1598913
SRR912300	kernel	GY1032	NA	1	33080363	30834381	1260073	771475	214434	25296916	6606205	962808	21672255	17171076	1825404	335493	1530904
