SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
s01	seedling_leaf3	B73	cold	1	m01	TRUE	22931175	102
s02	seedling_leaf3	B73	cold	2	m01	TRUE	28224749	102
s03	seedling_leaf3	B73	cold	3	m01	TRUE	13983222	102
s04	seedling_leaf3	B73	control	1	m02	TRUE	20418064	102
s05	seedling_leaf3	B73	control	2	m02	TRUE	22461858	102
s06	seedling_leaf3	B73	control	3	m02	TRUE	15763628	102
s07	seedling_leaf3	B73	heat	1	m03	TRUE	22278888	102
s08	seedling_leaf3	B73	heat	2	m03	TRUE	18177209	102
s09	seedling_leaf3	B73	heat	3	m03	TRUE	20560891	102
s10	seedling_leaf3	B73xMo17	cold	1	m04	TRUE	15040374	102
s11	seedling_leaf3	B73xMo17	cold	2	m04	TRUE	14977455	102
s12	seedling_leaf3	B73xMo17	cold	3	m04	TRUE	14985541	102
s13	seedling_leaf3	B73xMo17	cold	4	m04	TRUE	14197245	102
s14	seedling_leaf3	B73xMo17	cold	5	m04	TRUE	14131158	102
s15	seedling_leaf3	B73xMo17	cold	6	m04	TRUE	14134170	102
s16	seedling_leaf3	B73xMo17	cold	7	m04	TRUE	14860642	102
s17	seedling_leaf3	B73xMo17	cold	8	m04	TRUE	14809966	102
s18	seedling_leaf3	B73xMo17	cold	9	m04	TRUE	14805386	102
s19	seedling_leaf3	B73xMo17	control	1	m05	TRUE	19347888	102
s20	seedling_leaf3	B73xMo17	control	2	m05	TRUE	19273028	102
s21	seedling_leaf3	B73xMo17	control	3	m05	TRUE	19250987	102
s22	seedling_leaf3	B73xMo17	control	4	m05	TRUE	17347569	102
s23	seedling_leaf3	B73xMo17	control	5	m05	TRUE	17266118	102
s24	seedling_leaf3	B73xMo17	control	6	m05	TRUE	17275968	102
s25	seedling_leaf3	B73xMo17	control	7	m05	TRUE	13630781	102
s26	seedling_leaf3	B73xMo17	control	8	m05	TRUE	13568933	102
s27	seedling_leaf3	B73xMo17	control	9	m05	TRUE	13571707	102
s28	seedling_leaf3	B73xMo17	heat	1	m06	TRUE	15487943	102
s29	seedling_leaf3	B73xMo17	heat	2	m06	TRUE	15425205	102
s30	seedling_leaf3	B73xMo17	heat	3	m06	TRUE	15451846	102
s31	seedling_leaf3	B73xMo17	heat	4	m06	TRUE	14096005	102
s32	seedling_leaf3	B73xMo17	heat	5	m06	TRUE	14021174	102
s33	seedling_leaf3	B73xMo17	heat	6	m06	TRUE	14022354	102
s34	seedling_leaf3	B73xMo17	heat	7	m06	TRUE	15993336	102
s35	seedling_leaf3	B73xMo17	heat	8	m06	TRUE	15934025	102
s36	seedling_leaf3	B73xMo17	heat	9	m06	TRUE	15934775	102
s37	seedling_leaf3	B73xPH207	cold	1	m07	TRUE	14846235	102
s38	seedling_leaf3	B73xPH207	cold	2	m07	TRUE	14779178	102
s39	seedling_leaf3	B73xPH207	cold	3	m07	TRUE	14768456	102
s40	seedling_leaf3	B73xPH207	cold	4	m07	TRUE	15205582	102
s41	seedling_leaf3	B73xPH207	cold	5	m07	TRUE	15145654	102
s42	seedling_leaf3	B73xPH207	cold	6	m07	TRUE	15151340	102
s43	seedling_leaf3	B73xPH207	cold	7	m07	TRUE	17120842	102
s44	seedling_leaf3	B73xPH207	cold	8	m07	TRUE	17038233	102
s45	seedling_leaf3	B73xPH207	cold	9	m07	TRUE	17057372	102
s46	seedling_leaf3	B73xPH207	control	1	m08	TRUE	15418748	102
s47	seedling_leaf3	B73xPH207	control	2	m08	TRUE	15336948	102
s48	seedling_leaf3	B73xPH207	control	3	m08	TRUE	15355383	102
s49	seedling_leaf3	B73xPH207	control	4	m08	TRUE	12787350	102
s50	seedling_leaf3	B73xPH207	control	5	m08	TRUE	12727927	102
s51	seedling_leaf3	B73xPH207	control	6	m08	TRUE	12731052	102
s52	seedling_leaf3	B73xPH207	control	7	m08	TRUE	15710165	102
s53	seedling_leaf3	B73xPH207	control	8	m08	TRUE	15623343	102
s54	seedling_leaf3	B73xPH207	control	9	m08	TRUE	15629949	102
s55	seedling_leaf3	B73xPH207	heat	1	m09	TRUE	17333714	102
s56	seedling_leaf3	B73xPH207	heat	2	m09	TRUE	17252881	102
s57	seedling_leaf3	B73xPH207	heat	3	m09	TRUE	17263754	102
s58	seedling_leaf3	B73xPH207	heat	4	m09	TRUE	15712509	102
s59	seedling_leaf3	B73xPH207	heat	5	m09	TRUE	15640629	102
s60	seedling_leaf3	B73xPH207	heat	6	m09	TRUE	15643727	102
s61	seedling_leaf3	B73xPH207	heat	7	m09	TRUE	11217919	102
s62	seedling_leaf3	B73xPH207	heat	8	m09	TRUE	11166907	102
s63	seedling_leaf3	B73xPH207	heat	9	m09	TRUE	11167751	102
s64	seedling_leaf3	Mo17	cold	1	m10	TRUE	29222649	102
s65	seedling_leaf3	Mo17	cold	2	m10	TRUE	16926075	102
s66	seedling_leaf3	Mo17	cold	3	m10	TRUE	18356387	102
s67	seedling_leaf3	Mo17	control	1	m11	TRUE	22078493	102
s68	seedling_leaf3	Mo17	control	2	m11	TRUE	18600605	102
s69	seedling_leaf3	Mo17	control	3	m11	TRUE	20938964	102
s70	seedling_leaf3	Mo17	heat	1	m12	TRUE	16339495	102
s71	seedling_leaf3	Mo17	heat	2	m12	TRUE	12766970	102
s72	seedling_leaf3	Mo17	heat	3	m12	TRUE	22386299	102
