SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR5290895	embryo_LCM	B73xMo17	3	1	m01	TRUE	17978114	250
SRR5290896	embryo_LCM	B73xMo17	3	2	m01	TRUE	17200172	250
SRR5290897	embryo_LCM	B73xMo17	3	3	m01	TRUE	18045883	250
SRR5290898	embryo_LCM	Mo17xB73	3	1	m02	TRUE	17884943	250
SRR5290899	embryo_LCM	Mo17xB73	3	2	m02	TRUE	17459006	250
SRR5290900	embryo_LCM	Mo17xB73	3	3	m02	TRUE	16064837	250
SRR5290901	embryo_LCM	B73xMo17	5	1	m03	TRUE	15199556	250
SRR5290903	embryo_LCM	B73xMo17	5	2	m03	TRUE	14997212	250
SRR5290904	embryo_LCM	B73xMo17	5	3	m03	TRUE	14459255	250
SRR5290905	embryo_LCM	Mo17xB73	5	1	m04	TRUE	15491693	250
SRR5290906	embryo_LCM	Mo17xB73	5	2	m04	TRUE	15510090	250
SRR5290907	embryo_LCM	Mo17xB73	5	3	m04	TRUE	14842762	250
SRR5290908	embryo	B73xMo17	5	1	m05	TRUE	19729525	200
SRR5290909	embryo	B73xMo17	5	2	m05	TRUE	16747787	200
SRR5290910	embryo	B73xMo17	5	3	m05	TRUE	17009227	200
SRR5290911	embryo	Mo17xB73	5	1	m06	TRUE	17546808	200
SRR5290912	embryo	Mo17xB73	5	2	m06	TRUE	17778320	200
SRR5290913	embryo	Mo17xB73	5	3	m06	TRUE	21326762	200
SRR5290914	embryo	B73xMo17	7	1	m07	TRUE	22497760	200
SRR5290915	embryo	B73xMo17	7	2	m07	TRUE	20353812	200
SRR5290916	embryo	B73xMo17	7	3	m07	TRUE	17556055	200
SRR5290917	embryo	Mo17xB73	7	1	m08	TRUE	16173887	200
SRR5290918	embryo	Mo17xB73	7	2	m08	TRUE	18695902	200
SRR5290919	embryo	Mo17xB73	7	3	m08	TRUE	21989713	200
SRR5290920	embryo	B73xMo17	9	1	m09	TRUE	19660663	200
SRR5290921	embryo	B73xMo17	9	2	m09	TRUE	17020492	200
SRR5290922	embryo	B73xMo17	9	3	m09	TRUE	20270955	200
SRR5290923	embryo	Mo17xB73	9	1	m10	TRUE	21047188	200
SRR5290924	embryo	Mo17xB73	9	2	m10	TRUE	17115837	200
SRR5290925	embryo	Mo17xB73	9	3	m10	TRUE	23219133	200
SRR5290926	embryo	B73xMo17	11	1	m11	TRUE	16839376	200
SRR5290927	embryo	B73xMo17	11	2	m11	TRUE	22563097	200
SRR5290928	embryo	B73xMo17	11	3	m11	TRUE	22457938	200
SRR5290929	embryo	Mo17xB73	11	1	m12	TRUE	20087705	200
SRR5290930	embryo	Mo17xB73	11	2	m12	TRUE	19217812	200
SRR5290931	embryo	Mo17xB73	11	3	m12	TRUE	17646167	200
SRR5290932	embryo	B73xMo17	13	1	m13	TRUE	23769637	200
SRR5290933	embryo	B73xMo17	13	2	m13	TRUE	26799669	200
SRR5290934	embryo	B73xMo17	13	3	m13	TRUE	15799079	200
SRR5290935	embryo	Mo17xB73	13	1	m14	TRUE	16906124	200
SRR5290936	embryo	Mo17xB73	13	2	m14	TRUE	17586032	200
SRR5290937	embryo	Mo17xB73	13	3	m14	TRUE	16540934	200
SRR5290938	endosperm	B73xMo17	5	1	m15	TRUE	9530113	300
SRR5290939	endosperm	B73xMo17	5	2	m15	TRUE	14691319	300
SRR5290940	endosperm	B73xMo17	5	3	m15	TRUE	15803824	300
SRR5290941	endosperm	Mo17xB73	5	1	m16	TRUE	12615516	300
SRR5290942	endosperm	Mo17xB73	5	2	m16	TRUE	15087116	300
SRR5290943	endosperm	Mo17xB73	5	3	m16	TRUE	20220174	300
