SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR650948	SAM	M0077		2	FALSE
SRR650949	SAM	M0079		2	FALSE
SRR650950	SAM	M0080		2	FALSE
SRR650951	SAM	M0099		2	FALSE
SRR650952	SAM	M0116		2	FALSE
SRR650953	SAM	M0141		2	FALSE
SRR650954	SAM	M0165		2	FALSE
SRR650955	SAM	M0176		2	FALSE
SRR650956	SAM	M0200		2	FALSE
SRR650957	SAM	M0232		2	FALSE
SRR650958	SAM	M0248		2	FALSE
SRR650959	SAM	M0262		2	FALSE
SRR650960	SAM	M0264		2	FALSE
SRR650961	SAM	M0265		2	FALSE
SRR650962	SAM	M0266		2	FALSE
SRR650963	SAM	M0267		2	FALSE
SRR650964	SAM	M0269		2	FALSE
SRR650965	SAM	M0270		2	FALSE
SRR650966	SAM	M0272		2	FALSE
SRR650967	SAM	M0275		2	FALSE
SRR650968	SAM	M0276		2	FALSE
SRR650969	SAM	M0278		2	FALSE
SRR650970	SAM	M0281		2	FALSE
SRR650971	SAM	M0284		2	FALSE
SRR650972	SAM	M0287		2	FALSE
SRR650973	SAM	M0288		2	FALSE
SRR650974	SAM	M0289		2	FALSE
SRR650975	SAM	M0296		2	FALSE
SRR650976	SAM	M0297		2	FALSE
SRR650977	SAM	M0298		2	FALSE
SRR650978	SAM	M0303		2	FALSE
SRR650979	SAM	M0310		2	FALSE
SRR650980	SAM	M0311		2	FALSE
SRR650981	SAM	M0315		2	FALSE
SRR650982	SAM	M0317		2	FALSE
SRR650983	SAM	M0322		2	FALSE
SRR650984	SAM	M0323		2	FALSE
SRR650985	SAM	M0325		2	FALSE
SRR650986	SAM	M0326		2	FALSE
SRR650987	SAM	M0328		2	FALSE
SRR650988	SAM	M0329		2	FALSE
SRR650989	SAM	M0337		2	FALSE
SRR650990	SAM	M0341		2	FALSE
SRR650991	SAM	M0344		2	FALSE
SRR650992	SAM	M0345		2	FALSE
SRR650993	SAM	M0346		2	FALSE
SRR650994	SAM	M0349		2	FALSE
SRR650995	SAM	M0352		2	FALSE
SRR650996	SAM	M0354		2	FALSE
SRR650997	SAM	M0355		2	FALSE
SRR650998	SAM	M0357		2	FALSE
SRR650999	SAM	M0360		2	FALSE
SRR651000	SAM	M0364		2	FALSE
SRR651001	SAM	M0365		2	FALSE
SRR651002	SAM	M0367		2	FALSE
SRR651003	SAM	M0368		2	FALSE
SRR651004	SAM	M0369		2	FALSE
SRR651005	SAM	M0378		2	FALSE
SRR651006	SAM	M0379		2	FALSE
SRR651007	SAM	M0382		2	FALSE
SRR651008	SAM	M0383		2	FALSE
SRR651009	SAM	M0384		2	FALSE
SRR651010	SAM	Mo17		2	FALSE
