SampleID	Tissue	Genotype	Treatment	Replicate	paired
me17c_SRR2043190	root	B73	me17c|con	1	FALSE
me17c_SRR2043191	root	B73	me17c|con	2	FALSE
me17c_SRR2043217	root	B73	me17c|con	3	FALSE
me17c_SRR2043219	root	B73	me17c|con	4	FALSE
me17c_SRR2043231	root	Mo17	me17c|con	1	FALSE
me17c_SRR2043331	root	Mo17	me17c|con	2	FALSE
me17c_SRR2043332	root	Mo17	me17c|con	3	FALSE
me17c_SRR2043336	root	Mo17	me17c|con	4	FALSE
me17c_SRR2043377	root	B73xMo17	me17c|con	1	FALSE
me17c_SRR2043378	root	B73xMo17	me17c|con	2	FALSE
me17c_SRR2043379	root	B73xMo17	me17c|con	3	FALSE
me17c_SRR2043380	root	B73xMo17	me17c|con	4	FALSE
me17c_SRR2043386	root	Mo17xB73	me17c|con	1	FALSE
me17c_SRR2043387	root	Mo17xB73	me17c|con	2	FALSE
me17c_SRR2043388	root	Mo17xB73	me17c|con	3	FALSE
me17c_SRR2043389	root	Mo17xB73	me17c|con	4	FALSE
me18b_SRR5786199	root	A554	me18b|III	1	TRUE
me18b_SRR5786200	root	A554	me18b|III	2	TRUE
me18b_SRR5786201	root	A554	me18b|III	3	TRUE
me18b_SRR5786202	root	B73	me18b|III	1	TRUE
me18b_SRR5786203	root	B73	me18b|III	2	TRUE
me18b_SRR5786204	root	B73xA554	me18b|III	1	TRUE
me18b_SRR5786205	root	B73xA554	me18b|III	2	TRUE
me18b_SRR5786206	root	W64A	me18b|I	1	TRUE
me18b_SRR5786207	root	W64A	me18b|I	2	TRUE
me18b_SRR5786208	root	Mo17	me18b|I	1	TRUE
me18b_SRR5786209	root	Mo17	me18b|I	2	TRUE
me18b_SRR5786210	root	Oh43	me18b|I	1	TRUE
me18b_SRR5786211	root	Oh43	me18b|I	2	TRUE
me18b_SRR5786212	root	Oh43	me18b|I	3	TRUE
me18b_SRR5786213	root	Oh43	me18b|I	4	TRUE
me18b_SRR5786214	root	W64A	me18b|I	3	TRUE
me18b_SRR5786215	root	W64A	me18b|I	4	TRUE
me18b_SRR5786216	root	B73	me18b|III	3	TRUE
me18b_SRR5786218	root	B73	me18b|III	5	TRUE
me18b_SRR5786219	root	B73	me18b|III	6	TRUE
me18b_SRR5786220	root	B73	me18b|Z3	7	TRUE
me18b_SRR5786221	root	B73	me18b|Z3	8	TRUE
me18b_SRR5786222	root	B73	me18b|Z3	9	TRUE
me18b_SRR5786223	root	B73	me18b|Z3	10	TRUE
me18b_SRR5786224	root	B73	me18b|III	11	TRUE
me18b_SRR5786225	root	B73	me18b|III	12	TRUE
me18b_SRR5786226	root	B73	me18b|II	1	TRUE
me18b_SRR5786227	root	B73	me18b|II	2	TRUE
me18b_SRR5786228	root	B73	me18b|Z2	3	TRUE
me18b_SRR5786229	root	B73	me18b|Z2	4	TRUE
me18b_SRR5786230	root	B73	me18b|II	5	TRUE
me18b_SRR5786231	root	B73	me18b|II	6	TRUE
me18b_SRR5786232	root	B73	me18b|II	7	TRUE
me18b_SRR5786233	root	B73	me18b|II	8	TRUE
me18b_SRR5786234	root	B73	me18b|II	9	TRUE
me18b_SRR5786235	root	B73	me18b|Z2	10	TRUE
me18b_SRR5786236	root	B73	me18b|I	1	TRUE
me18b_SRR5786237	root	B73	me18b|I	2	TRUE
me18b_SRR5786238	root	B73	me18b|Z1	3	TRUE
me18b_SRR5786239	root	B73	me18b|Z1	4	TRUE
me18b_SRR5786240	root	B73	me18b|Z1	5	TRUE
me18b_SRR5786241	root	B73	me18b|Z1	6	TRUE
me18b_SRR5786242	root	B73	me18b|Z1	7	TRUE
me18b_SRR5786243	root	B73	me18b|Z1	8	TRUE
me18b_SRR5786244	root	B73	me18b|I	9	TRUE
