SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR651049	unknown	B73	NA	1	TRUE
SRR651050	unknown	B73	NA	2	TRUE
SRR651051	unknown	B73	NA	3	TRUE
SRR651052	unknown	B97	NA	1	TRUE
SRR651053	unknown	CML103	NA	1	TRUE
SRR651054	unknown	CML228	NA	1	TRUE
SRR651055	unknown	CML247	NA	1	TRUE
SRR651056	unknown	CML277	NA	1	TRUE
SRR651057	unknown	CML322	NA	1	TRUE
SRR651058	unknown	CML333	NA	1	TRUE
SRR651059	unknown	CML52	NA	1	TRUE
SRR651060	unknown	Hp301	NA	1	TRUE
SRR651061	unknown	Il14h	NA	1	TRUE
SRR651062	unknown	Ki11	NA	1	TRUE
SRR651063	unknown	Ki11	NA	2	TRUE
SRR651064	unknown	Ki11	NA	3	TRUE
SRR651065	unknown	Ki3	NA	1	TRUE
SRR651066	unknown	M162w	NA	1	TRUE
SRR651067	unknown	M37w	NA	1	TRUE
SRR651068	unknown	M37w	NA	2	TRUE
SRR651069	unknown	Mo17	NA	1	TRUE
SRR651070	unknown	Mo17	NA	2	TRUE
SRR651071	unknown	Mo17	NA	3	TRUE
SRR651072	unknown	Mo18w	NA	1	TRUE
SRR651073	unknown	MS71	NA	1	TRUE
SRR651074	unknown	MS71	NA	2	TRUE
SRR651075	unknown	MS71	NA	3	TRUE
SRR651076	unknown	NC358	NA	1	TRUE
SRR651077	unknown	Oh43	NA	1	TRUE
SRR651078	unknown	Oh43	NA	2	TRUE
SRR651079	unknown	Oh7b	NA	3	TRUE
SRR651080	unknown	Oh7b	NA	1	TRUE
SRR651081	unknown	P39	NA	1	TRUE
SRR651082	unknown	Tx303	NA	1	TRUE
SRR651083	unknown	Tzi8	NA	1	TRUE
SRR651084	unknown	W22	NA	1	TRUE
SRR766776	unknown	B97	NA	2	TRUE
SRR766777	unknown	B97	NA	3	TRUE
SRR767675	unknown	CML103	NA	2	TRUE
SRR767678	unknown	Hp301	NA	2	TRUE
SRR767679	unknown	Hp301	NA	3	TRUE
SRR767680	unknown	Ky21	NA	1	TRUE
SRR767682	unknown	M37w	NA	3	TRUE
SRR767683	unknown	MR01	NA	1	TRUE
SRR767684	unknown	MR02	NA	1	TRUE
SRR767685	unknown	MR10	NA	1	TRUE
SRR767686	unknown	MR18	NA	1	TRUE
SRR767687	unknown	MR20	NA	1	TRUE
SRR767688	unknown	MR22	NA	1	TRUE
SRR767689	unknown	MR25	NA	1	TRUE
SRR767690	unknown	Oh7b	NA	2	TRUE
SRR767691	unknown	Oh43	NA	3	TRUE
SRR767692	unknown	TIL01	NA	1	TRUE
SRR767693	unknown	TIL06	NA	1	TRUE
SRR767694	unknown	TIL07	NA	1	TRUE
SRR767695	unknown	TIL09	NA	1	TRUE
SRR767696	unknown	TIL11	NA	1	TRUE
SRR767697	unknown	TIL14	NA	1	TRUE
SRR767698	unknown	TIL15	NA	1	TRUE
SRR767699	unknown	TIL16	NA	1	TRUE
SRR767700	unknown	TIL17	NA	1	TRUE
SRR767701	unknown	Tx303	NA	2	TRUE
SRR767702	unknown	Tx303	NA	3	TRUE
SRR767703	unknown	W64A	NA	1	TRUE
SRR767705	unknown	MR19	NA	1	TRUE
SRR767708	unknown	MR14	NA	1	TRUE
SRR767709	unknown	MR09	NA	1	TRUE
SRR767712	unknown	CML333	NA	2	TRUE
SRR767716	unknown	CML322	NA	2	TRUE
SRR767717	unknown	CML322	NA	3	TRUE
SRR767718	unknown	CML333	NA	3	TRUE
SRR767719	unknown	CML133	NA	1	TRUE
SRR767720	unknown	CML192	NA	1	TRUE
SRR767721	unknown	CML202	NA	1	TRUE
SRR767722	unknown	CML206	NA	1	TRUE
SRR767724	unknown	CML330	NA	1	TRUE
SRR767725	unknown	CML411	NA	1	TRUE
SRR767726	unknown	CML418	NA	1	TRUE
SRR767727	unknown	CML479	NA	1	TRUE
SRR767728	unknown	CML504	NA	1	TRUE
SRR767729	unknown	CML505	NA	1	TRUE
SRR767730	unknown	CML511	NA	1	TRUE
SRR767731	unknown	CML69	NA	1	TRUE
SRR767732	unknown	CML84	NA	1	TRUE
SRR767733	unknown	CML85	NA	1	TRUE
SRR767735	unknown	CML96	NA	1	TRUE
SRR767736	unknown	CML99	NA	1	TRUE
SRR767742	unknown	CML103	NA	3	TRUE
