SampleID	Tissue	Genotype	Treatment	Replicate	paired	inbred
SRR8043308	leaf	W64AxMo17	L	2	TRUE	FALSE
SRR8043309	leaf	W64AxMo17	L_T2	1	TRUE	FALSE
SRR8043310	leaf	LH123HTxMo17	S	1	TRUE	FALSE
SRR8043311	leaf	LH156xB73	S	2	TRUE	FALSE
SRR8043312	leaf	PHW65xB73	L	1	TRUE	FALSE
SRR8043313	leaf	Mo45xB73	E	1	FALSE	FALSE
SRR8043314	leaf	LH145xMo17	E	2	TRUE	FALSE
SRR8043315	leaf	PHB47xMo17	S	2	FALSE	FALSE
SRR8043316	leaf	W64AxMo17	S	2	TRUE	FALSE
SRR8043317	leaf	B73xPH207	E	2	TRUE	FALSE
SRR8043318	leaf	NKS8326xB73	E	2	FALSE	FALSE
SRR8043319	leaf	NKS8326xMo17	E	2	FALSE	FALSE
SRR8043320	leaf	Ny821xB73	E	2	FALSE	FALSE
SRR8043321	leaf	NKS8326xPH207	E	2	FALSE	FALSE
SRR8043322	leaf	Ny821xPH207	E	2	FALSE	FALSE
SRR8043323	leaf	Oh43xPH207	E	2	FALSE	FALSE
SRR8043324	leaf	Mo17xPH207	I	2	TRUE	FALSE
SRR8043325	leaf	PH207xB73	E	2	FALSE	FALSE
SRR8043326	leaf	PHB47xPH207	E	2	FALSE	FALSE
SRR8043327	leaf	PHB47xMo17	E	2	FALSE	FALSE
SRR8043328	leaf	DKFAPWxPH207	E	2	FALSE	FALSE
SRR8043329	leaf	Mo17xPH207	E	1	FALSE	FALSE
SRR8043330	leaf	PHW65xB73	I	2	FALSE	FALSE
SRR8043331	leaf	PHJ40xB73	I	2	FALSE	FALSE
SRR8043332	leaf	Q381xB73	I	1	FALSE	FALSE
SRR8043333	leaf	PHW65xMo17	I	2	FALSE	FALSE
SRR8043334	leaf	PHG47xMo17	R	2	FALSE	FALSE
SRR8043335	leaf	PHG39xB73	I	1	FALSE	FALSE
SRR8043336	leaf	PHG29xB73	I	2	FALSE	FALSE
SRR8043337	leaf	PHG35xMo17	I	2	FALSE	FALSE
SRR8043338	leaf	PHG47xB73	R	1	FALSE	FALSE
SRR8043339	leaf	LH85xB73	R	1	FALSE	FALSE
SRR8043340	leaf	Mo45xMo17	I	2	TRUE	FALSE
SRR8043341	leaf	Mo45xMo17	E	2	TRUE	FALSE
SRR8043342	leaf	Q381xB73	S	2	TRUE	FALSE
SRR8043343	leaf	PHG35xMo17	R	2	FALSE	FALSE
SRR8043344	leaf	PHN11xB73	I	2	FALSE	FALSE
SRR8043345	leaf	PHJ40xMo17	I	2	FALSE	FALSE
SRR8043346	leaf	PHG35xPH207	E	1	FALSE	FALSE
SRR8043347	leaf	LH145xB73	E	1	FALSE	FALSE
SRR8043348	leaf	MoGxB73	E	1	TRUE	FALSE
SRR8043349	leaf	H99xB73	R	1	TRUE	FALSE
SRR8043350	leaf	LH145xPH207	E	2	FALSE	FALSE
SRR8043351	leaf	LH156xB73	E	1	FALSE	FALSE
SRR8043352	leaf	DKFAPWxB73	E	2	FALSE	FALSE
SRR8043353	leaf	LH156xMo17	E	2	FALSE	FALSE
SRR8043354	leaf	LH85xB73	E	1	FALSE	FALSE
SRR8043355	leaf	NKS8326xMo17	R	1	FALSE	FALSE
SRR8043356	leaf	PHW65xMo17	L	2	TRUE	FALSE
SRR8043357	leaf	LH85xMo17	E	1	FALSE	FALSE
SRR8043358	leaf	PHW65xMo17	R	1	FALSE	FALSE
SRR8043359	leaf	PHG72xB73	R	1	FALSE	FALSE
SRR8043360	leaf	PHG83xMo17	E	2	TRUE	FALSE
SRR8043361	leaf	PHB47xMo17	L	1	FALSE	FALSE
SRR8043362	leaf	PHB47xB73	L	1	FALSE	FALSE
SRR8043363	leaf	PH207xB73	L	2	FALSE	FALSE
SRR8043364	leaf	PHG35xMo17	L	1	FALSE	FALSE
SRR8043365	leaf	Oh43xB73	R	1	FALSE	FALSE
SRR8043366	leaf	PHJ40xB73	R	1	FALSE	FALSE
SRR8043367	leaf	Oh43xB73	L	2	FALSE	FALSE
SRR8043368	leaf	NKS8326xMo17	L	2	FALSE	FALSE
SRR8043369	leaf	PHJ40xMo17	L	2	TRUE	FALSE
SRR8043370	leaf	LH123HTxB73	E	2	FALSE	FALSE
SRR8043371	leaf	PHG35xMo17	E	1	FALSE	FALSE
SRR8043372	leaf	PHJ40xB73	E	1	FALSE	FALSE
SRR8043373	leaf	PHJ40xMo17	E	1	FALSE	FALSE
SRR8043374	leaf	DKFAPWxMo17	I	1	FALSE	FALSE
SRR8043375	leaf	LH93xMo17	E	1	FALSE	FALSE
SRR8043376	leaf	LH93xB73	E	1	FALSE	FALSE
SRR8043377	leaf	LH93xPH207	E	1	FALSE	FALSE
SRR8043378	leaf	H99xB73	R	2	FALSE	FALSE
SRR8043379	leaf	LH156xB73	E_T2	1	FALSE	FALSE
SRR8043380	leaf	Mo17xB73	E_T2	1	FALSE	FALSE
SRR8043381	leaf	Mo17xB73	E	2	FALSE	FALSE
SRR8043382	leaf	LH85xPH207	E	2	FALSE	FALSE
SRR8043383	leaf	LH93xMo17	E	2	TRUE	FALSE
SRR8043384	leaf	DKFAPWxMo17	R	2	FALSE	FALSE
SRR8043385	leaf	H99xMo17	R	2	FALSE	FALSE
SRR8043386	leaf	Mo45xB73	E	2	TRUE	FALSE
SRR8043387	leaf	PHG50xMo17	R	1	TRUE	FALSE
SRR8043388	leaf	PHG50xB73	R	2	TRUE	FALSE
SRR8043389	leaf	Mo17xPHG29	R	1	FALSE	FALSE
SRR8043390	leaf	Mo17xPH207	R	1	FALSE	FALSE
SRR8043391	leaf	B84xPH207	E	1	TRUE	FALSE
SRR8043392	leaf	CR1HTxB73	E	1	TRUE	FALSE
SRR8043393	leaf	CR1HTxMo17	E	2	TRUE	FALSE
SRR8043394	leaf	Mo17xOh43	R	1	FALSE	FALSE
SRR8043395	leaf	LH156xMo17	R_T2	1	TRUE	FALSE
SRR8043396	leaf	B73xMo17	E	1	TRUE	FALSE
SRR8043397	leaf	LH123HTxPH207	E	1	TRUE	FALSE
SRR8043398	leaf	LH93xB73	E	2	TRUE	FALSE
SRR8043399	leaf	DKFAPWxB73	I	1	TRUE	FALSE
SRR8043400	leaf	PHG83xB73	E	1	FALSE	FALSE
SRR8043401	leaf	LH93xPH207	E	2	TRUE	FALSE
SRR8043402	leaf	Mo45xPH207	E	2	TRUE	FALSE
SRR8043403	leaf	PHG39xMo17	I	2	TRUE	FALSE
SRR8043404	leaf	PH207xB73	I	2	TRUE	FALSE
SRR8043405	leaf	LH93xB73	S	1	FALSE	FALSE
SRR8043406	leaf	Mo44xB73	S	2	FALSE	FALSE
SRR8043407	leaf	Mo45xB73	S	2	FALSE	FALSE
SRR8043408	leaf	LH93xMo17	S	1	FALSE	FALSE
SRR8043409	leaf	B84xMo17	S	2	TRUE	FALSE
SRR8043410	leaf	PHG50xMo17	I	2	TRUE	FALSE
SRR8043411	leaf	Mo17xPH207	S	1	FALSE	FALSE
SRR8043412	leaf	Mo17xB73	S	1	FALSE	FALSE
SRR8043413	leaf	Ny821xMo17	E	2	TRUE	FALSE
SRR8043414	leaf	MoGxMo17	E	2	TRUE	FALSE
SRR8043415	leaf	W64AxMo17	E	1	TRUE	FALSE
SRR8043416	leaf	B84xB73	I	1	TRUE	FALSE
SRR8043417	leaf	B84xMo17	I	1	TRUE	FALSE
SRR8043418	leaf	PHJ40xB73	E	2	TRUE	FALSE
SRR8043419	leaf	PHJ40xMo17	E	2	TRUE	FALSE
SRR8043420	leaf	Mo17xPH207	E	2	TRUE	FALSE
SRR8043421	leaf	W64AxB73	E	1	TRUE	FALSE
SRR8043422	leaf	MoGxB73	I	2	TRUE	FALSE
SRR8043423	leaf	PHG39xB73	E	1	TRUE	FALSE
SRR8043424	leaf	DKFAPWxB73	S	2	FALSE	FALSE
SRR8043425	leaf	H99xB73	S	2	FALSE	FALSE
SRR8043426	leaf	PHG39xMo17	E	2	TRUE	FALSE
SRR8043427	leaf	Mo17xB73	E_T2	2	TRUE	FALSE
SRR8043428	leaf	PHN11xMo17	R	2	FALSE	FALSE
SRR8043429	leaf	LH156xB73	E	2	TRUE	FALSE
SRR8043430	leaf	NKH8431xPH207	E	2	FALSE	FALSE
SRR8043431	leaf	LH123HTxB73	L	2	FALSE	FALSE
SRR8043432	leaf	PHN11xB73	S	1	FALSE	FALSE
SRR8043433	leaf	PH207xMo17	E	2	FALSE	FALSE
SRR8043434	leaf	PHG47xB73	S	1	FALSE	FALSE
SRR8043435	leaf	B84xB73	L	1	FALSE	FALSE
SRR8043436	leaf	DKFAPWxMo17	L	2	FALSE	FALSE
SRR8043437	leaf	W64AxMo17	R	1	FALSE	FALSE
SRR8043438	leaf	PHG35xPH207	E	2	TRUE	FALSE
SRR8043439	leaf	PHG50xB73	E	2	FALSE	FALSE
SRR8043440	leaf	Mo17xB73	R	1	FALSE	FALSE
SRR8043441	leaf	LH156xMo17	R_T2	2	FALSE	FALSE
SRR8043442	leaf	LH123HTxPH207	E	2	FALSE	FALSE
SRR8043443	leaf	LH85xB73	I	2	FALSE	FALSE
SRR8043444	leaf	PHG50xMo17	S	2	FALSE	FALSE
SRR8043445	leaf	PHG39xPH207	E	2	FALSE	FALSE
SRR8043446	leaf	LH123HTxMo17	S	2	FALSE	FALSE
SRR8043447	leaf	MoGxB73	E	2	FALSE	FALSE
SRR8043448	leaf	PHG47xB73	L_T2	2	TRUE	FALSE
SRR8043449	leaf	LH123HTxMo17	R	2	FALSE	FALSE
SRR8043450	leaf	LH85xB73	E	2	TRUE	FALSE
SRR8043451	leaf	LH145xB73	R	2	FALSE	FALSE
SRR8043452	leaf	Mo17xPH207	S	2	TRUE	FALSE
SRR8043453	leaf	Mo17xB73	S	2	TRUE	FALSE
SRR8043454	leaf	LH93xMo17	S	2	TRUE	FALSE
SRR8043455	leaf	LH145xB73	S	2	TRUE	FALSE
SRR8043456	leaf	LH123HTxB73	S	2	TRUE	FALSE
SRR8043457	leaf	LH93xB73	S	2	TRUE	FALSE
SRR8043458	leaf	LH85xB73	S	2	TRUE	FALSE
SRR8043459	leaf	LH156xMo17	S	2	TRUE	FALSE
SRR8043460	leaf	PHG47xMo17	L	1	FALSE	FALSE
SRR8043461	leaf	PHG39xMo17	L	1	FALSE	FALSE
SRR8043462	leaf	B84xPH207	E	2	FALSE	FALSE
SRR8043463	leaf	CR1HTxB73	E	2	FALSE	FALSE
SRR8043464	leaf	LH156xMo17	R	2	FALSE	FALSE
SRR8043465	leaf	LH85xMo17	E	2	TRUE	FALSE
SRR8043466	leaf	W64AxMo17	L_T2	2	FALSE	FALSE
SRR8043467	leaf	B84xMo17	E	2	FALSE	FALSE
SRR8043468	leaf	PHG50xB73	L	2	FALSE	FALSE
SRR8043469	leaf	PHG39xB73	L	1	FALSE	FALSE
SRR8043470	leaf	PH207xB73	R	1	TRUE	FALSE
SRR8043471	leaf	PHG35xB73	R	2	TRUE	FALSE
SRR8043472	leaf	PHG29xB73	R	2	TRUE	FALSE
SRR8043473	leaf	PHB47xMo17	R	2	TRUE	FALSE
SRR8043474	leaf	NKS8326xB73	R	1	TRUE	FALSE
SRR8043475	leaf	Oh43xB73	R	2	TRUE	FALSE
SRR8043476	leaf	NKS8326xMo17	R	2	TRUE	FALSE
SRR8043477	leaf	PHB47xB73	R	2	TRUE	FALSE
SRR8043478	leaf	PHG39xMo17	R	2	TRUE	FALSE
SRR8043479	leaf	PHG39xB73	R	2	TRUE	FALSE
SRR8043480	leaf	Mo44xMo17	R	1	TRUE	FALSE
SRR8043481	leaf	Mo17xB73	R	2	TRUE	FALSE
SRR8043482	leaf	LH93xMo17	R	2	TRUE	FALSE
SRR8043483	leaf	Mo17xPHG29	R	2	TRUE	FALSE
SRR8043484	leaf	Mo17xOh43	R	2	TRUE	FALSE
SRR8043485	leaf	Mo17xPH207	R	2	TRUE	FALSE
SRR8043486	leaf	LH156xMo17	I_T2	2	FALSE	FALSE
SRR8043487	leaf	LH156xB73	R	2	TRUE	FALSE
SRR8043488	leaf	Q381xB73	E_T2	2	FALSE	FALSE
SRR8043489	leaf	LH85xB73	R	2	TRUE	FALSE
SRR8043490	leaf	PHG50xMo17	L	1	TRUE	FALSE
SRR8043491	leaf	PHG72xB73	L	2	TRUE	FALSE
SRR8043492	leaf	LH93xB73	L	1	FALSE	FALSE
SRR8043493	leaf	B73xMo17	E	2	FALSE	FALSE
SRR8043494	leaf	PHJ40xB73	L	2	TRUE	FALSE
SRR8043495	leaf	NKS8326xB73	S	2	TRUE	FALSE
SRR8043496	leaf	LH93xMo17	L	1	FALSE	FALSE
SRR8043497	leaf	NKS8326xB73	R	2	FALSE	FALSE
SRR8043498	leaf	PHG50xB73	I	1	FALSE	FALSE
SRR8043499	leaf	PHG35xB73	I	2	FALSE	FALSE
SRR8043500	leaf	LH85xB73	L	2	FALSE	FALSE
SRR8043501	leaf	Mo44xB73	I	2	TRUE	FALSE
SRR8043502	leaf	LH93xMo17	I	2	TRUE	FALSE
SRR8043503	leaf	W64AxB73	S	2	TRUE	FALSE
SRR8043504	leaf	Mo17xOh43	I	2	TRUE	FALSE
SRR8043505	leaf	PHN11xB73	S	2	TRUE	FALSE
SRR8043506	leaf	PHG39xB73	S	2	TRUE	FALSE
SRR8043507	leaf	PHG47xB73	I	2	FALSE	FALSE
SRR8043508	leaf	PHG47xMo17	I	1	FALSE	FALSE
SRR8043509	leaf	Oh43xB73	S	2	TRUE	FALSE
SRR8043510	leaf	Mo45xMo17	S	1	TRUE	FALSE
SRR8043511	leaf	PHJ40xMo17	S	2	TRUE	FALSE
SRR8043512	leaf	Q381xB73	R	1	TRUE	FALSE
SRR8043513	leaf	PHW65xMo17	R	2	TRUE	FALSE
SRR8043514	leaf	B84xB73	L	2	TRUE	FALSE
SRR8043515	leaf	DKFAPWxB73	L	2	TRUE	FALSE
SRR8043516	leaf	PHG47xMo17	I	2	TRUE	FALSE
SRR8043517	leaf	B84xMo17	L	2	TRUE	FALSE
SRR8043518	leaf	PHG72xB73	I	1	TRUE	FALSE
SRR8043519	leaf	PHG50xB73	I	2	TRUE	FALSE
SRR8043520	leaf	Mo45xB73	I	2	FALSE	FALSE
SRR8043521	leaf	PHG39xB73	I	2	TRUE	FALSE
SRR8043522	leaf	PHN11xB73	L	2	TRUE	FALSE
SRR8043523	leaf	NC230xMo17	E	2	TRUE	FALSE
SRR8043524	leaf	PHG39xB73	L	2	TRUE	FALSE
SRR8043525	leaf	NKS8326xB73	L	2	TRUE	FALSE
SRR8043526	leaf	PHB47xMo17	L	2	TRUE	FALSE
SRR8043527	leaf	PHB47xB73	L	2	TRUE	FALSE
SRR8043528	leaf	PHG47xMo17	L	2	TRUE	FALSE
SRR8043529	leaf	PHG39xMo17	L	2	TRUE	FALSE
SRR8043530	leaf	PHG50xMo17	R	2	FALSE	FALSE
SRR8043531	leaf	PHG35xMo17	L	2	TRUE	FALSE
SRR8043532	leaf	PHG35xB73	L	2	TRUE	FALSE
SRR8043533	leaf	PHG29xB73	L	2	TRUE	FALSE
SRR8043534	leaf	PHN11xB73	E	2	TRUE	FALSE
SRR8043535	leaf	PHG83xPH207	E	2	TRUE	FALSE
SRR8043536	leaf	Mo45xB73	R	2	TRUE	FALSE
SRR8043537	leaf	Mo44xB73	R	2	TRUE	FALSE
SRR8043538	leaf	LH145xB73	E	2	TRUE	FALSE
SRR8043539	leaf	PHW65xB73	L	2	FALSE	FALSE
SRR8043540	leaf	DKFAPWxMo17	E	2	FALSE	FALSE
SRR8043541	leaf	H99xB73	E	2	FALSE	FALSE
SRR8043542	leaf	H99xPH207	E	2	FALSE	FALSE
SRR8043543	leaf	Mo17xPHG29	I	2	TRUE	FALSE
SRR8043544	leaf	H99xMo17	E	2	FALSE	FALSE
SRR8043545	leaf	Mo44xMo17	L_T2	2	FALSE	FALSE
SRR8043546	leaf	NKH8431xB73	R	2	TRUE	FALSE
SRR8043547	leaf	Mo45xMo17	R	2	TRUE	FALSE
SRR8043548	leaf	Q381xB73	R	2	FALSE	FALSE
SRR8043549	leaf	PHG47xB73	R	2	TRUE	FALSE
SRR8043550	leaf	PHG72xB73	R	2	TRUE	FALSE
SRR8043551	leaf	PHJ40xB73	R	2	TRUE	FALSE
SRR8043552	leaf	NKH8431xMo17	E	2	FALSE	FALSE
SRR8043553	leaf	PHJ40xMo17	R	1	TRUE	FALSE
SRR8043554	leaf	PHN11xB73	R	1	TRUE	FALSE
SRR8043555	leaf	PHW65xB73	R	2	TRUE	FALSE
SRR8043556	leaf	PHG35xMo17	S	2	FALSE	FALSE
SRR8043557	leaf	W64AxB73	R	2	TRUE	FALSE
SRR8043558	leaf	Mo44xMo17	L	2	FALSE	FALSE
SRR8043559	leaf	Mo17xPHG29	L	2	TRUE	FALSE
SRR8043560	leaf	Mo17xPHG29	S	2	FALSE	FALSE
SRR8043561	leaf	Mo17xOh43	S	2	FALSE	FALSE
SRR8043562	leaf	W64AxMo17	R	2	TRUE	FALSE
SRR8043563	leaf	PHB47xB73	E	1	TRUE	FALSE
SRR8043564	leaf	PHG47xB73	L	2	FALSE	FALSE
SRR8043565	leaf	LH123HTxMo17	L	2	FALSE	FALSE
SRR8043566	leaf	Mo17xB73	I	2	TRUE	FALSE
SRR8043567	leaf	LH93xB73	I	2	TRUE	FALSE
SRR8043568	leaf	LH156xB73	E_T2	2	TRUE	FALSE
SRR8043569	leaf	PHN11xB73	R	2	FALSE	FALSE
SRR8043570	leaf	DKFAPWxMo17	I	2	TRUE	FALSE
SRR8043571	leaf	Mo44xMo17	R	2	FALSE	FALSE
SRR8043572	leaf	Q381xB73	E	2	TRUE	FALSE
SRR8043573	leaf	LH145xB73	L	2	FALSE	FALSE
SRR8043574	leaf	PHG47xPH207	E	1	TRUE	FALSE
SRR8043575	leaf	PHG47xMo17	E	1	TRUE	FALSE
SRR8043576	leaf	Mo17xOh43	L	1	FALSE	FALSE
SRR8043577	leaf	Mo17xPH207	L	1	FALSE	FALSE
SRR8043578	leaf	PHG35xMo17	E	2	TRUE	FALSE
SRR8043579	leaf	PHG29xPH207	E	2	TRUE	FALSE
SRR8043580	leaf	PHG29xMo17	E	2	TRUE	FALSE
SRR8043581	leaf	PHG83xB73	E	2	TRUE	FALSE
SRR8043582	leaf	PHG72xPH207	E	1	TRUE	FALSE
SRR8043583	leaf	PHG72xMo17	E	1	TRUE	FALSE
SRR8043584	leaf	PHG72xB73	E	2	TRUE	FALSE
SRR8043585	leaf	PHG50xPH207	E	2	TRUE	FALSE
SRR8043586	leaf	PHG47xPH207	E	2	FALSE	FALSE
SRR8043587	leaf	B84xB73	E	2	TRUE	FALSE
SRR8043588	leaf	PHG47xB73	E	2	FALSE	FALSE
SRR8043589	leaf	PHN11xMo17	I	1	FALSE	FALSE
SRR8043590	leaf	LH123HTxB73	I	1	FALSE	FALSE
SRR8043591	leaf	MoGxB73	S	2	FALSE	FALSE
SRR8043592	leaf	LH156xB73	I	1	FALSE	FALSE
SRR8043593	leaf	NKH8431xB73	S	2	FALSE	FALSE
SRR8043594	leaf	Mo45xMo17	S	2	FALSE	FALSE
SRR8043595	leaf	PHW65xMo17	E	2	FALSE	FALSE
SRR8043596	leaf	PHN11xPH207	E	2	FALSE	FALSE
SRR8043597	leaf	W64AxPH207	E	2	FALSE	FALSE
SRR8043598	leaf	PHW65xB73	E	2	FALSE	FALSE
SRR8043599	leaf	W64AxB73	E	2	FALSE	FALSE
SRR8043600	leaf	DKFAPWxB73	I	2	FALSE	FALSE
SRR8043601	leaf	LH145xB73	I	2	TRUE	FALSE
SRR8043602	leaf	PHG72xMo17	E	2	FALSE	FALSE
SRR8043603	leaf	W64AxMo17	E	2	FALSE	FALSE
SRR8043604	leaf	B84xB73	I	2	FALSE	FALSE
SRR8043605	leaf	LH123HTxMo17	I	2	FALSE	FALSE
SRR8043606	leaf	NKS8326xMo17	S	2	TRUE	FALSE
SRR8043607	leaf	H99xMo17	I	2	TRUE	FALSE
SRR8043608	leaf	PHG47xMo17	E	2	FALSE	FALSE
SRR8043609	leaf	B84xMo17	I	2	FALSE	FALSE
SRR8043610	leaf	Mo17xPH207	L	2	TRUE	FALSE
SRR8043611	leaf	PHJ40xMo17	R	2	FALSE	FALSE
SRR8043612	leaf	Mo17xOh43	L	2	TRUE	FALSE
SRR8043613	leaf	Mo17xB73	L	1	TRUE	FALSE
SRR8043614	leaf	Mo45xB73	L	2	TRUE	FALSE
SRR8043615	leaf	Mo44xB73	L	2	TRUE	FALSE
SRR8043616	leaf	LH93xB73	L	2	TRUE	FALSE
SRR8043617	leaf	LH93xMo17	L	2	TRUE	FALSE
SRR8043618	leaf	Mo44xMo17	I	2	FALSE	FALSE
SRR8043619	leaf	PH207xB73	R	2	FALSE	FALSE
SRR8043620	leaf	PH207xB73	S	2	TRUE	FALSE
SRR8043621	leaf	PHB47xB73	S	2	TRUE	FALSE
SRR8043622	leaf	PHW65xB73	S	2	FALSE	FALSE
