SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR445244	ear	B73		1	TRUE
SRR445245	root	B73		1	TRUE
SRR445382	shoot	B73		1	TRUE
SRR445383	tassel	B73		1	TRUE
SRR445384	ear	B97		1	TRUE
SRR445385	root	B97		1	TRUE
SRR445386	shoot	B97		1	TRUE
SRR445387	tassel	B97		1	TRUE
SRR445388	ear	CML103		1	TRUE
SRR445389	root	CML103		1	TRUE
SRR445390	shoot	CML103		1	TRUE
SRR445391	tassel	CML103		1	TRUE
SRR445392	ear	CML228		1	TRUE
SRR445393	root	CML228		1	TRUE
SRR445394	shoot	CML228		1	TRUE
SRR445395	tassel	CML228		1	TRUE
SRR445396	ear	CML277		1	TRUE
SRR445397	ear	CML247		1	TRUE
SRR445398	root	CML247		1	TRUE
SRR445399	shoot	CML247		1	TRUE
SRR445400	tassel	CML247		1	TRUE
SRR445401	root	CML277		1	TRUE
SRR445402	shoot	CML277		1	TRUE
SRR445403	tassel	CML277		1	TRUE
SRR445404	ear	CML322		1	TRUE
SRR445405	root	CML322		1	TRUE
SRR445406	shoot	CML322		1	TRUE
SRR445407	tassel	CML322		1	TRUE
SRR445408	ear	CML333		1	TRUE
SRR445409	root	CML333		1	TRUE
SRR445410	shoot	CML333		1	TRUE
SRR445411	tassel	CML333		1	TRUE
SRR445412	ear	CML52		1	TRUE
SRR445413	root	CML52		1	TRUE
SRR445414	shoot	CML52		1	TRUE
SRR445415	tassel	CML52		1	TRUE
SRR445416	tassel	CML69		1	TRUE
SRR445417	root	CML69		1	TRUE
SRR445418	shoot	CML69		1	TRUE
SRR445419	tassel	CML69		1	TRUE
SRR445420	ear	Hp301		1	TRUE
SRR445421	root	Hp301		1	TRUE
SRR445422	shoot	Hp301		1	TRUE
SRR445423	tassel	Hp301		1	TRUE
SRR445424	ear	IL14H		1	TRUE
SRR445425	root	IL14H		1	TRUE
SRR445426	shoot	IL14H		1	TRUE
SRR445427	tassel	IL14H		1	TRUE
SRR445428	ear	Ki11		1	TRUE
SRR445429	root	Ki11		1	TRUE
SRR445431	shoot	Ki11		1	TRUE
SRR445432	tassel	Ki11		1	TRUE
SRR445433	ear	Ki3		1	TRUE
SRR445434	root	Ki3		1	TRUE
SRR445435	shoot	Ki3		1	TRUE
SRR445440	tassel	Ki3		1	TRUE
SRR445448	ear	Ky21		1	TRUE
SRR445452	root	Ky21		1	TRUE
SRR445457	shoot	Ky21		1	TRUE
SRR445462	tassel	Ky21		1	TRUE
SRR445530	ear	M162W		1	TRUE
SRR445531	root	M162W		1	TRUE
SRR445532	shoot	M162W		1	TRUE
SRR445533	tassel	M162W		1	TRUE
SRR445534	ear	M37W		1	TRUE
SRR445583	root	M37W		1	TRUE
SRR445600	shoot	M37W		1	TRUE
SRR445601	tassel	M37W		2	TRUE
SRR445614	ear	Mo17		1	TRUE
SRR445616	root	Mo17		1	TRUE
SRR445617	shoot	Mo17		1	TRUE
SRR445618	tassel	Mo17		1	TRUE
SRR445619	ear	Mo18W		1	TRUE
SRR445620	root	Mo18W		1	TRUE
SRR445621	shoot	Mo18W		1	TRUE
SRR445622	tassel	Mo18W		1	TRUE
SRR445623	ear	Ms71		1	TRUE
SRR445624	root	Ms71		1	TRUE
SRR445625	shoot	Ms71		1	TRUE
SRR445626	ear	NC350		1	TRUE
SRR445627	root	NC350		1	TRUE
SRR445628	shoot	NC350		1	TRUE
SRR445629	tassel	NC350		1	TRUE
SRR445631	ear	NC358		1	TRUE
SRR445632	root	NC358		1	TRUE
SRR445636	shoot	NC358		1	TRUE
SRR445637	tassel	NC358		1	TRUE
SRR445638	ear	Oh43		1	TRUE
SRR445639	root	Oh43		1	TRUE
SRR445640	shoot	Oh43		1	TRUE
SRR445641	tassel	Oh43		1	TRUE
SRR445642	ear	Oh7B		1	TRUE
SRR445643	root	Oh7B		1	TRUE
SRR445644	shoot	Oh7B		1	TRUE
SRR445645	tassel	Oh7B		1	TRUE
SRR445646	ear	P39		1	TRUE
SRR445647	root	P39		1	TRUE
SRR445648	shoot	P39		1	TRUE
SRR445649	tassel	P39		1	TRUE
SRR445650	ear	Tx303		1	TRUE
SRR445651	root	Tx303		1	TRUE
SRR445652	shoot	Tx303		1	TRUE
SRR445653	tassel	Tx303		1	TRUE
SRR445654	ear	Tzi8		1	TRUE
SRR445655	root	Tzi8		1	TRUE
SRR445656	shoot	Tzi8		1	TRUE
SRR445657	tassel	Tzi8		1	TRUE
SRR424649	SAM	B73		1	FALSE
SRR424650	SAM	B73		2	FALSE
SRR424651	SAM	B97		1	FALSE
SRR424652	SAM	B97		2	FALSE
SRR424653	SAM	CML103		1	FALSE
SRR424654	SAM	CML103		2	FALSE
SRR424655	SAM	CML228		1	FALSE
SRR424656	SAM	CML228		2	FALSE
SRR424657	SAM	CML247		1	FALSE
SRR424658	SAM	CML247		2	FALSE
SRR424659	SAM	CML277		1	FALSE
SRR424660	SAM	CML277		2	FALSE
SRR424661	SAM	CML322		1	FALSE
SRR424662	SAM	CML322		2	FALSE
SRR424663	SAM	CML333		1	FALSE
SRR424664	SAM	CML333		2	FALSE
SRR424665	SAM	CML52		1	FALSE
SRR424666	SAM	CML52		2	FALSE
SRR424667	SAM	CML69		1	FALSE
SRR424668	SAM	CML69		2	FALSE
SRR426781	SAM	Hp301		1	FALSE
SRR426782	SAM	Hp301		2	FALSE
SRR426783	SAM	IL14H		1	FALSE
SRR426784	SAM	IL14H		2	FALSE
SRR426785	SAM	Ki11		1	FALSE
SRR426786	SAM	Ki11		2	FALSE
SRR426787	SAM	Ki3		1	FALSE
SRR426788	SAM	Ki3		2	FALSE
SRR426789	SAM	Ky21		1	FALSE
SRR426790	SAM	Ky21		2	FALSE
SRR426791	SAM	M162W		1	FALSE
SRR426792	SAM	M162W		2	FALSE
SRR426793	SAM	M37W		1	FALSE
SRR426798	SAM	Mo17		2	FALSE
SRR426813	SAM	Mo17		1	FALSE
SRR426814	SAM	M37W		2	FALSE
SRR426815	SAM	Mo18W		1	FALSE
SRR426816	SAM	Mo18W		2	FALSE
SRR426817	SAM	Ms71		1	FALSE
SRR426818	SAM	Ms71		2	FALSE
SRR426819	SAM	NC350		1	FALSE
SRR426820	SAM	NC350		2	FALSE
SRR426821	SAM	NC358		1	FALSE
SRR426822	SAM	NC358		2	FALSE
SRR426823	SAM	Oh43		1	FALSE
SRR426824	SAM	Oh43		2	FALSE
SRR426825	SAM	Oh7B		1	FALSE
SRR426826	SAM	Oh7B		2	FALSE
SRR426827	SAM	P39		1	FALSE
SRR426828	SAM	P39		2	FALSE
SRR426829	SAM	Tx303		1	FALSE
SRR426830	SAM	Tx303		2	FALSE
SRR426831	SAM	Tzi8		1	FALSE
SRR426832	SAM	Tzi8		2	FALSE
