SampleID	Tissue	Genotype	Treatment	Replicate	paired
set01	endosperm	B73xW22	B73xW22	1	TRUE
set02	endosperm	B73xW22	B73xW22	2	TRUE
set03	endosperm	B73xW22	B73xW22	3	TRUE
set04	endosperm	B73xW22	B73xW22	4	TRUE
set05	endosperm	B73xW22	B73xW22	5	TRUE
set06	endosperm	B73xW22	B73xW22	6	TRUE
set07	endosperm	B73xW22	B73xW22_mre1	1	TRUE
set08	endosperm	B73xW22	B73xW22_mre1	2	TRUE
set09	endosperm	B73xW22	B73xW22_mre1	3	TRUE
set10	endosperm	B73xW22	B73xW22_mre1	4	TRUE
set11	endosperm	B73xW22	B73xW22_mre1	5	TRUE
set12	endosperm	B73xW22	B73xW22_mre1	6	TRUE
set13	embryo	B73xW22	B73xW22	1	TRUE
set14	embryo	B73xW22	B73xW22	2	TRUE
set15	embryo	B73xW22	B73xW22	3	TRUE
set16	embryo	B73xW22	B73xW22	4	TRUE
set17	embryo	B73xW22	B73xW22	5	TRUE
set18	embryo	B73xW22	B73xW22	6	TRUE
set19	embryo	B73xW22	B73xW22_mre1	1	TRUE
set20	embryo	B73xW22	B73xW22_mre1	2	TRUE
set21	embryo	B73xW22	B73xW22_mre1	3	TRUE
set22	embryo	B73xW22	B73xW22_mre1	4	TRUE
set23	embryo	B73xW22	B73xW22_mre1	5	TRUE
set24	embryo	B73xW22	B73xW22_mre1	6	TRUE
set31	endosperm	B73xW22	B73xW22	7	FALSE
set32	endosperm	B73xW22	B73xW22_mre21	1	FALSE
set33	endosperm	B73xW22	B73xW22	8	FALSE
set34	endosperm	B73xW22	B73xW22_mre21	2	FALSE
set35	endosperm	B73xW22	B73xW22	9	FALSE
set36	endosperm	B73xW22	B73xW22_mre21	3	FALSE
set37	endosperm	B73xW22	B73xW22	10	FALSE
set38	endosperm	B73xW22	B73xW22_mre21	4	FALSE
set39	endosperm	B73xW22	B73xW22	11	FALSE
set40	endosperm	B73xW22	B73xW22_mre217	1	FALSE
set41	endosperm	B73xW22	B73xW22	12	FALSE
set42	endosperm	B73xW22	B73xW22_mre217	2	FALSE
set43	endosperm	B73xW22	B73xW22	13	FALSE
set44	endosperm	B73xW22	B73xW22_mre217	3	FALSE
set45	endosperm	B73xW22	B73xW22	14	FALSE
set46	endosperm	B73xW22	B73xW22_mre217	4	FALSE
