SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR5909624	GRoot	A556		1	FALSE	6137696	86
SRR5909625	L3Base	A556		1	FALSE	3153978	86
SRR5909626	LMAD	CI21E		1	FALSE	4798163	85
SRR5909627	LMAN	CI21E		1	FALSE	5143929	86
SRR5909628	L3Tip	B73Htrhm		1	FALSE	4864783	86
SRR5909629	Kern	B73Htrhm		1	FALSE	4491561	90
SRR5909630	Kern	CI187-2		1	FALSE	5817228	90
SRR5909631	L3Tip	CI187-2		1	FALSE	3875082	90
SRR5909632	Kern	B73		1	FALSE	5438858	90
SRR5909633	LMAN	B73		1	FALSE	6912093	85
SRR5909634	L3Base	B105		1	FALSE	4871196	86
SRR5909635	LMAN	B64		1	FALSE	5925438	86
SRR5909636	Kern	B105		1	FALSE	3146566	90
SRR5909637	L3Tip	B105		1	FALSE	4591297	86
SRR5909638	GShoot	B109		1	FALSE	4814364	86
SRR5909639	LMAN	B109		1	FALSE	5332357	86
SRR5909640	L3Base	B109		1	FALSE	6689828	86
SRR5909641	GRoot	B109		1	FALSE	6071813	86
SRR5909642	LMAN	B14A		1	FALSE	2926619	86
SRR5909643	L3Tip	B109		1	FALSE	9282519	86
SRR5909644	L3Base	B52		1	FALSE	5118143	86
SRR5909645	LMAN	B57		1	FALSE	8993359	86
SRR5909646	GShoot	B57		1	FALSE	5004263	86
SRR5909647	GRoot	B57		1	FALSE	1650589	86
SRR5909648	L3Base	B57		1	FALSE	5251109	86
SRR5909649	L3Tip	B57		1	FALSE	7583040	86
SRR5909650	L3Tip	B77		1	FALSE	9257014	86
SRR5909651	GRoot	B77		1	FALSE	3539026	86
SRR5909652	GShoot	B77		1	FALSE	5236727	86
SRR5909653	LMAD	B77		1	FALSE	3015729	85
SRR5909654	GShoot	B79		1	FALSE	4483432	86
SRR5909655	LMAN	B79		1	FALSE	5461316	86
SRR5909656	Kern	B77		1	FALSE	4848197	90
SRR5909657	L3Base	B77		1	FALSE	5332848	86
SRR5909659	L3Base	CI187-2		1	FALSE	4707801	90
SRR5909660	L3Base	B79		1	FALSE	7866024	86
SRR5909661	GRoot	B79		1	FALSE	1499157	86
SRR5909662	Kern	CH9		1	FALSE	8282851	90
SRR5909663	L3Tip	CH9		1	FALSE	6450196	86
SRR5909664	GShoot	CI187-2		1	FALSE	9113468	86
SRR5909665	LMAN	CI187-2		1	FALSE	5072597	85
SRR5909666	GRoot	A661		1	FALSE	5308429	86
SRR5909667	L3Base	A661		1	FALSE	7043050	86
SRR5909668	L3Tip	A661		1	FALSE	5716907	86
SRR5909669	Kern	A661		1	FALSE	5219318	90
SRR5909670	Kern	A659		1	FALSE	7266935	90
SRR5909671	LMAD	A661		1	FALSE	5984377	86
SRR5909672	LMAN	A661		1	FALSE	3837263	86
SRR5909673	GShoot	A661		1	FALSE	3706760	86
SRR5909674	L3Tip	B73		1	FALSE	6964409	86
SRR5909675	L3Tip	B73		2	FALSE	6125087	86
SRR5909676	L3Tip	B73		3	FALSE	4688743	86
SRR5909677	L3Tip	B73		4	FALSE	3207317	86
SRR5909678	LMAD	A679		1	FALSE	6249121	86
SRR5909679	LMAN	A679		1	FALSE	4681155	86
SRR5909680	L3Tip	B73		5	FALSE	6862191	86
SRR5909681	L3Tip	B73		6	FALSE	3010657	86
SRR5909682	L3Base	B37		1	FALSE	6502970	86
SRR5909683	L3Tip	B37		1	FALSE	5071077	86
SRR5909684	L3Tip	B2		1	FALSE	1854671	86
SRR5909685	L3Base	B2		1	FALSE	2552846	86
SRR5909686	GShoot	B2		1	FALSE	7372110	86
SRR5909687	LMAN	B2		1	FALSE	9962940	86
SRR5909688	GRoot	B37		1	FALSE	5865535	86
SRR5909689	GShoot	B37		1	FALSE	5042167	86
SRR5909690	LMAN	B37		1	FALSE	7341115	86
SRR5909691	Kern	B2		1	FALSE	4583858	90
SRR5909692	GShoot	4226		1	FALSE	10898114	86
SRR5909693	GRoot	4226		1	FALSE	1750117	86
SRR5909694	L3Base	4226		1	FALSE	4329387	90
SRR5909696	Kern	38-11		1	FALSE	3392042	90
SRR5909697	Kern	38-11		2	FALSE	6004983	90
SRR5909698	LMAN	4226		1	FALSE	7863706	86
SRR5909699	LMAD	4226		1	FALSE	5278161	85
SRR5909700	L3Tip	4226		1	FALSE	3586296	90
SRR5909701	Kern	4226		1	FALSE	5272706	90
SRR5909702	Kern	B73		2	FALSE	5393136	90
SRR5909703	Kern	B73		3	FALSE	6296727	90
SRR5909704	Kern	B73		4	FALSE	6693182	90
SRR5909705	Kern	B73		5	FALSE	4746072	90
SRR5909706	L3Base	B73		1	FALSE	6413092	86
SRR5909707	L3Base	B73		2	FALSE	4450288	86
SRR5909708	L3Base	B73		3	FALSE	5871623	86
SRR5909709	L3Base	B73		4	FALSE	3885327	86
SRR5909710	L3Tip	B73		7	FALSE	5668631	86
SRR5909711	L3Tip	B73		8	FALSE	4696498	86
SRR5909712	Kern	B73		6	FALSE	4985310	90
SRR5909713	LMAD	CI66		1	FALSE	6314383	86
SRR5909714	L3Tip	CI64		1	FALSE	4096244	86
SRR5909715	GShoot	CI66		1	FALSE	4385513	86
SRR5909716	LMAN	CI66		1	FALSE	9488105	86
SRR5909717	L3Tip	CI66		1	FALSE	7356510	86
SRR5909718	GRoot	CI66		1	FALSE	4970073	86
SRR5909719	Kern	CI66		1	FALSE	5536755	90
SRR5909720	L3Base	CI66		1	FALSE	8025263	86
SRR5909721	LMAD	CM105		1	FALSE	5152498	86
SRR5909722	Kern	CI66		2	FALSE	7828928	90
SRR5909723	L3Tip	A680		1	FALSE	3962283	86
SRR5909724	L3Tip	B73		9	FALSE	6672684	86
SRR5909725	L3Tip	B73		10	FALSE	5018862	86
SRR5909726	LMAN	B105		1	FALSE	5547921	86
SRR5909727	GShoot	B105		1	FALSE	6053722	86
SRR5909728	GShoot	B103		1	FALSE	5069949	86
SRR5909729	GRoot	B103		1	FALSE	5721840	86
SRR5909730	L3Base	B103		1	FALSE	5989784	86
SRR5909731	L3Tip	B103		1	FALSE	9533610	86
SRR5909732	LMAN	B104		1	FALSE	6575149	86
SRR5909733	GShoot	B104		1	FALSE	3536890	86
SRR5909734	GRoot	B104		1	FALSE	6390276	86
SRR5909735	Kern	B104		1	FALSE	4480916	90
SRR5909736	GShoot	B73		1	FALSE	4849107	86
SRR5909737	GShoot	B73		2	FALSE	4119745	86
SRR5909738	Kern	C49A		1	FALSE	7601702	90
SRR5909739	LMAN	CH701-30		1	FALSE	1963086	86
SRR5909740	GRoot	B73		1	FALSE	5484889	86
SRR5909741	GRoot	B73		2	FALSE	6087603	86
SRR5909742	GRoot	B73		3	FALSE	4671154	86
SRR5909743	GShoot	B73		3	FALSE	3805532	86
SRR5909744	LMAD	C49A		1	FALSE	8326746	86
SRR5909745	LMAN	C49A		1	FALSE	5789854	86
SRR5909746	GRoot	B73		4	FALSE	4039265	86
SRR5909747	Kern	C123		1	FALSE	6492133	90
SRR5909748	L3Base	C49A		1	FALSE	7932029	86
SRR5909749	L3Tip	C49A		1	FALSE	7742125	86
SRR5909750	GShoot	C49A		1	FALSE	5076123	86
SRR5909751	GRoot	C49A		1	FALSE	4977100	86
SRR5909752	LMAD	CI28A		1	FALSE	9254670	85
SRR5909753	LMAN	CI28A		1	FALSE	6382159	86
SRR5909754	GShoot	CI28A		1	FALSE	3713462	86
SRR5909755	GRoot	CI28A		1	FALSE	3556405	86
SRR5909756	GShoot	CI21E		1	FALSE	4503515	86
SRR5909757	L3Base	CI21E		1	FALSE	5367239	86
SRR5909758	L3Tip	CI21E		1	FALSE	9551124	86
SRR5909759	Kern	CI21E		1	FALSE	7240121	90
SRR5909760	L3Base	CI28A		1	FALSE	8598527	86
SRR5909761	L3Tip	CI28A		1	FALSE	10157349	86
SRR5909762	L3Base	B73		5	FALSE	3992691	86
SRR5909763	L3Base	B164		1	FALSE	6361229	86
SRR5909764	L3Tip	B164		1	FALSE	10871828	86
SRR5909765	L3Tip	B73		11	FALSE	5628174	86
SRR5909766	LMAD	A619		1	FALSE	6458688	86
SRR5909767	Kern	A6		1	FALSE	8808900	90
SRR5909768	GRoot	A6		1	FALSE	5081392	86
SRR5909769	GShoot	A6		1	FALSE	5152167	86
SRR5909770	L3Tip	A6		1	FALSE	6400470	86
SRR5909771	L3Base	A6		1	FALSE	3814547	86
SRR5909772	Kern	A556		1	FALSE	6619448	90
SRR5909773	L3Tip	A556		1	FALSE	6309433	86
SRR5909774	LMAN	A6		1	FALSE	5626608	86
SRR5909775	LMAD	A6		1	FALSE	8824804	86
SRR5909776	GRoot	CH9		1	FALSE	4011105	86
SRR5909777	L3Base	CH9		1	FALSE	8777895	86
SRR5909778	LMAN	B73		2	FALSE	5464492	86
SRR5909779	GShoot	B75		1	FALSE	4169665	86
SRR5909780	GRoot	CH701-30		1	FALSE	2004248	86
SRR5909781	L3Base	CH701-30		1	FALSE	4632257	86
SRR5909782	LMAN	B68		1	FALSE	8029882	86
SRR5909783	Kern	B64		1	FALSE	3284626	90
SRR5909784	Kern	B64		2	FALSE	7370691	90
SRR5909785	L3Tip	B64		1	FALSE	3849409	86
SRR5909786	L3Base	B64		1	FALSE	6183389	86
SRR5909787	GRoot	B64		1	FALSE	4150574	86
SRR5909788	LMAN	B73		3	FALSE	4835211	86
SRR5909789	LMAN	B77		1	FALSE	7782737	86
SRR5909790	GRoot	B76		1	FALSE	1563288	86
SRR5909791	L3Base	B76		1	FALSE	5539605	86
SRR5909792	LMAN	B76		1	FALSE	5795418	86
SRR5909793	GShoot	B76		1	FALSE	10144093	86
SRR5909794	Kern	B75		1	FALSE	5012999	90
SRR5909795	LMAD	B76		1	FALSE	6471790	86
SRR5909796	L3Tip	B75		1	FALSE	3974004	86
SRR5909797	GShoot	B68		1	FALSE	6092626	86
SRR5909798	GShoot	CM37		1	FALSE	4078679	86
SRR5909799	GRoot	CM37		1	FALSE	2879721	86
SRR5909800	LMAN	CM105		1	FALSE	4968311	86
SRR5909801	GShoot	CM105		1	FALSE	4081720	86
SRR5909802	GRoot	CM105		1	FALSE	2455235	86
SRR5909803	L3Base	CM105		1	FALSE	5473309	86
SRR5909804	L3Tip	CM105		1	FALSE	4724525	86
SRR5909805	Kern	CM105		1	FALSE	4707310	90
SRR5909806	LMAD	CM37		1	FALSE	6148700	86
SRR5909807	LMAN	CM37		1	FALSE	6005741	86
SRR5909808	L3Tip	A654		1	FALSE	6067047	86
