SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR5909809	L3Base	A654		1	FALSE	5072297	86
SRR5909810	GRoot	A654		1	FALSE	3774854	86
SRR5909811	GShoot	A654		1	FALSE	4213168	86
SRR5909812	GRoot	A659		1	FALSE	1545120	86
SRR5909813	LMAN	A659		1	FALSE	6926185	86
SRR5909814	LMAD	A659		1	FALSE	6163748	86
SRR5909815	Kern	A654		1	FALSE	7694283	90
SRR5909816	L3Base	A659		1	FALSE	6611032	86
SRR5909817	L3Tip	A659		1	FALSE	7348738	86
SRR5909818	LMAN	B75		1	FALSE	3809703	86
SRR5909819	L3Tip	4722		1	FALSE	5680922	86
SRR5909820	LMAN	4722		1	FALSE	13776794	86
SRR5909821	Kern	4722		1	FALSE	8528757	90
SRR5909822	L3Base	4722		1	FALSE	6711189	86
SRR5909823	LMAD	A188		1	FALSE	4939686	86
SRR5909824	GShoot	A188		1	FALSE	4001697	86
SRR5909825	L3Base	A188		1	FALSE	6718236	86
SRR5909826	LMAN	A188		1	FALSE	3667434	86
SRR5909827	Kern	A188		1	FALSE	5667746	90
SRR5909828	L3Tip	A188		1	FALSE	8107909	86
SRR5909829	L3Tip	B73		12	FALSE	4844247	86
SRR5909830	L3Tip	B73		13	FALSE	4355280	86
SRR5909831	L3Tip	B73		14	FALSE	4009507	86
SRR5909832	L3Tip	B73		15	FALSE	5123279	86
SRR5909833	L3Tip	B73		16	FALSE	4770669	86
SRR5909834	L3Tip	B73		17	FALSE	7119047	86
SRR5909835	L3Tip	B73		18	FALSE	3868180	86
SRR5909836	L3Tip	B73		19	FALSE	4157616	86
SRR5909837	L3Base	B73		6	FALSE	6383678	86
SRR5909838	L3Base	B73		7	FALSE	5419902	86
SRR5909839	Kern	B10		1	FALSE	4344142	90
SRR5909840	L3Tip	B10		1	FALSE	4403467	86
SRR5909841	LMAN	B10		1	FALSE	1260105	86
SRR5909842	Kern	Ab28A		1	FALSE	5585603	90
SRR5909843	L3Tip	Ab28A		1	FALSE	6501485	86
SRR5909844	L3Base	Ab28A		1	FALSE	4357853	86
SRR5909845	GRoot	B73		5	FALSE	4295711	86
SRR5909846	GRoot	B73		6	FALSE	2834120	86
SRR5909847	GRoot	B73		7	FALSE	4710418	86
SRR5909848	GRoot	B73		8	FALSE	4828891	86
SRR5909849	GRoot	B73		9	FALSE	5661020	86
SRR5909850	GRoot	B73		10	FALSE	4597797	86
SRR5909851	GRoot	B73		11	FALSE	6321555	86
SRR5909852	GRoot	B73		12	FALSE	4982476	86
SRR5909853	GRoot	B73		13	FALSE	6836182	86
SRR5909854	GRoot	B73		14	FALSE	5155024	86
SRR5909855	L3Tip	C123		1	FALSE	5740703	86
SRR5909856	GRoot	C123		1	FALSE	4101306	86
SRR5909857	GRoot	C103		1	FALSE	6467982	86
SRR5909858	GShoot	C103		1	FALSE	5145342	86
SRR5909859	L3Base	C103		1	FALSE	5261741	86
SRR5909860	L3Tip	C103		1	FALSE	6157000	86
SRR5909861	LMAD	C123		1	FALSE	6885851	86
SRR5909862	Kern	C103		1	FALSE	4509305	90
SRR5909863	GShoot	C123		1	FALSE	3903931	86
SRR5909864	LMAN	C123		1	FALSE	2744246	86
SRR5909865	LMAD	33-16		1	FALSE	8855549	85
SRR5909866	LMAN	33-16		1	FALSE	3828618	86
SRR5909867	GShoot	33-16		1	FALSE	4876139	86
SRR5909868	GRoot	33-16		1	FALSE	4515845	86
SRR5909869	L3Base	33-16		1	FALSE	3086921	86
SRR5909870	L3Base	CI31A		1	FALSE	5741622	86
SRR5909871	L3Tip	CI31A		1	FALSE	7077632	86
SRR5909872	GRoot	CI31A		1	FALSE	2505318	86
SRR5909873	L3Base	38-11		1	FALSE	4385409	86
SRR5909874	L3Tip	38-11		1	FALSE	7833233	86
SRR5909875	LMAN	CI3A		1	FALSE	9426946	86
SRR5909876	Kern	CI31A		1	FALSE	3642276	90
SRR5909877	LMAN	CML108		1	FALSE	7943283	86
SRR5909878	GShoot	CML108		1	FALSE	3422393	86
SRR5909880	L3Base	CML108		1	FALSE	6064628	86
SRR5909881	GRoot	CML10		1	FALSE	4794335	86
SRR5909882	LMAD	CML108		1	FALSE	5431403	85
SRR5909883	LMAD	CML10		1	FALSE	3914437	85
SRR5909884	GShoot	CML10		1	FALSE	5193451	86
SRR5909885	GRoot	CML108		1	FALSE	3813085	86
SRR5909886	L3Base	CML108		2	FALSE	3194833	86
SRR5909887	GShoot	A634		1	FALSE	5618396	86
SRR5909888	LMAN	A634		1	FALSE	3854820	86
SRR5909889	Kern	A632		1	FALSE	6959468	90
SRR5909890	L3Tip	A632		1	FALSE	4948482	86
SRR5909891	LMAN	A635		1	FALSE	5416039	86
SRR5909892	Kern	A634		1	FALSE	4236347	90
SRR5909893	L3Base	A634		1	FALSE	7391405	86
SRR5909894	GRoot	A634		1	FALSE	1561201	86
SRR5909895	GRoot	A635		1	FALSE	5614555	86
SRR5909896	GShoot	A635		1	FALSE	4893069	86
SRR5909897	GRoot	Ab28A		1	FALSE	4443265	86
SRR5909898	GShoot	Ab28A		1	FALSE	4133817	86
SRR5909899	GRoot	A632		1	FALSE	6454183	86
SRR5909900	L3Base	A632		1	FALSE	2964965	86
SRR5909901	LMAD	A632		1	FALSE	3970481	86
SRR5909902	GShoot	A632		1	FALSE	2812768	86
SRR5909903	Kern	A619		1	FALSE	3924581	90
SRR5909904	LMAN	A632		1	FALSE	2121338	86
SRR5909905	GRoot	A619		1	FALSE	2047255	86
SRR5909906	L3Base	A619		1	FALSE	9818323	86
SRR5909907	LMAN	A619		1	FALSE	2324444	86
SRR5909908	GShoot	A619		1	FALSE	5156812	86
SRR5909909	LMAN	B103		1	FALSE	2997003	86
SRR5909910	LMAD	B103		1	FALSE	4371398	86
SRR5909911	LMAN	CI31A		1	FALSE	5310450	86
SRR5909912	Kern	B68		1	FALSE	6375694	90
SRR5909913	LMAN	B73		4	FALSE	12422557	86
SRR5909914	L3Base	B68		1	FALSE	5185106	86
SRR5909915	L3Tip	B68		1	FALSE	4297901	86
SRR5909916	GRoot	B75		1	FALSE	1620762	86
SRR5909917	LMAD	B73		1	FALSE	5528055	86
SRR5909918	LMAN	B73		5	FALSE	5136993	86
SRR5909919	LMAN	B73		6	FALSE	4613047	86
SRR5909920	GShoot	B73-10		1	FALSE	3941814	86
SRR5909921	GShoot	B73-10		2	FALSE	4556734	86
SRR5909922	LMAN	B73		7	FALSE	8568815	86
SRR5909923	GShoot	B73-10		3	FALSE	3468257	86
SRR5909924	GShoot	B73-10		4	FALSE	4628783	86
SRR5909925	GShoot	B73-10		5	FALSE	4129979	86
SRR5909926	GShoot	B73-10		6	FALSE	4916555	86
SRR5909927	GShoot	B73-10		7	FALSE	3843140	86
SRR5909928	L3Base	CM7		1	FALSE	8267896	86
SRR5909929	L3Tip	CM7		1	FALSE	8227555	86
SRR5909930	LMAN	CM7		1	FALSE	3957543	86
SRR5909931	LMAD	CM7		1	FALSE	9901705	86
SRR5909932	GShoot	CM7		1	FALSE	1716106	86
SRR5909933	Kern	CM37		1	FALSE	6281525	90
SRR5909934	L3Base	CM37		1	FALSE	5590227	86
SRR5909935	L3Tip	CM37		1	FALSE	5278628	86
SRR5909936	LMAN	CML10		1	FALSE	8953647	86
SRR5909937	Kern	CM7		1	FALSE	5191221	90
SRR5909938	GShoot	B64		1	FALSE	5928361	86
SRR5909939	LMAD	B64		1	FALSE	5898519	85
SRR5909940	L3Tip	B76		1	FALSE	6594842	86
SRR5909941	GShoot	CI31A		1	FALSE	5436709	86
SRR5909942	LMAD	Ab28A		1	FALSE	4193243	86
SRR5909943	LMAN	Ab28A		1	FALSE	10894258	86
SRR5909944	L3Tip	A682		1	FALSE	8690019	86
SRR5909945	Kern	A682		1	FALSE	6758031	90
SRR5909946	GRoot	A682		1	FALSE	1459908	86
SRR5909947	L3Base	A682		1	FALSE	5953732	86
SRR5909948	LMAD	A682		1	FALSE	3350707	86
SRR5909949	GShoot	A682		1	FALSE	5336335	86
SRR5909950	Kern	A680		1	FALSE	6056893	90
SRR5909951	LMAN	A682		1	FALSE	15121378	86
SRR5909952	LMAD	CI31A		1	FALSE	6364483	85
SRR5909953	Kern	CI28A		1	FALSE	4392834	90
SRR5909954	GRoot	B68		1	FALSE	3631906	86
SRR5909955	Kern	CI31A		2	FALSE	5081040	90
SRR5909956	L3Base	B75		1	FALSE	4110262	86
SRR5909957	L3Tip	33-16		1	FALSE	6237689	86
SRR5909958	Kern	33-16		1	FALSE	7954062	90
SRR5909959	LMAN	38-11		1	FALSE	6078158	86
SRR5909961	L3Base	A441-5		1	FALSE	4593993	90
SRR5909962	GRoot	A441-5		1	FALSE	1011478	86
SRR5909963	GShoot	A441-5		1	FALSE	5239387	86
SRR5909964	LMAN	A441-5		1	FALSE	3397612	86
SRR5909965	LMAD	A441-5		1	FALSE	7665297	85
SRR5909966	Kern	A239		1	FALSE	7333085	90
SRR5909967	L3Tip	A239		1	FALSE	4336133	86
SRR5909968	Kern	A441-5		1	FALSE	4445541	90
SRR5909969	L3Tip	A441-5		1	FALSE	4710179	90
SRR5909970	GShoot	A214N		1	FALSE	6658378	86
SRR5909971	GRoot	A214N		1	FALSE	4613893	86
SRR5909972	LMAD	A214N		1	FALSE	8684023	86
SRR5909973	LMAN	A214N		1	FALSE	7295253	86
SRR5909974	LMAN	A239		1	FALSE	5079668	86
SRR5909975	GShoot	A239		1	FALSE	2486434	86
SRR5909976	L3Tip	A214N		1	FALSE	5589921	86
SRR5909977	L3Base	A214N		1	FALSE	5885444	86
SRR5909978	GRoot	A239		1	FALSE	3961721	86
SRR5909979	L3Base	A239		1	FALSE	2995299	86
SRR5909980	Kern	B73		7	FALSE	3892059	90
SRR5909981	L3Base	B73		8	FALSE	4712408	86
SRR5909982	L3Tip	B73		20	FALSE	6126769	86
SRR5909983	L3Base	B73		9	FALSE	3506104	86
SRR5909984	L3Base	B73		10	FALSE	4792600	86
SRR5909985	L3Base	B73		11	FALSE	4739874	86
SRR5909986	L3Base	B73		12	FALSE	4307982	86
SRR5909987	L3Base	B73		13	FALSE	5714570	86
SRR5909988	L3Base	B73		14	FALSE	3037098	86
SRR5909989	L3Tip	B73		21	FALSE	4323036	86
SRR5909990	L3Base	B73		15	FALSE	5306380	86
SRR5909991	L3Tip	B14A		1	FALSE	4681127	86
SRR5909992	Kern	B14A		1	FALSE	5128300	90
SRR5909993	GShoot	B14A		1	FALSE	6988851	86
SRR5909994	GRoot	B14A		1	FALSE	10126713	86
SRR5909995	GRoot	B164		1	FALSE	4387244	86
SRR5909996	L3Tip	B73		22	FALSE	8663596	86
SRR5909997	LMAN	B164		1	FALSE	5020034	86
SRR5909998	GShoot	B164		1	FALSE	4120411	86
SRR5909999	L3Tip	B73		23	FALSE	8733722	86
SRR5910000	L3Tip	B73		24	FALSE	5612683	86
SRR5910001	L3Tip	B73		25	FALSE	4527469	86
SRR5910002	Kern	B164		1	FALSE	5904061	90
SRR5910003	GRoot	B73		15	FALSE	2312870	86
SRR5910004	GRoot	B73		16	FALSE	1919688	86
SRR5910005	L3Tip	B73		26	FALSE	6386472	86
SRR5910006	Kern	B73		8	FALSE	8503805	86
SRR5910007	GShoot	B84		1	FALSE	5837013	86
SRR5910008	GRoot	B84		1	FALSE	4580956	86
SRR5910009	L3Tip	B84		1	FALSE	3330547	86
SRR5910010	L3Base	B84		1	FALSE	4430683	86
SRR5910011	L3Tip	B79		1	FALSE	4907374	86
SRR5910012	Kern	B79		1	FALSE	1531701	90
SRR5910013	LMAN	B84		1	FALSE	6102342	86
SRR5910014	LMAD	B84		1	FALSE	4315404	85
SRR5910015	LMAN	CH9		1	FALSE	4233078	86
SRR5910016	GShoot	CH9		1	FALSE	4630435	86
SRR5910017	L3Tip	CH701-30		1	FALSE	9303885	86
SRR5910018	Kern	CH701-30		1	FALSE	4453125	90
SRR5910019	Kern	B84		1	FALSE	5169284	90
SRR5910020	LMAN	C103		1	FALSE	4486107	86
SRR5910021	LMAD	CH701-30		1	FALSE	5060656	86
SRR5910022	GShoot	CH701-30		1	FALSE	5217573	86
SRR5910023	L3Base	B73		16	FALSE	6181301	86
SRR5910024	L3Base	B73		17	FALSE	8288172	86
SRR5910025	L3Base	B73		18	FALSE	6745664	86
SRR5910026	L3Base	B73		19	FALSE	4222399	86
SRR5910027	L3Base	B73		20	FALSE	1994863	86
SRR5910028	L3Base	B73		21	FALSE	3385876	86
SRR5910029	L3Base	B73		22	FALSE	5045153	86
SRR5910030	L3Base	B73		23	FALSE	5855410	86
SRR5910031	L3Base	B73		24	FALSE	7429728	86
SRR5910032	L3Base	B73		25	FALSE	8356372	86
SRR5910033	L3Base	CML11		1	FALSE	2180811	86
SRR5910034	L3Tip	CML11		1	FALSE	3749757	86
SRR5910035	GShoot	CML14		1	FALSE	7647799	86
SRR5910036	Kern	CML11		1	FALSE	6318765	90
SRR5910037	LMAD	CML11		1	FALSE	8683708	86
SRR5910038	L3Tip	CML108		1	FALSE	3340157	86
SRR5910039	LMAN	CML11		1	FALSE	5999913	86
SRR5910040	GShoot	CML11		1	FALSE	3573812	86
SRR5910041	L3Tip	CML14		1	FALSE	5283605	86
SRR5910042	GRoot	CML14		1	FALSE	2704603	86
SRR5910043	LMAD	A654		1	FALSE	8466451	86
SRR5910044	LMAN	A654		1	FALSE	2702109	86
SRR5910045	GShoot	A641		1	FALSE	5813311	86
SRR5910046	GRoot	A641		1	FALSE	4860419	86
SRR5910047	L3Base	A641		1	FALSE	7173727	86
SRR5910048	Kern	A641		1	FALSE	7452610	90
SRR5910049	L3Base	A635		1	FALSE	5300842	86
SRR5910050	Kern	A635		1	FALSE	7667544	90
SRR5910051	LMAD	A641		1	FALSE	5521734	86
SRR5910052	LMAN	A641		1	FALSE	2898704	86
SRR5910053	GRoot	A680		1	FALSE	6167197	86
SRR5910054	LMAD	B52		1	FALSE	6565843	85
SRR5910055	GShoot	B52		1	FALSE	4685737	86
SRR5910056	L3Base	B46		1	FALSE	4411658	90
SRR5910058	L3Tip	B46		1	FALSE	5001794	90
SRR5910059	LMAN	B52		1	FALSE	5583310	86
SRR5910060	Kern	B37		1	FALSE	5339066	90
SRR5910061	LMAN	B46		1	FALSE	8623315	86
SRR5910062	LMAD	B46		1	FALSE	6613870	85
SRR5910063	GShoot	B46		1	FALSE	3162431	86
SRR5910064	LMAN	B73		8	FALSE	7542684	86
SRR5910065	LMAN	B73		9	FALSE	8196055	86
SRR5910066	LMAD	B73		2	FALSE	2723979	85
SRR5910067	LMAD	B73		3	FALSE	5505283	85
SRR5910068	LMAD	B73		4	FALSE	6925424	85
SRR5910069	LMAD	B73		5	FALSE	7083596	85
SRR5910070	LMAN	B73		10	FALSE	2742101	85
SRR5910071	LMAD	B73		6	FALSE	7327448	85
SRR5910072	LMAN	B73		11	FALSE	3181840	85
SRR5910073	Kern	B73		9	FALSE	5243346	90
SRR5910074	Kern	B73		10	FALSE	7688422	90
SRR5910075	Kern	B73		11	FALSE	6931049	90
SRR5910076	LMAN	B73Htrhm		1	FALSE	4814117	86
SRR5910077	GShoot	B73Htrhm		1	FALSE	4398292	86
SRR5910078	GRoot	B73Htrhm		1	FALSE	2786866	86
SRR5910079	L3Base	B73Htrhm		1	FALSE	3424439	86
SRR5910080	L3Tip	CI3A		1	FALSE	4646807	86
SRR5910081	L3Base	CI3A		1	FALSE	6487972	86
SRR5910082	GShoot	CI3A		1	FALSE	4331850	86
SRR5910083	GRoot	CI3A		1	FALSE	5360940	86
SRR5910084	LMAD	CI64		1	FALSE	6397275	85
SRR5910085	GShoot	CI64		1	FALSE	6158968	86
SRR5910086	Kern	CI3A		1	FALSE	5347677	90
SRR5910087	LMAN	CI64		1	FALSE	6684899	86
SRR5910088	GRoot	CI64		1	FALSE	1580379	86
SRR5910089	L3Base	CI64		1	FALSE	6586468	86
SRR5910090	GShoot	B73		4	FALSE	4370394	86
SRR5910091	GShoot	B73		5	FALSE	4110748	86
SRR5910092	Kern	B57		1	FALSE	5234532	90
SRR5910093	L3Base	A680		1	FALSE	4877049	86
SRR5910094	LMAN	A680		1	FALSE	6122413	86
SRR5910095	Kern	A679		1	FALSE	4698366	90
SRR5910096	GRoot	B105		1	FALSE	4144425	86
SRR5910097	GShoot	A680		1	FALSE	4325913	86
SRR5910098	GRoot	A679		1	FALSE	3904113	86
SRR5910099	GShoot	A679		1	FALSE	4808241	86
SRR5910100	L3Tip	A679		1	FALSE	6885996	86
SRR5910101	L3Base	A679		1	FALSE	5408541	86
SRR5910102	LMAN	B73		12	FALSE	2345270	86
SRR5910103	LMAN	B73		13	FALSE	3969075	86
SRR5910104	LMAN	B73		14	FALSE	5523322	86
SRR5910105	GShoot	B73		6	FALSE	4444467	86
SRR5910108	L3Base	B73		26	FALSE	6528621	86
SRR5910109	L3Base	B73		27	FALSE	5571188	86
SRR5910110	GShoot	B73		7	FALSE	4303939	86
SRR5910111	GShoot	B73		8	FALSE	5413210	86
SRR5910112	L3Base	C123		1	FALSE	7115723	86
SRR5910113	GRoot	B73		17	FALSE	7154978	86
SRR5910114	GRoot	B52		1	FALSE	3573484	86
SRR5910115	L3Tip	B52		1	FALSE	5452419	86
SRR5910116	LMAD	A554		1	FALSE	5407257	86
SRR5910117	LMAN	A554		1	FALSE	3606075	86
