SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
SRR651049	unknown	B73		1	TRUE	13399149	100
SRR651050	unknown	B73		2	TRUE	14152930	100
SRR651051	unknown	B73		3	TRUE	19270220	100
SRR651052	unknown	B97		1	TRUE	13884840	100
SRR651053	unknown	CML103		1	TRUE	17172512	100
SRR651054	unknown	CML228		1	TRUE	13453936	100
SRR651055	unknown	CML247		1	TRUE	14714190	100
SRR651056	unknown	CML277		1	TRUE	16421326	100
SRR651057	unknown	CML322		1	TRUE	12775245	100
SRR651058	unknown	CML333		1	TRUE	16630744	100
SRR651059	unknown	CML52		1	TRUE	16817165	100
SRR651060	unknown	Hp301		1	TRUE	16861363	100
SRR651061	unknown	Il14h		1	TRUE	12653042	100
SRR651062	unknown	Ki11		1	TRUE	15273635	100
SRR651063	unknown	Ki11		2	TRUE	11271601	100
SRR651064	unknown	Ki11		3	TRUE	12018859	100
SRR651065	unknown	Ki3		1	TRUE	14579133	100
SRR651066	unknown	M162w		1	TRUE	16162782	100
SRR651067	unknown	M37w		1	TRUE	17770712	100
SRR651068	unknown	M37w		2	TRUE	16078002	100
SRR651069	unknown	Mo17		1	TRUE	15801487	100
SRR651070	unknown	Mo17		2	TRUE	17745280	100
SRR651071	unknown	Mo17		3	TRUE	14336816	100
SRR651072	unknown	Mo18w		1	TRUE	10285877	100
SRR651073	unknown	MS71		1	TRUE	22338440	100
SRR651074	unknown	MS71		2	TRUE	14688550	100
SRR651075	unknown	MS71		3	TRUE	13968336	100
SRR651076	unknown	NC358		1	TRUE	13260113	100
SRR651077	unknown	Oh43		1	TRUE	11766590	100
SRR651078	unknown	Oh43		2	TRUE	14922276	100
SRR651079	unknown	Oh43		3	TRUE	18200539	100
SRR651080	unknown	Oh7b		1	TRUE	22855866	100
SRR651081	unknown	P39		1	TRUE	21748449	100
SRR651082	unknown	Tx303		1	TRUE	17474393	100
SRR651083	unknown	Tzi8		1	TRUE	16202133	100
SRR651084	unknown	W22		1	TRUE	11254201	100
SRR766776	unknown	B97		2	TRUE	24503625	100
SRR766777	unknown	B97		3	TRUE	25796328	100
SRR767675	unknown	CML103		2	TRUE	20322950	100
SRR767678	unknown	Hp301		2	TRUE	23492306	100
SRR767679	unknown	Hp301		3	TRUE	25001232	100
SRR767680	unknown	Ky21		1	TRUE	26260623	100
SRR767682	unknown	M37w		3	TRUE	26066928	100
SRR767683	unknown	MR01		1	TRUE	33293971	100
SRR767684	unknown	MR02		1	TRUE	22701337	100
SRR767685	unknown	MR10		1	TRUE	30073450	100
SRR767686	unknown	MR18		1	TRUE	31043442	100
SRR767687	unknown	MR20		1	TRUE	32141650	100
SRR767688	unknown	MR22		1	TRUE	30555562	100
SRR767689	unknown	MR25		1	TRUE	31394449	100
SRR767690	unknown	Oh7b		2	TRUE	26354947	100
SRR767691	unknown	Oh7b		3	TRUE	27042424	100
SRR767692	unknown	TIL01		1	TRUE	32746000	100
SRR767693	unknown	TIL06		1	TRUE	33196714	100
SRR767694	unknown	TIL07		1	TRUE	30048309	100
SRR767695	unknown	TIL09		1	TRUE	34970995	100
SRR767696	unknown	TIL11		1	TRUE	22214335	100
SRR767697	unknown	TIL14		1	TRUE	21011623	100
SRR767698	unknown	TIL15		1	TRUE	21884742	100
SRR767699	unknown	TIL16		1	TRUE	24542055	100
SRR767700	unknown	TIL17		1	TRUE	20940234	100
SRR767701	unknown	Tx303		2	TRUE	26313196	100
SRR767702	unknown	Tx303		3	TRUE	25230109	100
SRR767703	unknown	W64A		1	TRUE	22014734	100
SRR767705	unknown	MR19		1	TRUE	29427624	100
SRR767708	unknown	MR14		1	TRUE	21719977	100
SRR767709	unknown	MR09		1	TRUE	40668557	100
SRR767712	unknown	CML333		2	TRUE	26377363	100
SRR767716	unknown	CML322		2	TRUE	23053240	100
SRR767717	unknown	CML322		3	TRUE	19471126	100
SRR767718	unknown	CML333		3	TRUE	22182621	100
SRR767719	unknown	CML133		1	TRUE	10108029	100
SRR767720	unknown	CML192		1	TRUE	10236500	100
SRR767721	unknown	CML202		1	TRUE	11140488	100
SRR767722	unknown	CML206		1	TRUE	8787540	100
SRR767724	unknown	CML330		1	TRUE	10488563	100
SRR767725	unknown	CML411		1	TRUE	9508841	100
SRR767726	unknown	CML418		1	TRUE	11665987	100
SRR767727	unknown	CML479		1	TRUE	11395981	100
SRR767728	unknown	CML504		1	TRUE	21361420	100
SRR767729	unknown	CML505		1	TRUE	9919395	100
SRR767730	unknown	CML511		1	TRUE	13937009	100
SRR767731	unknown	CML69		1	TRUE	10055914	100
SRR767732	unknown	CML84		1	TRUE	11429651	100
SRR767733	unknown	CML85		1	TRUE	9299152	100
SRR767735	unknown	CML96		1	TRUE	11902903	100
SRR767736	unknown	CML99		1	TRUE	10235613	100
SRR767742	unknown	CML103		3	TRUE	22059820	100
