SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR5786297	root II	B73xOh43		rep2	TRUE
SRR5786298	root II	B73xW64A		rep3	TRUE
SRR5786299	root II	B73xW64A		rep4	TRUE
SRR5786300	root I	B73xA554		rep3	TRUE
SRR5786301	root I	B73xA554		rep4	TRUE
SRR5786302	root I	A554		rep3	TRUE
SRR5786303	root I	A554		rep4	TRUE
SRR5786304	root I	B73xA554		rep1	TRUE
SRR5786305	root I	B73xA554		rep2	TRUE
SRR5786306	root I	B73		rep11	TRUE
SRR5786307	root I	B73		rep12	TRUE
SRR5786308	root I	A554		rep1	TRUE
SRR5786309	root I	A554		rep2	TRUE
SRR5786310	root III	Mo17		rep2	TRUE
SRR5786311	root III	Mo17		rep1	TRUE
SRR5786312	root III	H84		rep2	TRUE
SRR5786313	root III	H84		rep1	TRUE
SRR5786314	root III	H84		rep4	TRUE
SRR5786315	root III	H84		rep3	TRUE
SRR5786316	root III	H99		rep2	TRUE
SRR5786317	root III	H99		rep1	TRUE
SRR5786318	root III	H99		rep4	TRUE
SRR5786319	root III	H99		rep3	TRUE
SRR5786320	root I	B73xMo17		rep2	TRUE
SRR5786321	root I	B73xMo17		rep1	TRUE
SRR5786322	root I	B73xH84		rep2	TRUE
SRR5786323	root I	B73xH84		rep1	TRUE
SRR5786324	root I	B73xH84		rep4	TRUE
SRR5786325	root I	B73xH84		rep3	TRUE
SRR5786326	root I	B73xH99		rep2	TRUE
SRR5786327	root I	B73xH99		rep1	TRUE
SRR5786328	root I	B73xH99		rep4	TRUE
SRR5786329	root I	B73xH99		rep3	TRUE
SRR5786330	root II	W64A		rep3	TRUE
SRR5786331	root II	W64A		rep4	TRUE
SRR5786332	root II	Oh43		rep3	TRUE
SRR5786333	root II	Oh43		rep4	TRUE
SRR5786334	root II	W64A		rep1	TRUE
SRR5786335	root II	W64A		rep2	TRUE
SRR5786336	root II	Mo17		rep3	TRUE
SRR5786337	root II	Mo17		rep4	TRUE
SRR5786338	root II	Oh43		rep1	TRUE
SRR5786339	root II	Oh43		rep2	TRUE
SRR5786340	root I	B73xW64A		rep3	TRUE
SRR5786341	root I	B73xW64A		rep4	TRUE
SRR5786342	root I	B73xOh43		rep1	TRUE
SRR5786343	root I	B73xOh43		rep2	TRUE
SRR5786344	root I	B73xMo17		rep3	TRUE
SRR5786345	root I	B73xMo17		rep4	TRUE
SRR5786346	root I	B73xW64A		rep1	TRUE
SRR5786347	root I	B73xW64A		rep2	TRUE
SRR5786348	root I	B73xOh43		rep3	TRUE
SRR5786349	root I	B73xOh43		rep4	TRUE
SRR5786350	root II	Mo17		rep2	TRUE
SRR5786351	root II	Mo17		rep1	TRUE
SRR5786352	root II	H84		rep4	TRUE
SRR5786353	root II	H84		rep3	TRUE
SRR5786354	root II	H84		rep2	TRUE
SRR5786355	root II	H84		rep1	TRUE
SRR5786356	root II	H99		rep4	TRUE
SRR5786357	root II	H99		rep3	TRUE
SRR5786358	root II	H99		rep2	TRUE
SRR5786359	root II	H99		rep1	TRUE
SRR5786360	root I	Mo17		rep2	TRUE
SRR5786361	root I	Mo17		rep1	TRUE
SRR5786362	root I	H99		rep4	TRUE
SRR5786363	root I	H99		rep3	TRUE
SRR5786364	root I	H99		rep2	TRUE
SRR5786365	root I	H99		rep1	TRUE
SRR5786366	root I	H84		rep4	TRUE
SRR5786367	root I	H84		rep3	TRUE
SRR5786368	root I	H84		rep2	TRUE
SRR5786369	root I	H84		rep1	TRUE
SRR5786370	root III	B73xA554		rep1	TRUE
SRR5786371	root III	B73xA554		rep2	TRUE
SRR5786372	root III	A554		rep3	TRUE
SRR5786373	root III	W64A		rep3	TRUE
SRR5786374	root III	W64A		rep4	TRUE
SRR5786375	root III	Oh43		rep1	TRUE
SRR5786376	root III	Oh43		rep2	TRUE
SRR5786377	root III	Mo17		rep3	TRUE
SRR5786378	root III	Mo17		rep4	TRUE
SRR5796974	root 0	W64AxOh43		rep1	TRUE
SRR5796975	root 0	Oh43		rep4	TRUE
SRR5796976	root 0	Oh43xW64A		rep4	TRUE
SRR5796977	root 0	Oh43xW64A		rep2	TRUE
SRR5796978	root 0	Oh43xW64A		rep1	TRUE
SRR5796979	root 0	Oh43		rep3	TRUE
SRR5796980	root 0	Oh43xW64A		rep3	TRUE
SRR5796981	root 0	W64AxOh43		rep4	TRUE
SRR5796982	root 0	W64AxOh43		rep3	TRUE
SRR5796983	root 0	Oh43		rep1	TRUE
SRR5796984	root 0	W64A		rep3	TRUE
SRR5796985	root 0	W64A		rep2	TRUE
SRR5796986	root 0	W64A		rep4	TRUE
SRR5796987	root 0	Oh43		rep2	TRUE
SRR5796988	root 0	W64AxOh43		rep2	TRUE
SRR5796989	root 0	W64A		rep1	TRUE
