SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR1567893	aleurone	WT		3	m1	TRUE	57477603	100
SRR1567894	aleurone	WT		2	m1	TRUE	13513122	100
SRR1567895	aleurone	WT		1	m1	TRUE	69339471	100
SRR1567896	aleurone	nkd1		3	m2	TRUE	39467467	100
SRR1567897	aleurone	nkd1		2	m2	TRUE	62078569	100
SRR1567898	aleurone	nkd1		1	m2	TRUE	53389819	100
SRR1567899	endosperm	WT		3	m3	TRUE	52031092	100
SRR1567900	endosperm	WT		2	m3	TRUE	66113263	100
SRR1567901	endosperm	WT		1	m3	TRUE	27952849	100
SRR1567902	endosperm	nkd1		3	m4	TRUE	30376797	100
SRR1567903	endosperm	nkd1		2	m4	TRUE	42149448	100
SRR1567904	endosperm	nkd1		1	m4	TRUE	55398806	100
