SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR8857742	R1_leaf_mRNA		48	1	m01	TRUE	18701581	300
SRR8857743	R1_tassel_mRNA		0	1	m02	TRUE	21903499	300
SRR8857744	R1_leaf_mRNA		48	2	m01	TRUE	23284746	300
SRR8857746	R1_leaf_mRNA		48	3	m01	TRUE	22830027	300
SRR8857747	R1_leaf_mRNA		2	1	m04	TRUE	20207321	300
SRR8857748	R1_leaf_mRNA		2	2	m04	TRUE	23709723	300
SRR8857749	R1_tassel_mRNA		2	2	m05	TRUE	26131906	302
SRR8857751	R1_tassel_mRNA		48	1	m07	TRUE	25786998	302
SRR8857752	R1_tassel_mRNA		48	2	m07	TRUE	21730615	302
SRR8857753	R1_tassel_mRNA		48	3	m07	TRUE	26696323	302
SRR8857754	R1_tassel_mRNA		2	3	m05	TRUE	26168985	302
SRR8857755	R1_silk_mRNA		2	1	m08	TRUE	21488005	300
SRR8857756	R1_silk_mRNA		0	1	m09	TRUE	19482991	300
SRR8857757	R1_silk_mRNA		0	2	m09	TRUE	17961647	300
SRR8857758	R1_tassel_mRNA		2	1	m05	TRUE	23410901	302
SRR8857759	R1_silk_mRNA		0	3	m09	TRUE	20925604	300
SRR8857760	R1_silk_mRNA		2	2	m08	TRUE	17977939	300
SRR8857761	R1_silk_mRNA		2	3	m08	TRUE	24122086	300
SRR8857762	V3_leaf_mRNA		48	1	m10	TRUE	31947209	302
SRR8857766	V3_stalk_mRNA		0	1	m13	TRUE	23664983	302
SRR8857767	V3_leaf_mRNA		2	1	m14	TRUE	24714340	302
SRR8857768	V3_leaf_mRNA		2	2	m14	TRUE	23727699	302
SRR8857769	V3_leaf_mRNA		48	2	m10	TRUE	29490676	302
SRR8857770	V3_leaf_mRNA		48	3	m10	TRUE	24638251	302
SRR8857771	V3_leaf_mRNA		0	1	m15	TRUE	19832683	302
SRR8857772	V3_leaf_mRNA		0	2	m15	TRUE	18839826	302
SRR8857773	V3_leaf_mRNA		0	3	m15	TRUE	21322480	302
SRR8857774	V3_leaf_mRNA		2	3	m14	TRUE	23695695	302
SRR8857775	R1_ear_mRNA		48	1	m16	TRUE	21169072	300
SRR8857776	R1_ear_mRNA		48	2	m16	TRUE	16194126	300
SRR8857793	V3_root_mRNA		0	1	m23	TRUE	26164918	302
SRR8857794	V3_root_mRNA		0	2	m23	TRUE	24319863	302
SRR8857795	V3_stalk_mRNA		0	2	m13	TRUE	24080797	302
SRR8857796	V3_stalk_mRNA		0	3	m13	TRUE	25272320	302
SRR8857797	V3_stalk_mRNA		2	1	m24	TRUE	29335518	302
SRR8857798	V3_stalk_mRNA		2	2	m24	TRUE	40264448	302
SRR8857799	V3_stalk_mRNA		2	3	m24	TRUE	30078298	302
SRR8857800	V3_stalk_mRNA		48	1	m25	TRUE	24979791	302
SRR8857801	V3_stalk_mRNA		48	2	m25	TRUE	26512007	302
SRR8857802	V3_root_mRNA		0	3	m23	TRUE	24754796	302
SRR8857823	V3_root_mRNA		48	1	m31	TRUE	27251224	302
SRR8857824	V3_root_mRNA		48	2	m31	TRUE	25348857	302
SRR8857825	R1_leaf_mRNA		0	1	m32	TRUE	24727119	300
SRR8857826	R1_leaf_mRNA		0	2	m32	TRUE	22722524	300
SRR8857827	V3_root_mRNA		2	1	m33	TRUE	25195660	302
SRR8857828	V3_root_mRNA		2	2	m33	TRUE	29004548	302
SRR8857829	V3_root_mRNA		48	3	m31	TRUE	26707990	302
SRR8857830	V3_root_mRNA		2	3	m33	TRUE	28608533	302
SRR8857831	R1_leaf_mRNA		2	3	m04	TRUE	24201425	300
SRR8857832	R1_leaf_mRNA		0	3	m32	TRUE	29936471	300
SRR8857842	R1_tassel_mRNA		0	2	m02	TRUE	23968467	300
SRR8857843	R1_tassel_mRNA		0	3	m02	TRUE	29130165	300
SRR8857844	R1_ear_mRNA		0	1	m37	TRUE	25907810	300
SRR8857845	R1_ear_mRNA		0	2	m37	TRUE	21754207	300
SRR8857846	R1_ear_mRNA		2	1	m38	TRUE	20231174	300
SRR8857847	R1_ear_mRNA		2	2	m38	TRUE	22918065	300
SRR8857848	R1_silk_mRNA		48	1	m39	TRUE	23711145	300
SRR8857849	R1_silk_mRNA		48	2	m39	TRUE	22832091	300
SRR8857850	R1_ear_mRNA		0	3	m37	TRUE	22914430	300
SRR8857855	R1_ear_mRNA		48	3	m16	TRUE	28366002	300
SRR8857859	R1_silk_mRNA		48	3	m39	TRUE	24236959	300
