SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR650932	Shoot_Apex	M0046	NA	2	21087941	20765715	0	0	322226	20412618	324895	28202	18833917	0	1296627	282074	30618
SRR650933	Shoot_Apex	M0048	NA	2	26788813	26398137	0	0	390676	25947192	414595	36350	24039121	0	1537514	370557	38662
SRR650934	Shoot_Apex	M0051	NA	2	23374972	22965400	0	0	409572	22573590	360480	31330	20887679	0	1383726	302185	33488
SRR650935	Shoot_Apex	M0052	NA	2	27784700	27301404	0	0	483296	26851211	415058	35135	24852534	0	1635034	363643	37410
SRR650936	Shoot_Apex	M0054	NA	2	28578911	28079769	0	0	499142	27605862	436005	37902	25526625	0	1712139	367098	40061
SRR650937	Shoot_Apex	M0056	NA	2	25959558	25492305	0	0	467253	25060025	396645	35635	23147178	0	1591740	321107	37995
SRR650938	Shoot_Apex	M0057	NA	2	24172470	23807923	0	0	364547	23421098	356808	30017	21645739	0	1455284	320075	32205
SRR650939	Shoot_Apex	M0058	NA	2	26446829	26047222	0	0	399607	25622537	391776	32909	23719072	0	1556491	346974	35173
SRR650940	Shoot_Apex	M0060	NA	2	29403793	28942959	0	0	460834	28445970	458735	38254	26316328	0	1743407	386235	40607
SRR650941	Shoot_Apex	M0061	NA	2	25231537	24836142	0	0	395395	24426157	378576	31409	22629047	0	1468290	328820	33908
SRR650942	Shoot_Apex	M0062	NA	2	18652149	18391279	0	0	260870	18090572	276900	23807	16757571	0	1082866	250135	25538
SRR650943	Shoot_Apex	M0063	NA	2	30076964	29604413	0	0	472551	29125908	442037	36468	26967111	0	1771588	387209	38908
SRR650944	Shoot_Apex	M0066	NA	2	23701918	23327558	0	0	374360	22955603	342788	29167	21061974	0	1572427	321202	32225
SRR650945	Shoot_Apex	M0067	NA	2	23564650	23210227	0	0	354423	22794359	381280	34588	21081858	0	1402056	310445	37232
SRR650946	Shoot_Apex	M0074	NA	2	25663226	25270063	0	0	393163	24862335	377201	30527	22956694	0	1580956	324685	32147
SRR650947	Shoot_Apex	M0075	NA	2	23685743	23332387	0	0	353356	22938824	362630	30933	21189628	0	1446447	302749	32945
SRR650948	Shoot_Apex	M0077	NA	2	21388347	21062674	0	0	325673	20698174	333903	30597	19077839	0	1358083	262252	32285
SRR650949	Shoot_Apex	M0079	NA	2	24962856	24605343	0	0	357513	24195391	376596	33356	22334427	0	1542056	318908	35265
SRR650950	Shoot_Apex	M0080	NA	2	29016427	28467395	0	0	549032	27974385	452857	40153	25827145	0	1783083	364157	42666
SRR650951	Shoot_Apex	M0099	NA	2	22310395	21924668	0	0	385727	21531442	360086	33140	19864194	0	1387649	279599	34967
SRR650952	Shoot_Apex	M0116	NA	2	24617928	24256596	0	0	361332	23819215	399620	37761	22081901	0	1421042	316272	40576
SRR650953	Shoot_Apex	M0141	NA	2	33010897	32429550	0	0	581347	31863699	518109	47742	29464298	0	1991149	408252	51230
SRR650954	Shoot_Apex	M0165	NA	2	29782140	29342211	0	0	439929	28858530	444541	39140	26698332	0	1776036	384162	42701
SRR650955	Shoot_Apex	M0176	NA	2	28520305	28030356	0	0	489949	27551696	438596	40064	25401306	0	1777654	372736	43769
SRR650956	Shoot_Apex	M0200	NA	2	16999268	16715157	0	0	284111	16424444	267045	23668	15213280	0	983456	227708	25308
SRR650957	Shoot_Apex	M0232	NA	2	23744740	23357033	0	0	387707	22968694	357527	30812	21209078	0	1458326	301290	32556
SRR650958	Shoot_Apex	M0248	NA	2	24834804	24415850	0	0	418954	23986231	391859	37760	22133166	0	1546275	306790	41965
SRR650959	Shoot_Apex	M0262	NA	2	24879497	24528571	0	0	350926	24126939	370212	31420	22329806	0	1480739	316394	33559
SRR650960	Shoot_Apex	M0264	NA	2	22134387	21828757	0	0	305630	21460192	338001	30564	19748868	0	1427012	284312	32553
SRR650961	Shoot_Apex	M0265	NA	2	24478362	24114696	0	0	363666	23708250	374134	32312	21871718	0	1513615	322917	34802
SRR650962	Shoot_Apex	M0266	NA	2	20847932	20551024	0	0	296908	20213124	310802	27098	18677489	0	1265479	270156	30388
SRR650963	Shoot_Apex	M0267	NA	2	21133728	20867546	0	0	266182	20507039	333027	27480	18875781	0	1359447	271811	28886
SRR650964	Shoot_Apex	M0269	NA	2	29180659	28808188	0	0	372471	28324699	446138	37351	26137627	0	1793398	393674	39491
SRR650965	Shoot_Apex	M0270	NA	2	27712031	27271440	0	0	440591	26806546	429154	35740	24754529	0	1701711	350306	38474
SRR650966	Shoot_Apex	M0272	NA	2	27936617	27513099	0	0	423518	27038886	434417	39796	24944370	0	1752673	341843	42531
SRR650967	Shoot_Apex	M0275	NA	2	26311319	25958600	0	0	352719	25546400	380325	31875	23564827	0	1640326	341247	35668
SRR650968	Shoot_Apex	M0276	NA	2	21610159	21290089	0	0	320070	20915081	342574	32434	19327099	0	1315050	272932	36375
SRR650969	Shoot_Apex	M0278	NA	2	23405931	22963694	0	0	442237	22569054	362401	32239	20802770	0	1484376	281908	34316
SRR650970	Shoot_Apex	M0281	NA	2	14609442	14444488	0	0	164954	14203641	221715	19132	13131642	0	887167	184832	20011
SRR650971	Shoot_Apex	M0284	NA	2	27586451	27048456	0	0	537995	26559180	448135	41141	24505131	0	1699860	354189	43235
SRR650972	Shoot_Apex	M0287	NA	2	28146642	27626823	0	0	519819	27146080	441770	38973	25025588	0	1765710	354782	41628
SRR650973	Shoot_Apex	M0288	NA	2	22645150	22353724	0	0	291426	21979598	342670	31456	20177413	0	1507087	295098	33921
SRR650974	Shoot_Apex	M0289	NA	2	26267248	25774931	0	0	492317	25337689	402260	34982	23486583	0	1533047	318059	36920
SRR650975	Shoot_Apex	M0296	NA	2	22130239	21842656	0	0	287583	21464613	345576	32467	19805566	0	1377120	281927	35470
SRR650976	Shoot_Apex	M0297	NA	2	23349802	22997080	0	0	352722	22602908	363089	31083	20891309	0	1407212	304387	33412
SRR650977	Shoot_Apex	M0298	NA	2	24927492	24551333	0	0	376159	24142382	376556	32395	22261727	0	1560942	319713	38561
SRR650978	Shoot_Apex	M0303	NA	2	30703781	30117177	0	0	586604	29597710	475894	43573	27295369	0	1915129	387212	45998
SRR650979	Shoot_Apex	M0310	NA	2	25598751	25231111	0	0	367640	24800549	394455	36107	22900860	0	1578276	321413	38947
SRR650980	Shoot_Apex	M0311	NA	2	26070703	25691838	0	0	378865	25275741	381283	34814	23347514	0	1595584	332643	37852
SRR650981	Shoot_Apex	M0315	NA	2	23374914	23038015	0	0	336899	22635885	365703	36427	20864489	0	1470392	301004	49539
SRR650982	Shoot_Apex	M0317	NA	2	13157741	13009550	0	0	148191	12765681	216389	27480	11787510	0	806114	172057	44866
SRR650983	Shoot_Apex	M0322	NA	2	30292441	29682190	0	0	610251	29183663	458621	39906	26906346	0	1894689	382628	43231
SRR650984	Shoot_Apex	M0323	NA	2	26015491	25514335	0	0	501156	25049479	424347	40509	23122693	0	1602270	324516	43618
SRR650985	Shoot_Apex	M0325	NA	2	23790290	23323430	0	0	466860	22912187	376010	35233	21188670	0	1410663	312854	37257
SRR650986	Shoot_Apex	M0326	NA	2	25937457	25445438	0	0	492019	25004020	405629	35789	23039324	0	1635759	328937	38954
SRR650987	Shoot_Apex	M0328	NA	2	27774709	27248140	0	0	526569	26775077	433600	39463	24695027	0	1737088	342962	42218
SRR650988	Shoot_Apex	M0329	NA	2	30906855	30453938	0	0	452917	29931980	477604	44354	27569915	0	1956376	405689	47775
SRR650989	Shoot_Apex	M0337	NA	2	15385997	15093890	0	0	292107	14826805	242736	24349	13673894	0	943672	209239	26250
SRR650990	Shoot_Apex	M0341	NA	2	23747949	23412429	0	0	335520	23029549	350842	32038	21317808	0	1404875	306866	34898
SRR650991	Shoot_Apex	M0344	NA	2	24033479	23707325	0	0	326154	23301331	372372	33622	21586300	0	1429558	285473	37163
SRR650992	Shoot_Apex	M0345	NA	2	27689938	27308728	0	0	381210	26862185	410679	35864	24733296	0	1767928	360961	38479
SRR650993	Shoot_Apex	M0346	NA	2	25170928	24731043	0	0	439885	24295896	397558	37589	22411899	0	1559118	324879	40798
SRR650994	Shoot_Apex	M0349	NA	2	22955932	22622791	0	0	333141	22227584	361588	33619	20529982	0	1404526	293076	35790
SRR650995	Shoot_Apex	M0352	NA	2	25648412	25202346	0	0	446066	24787532	382529	32285	22902703	0	1553111	331718	34158
SRR650996	Shoot_Apex	M0354	NA	2	24576279	24147788	0	0	428491	23735258	379824	32706	21840316	0	1579611	315331	35013
SRR650997	Shoot_Apex	M0355	NA	2	22205743	21826342	0	0	379401	21455715	339201	31426	19788953	0	1385685	281077	33080
SRR650998	Shoot_Apex	M0357	NA	2	25578466	25152866	0	0	425600	24724923	391903	36040	22856992	0	1542490	325441	37838
SRR650999	Shoot_Apex	M0360	NA	2	24526073	24105730	0	0	420343	23691672	380700	33358	21823144	0	1546412	322116	35425
SRR651000	Shoot_Apex	M0364	NA	2	22976490	22649956	0	0	326534	22228755	379452	41749	20530633	0	1405335	292787	61282
SRR651001	Shoot_Apex	M0365	NA	2	31465990	30921374	0	0	544616	30398274	479381	43719	27988196	0	2009401	400677	45945
SRR651002	Shoot_Apex	M0367	NA	2	30395996	29930498	0	0	465498	29419640	465946	44912	27183550	0	1839421	396669	48176
SRR651003	Shoot_Apex	M0368	NA	2	27154193	26768923	0	0	385270	26308805	423081	37037	24360318	0	1605902	342585	39793
