SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR504462	leaf	B73	Kn1-N_homo	1	21246896	21021130	0	0	225766	19598183	1217058	205889	18165173	0	1174106	258904	359652
SRR504463	leaf	B73	Kn1-N_homo	2	26425413	26123070	0	0	302343	24392285	1490387	240398	22619141	0	1447984	325160	407331
SRR504464	leaf	B73	Kn1-N_het	1	26186672	25897393	0	0	289279	24236375	1437386	223632	22461129	0	1449777	325469	390740
SRR504465	leaf	B73	Kn1-N_het	2	26350142	26071010	0	0	279132	24373773	1467593	229644	22576691	0	1478021	319061	391722
SRR504466	leaf	B73	WT	1	24871839	24602837	0	0	269002	23019777	1373331	209729	21321811	0	1393427	304539	374776
SRR504467	leaf	B73	WT	2	24082728	23826834	0	0	255894	22296361	1326560	203913	20677726	0	1321986	296649	371379
SRR504468	tassels	B73	e1	1	22474516	22216962	0	0	257554	20761765	1272020	183177	19118043	0	1395210	248512	353990
SRR504469	tassels	B73	e1	2	22323103	22035523	0	0	287580	20612619	1226736	196168	19049171	0	1313318	250130	360155
SRR504470	tassels	B73	e1	3	24845734	24543161	0	0	302573	22948777	1385506	208878	21138472	0	1531073	279232	397681
SRR504471	tassels	B73	WT	1	23499684	23229912	0	0	269772	21709357	1320857	199698	20023058	0	1424178	262121	396849
SRR504472	tassels	B73	WT	2	24049502	23762699	0	0	286803	22201264	1350383	211052	20513706	0	1417901	269657	421825
SRR504473	tassels	B73	WT	3	24418666	24138931	0	0	279735	22298043	1588329	252559	20552330	0	1478016	267697	662328
SRR504474	ears	B73	e1	1	26094182	25845275	0	0	248907	24228755	1395732	220788	22308256	0	1623558	296941	389442
SRR504475	ears	B73	e1	2	24561689	24270195	0	0	291494	22778398	1294663	197134	20976651	0	1522595	279152	337175
SRR504476	ears	B73	WT	1	20723339	20507919	0	0	215420	19271909	1087094	148916	17846688	0	1181496	243725	285942
SRR504477	ears	B73	WT	2	24229119	23997477	0	0	231642	22546997	1276873	173607	20868748	0	1391873	286376	340264
SRR504478	SAM	B73	e1	1	21282499	21079130	0	0	203369	19717765	1206627	154738	18237248	0	1232521	247996	333376
SRR504479	SAM	B73	e1	2	23959644	23696934	0	0	262710	22216486	1314741	165707	20509903	0	1415950	290633	330762
SRR504480	SAM	B73	WT	1	23837803	23576432	0	0	261371	22082301	1329353	164778	20317478	0	1472559	292264	347574
SRR504481	SAM	B73	WT	2	20189299	20005930	0	0	183369	18705388	1147191	153351	17279635	0	1194339	231414	315588
