SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR4431507	seedling_leaf	L043	1	2	m01	FALSE	35954317	95
SRR4431508	seedling_leaf	L043	1	1	m01	FALSE	31239242	95
SRR4431509	seedling_leaf	S058	1	2	m02	FALSE	25306761	95
SRR4431510	seedling_leaf	S058	1	1	m02	FALSE	28456577	95
SRR4431511	seedling_leaf	L017	1	2	m03	FALSE	24601327	95
SRR4431512	seedling_leaf	L017	1	1	m03	FALSE	25093835	95
SRR4431513	seedling_leaf	L023	1	2	m04	FALSE	33934134	95
SRR4431514	seedling_leaf	L023	1	1	m04	FALSE	31911389	95
SRR4431515	seedling_leaf	L012	1	2	m05	FALSE	36341568	95
SRR4431516	seedling_leaf	L012	1	1	m05	FALSE	25356682	95
SRR4431517	seedling_leaf	S067	1	2	m06	FALSE	41074248	95
SRR4431518	seedling_leaf	S067	1	1	m06	FALSE	27575517	95
SRR4431519	seedling_leaf	S070	1	2	m07	FALSE	34604991	95
SRR4431520	seedling_leaf	S070	1	1	m07	FALSE	26878565	95
SRR4431521	seedling_leaf	P040	1	2	m08	FALSE	33951436	95
SRR4431522	seedling_leaf	P040	1	1	m08	FALSE	33249624	95
SRR4431523	seedling_leaf	L043	2	2	m09	FALSE	24319428	95
SRR4431524	seedling_leaf	L043	2	1	m09	FALSE	32186294	95
SRR4431525	seedling_leaf	S058	2	2	m10	FALSE	29760209	95
SRR4431526	seedling_leaf	S058	2	1	m10	FALSE	37882545	95
SRR4431527	seedling_leaf	L017	2	1	m11	FALSE	32895627	95
SRR4431528	seedling_leaf	L023	2	2	m12	FALSE	24580958	95
SRR4431529	seedling_leaf	L023	2	1	m12	FALSE	36443866	95
SRR4431530	seedling_leaf	L012	2	3	m13	FALSE	18790306	97
SRR4431531	seedling_leaf	L012	2	2	m13	FALSE	15031097	95
SRR4431532	seedling_leaf	L012	2	1	m13	FALSE	37070239	95
SRR4431533	seedling_leaf	S067	2	2	m14	FALSE	15045357	97
SRR4431534	seedling_leaf	S067	2	3	m14	FALSE	18575670	95
SRR4431535	seedling_leaf	S067	2	1	m14	FALSE	45772618	95
SRR4431536	seedling_leaf	S070	2	2	m15	FALSE	17817852	97
SRR4431537	seedling_leaf	S070	2	3	m15	FALSE	12026386	95
SRR4431538	seedling_leaf	S070	2	1	m15	FALSE	32084807	95
SRR4431539	seedling_leaf	P040	2	2	m16	FALSE	30069399	95
SRR4431540	seedling_leaf	P040	2	1	m16	FALSE	26422540	95
SRR4431541	seedling_leaf	L043	3	2	m17	FALSE	22975545	95
SRR4431542	seedling_leaf	L043	3	1	m17	FALSE	39774338	95
SRR4431543	seedling_leaf	S058	3	3	m18	FALSE	5314695	101
SRR4431544	seedling_leaf	S058	3	2	m18	FALSE	18654408	95
SRR4431545	seedling_leaf	S058	3	1	m18	FALSE	36081203	95
SRR4431546	seedling_leaf	L017	3	2	m19	FALSE	25245127	95
SRR4431547	seedling_leaf	L017	3	1	m19	FALSE	36369841	95
SRR4431548	seedling_leaf	L023	3	2	m20	FALSE	19488499	95
SRR4431549	seedling_leaf	L023	3	1	m20	FALSE	27212589	95
SRR4431550	seedling_leaf	L012	3	2	m21	FALSE	38080145	95
SRR4431551	seedling_leaf	L012	3	1	m21	FALSE	34812945	95
SRR4431552	seedling_leaf	S067	3	2	m22	FALSE	34052611	95
SRR4431553	seedling_leaf	S067	3	1	m22	FALSE	24041377	95
SRR4431554	seedling_leaf	S070	3	2	m23	FALSE	34862373	95
SRR4431555	seedling_leaf	S070	3	1	m23	FALSE	28242730	95
SRR4431556	seedling_leaf	P040	3	2	m24	FALSE	20615786	95
SRR4431557	seedling_leaf	P040	3	1	m24	FALSE	32960268	95
