SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR7443455	leaf		drought_96	1	m1	TRUE	36577894	300
SRR7443456	leaf		control_96	1	m2	TRUE	35675663	300
SRR7443457	leaf		control_60	1	m3	TRUE	31752866	300
SRR7443458	leaf		control_60	2	m3	TRUE	36188054	300
SRR7443459	leaf		drought_60	1	m4	TRUE	33852666	300
SRR7443460	leaf		control_60	3	m3	TRUE	33069034	300
SRR7443461	leaf		drought_60	2	m4	TRUE	32977254	300
SRR7443462	leaf		drought_60	3	m4	TRUE	33632643	300
SRR7443463	leaf		control_96	2	m2	TRUE	38511295	300
SRR7443464	leaf		control_96	3	m2	TRUE	29705900	300
SRR7443465	leaf		control_R3d	1	m5	TRUE	36116676	300
SRR7443466	leaf		control_R3d	2	m5	TRUE	28024160	300
SRR7443467	leaf		drought_96	2	m1	TRUE	34378992	300
SRR7443468	leaf		drought_96	3	m1	TRUE	35216285	300
SRR7443469	leaf		drought_R3d	1	m6	TRUE	32586974	300
SRR7443470	leaf		drought_R3d	2	m6	TRUE	29405906	300
SRR7443471	leaf		drought_R3d	3	m6	TRUE	31115571	300
SRR7443472	leaf		control_R3d	3	m5	TRUE	32006339	300
