stat	n	q0	q5	q25	q50	q75	q95	q100	avg
total	87	1.93038	2.4420903999999997	3.6714905	4.507985	5.917882499999999	7.8326481	8.53142	4.826565885057471
passed	87	1.893846	2.4212573	3.628	4.474133	5.8631865	7.7602422	8.454199	4.772728517241379
mapped	87	1.588574	2.2429281	3.3941535	4.091787	5.268343	7.2140992000000015	8.173067	4.40933483908046
mappedu	87	1.219864	1.9516878	3.0690999999999997	3.87011	4.866191000000001	6.566929400000001	7.623464	4.020729942528735
p.passed	87	0.9704905704160305	0.9778221002784534	0.985766881890302	0.9904116077941444	0.9923347978722132	0.9933062575877011	0.9941477360272932	0.9884892555602574
p.mapped	87	0.801672238236734	0.8344426234569362	0.8862286802016346	0.9053239846227074	0.9505646892539905	0.9679449057538012	0.9706789345218904	0.9112815950462416
p.mappedu	87	0.6319294646649882	0.717677142180132	0.8042147957953389	0.8233598058186238	0.8837690502592914	0.9116050390682929	0.9279894475350111	0.8278542548406377
