SampleID	Tissue	Genotype	Treatment	Replicate	paired
SRR957415	endosperm 12 days after pollination	B73		1	FALSE
SRR957416	endosperm 12 days after pollination	B73		2	FALSE
SRR957417	endosperm 12 days after pollination	B73		3	FALSE
SRR957418	pericarp and aleurone	B73		1	FALSE
SRR957419	pericarp and aleurone	B73		2	FALSE
SRR957420	pericarp and aleurone	B73		3	FALSE
SRR957421	endosperm crown	B73		1	FALSE
SRR957422	endosperm crown	B73		2	FALSE
SRR957423	endosperm crown	B73		3	FALSE
SRR957424	symmetrical division zone	B73		1	FALSE
SRR957425	symmetrical division zone	B73		2	FALSE
SRR957426	symmetrical division zone	B73		3	FALSE
SRR957427	stomatal division zone	B73		1	FALSE
SRR957428	stomatal division zone	B73		2	FALSE
SRR957429	stomatal division zone	B73		3	FALSE
SRR957430	growth zone	B73		1	FALSE
SRR957431	growth zone	B73		2	FALSE
SRR957432	growth zone	B73		3	FALSE
SRR957433	embryos 20 days after pollination	B73		1	FALSE
SRR957434	embryos 20 days after pollination	B73		2	FALSE
SRR957435	embryos 20 days after pollination	B73		3	FALSE
SRR957436	embryos	B73		1	FALSE
SRR957437	embryos	B73		2	FALSE
SRR957438	embryos	B73		3	FALSE
SRR957439	germinating kernels	B73		1	FALSE
SRR957440	germinating kernels	B73		2	FALSE
SRR957441	germinating kernels	B73		3	FALSE
SRR957442	mature leaf tissue (leaf 8)	B73		1	FALSE
SRR957443	mature leaf tissue (leaf 8)	B73		2	FALSE
SRR957444	mature leaf tissue (leaf 8)	B73		3	FALSE
SRR957445	6-8 mm from tip of ear primordium	B73		1	FALSE
SRR957446	6-8 mm from tip of ear primordium	B73		2	FALSE
SRR957447	6-8 mm from tip of ear primordium	B73		3	FALSE
SRR957448	2-4 mm from tip of ear primordium	B73		1	FALSE
SRR957449	2-4 mm from tip of ear primordium	B73		2	FALSE
SRR957450	2-4 mm from tip of ear primordium	B73		3	FALSE
SRR957451	Root maturation zone	B73		1	FALSE
SRR957452	Root elongation zone	B73		1	FALSE
SRR957453	Root cortex	B73		1	FALSE
SRR957454	Root maturation zone	B73		2	FALSE
SRR957455	Root elongation zone	B73		2	FALSE
SRR957456	Root cortex	B73		2	FALSE
SRR957457	Root maturation zone	B73		3	FALSE
SRR957458	Root elongation zone	B73		3	FALSE
SRR957459	Root cortex	B73		3	FALSE
SRR957460	Primary root	B73		1	FALSE
SRR957461	Primary root	B73		2	FALSE
SRR957462	Primary root	B73		3	FALSE
SRR957463	Secondary root	B73		1	FALSE
SRR957464	Secondary root	B73		2	FALSE
SRR957465	Secondary root	B73		3	FALSE
SRR957466	Mature pollen	B73		1	FALSE
SRR957467	Mature pollen	B73		2	FALSE
SRR957468	Mature pollen	B73		3	FALSE
SRR957469	silks	B73		1	FALSE
SRR957470	silks	B73		2	FALSE
SRR957471	silks	B73		3	FALSE
SRR957472	mature female spikelets	B73		1	FALSE
SRR957473	mature female spikelets	B73		2	FALSE
SRR957474	mature female spikelets	B73		3	FALSE
SRR957475	Internode 6-7	B73		1	FALSE
SRR957476	Internode 6-7	B73		2	FALSE
SRR957477	Internode 6-7	B73		3	FALSE
SRR957478	Internode 7-8	B73		1	FALSE
SRR957479	Internode 7-8	B73		2	FALSE
SRR957480	Internode 7-8	B73		3	FALSE
SRR957481	Vegetative Meristem & Surrounding Tissue	B73		1	FALSE
SRR957482	Vegetative Meristem & Surrounding Tissue	B73		2	FALSE
