SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR445244	ear	B73	NA	1	27627435	26186972	1082178	294558	63727	26160088	967764	435856	22790799	2520376	1857564	275235	456896
SRR445245	root	B73	NA	1	24578513	23130934	1048660	325951	72968	23119612	716037	669896	19812099	1986496	1787540	240480	644672
SRR445382	shoot	B73	NA	1	22883336	21420305	1166640	232764	63627	21784420	774029	261260	19265852	1945791	978223	235015	265106
SRR445383	tassel	B73	NA	1	22200068	20685889	1105832	346219	62128	20601007	782186	754747	17787875	2107238	1534680	211745	473180
SRR445384	ear	B97	NA	1	17236442	15836580	1150288	179888	69686	15750234	778184	638338	13297087	2065985	1095765	157525	628718
SRR445385	root	B97	NA	1	18888604	17546440	1078955	199572	63637	16470995	676792	1677180	14354934	1737943	875904	147058	1578881
SRR445386	shoot	B97	NA	1	22522987	20991143	1137179	316100	78565	20358402	909597	1176423	17576148	2330199	1309326	188143	1116378
SRR445387	tassel	B97	NA	1	27514996	25921486	1129204	387299	77007	25528189	1182034	727766	21994792	3093512	1831847	341480	737259
SRR445388	ear	CML103	NA	1	24803338	23052356	1326942	359467	64573	21952415	1001238	1785112	19295215	2540232	1547246	234532	1135341
SRR445389	root	CML103	NA	1	20852030	19304945	1271854	208053	67178	18307095	798581	1679176	15752668	2155425	1154984	145076	1554091
SRR445390	shoot	CML103	NA	1	21294309	19651830	1236918	321918	83643	19413127	804699	992840	34057518	0	2986715	389517	1970858
SRR445391	tassel	CML103	NA	1	24456729	22912006	1137465	337010	70248	22585263	1053878	747340	19492778	2657868	1470036	319565	785940
SRR445392	ear	CML228	NA	1	24020810	23027218	619260	322936	51396	21771438	1493615	704361	19022467	3204517	1769549	215122	1077795
SRR445393	root	CML228	NA	1	24668182	22993309	1343344	253171	78358	22516338	1143329	930157	19372437	2757658	1505382	246028	949796
SRR445394	shoot	CML228	NA	1	24579677	22983996	1172334	336266	87081	22425894	1179445	887257	19399416	3080288	1480729	198665	858588
SRR445395	tassel	CML228	NA	1	22889863	21259778	1182984	352641	94460	20988669	1024825	781909	18143401	2702169	1234832	239745	758147
SRR445396	ear	CML277	NA	1	24582149	23259038	940986	313767	68358	22704710	988401	820680	19898645	2627447	1484996	195907	802890
SRR445397	ear	CML247	NA	1	27966339	26916481	646228	346371	57259	25881223	1305395	722462	22803890	3360605	1938112	266077	766704
SRR445398	root	CML247	NA	1	22940590	21225425	1403124	233222	78819	20511342	971111	1379318	17370605	2602830	1528327	203529	1273935
SRR445399	shoot	CML247	NA	1	25676516	23980703	1238470	369462	87881	23206667	1174065	1207903	19938927	2818606	1662767	265086	1152060
SRR445400	tassel	CML247	NA	1	27221661	25461289	1308559	370943	80870	24627123	1175676	1337992	21164159	2960903	1730019	348395	1186410
SRR445401	root	CML277	NA	1	26345482	24751190	1308387	219079	66826	22072911	1031801	3173944	18904657	2727299	1696060	224454	2985676
SRR445402	shoot	CML277	NA	1	22050267	20613508	1050400	313434	72925	19706731	902261	1368350	17004603	2408089	1335791	190975	1286053
SRR445403	tassel	CML277	NA	1	17428921	16166303	1006600	209952	46066	15932680	731071	719104	13595568	1873809	1148245	186509	626737
SRR445404	ear	CML322	NA	1	27323199	26102721	798307	341252	80919	25359411	1165181	717688	22306582	2991504	1816701	229391	742514
SRR445405	root	CML322	NA	1	19041708	17649641	1105098	217712	69257	17004534	729069	1238848	14587788	1867169	1090935	171831	1158401
SRR445406	shoot	CML322	NA	1	24653120	23121283	1093562	352097	86178	22649119	1046320	871503	19533109	2746677	1592008	233649	827303
SRR445407	tassel	CML322	NA	1	22032014	20569384	1135975	263891	62764	20037385	1118762	813103	17070018	2912325	1562218	185987	798626
SRR445408	ear	CML333	NA	1	23868746	22801647	669921	328569	68609	22107796	1107398	584943	19432421	2712701	1602076	212263	676782
SRR445409	root	CML333	NA	1	28115512	26935026	777518	346966	56002	25470446	1216202	1372862	21885786	3254511	2313794	268515	1357631
SRR445410	shoot	CML333	NA	1	23983820	22848097	796699	280860	58164	21851008	1093244	981404	18692958	2964127	1961797	239835	980193
SRR445411	tassel	CML333	NA	1	22625145	21053827	1174667	314821	81830	20869763	914601	758951	17931310	2413597	1372891	252776	698940
SRR445412	ear	CML52	NA	1	26955093	25823206	723285	340307	68295	24682891	1414910	788997	21749101	3248995	1807103	257630	967389
SRR445413	root	CML52	NA	1	23592404	22684006	632416	236100	39882	21815277	977849	759396	19358065	2427953	1411179	254425	745779
SRR445414	shoot	CML52	NA	1	25415328	23800107	1159689	363153	92379	23184128	982655	1156166	20153023	2548759	1431036	246336	1086787
SRR445415	tassel	CML52	NA	1	25689751	23939062	1263279	393794	93616	23108493	1542503	945139	40492415	0	3686992	642258	2643651
SRR445416	tassel	CML69	NA	1	24037418	22361508	1204301	383496	88113	21896642	929702	1122961	38852806	0	3165494	653009	1996453
SRR445417	root	CML69	NA	1	21168428	19911164	895223	297793	64248	18980378	945331	1178471	16387254	2591737	1356943	187373	1131658
SRR445418	shoot	CML69	NA	1	25067194	23586330	1058744	342268	79852	22782081	1137623	1067638	19638702	3137958	1675808	237112	1032870
SRR445419	tassel	CML69	NA	1	24018482	22504493	1071322	356694	85973	22289545	933721	709243	39316035	0	3261022	715857	1461798
SRR445420	ear	Hp301	NA	1	25618348	23957062	1232719	341676	86891	23771175	1013014	747268	20756785	2627354	1359001	259247	690793
SRR445421	root	Hp301	NA	1	20523309	19263730	912589	281411	65579	18029046	903867	1524817	15607301	2468733	1242505	166930	1446221
SRR445422	shoot	Hp301	NA	1	22264201	20576045	1254021	343949	90186	19636759	898208	1639048	17007078	2381120	1121190	168741	1506389
SRR445423	tassel	Hp301	NA	1	22626052	20922154	1245851	364240	93807	20684515	952699	895031	17671875	2628345	1358246	239495	816783
SRR445424	ear	IL14H	NA	1	24066478	22823874	852555	325433	64616	22011404	1302626	687832	19167168	2865176	1651184	206263	879943
SRR445425	root	IL14H	NA	1	24658460	23166492	1070676	348713	72579	22599690	987762	998429	19788213	2610652	1333950	209967	957147
SRR445426	shoot	IL14H	NA	1	24051581	22600597	1040195	331027	79762	22254721	1027874	689224	19641743	2573260	1146853	247511	665247
SRR445427	tassel	IL14H	NA	1	23405058	21890048	1125574	314769	74667	21268597	1261557	800237	18178816	3402082	1670956	181068	742552
SRR445428	ear	Ki11	NA	1	24039230	22837837	797045	336290	68058	22311953	1047639	611580	19474112	2775755	1622061	211957	610262
SRR445429	root	Ki11	NA	1	25454593	23989738	1089657	312558	62640	23226614	1024234	1141105	20418143	2521281	1373446	295739	981413
SRR445431	shoot	Ki11	NA	1	26673941	24985798	1187128	401421	99594	24610956	1094499	868892	21542215	2844441	1399662	237634	826116
SRR445432	tassel	Ki11	NA	1	24748728	23313656	967934	388336	78802	22664211	1079949	925766	19740098	2610693	1372261	346242	984245
SRR445433	ear	Ki3	NA	1	24579140	23280815	863364	364652	70309	22725991	1151736	631104	40681154	0	3167286	551198	1607839
SRR445434	root	Ki3	NA	1	27636201	26302797	902253	364410	66741	24192444	1349327	2027689	21150986	3091440	1679021	316172	2108072
SRR445435	shoot	Ki3	NA	1	23443860	22034306	1042889	296602	70063	21629142	936404	808251	18891254	2422769	1299853	227820	766877
SRR445440	tassel	Ki3	NA	1	25453700	23741276	1215043	405158	92223	23411090	1137091	813296	20081162	2922654	1690542	212871	792622
SRR445448	ear	Ky21	NA	1	24353756	22943334	1010653	323588	76181	22513135	988417	776022	19739459	2647763	1373720	217439	742140
SRR445452	root	Ky21	NA	1	23589792	22286707	895221	337149	70715	21389688	1028212	1101177	18578149	2818759	1490021	240107	1077782
SRR445457	shoot	Ky21	NA	1	25373950	23994772	1002032	306309	70837	23571414	938533	793166	20839222	2420173	1288655	248067	767084
SRR445462	tassel	Ky21	NA	1	26749278	24462400	1737622	430348	118908	24563173	1078838	988359	20659512	2868496	1630764	376754	895300
SRR445530	ear	M162W	NA	1	24569743	23340821	799686	359637	69599	22790697	1062247	647200	19996244	2660248	1552251	225674	666400
SRR445531	root	M162W	NA	1	20809086	19573236	863142	305199	67509	19011205	814025	916347	16709115	2050356	1076011	184218	903984
SRR445532	shoot	M162W	NA	1	23940801	22514347	1142616	221544	62294	21838489	1172769	867249	18535528	3018652	1895110	200917	885395
SRR445533	tassel	M162W	NA	1	25647652	23916095	1267125	379923	84509	23534078	1246629	782436	19934198	2976742	1829945	327248	868143
SRR445534	ear	M37W	NA	1	21414614	20451410	667120	253718	42366	19845822	847102	679324	17587888	2213054	1241791	203978	685785
SRR445583	root	M37W	NA	1	23311597	21917002	968421	350845	75329	20929482	882252	1424534	18224600	2452894	1355542	206466	1337400
