SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	uniquely_mapped	multimapped	unmapped	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
SRR445600	shoot	M37W	NA	1	20710326	19225363	1109057	307045	68861	18712467	1050480	878518	16328039	2476278	1026484	196746	884929
SRR445601	tassel	M37W	NA	2	22322335	21101040	816737	339260	65298	20548298	836726	872013	17904386	2304206	1308084	283191	842740
SRR445614	ear	Mo17	NA	1	24064998	22906113	806387	293039	59459	22486933	908413	610193	19907003	2314343	1332452	247847	606315
SRR445616	root	Mo17	NA	1	25351284	24034458	893268	352850	70708	22828407	987534	1464635	19809208	2705413	1683113	244781	1395204
SRR445617	shoot	Mo17	NA	1	23003502	21739100	910003	298145	56254	21108353	925717	913178	18309805	2449407	1517028	221187	854920
SRR445618	tassel	Mo17	NA	1	23057320	21674770	943504	364292	74754	20994509	1161357	826700	18278120	3136925	1364502	184229	803851
SRR445619	ear	Mo18W	NA	1	17464800	16353597	849806	222158	39239	15702792	701638	1021131	13642056	1852104	1246976	157888	676933
SRR445620	root	Mo18W	NA	1	22907734	21698648	830323	317040	61723	19812235	991047	2042729	17061734	2619523	1609745	208769	1949355
SRR445621	shoot	Mo18W	NA	1	22504628	21062928	1168698	208964	64038	18851827	935353	2653410	16044459	2518210	1505243	174627	2497438
SRR445622	tassel	Mo18W	NA	1	17072755	15670335	1103452	241644	57324	15625495	723282	666654	13100441	1833754	1172385	226349	572152
SRR445623	ear	Ms71	NA	1	12426326	11506562	648095	228479	43190	7616877	4000614	765645	5894559	5575573	1355208	72750	3385134
SRR445624	root	Ms71	NA	1	33897489	32099952	1269375	433466	94696	31521329	1189421	1092043	28264506	2995895	1441253	314376	1000852
SRR445625	shoot	Ms71	NA	1	32607887	30929955	1161475	434648	81809	30134800	1320206	1071072	27095008	3166292	1297660	354566	1067582
SRR445626	ear	NC350	NA	1	22559475	21547366	765840	208551	37718	20452753	1006202	1062802	17608282	2591004	1898880	182516	975599
SRR445627	root	NC350	NA	1	23070706	21847811	842101	317550	63244	20868416	963867	1175179	18317030	2468420	1333559	190743	1120213
SRR445628	shoot	NC350	NA	1	21932975	20356607	1288e3	220181	68187	20130896	908140	825752	17431626	2296944	1160460	193449	776736
SRR445629	tassel	NC350	NA	1	22477920	21306483	777159	333698	60580	20575875	996070	845395	17958622	2742497	1440929	195259	817547
SRR445631	ear	NC358	NA	1	22769052	21932663	598808	199594	37987	21135984	923302	671779	18714062	2353226	1521428	189477	669183
SRR445632	root	NC358	NA	1	19365927	18494057	591017	237642	43211	17239922	735864	1346930	15085289	1946204	1249352	169691	1301325
SRR445636	shoot	NC358	NA	1	24543279	22875037	1323569	267088	77585	22527577	946868	991249	19544346	2455228	1362149	198732	927867
SRR445637	tassel	NC358	NA	1	22485912	20856251	1176562	361675	91424	20549054	1008808	836626	17666645	2695049	1383871	175868	764918
SRR445638	ear	Oh43	NA	1	24194770	22785781	1017683	315601	75705	22382153	1000578	736334	19730472	2493747	1260788	211697	756575
SRR445639	root	Oh43	NA	1	24209733	23143660	695557	316532	53984	22413929	985366	756454	19810679	2390816	1401639	289019	747808
SRR445640	shoot	Oh43	NA	1	19874309	18385007	1162148	253009	74145	17700296	1251897	847971	15221307	2254886	1155771	181687	1134861
SRR445641	tassel	Oh43	NA	1	26231e3	25044252	801608	330285	54855	24004772	1279156	892217	20750513	3477815	2052323	223319	869830
SRR445642	ear	Oh7B	NA	1	22775702	21646569	794227	278893	56013	21058760	1019741	641188	18172470	2720831	1723108	204001	632323
SRR445643	root	Oh7B	NA	1	21163483	19867701	914126	315309	66347	18810929	835359	1450848	16135865	2250134	1438796	202859	1331168
SRR445644	shoot	Oh7B	NA	1	24296264	22345401	1559916	291629	99318	22345809	937660	913477	19273544	2422531	1181477	241779	845722
SRR445645	tassel	Oh7B	NA	1	24210482	22586420	1172339	366204	85519	22238938	991531	894494	19134150	2641837	1463908	249959	866777
SRR445646	ear	P39	NA	1	26768746	25416084	931745	348612	72305	24744375	1188977	763089	21674940	2954275	1669685	276310	793683
SRR445647	root	P39	NA	1	24201263	22809534	950973	365732	75024	21875485	1099378	1151376	18673127	2960067	1833825	212820	1097892
SRR445648	shoot	P39	NA	1	21994972	20179171	1450197	270654	94950	19998719	1115090	786213	16856330	2882975	1426802	195066	749720
SRR445649	tassel	P39	NA	1	24928695	23624046	906308	332476	65865	22905459	1163987	793384	19847687	3059052	1745249	221301	782684
SRR445650	ear	Tx303	NA	1	24990568	23742145	847440	338534	62449	23072455	1077476	778188	20109987	2810656	1711057	208994	790837
SRR445651	root	Tx303	NA	1	21464884	20256798	809030	329701	69355	19092142	802594	1500793	16681232	2087907	1242740	178255	1432951
SRR445652	shoot	Tx303	NA	1	27337955	25257239	1696661	288487	95568	25360308	1028120	853959	22107957	2636388	1235796	239082	779448
SRR445653	tassel	Tx303	NA	1	22190496	20691606	1095128	325062	78700	20333852	871558	906386	17672479	2234492	1170055	241902	848666
SRR445654	ear	Tzi8	NA	1	25173205	23712023	1014873	373224	73085	23156994	1061332	881794	20352589	2768406	1423232	218983	800503
SRR445655	root	Tzi8	NA	1	22374994	21190658	807257	318261	58818	19612726	1156345	1547105	16540577	3306135	1892769	217259	1489495
SRR445656	shoot	Tzi8	NA	1	24917876	23010421	1507642	304256	95557	22750921	1135861	935537	19315903	3105892	1593241	233390	875452
SRR445657	tassel	Tzi8	NA	1	24212117	22767522	1031415	344441	68739	22315022	1065279	763077	19320573	2677597	1507191	289542	787629
SRR424649	SAM	B73	NA	1	11244136	10329403	0	0	914733	6981273	720365	2627765	6286689	0	586099	108485	2808967
SRR424650	SAM	B73	NA	2	19430016	18926088	0	0	503928	12658201	1259425	5008462	11416723	0	1044496	196982	5341358
SRR424651	SAM	B97	NA	1	15894756	14585531	0	0	1309225	9801787	1061643	3722101	8947363	0	719545	134879	3842224
SRR424652	SAM	B97	NA	2	11405147	11121389	0	0	283758	7422996	764219	2934174	6788400	0	531836	102760	3025923
SRR424653	SAM	CML103	NA	1	9635859	9075801	0	0	560058	5765863	607907	2702031	5252548	0	428835	84480	2786651
SRR424654	SAM	CML103	NA	2	11563191	11057893	0	0	505298	7784139	819885	2453869	7034885	0	641534	107720	2544346
SRR424655	SAM	CML228	NA	1	7112976	6448561	0	0	664415	4884944	580755	982862	4463219	0	357052	64673	1107264
SRR424656	SAM	CML228	NA	2	6420860	6271148	0	0	149712	5177831	596599	496718	4734061	0	375392	68378	640027
SRR424657	SAM	CML247	NA	1	12440546	11701159	0	0	739387	7633499	891465	3176195	7009856	0	517208	106435	3338885
SRR424658	SAM	CML247	NA	2	16865326	16161481	0	0	703845	11616058	1329581	3215842	10599348	0	863261	153449	3412232
SRR424659	SAM	CML277	NA	1	14391271	13367166	0	0	1024105	8703195	950821	3713150	7925295	0	662842	115058	3853312
SRR424660	SAM	CML277	NA	2	20049024	19455981	0	0	593043	12921558	1376677	5157746	11738477	0	1016623	166458	5349563
SRR424661	SAM	CML322	NA	1	11919167	11149901	0	0	769266	6368101	718400	4063400	5797995	0	487280	82826	4182384
SRR424662	SAM	CML322	NA	2	13466308	13116564	0	0	349744	7789119	858063	4469382	7081832	0	609399	97888	4604283
SRR424663	SAM	CML333	NA	1	10098161	9448022	0	0	650139	6650190	729476	2068356	6074210	0	486833	89147	2194119
SRR424664	SAM	CML333	NA	2	14569111	14193280	0	0	375831	11803674	1215093	1174513	10787362	0	857611	158701	1404510
SRR424665	SAM	CML52	NA	1	13825312	12744359	0	0	1080953	8794138	982096	2968125	8003555	0	671697	118886	3112253
SRR424666	SAM	CML52	NA	2	15578584	15152327	0	0	426257	10795493	1178490	3178344	9809176	0	846347	139970	3342255
SRR424667	SAM	CML69	NA	1	11917380	11002322	0	0	915058	7068410	812650	3121262	6385885	0	588712	93813	3273233
SRR424668	SAM	CML69	NA	2	18114280	17648619	0	0	465661	11748302	1307306	4593011	10585826	0	1010449	152027	4823594
SRR426781	SAM	Hp301	NA	1	12064852	11203423	0	0	861429	7072769	795540	3335114	6449818	0	530606	92345	3438928
SRR426782	SAM	Hp301	NA	2	15273515	14931326	0	0	342189	9655116	1041132	4235078	8788252	0	744157	122707	4366326
SRR426783	SAM	IL14H	NA	1	11196273	10396761	0	0	799512	7035787	786155	2574819	6404306	0	539832	91649	2676080
SRR426784	SAM	IL14H	NA	2	19224774	18790672	0	0	434102	12961187	1401334	4428151	11771345	0	1027180	162662	4603151
SRR426785	SAM	Ki11	NA	1	8984229	7745386	0	0	1238843	5108955	543325	2093106	4683887	0	354125	70943	2158453
SRR426786	SAM	Ki11	NA	2	5182771	5080293	0	0	102478	3479618	359271	1241404	3175968	0	259088	44562	1284053
SRR426787	SAM	Ki3	NA	1	9872063	8476900	0	0	1395163	5367076	615020	2494804	4902007	0	391749	73320	2588785
SRR426788	SAM	Ki3	NA	2	19436375	18927715	0	0	508660	12581129	1407793	4938793	11448099	0	971467	161563	5142559
SRR426789	SAM	Ky21	NA	1	8246883	6720786	0	0	1526097	4357323	504766	1858697	3969929	0	326380	61014	1929405
SRR426790	SAM	Ky21	NA	2	18077111	17728820	0	0	348291	11631213	1249818	4847789	10578888	0	895544	156781	5057540
SRR426791	SAM	M162W	NA	1	7940514	6523035	0	0	1417479	4423110	659052	1440873	3998298	0	359257	65555	1672010
SRR426792	SAM	M162W	NA	2	16708212	16440185	0	0	268027	11597046	1632563	3210576	10458302	0	972566	166178	3833381
SRR426793	SAM	M37W	NA	1	6343081	5409647	0	0	933434	4221642	483246	704759	3822536	0	342453	56653	773156
SRR426798	SAM	Mo17	NA	2	11113284	10983819	0	0	129465	8539744	983980	1460095	7657280	0	758399	124065	1735167
SRR426813	SAM	Mo17	NA	1	8472529	7239055	0	0	1233474	5570240	692078	976737	4999816	0	488164	82260	1135254
SRR426814	SAM	M37W	NA	2	20310978	20070221	0	0	240757	15859320	1637421	2573480	14350122	0	1296598	212600	2867283
SRR426815	SAM	Mo18W	NA	1	10921728	10020466	0	0	901262	7197179	782231	2041056	6483208	0	608588	105383	2184262
SRR426816	SAM	Mo18W	NA	2	12327326	11761140	0	0	566186	9719764	1044158	997218	8762695	0	816319	140750	1181868
SRR426817	SAM	Ms71	NA	1	2827737	2591134	0	0	236603	2100830	208930	281374	1915346	0	158457	27027	304345
SRR426818	SAM	Ms71	NA	2	5567758	5477119	0	0	90639	4687489	445697	343933	4271141	0	355640	60708	396049
SRR426819	SAM	NC350	NA	1	6221764	5703263	0	0	518501	4383316	441003	878944	3869000	0	442434	71882	981216
SRR426820	SAM	NC350	NA	2	9878668	9704728	0	0	173940	8140941	790407	773380	7193348	0	813807	133786	972421
SRR426821	SAM	NC358	NA	1	8108633	6896562	0	0	1212071	5248357	596946	1051259	4751957	0	420671	75729	1146679
SRR426822	SAM	NC358	NA	2	8985486	8717875	0	0	267611	7307884	760379	649612	6631843	0	569418	106623	801302
SRR426823	SAM	Oh43	NA	1	7501861	6385715	0	0	1116146	4817833	505824	1062058	4299887	0	436028	81918	1172268
SRR426824	SAM	Oh43	NA	2	9540945	9258442	0	0	282503	7768077	762996	727369	6960292	0	675648	132137	932377
SRR426825	SAM	Oh7B	NA	1	12239043	11102626	0	0	1136417	7292769	787251	3022606	6654968	0	542250	95551	3118337
SRR426826	SAM	Oh7B	NA	2	13783800	13444277	0	0	339523	10333192	1071519	2039566	9435967	0	759223	138002	2190195
SRR426827	SAM	P39	NA	1	8659494	8025924	0	0	633570	5964321	725498	1336105	5312317	0	563742	88262	1480390
SRR426828	SAM	P39	NA	2	9763735	9466102	0	0	297633	7634931	909886	921285	6802067	0	720390	112474	1108816
SRR426829	SAM	Tx303	NA	1	12292630	11357256	0	0	935374	8452602	900836	2003818	7722517	0	616205	113880	2150743
SRR426830	SAM	Tx303	NA	2	13432480	12978587	0	0	453893	10859532	1124510	994545	9929877	0	783209	146446	1185315
SRR426831	SAM	Tzi8	NA	1	15088366	13791023	0	0	1297343	9715187	1115017	2960819	8776977	0	822282	115928	3127060
SRR426832	SAM	Tzi8	NA	2	17072499	16253581	0	0	818918	12970631	1478922	1804028	11723809	0	1092462	154360	2015068
