Tissue	gt_treat	0	1	3	5	29	48	49	51	53	77	149
leaf_2	B73_cold		1	1	2	3	3	1	1	3	3	2
leaf_2	B73_control	3	1	1	3	3	3	1	1	4	2	3
leaf_2	Mo17_cold				1	2	2			3	3	3
leaf_2	Mo17_control	3			3	3	3			2	3	3
leaf_3	B73_cold											2
leaf_3	B73_control											2
leaf_3	Mo17_cold											2
leaf_3	Mo17_control											2
