SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR908214	kernel	150		1	m001	TRUE	35577178	180
SRR908215	kernel	177		1	m002	TRUE	37033943	180
SRR909970	kernel	238		1	m003	TRUE	44501557	180
SRR909971	kernel	268		1	m004	TRUE	36978947	180
SRR909972	kernel	647		1	m005	TRUE	32380188	180
SRR909999	kernel	1462		1	m006	TRUE	31746471	180
SRR910000	kernel	4019		1	m007	TRUE	40160704	180
SRR910001	kernel	5213		1	m008	TRUE	33564518	180
SRR910025	kernel	5237		1	m009	TRUE	32047213	180
SRR910026	kernel	7327		1	m010	TRUE	44458072	180
SRR910045	kernel	7381		1	m011	TRUE	40081141	180
SRR910046	kernel	8902		1	m012	TRUE	35656557	180
SRR910047	kernel	9642		1	m013	TRUE	33080184	180
SRR910048	kernel	81162		1	m014	TRUE	35772100	180
SRR910049	kernel	526018		1	m015	TRUE	32608739	180
SRR910110	kernel	05W002		1	m016	TRUE	39554951	180
SRR910111	kernel	05WN230		1	m017	TRUE	44403166	180
SRR910116	kernel	07KS4		1	m018	TRUE	31467262	180
SRR910117	kernel	18-599		1	m019	TRUE	38749429	180
SRR910118	kernel	303WX		1	m020	TRUE	38704719	180
SRR910177	kernel	4F1		1	m021	TRUE	30033304	180
SRR910178	kernel	7884-4HT		1	m022	TRUE	30660474	180
SRR910179	kernel	835A		1	m023	TRUE	42662037	180
SRR910180	kernel	835B		1	m024	TRUE	29716593	180
SRR910181	kernel	975-12		1	m025	TRUE	43103114	180
SRR910202	kernel	B11		1	m026	TRUE	37808007	180
SRR910203	kernel	B110		1	m027	TRUE	28390783	180
SRR910204	kernel	B111		1	m028	TRUE	43651344	180
SRR910228	kernel	B113		1	m029	TRUE	41851571	180
SRR910229	kernel	B114		1	m030	TRUE	36257736	180
SRR910230	kernel	B151		1	m031	TRUE	25721481	180
SRR910231	kernel	B73		1	m032	TRUE	38988102	180
SRR910233	kernel	B77		1	m033	TRUE	47076602	180
SRR910293	kernel	BS16		1	m034	TRUE	31559857	180
SRR910294	kernel	BY4839		1	m035	TRUE	30648547	180
SRR910295	kernel	BY4944		1	m036	TRUE	32235146	180
