SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR424649	SAM	B73		1	m001	FALSE	11244136	76
SRR424650	SAM	B73		2	m001	FALSE	19430016	76
SRR424651	SAM	B97		1	m002	FALSE	15894756	76
SRR424652	SAM	B97		2	m002	FALSE	11405147	76
SRR424653	SAM	CML103		1	m003	FALSE	9635859	76
SRR424654	SAM	CML103		2	m003	FALSE	11563191	76
SRR424655	SAM	CML228		1	m004	FALSE	7112976	76
SRR424656	SAM	CML228		2	m004	FALSE	6420860	76
SRR424657	SAM	CML247		1	m005	FALSE	12440546	76
SRR424658	SAM	CML247		2	m005	FALSE	16865326	76
SRR424659	SAM	CML277		1	m006	FALSE	14391271	76
SRR424660	SAM	CML277		2	m006	FALSE	20049024	76
SRR424661	SAM	CML322		1	m007	FALSE	11919167	76
SRR424662	SAM	CML322		2	m007	FALSE	13466308	76
SRR424663	SAM	CML333		1	m008	FALSE	10098161	76
SRR424664	SAM	CML333		2	m008	FALSE	14569111	76
SRR424665	SAM	CML52		1	m009	FALSE	13825312	76
SRR424666	SAM	CML52		2	m009	FALSE	15578584	76
SRR424667	SAM	CML69		1	m010	FALSE	11917380	76
SRR424668	SAM	CML69		2	m010	FALSE	18114280	76
SRR426781	SAM	Hp301		1	m011	FALSE	12064852	76
SRR426782	SAM	Hp301		2	m011	FALSE	15273515	76
SRR426783	SAM	IL14H		1	m012	FALSE	11196273	76
SRR426784	SAM	IL14H		2	m012	FALSE	19224774	76
SRR426785	SAM	Ki11		1	m013	FALSE	8984229	76
SRR426787	SAM	Ki3		1	m014	FALSE	9872063	76
SRR426788	SAM	Ki3		2	m014	FALSE	19436375	76
SRR426789	SAM	Ky21		1	m015	FALSE	8246883	76
SRR426790	SAM	Ky21		2	m015	FALSE	18077111	76
SRR426791	SAM	M162W		1	m016	FALSE	7940514	76
SRR426792	SAM	M162W		2	m016	FALSE	16708212	76
SRR426798	SAM	Mo17		1	m017	FALSE	11113284	76
SRR426813	SAM	Mo17		2	m017	FALSE	8472529	76
SRR426814	SAM	M37W		1	m018	FALSE	20310978	76
SRR426815	SAM	Mo18W		1	m019	FALSE	10921728	76
SRR426816	SAM	Mo18W		2	m019	FALSE	12327326	76
SRR426820	SAM	NC350		1	m020	FALSE	9878668	76
SRR426821	SAM	NC358		1	m021	FALSE	8108633	76
SRR426822	SAM	NC358		2	m021	FALSE	8985486	76
SRR426824	SAM	Oh43		1	m022	FALSE	9540945	76
SRR426825	SAM	Oh7B		1	m023	FALSE	12239043	76
SRR426826	SAM	Oh7B		2	m023	FALSE	13783800	76
SRR426827	SAM	P39		1	m024	FALSE	8659494	76
SRR426828	SAM	P39		2	m024	FALSE	9763735	76
