SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
BR701	leaf_V3	B73	""	1	m01	TRUE	28470501	302
BR702	leaf_V3	B73	""	2	m01	TRUE	23915284	302
BR703	leaf_V3	B73	""	3	m01	TRUE	27321914	302
BR704	leaf_V3	B73	""	4	m01	TRUE	34237778	302
BR705	leaf_V3	BxM	""	1	m02	TRUE	23283806	302
BR707	leaf_V3	BxM	""	2	m02	TRUE	30584051	302
BR708	leaf_V3	BxM	""	3	m02	TRUE	23895930	302
BR709	leaf_V3	M0014	""	1	m03	TRUE	36160676	302
BR710	leaf_V3	M0014	""	2	m03	TRUE	30404196	302
BR711	leaf_V3	M0014	""	3	m03	TRUE	30083383	302
BR712	leaf_V3	M0014	""	4	m03	TRUE	27069735	302
BR713	leaf_V3	M0014xB73	""	1	m04	TRUE	28763025	302
BR714	leaf_V3	M0014xB73	""	2	m04	TRUE	28228327	302
BR715	leaf_V3	M0014xB73	""	3	m04	TRUE	26298382	302
BR716	leaf_V3	M0014xB73	""	4	m04	TRUE	28281103	302
BR717	leaf_V3	M0014xMo17	""	1	m05	TRUE	28915646	302
BR718	leaf_V3	M0014xMo17	""	2	m05	TRUE	34822364	302
BR719	leaf_V3	M0014xMo17	""	3	m05	TRUE	26032562	302
BR720	leaf_V3	M0014xMo17	""	4	m05	TRUE	32981046	302
BR721	leaf_V3	M0016	""	1	m06	TRUE	28000039	302
BR722	leaf_V3	M0016	""	2	m06	TRUE	28037571	302
BR723	leaf_V3	M0016	""	3	m06	TRUE	30174655	302
BR724	leaf_V3	M0016	""	4	m06	TRUE	27746109	302
BR725	leaf_V3	M0016xB73	""	1	m07	TRUE	24879757	302
BR726	leaf_V3	M0016xB73	""	2	m07	TRUE	21815925	302
BR727	leaf_V3	M0016xB73	""	3	m07	TRUE	27363594	302
BR729	leaf_V3	M0016xMo17	""	1	m08	TRUE	25833042	302
BR730	leaf_V3	M0016xMo17	""	2	m08	TRUE	25907389	302
BR731	leaf_V3	M0016xMo17	""	3	m08	TRUE	20271408	302
BR732	leaf_V3	M0016xMo17	""	4	m08	TRUE	23382097	302
BR733	leaf_V3	M0021	""	1	m09	TRUE	20422748	302
BR734	leaf_V3	M0021	""	2	m09	TRUE	27587510	302
BR735	leaf_V3	M0021	""	3	m09	TRUE	23727918	302
BR736	leaf_V3	M0021	""	4	m09	TRUE	21571654	302
BR737	leaf_V3	M0021xB73	""	1	m10	TRUE	25262515	302
BR738	leaf_V3	M0021xB73	""	2	m10	TRUE	27484545	302
BR739	leaf_V3	M0021xB73	""	3	m10	TRUE	19662985	302
BR740	leaf_V3	M0021xB73	""	4	m10	TRUE	19553702	302
BR741	leaf_V3	M0021xMo17	""	1	m11	TRUE	20290620	302
BR742	leaf_V3	M0021xMo17	""	2	m11	TRUE	26366528	302
BR743	leaf_V3	M0021xMo17	""	3	m11	TRUE	25212354	302
BR744	leaf_V3	M0021xMo17	""	4	m11	TRUE	25058336	302
BR745	leaf_V3	M0317	""	1	m12	TRUE	21815798	302
BR746	leaf_V3	M0317	""	2	m12	TRUE	20136212	302
BR747	leaf_V3	M0317	""	3	m12	TRUE	18478832	302
BR748	leaf_V3	M0317	""	4	m12	TRUE	28979931	302
BR749	leaf_V3	M0317xB73	""	1	m13	TRUE	24161778	302
BR750	leaf_V3	M0317xB73	""	2	m13	TRUE	20522810	302
BR751	leaf_V3	M0317xB73	""	3	m13	TRUE	18913944	302
BR752	leaf_V3	M0317xB73	""	4	m13	TRUE	17726710	302
BR753	leaf_V3	M0317xMo17	""	1	m14	TRUE	23154373	302
BR754	leaf_V3	M0317xMo17	""	2	m14	TRUE	25909349	302
BR755	leaf_V3	M0317xMo17	""	3	m14	TRUE	20793881	302
BR756	leaf_V3	M0317xMo17	""	4	m14	TRUE	25704306	302
BR757	leaf_V3	Mo17	""	1	m15	TRUE	22366127	302
BR758	leaf_V3	Mo17	""	2	m15	TRUE	23277021	302
BR759	leaf_V3	Mo17	""	3	m15	TRUE	20878005	302
BR760	leaf_V3	Mo17	""	4	m15	TRUE	21368981	302
BR761	leaf_V3	BxM	""	4	m02	TRUE	20324306	302
