SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
ERR712350	leaf	HP301		1	m1	TRUE	40056949	202
ERR712351	leaf	B73		1	m2	TRUE	11946860	202
ERR712352	leaf	W153R		1	m3	TRUE	32288013	202
ERR712353	leaf	HP301		2	m1	TRUE	27870494	202
ERR712354	leaf	B73		2	m2	TRUE	26216174	202
ERR712355	leaf	F7		1	m4	TRUE	33474455	202
ERR712356	leaf	H99		1	m5	TRUE	20351257	202
ERR712357	leaf	H99		2	m5	TRUE	16870866	202
ERR712358	leaf	F7		2	m4	TRUE	32572048	202
ERR712359	leaf	Mo17		1	m6	TRUE	39923588	202
ERR712360	leaf	CML91		1	m7	TRUE	25689198	202
ERR712361	leaf	A632		1	m8	TRUE	27457207	202
ERR712362	leaf	H99		3	m5	TRUE	21132793	202
ERR712363	leaf	A632		2	m8	TRUE	24596809	202
ERR712364	leaf	CML91		2	m7	TRUE	34925504	202
ERR712365	leaf	B73		3	m2	TRUE	17549590	202
ERR712366	leaf	Mo17		2	m6	TRUE	28980279	202
ERR712367	leaf	W153R		2	m3	TRUE	27651332	202
