SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	spots	avgLength
SRR5832602	mature_pollen		""	1	m1	TRUE	72835773	202
SRR5832603	mature_pollen		""	2	m1	TRUE	53538261	202
SRR5832604	mature_pollen		""	3	m1	TRUE	127011803	202
SRR5832605	mature_pollen		""	4	m1	TRUE	98122104	202
SRR5832606	sperm_cell		""	1	m2	TRUE	58403475	202
SRR5832607	sperm_cell		""	2	m2	TRUE	44848396	202
SRR5832608	sperm_cell		""	3	m2	TRUE	94514773	202
SRR5832609	sperm_cell		""	4	m2	TRUE	104595044	202
SRR5832610	microspore		""	1	m3	TRUE	88773201	202
SRR5832611	microspore		""	2	m3	TRUE	51055002	202
SRR5832617	tassel_primordia		""	1	m4	TRUE	48109464	202
SRR5832618	tassel_primordia		""	2	m4	TRUE	45895216	202
SRR5832619	microspore		""	3	m3	TRUE	69939760	202
SRR5832620	microspore		""	4	m3	TRUE	95051438	202
SRR5832622	bicellular_male_gametophyte		""	1	m5	TRUE	104497307	202
SRR5832623	tassel_primordia		""	3	m4	TRUE	86402559	202
SRR5832624	tassel_primordia		""	4	m4	TRUE	100158405	202
